,nom_directors,ID_directors,STARmeter_directors,recompenses_directors,carriere_duree_directors,films_series_directors
3892,SiddharthAnand,nm1893457,18179.0,0.0,16.0,10.0
3893,AliSamadiAhadi,nm1893665,186771.0,0.0,17.0,12.0
3894,RenateCosta,nm1897676,916174.0,0.0,1.0,2.0
3895,MaudAlpi,nm1900923,344439.0,0.0,7.0,3.0
3896,TonyLeondis,nm1902232,121165.0,1.0,15.0,4.0
3897,BenoitGodbout,nm1902285,1235796.0,0.0,0.0,2.0
3898,BrahimFritah,nm1902512,1756627.0,0.0,16.0,6.0
3899,SebastienMarnier,nm1903612,172943.0,0.0,19.0,4.0
3900,LokmanSlim,nm1904294,1085564.0,0.0,0.0,2.0
3901,OlivierZuchuat,nm1904507,1964426.0,0.0,17.0,5.0
3902,NicholasJarecki,nm1906430,50610.0,0.0,12.0,4.0
3903,MikkoMyllylahti,nm1908787,278442.0,0.0,0.0,2.0
3904,SophieBachelier,nm1908826,3744972.0,0.0,6.0,2.0
3905,FredericFarrucci,nm1912503,420063.0,0.0,13.0,6.0
3906,LaurentTeyssier,nm1916385,1674723.0,0.0,7.0,2.0
3907,EdouardSalier,nm1919480,347421.0,0.0,18.0,12.0
3908,AnnieErnaux,nm1919741,139049.0,0.0,13.0,2.0
3909,AlejandroMonteverde,nm1920049,12348.0,0.0,11.0,4.0
3910,MaxPugh,nm1922296,643749.0,0.0,0.0,2.0
3911,AlekseyFedorchenko,nm1922735,259982.0,0.0,7.0,6.0
3912,AmandaSthers,nm1923551,108825.0,0.0,17.0,4.0
3913,WernerBoote,nm1923741,589381.0,0.0,0.0,4.0
3914,NicolasGuillou,nm1923983,10118282.0,0.0,16.0,5.0
3915,DavidCharhon,nm1925637,88924.0,0.0,14.0,7.0
3916,JudithDavis,nm1927432,103562.0,1.0,14.0,28.0
3917,BayaKasmi,nm1928581,185895.0,2.0,15.0,15.0
3918,NaidraAyadi,nm1929699,119904.0,1.0,19.0,40.0
3919,OlivierTreiner,nm1930518,339292.0,5.0,13.0,3.0
3920,PepaSanMartin,nm1930893,144790.0,0.0,2.0,4.0
3921,HakimZouhani,nm1930927,1048488.0,0.0,10.0,5.0
3922,AnaisBarbeau-Lavalette,nm1932706,156485.0,0.0,14.0,7.0
3923,ArthurHarari,nm1932959,18374.0,3.0,18.0,16.0
3924,EdwardA.Burger,nm1933076,249466.0,0.0,0.0,0.0
3925,DomeKarukoski,nm1933648,71021.0,2.0,16.0,9.0
3926,JulieManoukian,nm1933734,498941.0,0.0,19.0,4.0
3927,JerryRothwell,nm1935753,248264.0,0.0,17.0,10.0
3928,LevanKoguashvili,nm1936947,159121.0,0.0,11.0,5.0
3929,BaniKhoshnoudi,nm1937881,753245.0,0.0,12.0,5.0
3930,PedroGonzalez-Rubio,nm1938088,361890.0,1.0,6.0,6.0
3931,EliteZexer,nm1938355,495257.0,0.0,0.0,2.0
3932,EleonoreWeber,nm1939410,710888.0,0.0,0.0,3.0
3933,JoelFranka,nm1940197,639465.0,1.0,10.0,2.0
3934,HectorGalvez,nm1940598,381265.0,0.0,10.0,3.0
3935,GerardoOlivares,nm1942303,302120.0,1.0,13.0,14.0
3936,CamilleMauduech,nm1943615,1681353.0,0.0,0.0,3.0
3937,EricSerre,nm1947964,3613220.0,0.0,13.0,0.0
3938,HajimeHashimoto,nm1947983,257062.0,0.0,10.0,7.0
3939,RiittaNelimarkka,nm1949261,7743080.0,0.0,39.0,2.0
3940,MatthieuDonck,nm1950061,539352.0,0.0,13.0,7.0
3941,GretaGerwig,nm1950086,871.0,0.0,17.0,42.0
3942,FrancoisPirot,nm1950921,651151.0,1.0,16.0,5.0
3943,JeremyDepuydt,nm1953101,1120353.0,0.0,0.0,2.0
3944,WissamCharaf,nm1953429,251790.0,1.0,14.0,9.0
3945,TravisMathews,nm1953841,98885.0,0.0,4.0,6.0
3946,RobertoCaston,nm1954420,515787.0,1.0,0.0,2.0
3947,ErnestoDaranas,nm1954936,1898369.0,0.0,0.0,3.0
3948,HubertWoroniecki,nm1955529,7770420.0,0.0,0.0,0.0
3949,EnriqueGato,nm1955897,202514.0,1.0,4.0,5.0
3950,RenaudBarret,nm1956560,951280.0,1.0,18.0,8.0
3951,ClaudeBarras,nm1957706,169673.0,6.0,17.0,7.0
3952,CedricIdo,nm1957956,261358.0,0.0,18.0,11.0
3953,AlexIordachescu,nm1958147,508909.0,0.0,6.0,3.0
3954,IreneIborra,nm1958771,1266723.0,0.0,0.0,2.0
3955,PelinEsmer,nm1959064,144293.0,0.0,21.0,7.0
3956,HernanGoldfrid,nm1961274,245482.0,0.0,0.0,2.0
3957,JaredP.Scott,nm1962031,126195.0,0.0,0.0,5.0
3958,GrimurHakonarson,nm1963886,132811.0,1.0,14.0,5.0
3959,ReneLetzgus,nm1964261,7412447.0,0.0,31.0,3.0
3960,MehrdadOskouei,nm1964867,931498.0,0.0,21.0,4.0
3961,KonstantinBojanov,nm1965972,111612.0,1.0,10.0,5.0
3962,JanGassmann,nm1966841,130157.0,0.0,17.0,6.0
3963,NoahTeichner,nm1967198,1458608.0,0.0,1.0,0.0
3964,PilarPalomero,nm1970178,89239.0,1.0,15.0,8.0
3965,KirillSerebrennikov,nm1970598,42960.0,1.0,17.0,14.0
3966,StephaneHaskell,nm1972767,1800383.0,0.0,0.0,0.0
3967,GerardJohnson,nm1976116,55120.0,1.0,10.0,4.0
3968,DavyChou,nm1976187,36599.0,2.0,14.0,7.0
3969,NathanGreno,nm1977355,67572.0,0.0,12.0,7.0
3970,BruceGoodison,nm1978693,127910.0,0.0,10.0,9.0
3971,MasaSawada,nm1980385,5692336.0,0.0,16.0,2.0
3972,MichaelChaves,nm1980431,14345.0,0.0,0.0,3.0
3973,YvesMatthey,nm1981031,11003888.0,0.0,6.0,2.0
3974,GovindaVanMaele,nm1985352,681224.0,0.0,0.0,2.0
3975,DanteAriola,nm1986065,376590.0,0.0,0.0,0.0
3976,StephaneBenLahcene,nm1988254,468613.0,0.0,11.0,2.0
3977,MaryamKeshavarz,nm1991486,36684.0,2.0,14.0,6.0
3978,DenisCote,nm1992193,99104.0,2.0,15.0,20.0
3979,OlivierParthonnaud,nm1992879,839924.0,0.0,18.0,2.0
3980,GeraldineNakache,nm1995246,47389.0,2.0,17.0,40.0
3981,FrancoisYang,nm1995392,1424761.0,0.0,0.0,2.0
3982,MathiasThery,nm1995672,507776.0,0.0,17.0,6.0
3983,DitoMontiel,nm1996918,26844.0,2.0,15.0,11.0
3984,ChristinaD.King,nm2000939,694129.0,0.0,5.0,0.0
3985,AttilaTill,nm2000966,317826.0,0.0,9.0,3.0
3986,AureliaGeorges,nm2001191,578282.0,0.0,14.0,4.0
3987,AudreyEstrougo,nm2001539,264828.0,0.0,15.0,11.0
3988,GudmundurArnarGudmundsson,nm2003134,90861.0,0.0,0.0,2.0
3989,AlejandraMarquezAbella,nm2004888,60190.0,0.0,0.0,6.0
3990,PhilippeCalderon,nm2006889,2567150.0,0.0,12.0,4.0
3991,FilipaReis,nm2008556,345349.0,0.0,11.0,3.0
3992,PierrePerifel,nm2010048,92005.0,0.0,18.0,4.0
3993,DamienFritsch,nm2010118,3810409.0,0.0,0.0,0.0
3994,ThierryPiantanida,nm2011753,1001487.0,0.0,6.0,2.0
3995,ClaudiaLlosa,nm2013191,67324.0,1.0,17.0,8.0
3996,CarlosLechuga,nm2013865,684152.0,0.0,11.0,3.0
3997,JustinChon,nm2014390,12529.0,0.0,16.0,30.0
3998,SamCullman,nm2014414,286395.0,0.0,13.0,4.0
3999,DavidMambouch,nm2014969,3799676.0,0.0,17.0,5.0
4000,NoemieSaglio,nm2015017,150906.0,1.0,19.0,12.0
4001,LoicJourdain,nm2015633,12771213.0,0.0,0.0,0.0
4002,RayaMartin,nm2016451,191495.0,0.0,9.0,12.0
4003,SteffiNiederzoll,nm2016688,631218.0,0.0,0.0,2.0
4004,GeraldineBajard,nm2017718,480278.0,0.0,13.0,0.0
4005,PascalTessaud,nm2018249,1175794.0,0.0,1.0,2.0
4006,CyrilMennegun,nm2019517,788482.0,7.0,12.0,5.0
4007,MahdiFleifel,nm2019600,136193.0,0.0,14.0,5.0
4008,TizzaCovi,nm2021063,177773.0,3.0,15.0,6.0
4009,MikaGianotti,nm2021338,10752621.0,0.0,19.0,13.0
4010,JakeSzymanski,nm2021516,34087.0,0.0,13.0,15.0
4011,AnthonyChen,nm2021547,37145.0,2.0,16.0,9.0
4012,PaulCalori,nm2021905,12793361.0,0.0,10.0,3.0
4013,NathanFrankowski,nm2021984,104980.0,0.0,11.0,7.0
4014,AbdelRaoufDafri,nm2022382,310783.0,1.0,13.0,0.0
4015,SachaWolff,nm2022637,255552.0,1.0,17.0,3.0
4016,RahmatouKeita,nm2025003,1522764.0,0.0,0.0,4.0
4017,AureliaBarbet,nm2025390,1543156.0,0.0,0.0,0.0
4018,MasayukiMiyaji,nm2025581,366752.0,0.0,0.0,2.0
4019,ErwinWagenhofer,nm2025932,384202.0,0.0,10.0,6.0
4020,AlfredoSoderguit,nm2026219,1454212.0,0.0,3.0,2.0
4021,MelinaMatsoukas,nm2027419,32874.0,0.0,7.0,9.0
4022,KostiaTestut,nm2027544,6579430.0,0.0,0.0,0.0
4023,ChristopheCognet,nm2027961,741451.0,0.0,6.0,3.0
4024,NadavLapid,nm2028715,97162.0,3.0,19.0,13.0
4025,FrancoisRotger,nm2029182,11241671.0,0.0,3.0,2.0
4026,IoanaUricaru,nm2031842,297599.0,0.0,11.0,5.0
4027,PhilippeAppietto,nm2032669,7567964.0,0.0,0.0,0.0
4028,BradBernstein,nm2034166,216950.0,0.0,0.0,2.0
4029,JacopoSaraceni,nm2037256,562483.0,0.0,0.0,0.0
4030,BettinaBlumner,nm2037668,498720.0,0.0,5.0,7.0
4031,DanielBenmayor,nm2038223,104718.0,0.0,12.0,6.0
4032,PascalBoucher,nm2038895,3103981.0,0.0,5.0,2.0
4033,MarcosMartinez,nm2039390,12351329.0,0.0,7.0,3.0
4034,AuraeusSolito,nm2039919,344161.0,0.0,7.0,5.0
4035,RenataHeinen,nm2040043,735378.0,0.0,0.0,0.0
4036,TeaLindeburg,nm2042393,165217.0,0.0,0.0,0.0
4037,MilaTurajlic,nm2043219,157381.0,0.0,13.0,4.0
4038,FrederiqueBedos,nm2046030,12843554.0,0.0,0.0,2.0
4039,FrancoisBusnel,nm2048849,464006.0,0.0,15.0,4.0
4040,CorinnaFaith,nm2050631,199875.0,0.0,0.0,2.0
4041,DominiqueLaroche,nm2050716,1572452.0,0.0,0.0,0.0
4042,SurenderReddy,nm2050878,99729.0,0.0,0.0,6.0
4043,MorganMatthews,nm2051728,76586.0,0.0,9.0,6.0
4044,HuguesMartin,nm2053050,8246544.0,0.0,0.0,0.0
4045,CheloLoureiro,nm2055719,143116.0,0.0,14.0,0.0
4046,UmutDag,nm2056100,315707.0,0.0,8.0,12.0
4047,AlexandreCoffre,nm2056306,480463.0,1.0,17.0,10.0
4048,GiorgioDiritti,nm2056836,165926.0,0.0,18.0,6.0
4049,HansVanNuffel,nm2057311,1137206.0,5.0,0.0,0.0
4050,AmiLivne,nm2057785,1444587.0,0.0,7.0,2.0
4051,AnasKhalaf,nm2058740,557051.0,0.0,0.0,3.0
4052,AndroKrpan,nm2058797,2078759.0,0.0,0.0,0.0
4053,JuttaSchunemann,nm2059978,5845179.0,0.0,6.0,3.0
4054,AudreyGinestet,nm2060173,972148.0,0.0,0.0,0.0
4055,StephaneAllagnon,nm2060443,11550847.0,0.0,0.0,0.0
4056,StevenWouterlood,nm2060498,463419.0,0.0,0.0,2.0
4057,IgnasJonynas,nm2061225,357726.0,0.0,13.0,3.0
4058,DamienBoyer,nm2062756,706469.0,0.0,12.0,5.0
4059,AlexisDosSantos,nm2063526,599473.0,0.0,14.0,2.0
4060,TessaLouise-Salome,nm2065702,514814.0,0.0,0.0,2.0
4061,GoroMiyazaki,nm2066439,22985.0,0.0,14.0,6.0
4062,GerardJohnstone,nm2067421,31815.0,0.0,7.0,3.0
4063,JairoEduardoCarrillo,nm2070616,4914070.0,0.0,5.0,2.0
4064,MaximeGiroux,nm2072100,9954211.0,0.0,16.0,6.0
4065,NicolasMaury,nm2072440,65958.0,0.0,25.0,33.0
4066,NicolasPesce,nm2073372,52488.0,0.0,0.0,5.0
4067,Marie-FrancineLeJalu,nm2075482,11524794.0,0.0,0.0,2.0
4068,MartaBergman,nm2076872,547862.0,0.0,28.0,5.0
4069,CarolineJules,nm2077589,1912454.0,0.0,0.0,0.0
4070,JamesJuneSchneider,nm2078220,12112915.0,0.0,0.0,4.0
4071,FabienConstant,nm2078734,465379.0,0.0,5.0,3.0
4072,EmmanuelleAntille,nm2079400,1234536.0,1.0,9.0,6.0
4073,EtienneChaillou,nm2079905,1072712.0,0.0,12.0,4.0
4074,PippoMezzapesa,nm2081247,285261.0,0.0,10.0,5.0
4075,JulianoRibeiroSalgado,nm2081382,137882.0,0.0,0.0,0.0
4076,HafsiaHerzi,nm2082567,21976.0,7.0,21.0,53.0
4077,KavehBakhtiari,nm2084600,1246700.0,0.0,4.0,0.0
4078,FritsStandaert,nm2089190,1140642.0,0.0,9.0,8.0
4079,LeeCronin,nm2091846,21033.0,0.0,0.0,5.0
4080,FredericCarpentier,nm2092557,1790412.0,0.0,0.0,2.0
4081,JohnChester,nm2092965,147578.0,0.0,0.0,2.0
4082,DamienLeone,nm2093171,19347.0,0.0,0.0,9.0
4083,FredericGuillaume,nm2093636,1104150.0,1.0,19.0,8.0
4084,SebastianMeise,nm2098964,96798.0,0.0,0.0,3.0
4085,YvoMuller,nm2099537,220688.0,1.0,15.0,20.0
4086,MichaelBier,nm2099933,242831.0,0.0,11.0,3.0
4087,BabakNazari,nm2102893,9488299.0,0.0,0.0,0.0
4088,NolwennLemesle,nm2102972,735193.0,1.0,17.0,4.0
4089,MarieBelhomme,nm2103509,11685052.0,0.0,13.0,3.0
4090,EvaNeymann,nm2103751,672855.0,0.0,0.0,4.0
4091,TobiasLindholm,nm2105585,32455.0,4.0,16.0,9.0
4092,JoaoViana,nm2107670,1833698.0,0.0,3.0,4.0
4093,SamehZoabi,nm2108295,123785.0,1.0,13.0,4.0
4094,NicolasCastro,nm2108768,985354.0,0.0,14.0,15.0
4095,VincentGerard,nm2112349,833399.0,0.0,9.0,3.0
4096,ValerieMuller,nm2112604,386417.0,0.0,13.0,7.0
4097,YuvalAdler,nm2113089,59457.0,0.0,0.0,6.0
4098,OliverPark,nm2113474,93126.0,0.0,0.0,4.0
4099,JulesHerrmann,nm2113644,2111015.0,0.0,8.0,2.0
4100,NoelleDeschamps,nm2114255,9406384.0,0.0,0.0,2.0
4101,RenanOzturk,nm2116880,120804.0,0.0,8.0,6.0
4102,GuillaumeBureau,nm2119345,402596.0,0.0,12.0,3.0
4103,SylvainDesclous,nm2119371,200846.0,0.0,9.0,7.0
4104,PemaTseden,nm2120871,110531.0,0.0,19.0,9.0
4105,ChloeZhao,nm2125482,6876.0,5.0,8.0,8.0
4106,FrankHenry,nm2126069,1492586.0,0.0,0.0,0.0
4107,BlaiseHarrison,nm2126391,1504883.0,0.0,14.0,4.0
4108,GabePolsky,nm2126907,51734.0,0.0,15.0,5.0
4109,PhilippeAractingi,nm2127004,250033.0,0.0,12.0,4.0
4110,ColmBairead,nm2128139,55046.0,0.0,0.0,0.0
4111,JBlakeson,nm2128335,30108.0,0.0,14.0,7.0
4112,InesMariaBarrionuevo,nm2128882,347724.0,0.0,0.0,5.0
4113,MonaAchache,nm2130235,132271.0,1.0,13.0,14.0
4114,EmmaLuchini,nm2131278,715388.0,1.0,8.0,5.0
4115,DheerajAkolkar,nm2131292,156449.0,0.0,0.0,4.0
4116,HectorCabelloReyes,nm2131687,362902.0,0.0,15.0,4.0
4117,LisaAschan,nm2132286,148494.0,1.0,10.0,6.0
4118,TrevorMoore,nm2132571,7674076.0,0.0,0.0,2.0
4119,StephaneCazes,nm2132763,887113.0,2.0,18.0,3.0
4120,VikasBahl,nm2134474,29818.0,0.0,10.0,6.0
4121,AsafKorman,nm2135674,510365.0,0.0,9.0,3.0
4122,JoseLuisValle,nm2136602,281754.0,0.0,0.0,4.0
4123,NicolasBazz,nm2136863,1385985.0,0.0,10.0,2.0
4124,LucVerdier-Korbel,nm2137288,12270469.0,0.0,0.0,0.0
4125,AscanioCelestini,nm2141178,1362968.0,0.0,14.0,6.0
4126,TomGeens,nm2141257,769830.0,3.0,8.0,2.0
4127,TimHeitz,nm2142520,92033.0,0.0,2.0,3.0
4128,JulianRosefeldt,nm2143474,218267.0,0.0,0.0,0.0
4129,GuillaumeBrac,nm2145328,234918.0,6.0,16.0,9.0
4130,MeritxellColell,nm2145551,1558037.0,0.0,0.0,5.0
4131,AmelleChahbi,nm2147000,145310.0,0.0,14.0,24.0
4132,FouadBenhammou,nm2147160,437458.0,0.0,18.0,6.0
4133,AngelinPreljocaj,nm2149063,502162.0,0.0,31.0,10.0
4134,JaysonThiessen,nm2149505,167770.0,0.0,11.0,5.0
4135,Francois-XavierDrouet,nm2149800,562194.0,0.0,10.0,4.0
4136,ElizaHittman,nm2151374,34543.0,2.0,9.0,7.0
4137,YoonJong-bin,nm2151556,167549.0,0.0,15.0,7.0
4138,JoseLuisPenafuerte,nm2154765,1451888.0,1.0,0.0,2.0
4139,Carl-A.Fechner,nm2155101,2151623.0,0.0,20.0,6.0
4140,SpirosStathoulopoulos,nm2155554,121251.0,0.0,6.0,2.0
4141,ManiHaghighi,nm2155679,96121.0,0.0,15.0,13.0
4142,JoshCooley,nm2155757,21331.0,0.0,12.0,5.0
4143,FrancoisCaillat,nm2157392,9045566.0,0.0,30.0,11.0
4144,FlorianGaag,nm2157733,1029664.0,0.0,0.0,3.0
4145,LeaGlob,nm2158362,82035.0,0.0,8.0,2.0
4146,JeffNichols,nm2158772,7929.0,8.0,14.0,9.0
4147,LucMarescot,nm2159284,6558959.0,0.0,26.0,7.0
4148,DavidDaurier,nm2159486,3336709.0,0.0,0.0,0.0
4149,LaurianeEscaffre,nm2163264,252808.0,1.0,17.0,21.0
4150,FrancoisBegaudeau,nm2163571,218974.0,1.0,15.0,8.0
4151,KazuhiroSoda,nm2164608,167708.0,0.0,14.0,16.0
4152,FutoshiSato,nm2166733,1038934.0,0.0,0.0,0.0
4153,FredericPetitjean,nm2167460,298632.0,0.0,13.0,2.0
4154,CeydaTorun,nm2167704,452249.0,0.0,0.0,0.0
4155,RomainCogitore,nm2170681,272609.0,0.0,11.0,5.0
4156,LaurenWolkstein,nm2171388,73469.0,0.0,12.0,8.0
4157,BaranboOdar,nm2171633,15922.0,2.0,14.0,7.0
4158,BabakJalali,nm2171652,49313.0,0.0,9.0,4.0
4159,JoyceA.Nashawati,nm2171755,565972.0,1.0,6.0,2.0
4160,LevanAkin,nm2172605,22418.0,0.0,11.0,5.0
4161,HaimTabakman,nm2173202,723205.0,0.0,19.0,4.0
4162,OlivierPorte,nm2175893,11221086.0,0.0,0.0,0.0
4163,ManuPayet,nm2176554,92424.0,2.0,18.0,34.0
4164,Booder,nm2176563,232190.0,0.0,13.0,14.0
4165,ThierryRagobert,nm2177685,567923.0,0.0,17.0,7.0
4166,EricCherriere,nm2177970,1399951.0,0.0,14.0,4.0
4167,DanielCling,nm2178700,2261147.0,0.0,0.0,3.0
4168,NadiaJandeau,nm2180995,5480983.0,0.0,10.0,5.0
4169,JulienLeclercq,nm2182866,77816.0,0.0,17.0,12.0
4170,Jean-PhilippeVine,nm2190815,297914.0,0.0,0.0,0.0
4171,LauraAmeliaGuzman,nm2191541,280862.0,0.0,13.0,8.0
4172,WillBecher,nm2192511,271621.0,0.0,7.0,0.0
4173,JulianaRojas,nm2193400,78092.0,2.0,16.0,15.0
4174,BenjaminDickinson,nm2196568,146707.0,0.0,4.0,3.0
4175,AsliOzge,nm2196871,86176.0,0.0,3.0,6.0
4176,NadegeTrebal,nm2196971,1435088.0,0.0,14.0,3.0
4177,DenizGamzeErguven,nm2197025,44859.0,5.0,17.0,10.0
4178,ValeryRosier,nm2198327,631427.0,2.0,14.0,7.0
4179,FabiannyDeschamps,nm2203590,1000122.0,0.0,0.0,4.0
4180,JulienHilmoine,nm2204821,447224.0,0.0,0.0,0.0
4181,VeraneFrediani,nm2206548,1119467.0,0.0,14.0,2.0
4182,NanaEkvtimishvili,nm2206574,176378.0,0.0,0.0,2.0
4183,KleberMendoncaFilho,nm2207625,39170.0,2.0,31.0,22.0
4184,LarsKlevberg,nm2209002,118216.0,0.0,0.0,4.0
4185,ClaudiaVarejao,nm2209415,285611.0,0.0,15.0,6.0
4186,NaokoYamada,nm2210720,81850.0,0.0,0.0,8.0
4187,RebekahFortune,nm2215715,334647.0,0.0,0.0,0.0
4188,NicolasSilhol,nm2216739,815366.0,0.0,13.0,6.0
4189,BeatrizSeigner,nm2218947,790662.0,0.0,0.0,6.0
4190,PedroMorelli,nm2222834,247162.0,0.0,11.0,3.0
4191,Quarxx,nm2223178,170784.0,0.0,0.0,5.0
4192,SteveCox,nm2233908,408494.0,0.0,23.0,5.0
4193,DamienFroidevaux,nm2233998,9791486.0,0.0,9.0,2.0
4194,IlzeBurkovskaJacobsen,nm2234233,1509565.0,0.0,0.0,0.0
4195,FatmaZohraZamoum,nm2235254,1911117.0,0.0,14.0,4.0
4196,RazvanMarculescu,nm2239634,528928.0,0.0,1.0,2.0
4197,ValerieMassadian,nm2244088,405804.0,3.0,13.0,5.0
4198,AliAsgari,nm2245554,2452842.0,0.0,15.0,7.0
4199,BehzadFarahat,nm2245815,5543507.0,0.0,10.0,3.0
4200,AlbertSerra,nm2247200,26801.0,3.0,17.0,17.0
4201,BillHolderman,nm2250139,92128.0,0.0,8.0,3.0
4202,MarcelLangenegger,nm2251947,203867.0,0.0,3.0,2.0
4203,AdrianBiniez,nm2254150,918879.0,2.0,8.0,7.0
4204,BenoitForgeard,nm2254779,481595.0,0.0,13.0,17.0
4205,MilenVitanov,nm2256152,1153031.0,0.0,5.0,3.0
4206,CyrilBarbancon,nm2260781,821490.0,0.0,9.0,3.0
4207,FarhadSamji,nm2260872,54788.0,0.0,0.0,3.0
4208,SoumikSen,nm2265536,264181.0,0.0,8.0,3.0
4209,AyumuWatanabe,nm2268014,210256.0,0.0,0.0,5.0
4210,NaderT.Homayoun,nm2268151,1196336.0,0.0,21.0,6.0
4211,A.J.Edwards,nm2270935,103224.0,0.0,9.0,3.0
4212,GustavoRondonCordova,nm2271584,423700.0,0.0,0.0,0.0
4213,DavidFoenkinos,nm2271931,304975.0,0.0,15.0,5.0
4214,LisaLangseth,nm2272926,116200.0,0.0,0.0,4.0
4215,ClaudeZidiJr.,nm2273595,117120.0,0.0,13.0,5.0
4216,ChristianSchwochow,nm2275000,59908.0,1.0,14.0,17.0
4217,MatthewPorterfield,nm2275041,169153.0,0.0,11.0,5.0
4218,MatsGrorud,nm2275259,567628.0,0.0,0.0,2.0
4219,MatthieuLevain,nm2277043,9519365.0,0.0,0.0,0.0
4220,Jean-MarcRudnicki,nm2277061,1457222.0,0.0,24.0,8.0
4221,NathalieNambot,nm2277770,3601614.0,0.0,6.0,2.0
4222,MarjaneSatrapi,nm2277869,32634.0,11.0,14.0,10.0
4223,YannickDahan,nm2278184,450925.0,1.0,8.0,4.0
4224,MariusOlteanu,nm2278406,330095.0,0.0,0.0,0.0
4225,JustinDec,nm2280148,77803.0,0.0,0.0,0.0
4226,JulioSotoGurpide,nm2280443,327025.0,0.0,18.0,5.0
4227,LucyMulloy,nm2280980,355570.0,0.0,0.0,0.0
4228,MarinaKem,nm2281400,12109547.0,0.0,0.0,0.0
4229,JustinSimien,nm2282177,36888.0,1.0,7.0,9.0
4230,GlenioBonder,nm2283173,614598.0,0.0,0.0,0.0
4231,YannGonzalez,nm2287606,82612.0,1.0,15.0,13.0
4232,RebeccaCremona,nm2287850,790230.0,0.0,0.0,0.0
4233,JulianoDornelles,nm2289860,174531.0,1.0,15.0,3.0
4234,CyprienVial,nm2290205,329651.0,1.0,17.0,5.0
4235,MarcosJorge,nm2293201,211218.0,0.0,0.0,10.0
4236,TimothyL.Anderson,nm2293315,914017.0,0.0,0.0,0.0
4237,DavidDepesseville,nm2293538,300327.0,0.0,18.0,2.0
4238,OksanaBychkova,nm2294083,597784.0,0.0,5.0,4.0
4239,RebeccaZlotowski,nm2294243,69918.0,2.0,14.0,9.0
4240,MaryamGoormaghtigh,nm2295945,457225.0,0.0,0.0,2.0
4241,JonErwin,nm2296528,31949.0,0.0,13.0,9.0
4242,EsmirFilho,nm2296828,375657.0,0.0,5.0,7.0
4243,PaulMignot,nm2298527,478346.0,0.0,0.0,0.0
4244,AnochaSuwichakornpong,nm2300866,262684.0,0.0,13.0,6.0
4245,MikaelBuch,nm2303069,1441892.0,0.0,13.0,6.0
4246,LuluWang,nm2304675,6619.0,0.0,10.0,5.0
4247,PhuttiphongAroonpheng,nm2306874,504572.0,0.0,19.0,2.0
4248,ValerioMieli,nm2307631,374887.0,0.0,0.0,2.0
4249,DestinDanielCretton,nm2308774,16964.0,1.0,11.0,9.0
4250,Jean-PhilippeGaud,nm2310548,12452327.0,0.0,0.0,0.0
4251,DavidBernet,nm2312075,945353.0,0.0,6.0,3.0
4252,EtienneKallos,nm2312234,308763.0,0.0,0.0,0.0
4253,ClausWischmann,nm2312334,1884792.0,1.0,0.0,5.0
4254,StephaniePillonca,nm2312927,325881.0,0.0,13.0,23.0
4255,ClementCogitore,nm2312933,235935.0,1.0,12.0,13.0
4256,DuccioChiarini,nm2313783,384787.0,0.0,8.0,6.0
4257,TalGranit,nm2318954,504534.0,0.0,0.0,2.0
4258,DonHall,nm2320658,37106.0,1.0,42.0,8.0
4259,SmeepKang,nm2321771,95831.0,0.0,0.0,14.0
4260,EmilieFreche,nm2323207,500486.0,0.0,8.0,0.0
4261,ReneeNaderMessora,nm2324327,469905.0,0.0,0.0,2.0
4262,XavierSeron,nm2324637,457935.0,0.0,14.0,9.0
4263,MarceloCaetano,nm2325658,691455.0,0.0,11.0,3.0
4264,AnnaRoseHolmer,nm2326407,138370.0,1.0,6.0,4.0
4265,GessicaGeneus,nm2327006,406038.0,0.0,14.0,5.0
4266,MerylFortunat-Rossi,nm2327785,537390.0,0.0,8.0,7.0
4267,MichaelLannan,nm2328145,83730.0,0.0,3.0,0.0
4268,AlainGuillon,nm2329555,4500847.0,0.0,0.0,2.0
4269,RaphaelBalboni,nm2331413,370467.0,0.0,11.0,7.0
4270,BenoitMasocco,nm2333122,2179868.0,0.0,20.0,4.0
4271,StefanoSavona,nm2333996,467064.0,2.0,9.0,6.0
4272,JeroenPerceval,nm2334765,53840.0,0.0,11.0,21.0
4273,AshleyCahill,nm2335689,212686.0,0.0,0.0,0.0
4274,JanBultheel,nm2337269,12579248.0,0.0,5.0,0.0
4275,PetrKazda,nm2341285,580500.0,0.0,0.0,2.0
4276,ChristopherZalla,nm2343031,47759.0,1.0,16.0,6.0
4277,EdwardBurtynsky,nm2344305,266125.0,0.0,13.0,4.0
4278,EricGravel,nm2345041,102782.0,0.0,0.0,3.0
4279,MarcoCarmel,nm2345939,496232.0,0.0,0.0,4.0
4280,Siva,nm2350892,114612.0,0.0,2.0,5.0
4281,Jean-MichelRopers,nm2354569,2337065.0,0.0,11.0,7.0
4282,KantaramaGahigiri,nm2355767,666993.0,0.0,0.0,4.0
4283,MahmoudGhaffari,nm2359589,393792.0,0.0,0.0,4.0
4284,TomVolf,nm2360995,382615.0,0.0,18.0,4.0
4285,FrankBellocq,nm2361701,284871.0,0.0,11.0,17.0
4286,MarekBenes,nm2365242,665408.0,0.0,5.0,5.0
4287,JillCoulon,nm2365752,1064043.0,0.0,14.0,3.0
4288,MattBettinelli-Olpin,nm2366012,17478.0,0.0,9.0,12.0
