ID,star,STARmeter
nm0094552,Eric Bonicatto,642469
nm11411372,Jing Tian,8862679
nm0805077,Linn Skaber,186876
nm2199194,Aleksandra Yermak,215318
nm4638139,Carole Le Page,607134
nm2426972,Carole Le Page,1952111
nm9776231,Mirel Creta,8906557
nm6706518,Ly Bun Yim,1545061
nm15585034,Im Soo-Jung,12194724
nm2671470,Sabrina Hamida,9178023
nm0345587,Eva Van der Gucht,52797
nm1603688,Laetitia Spigarelli,804714
nm0880370,Ulay,671424
nm4984352,Kenrap,5315949
nm0791480,Kool Shen,318403
nm0332836,Yann Goven,656025
nm0760234,Basem Samrah,103881
nm1920923,Mirella Giardelli,9101013
nm3354336,Gustavo Jahn,236042
nm1921797,Sandra Escalante,12356492
nm4918187,Marie-Claude Bompard,12134371
nm10204917,Carole Noblanc,3158576
nm1870495,Namir Abdel Messeeh,1241521
nm1970866,Reha Ozcan,111683
nm0179123,Loic Corbery,231712
nm0381723,James Hetfield,18609
nm4780207,Bil Aka Kora,12815911
nm0630562,Valerie Niddam,11475233
nm12961421,Luo Wenjie,5494419
nm4578458,Matias Ganz,1498579
nm0076646,Claude Berne,789255
nm5179673,Reem Abdullah,302583
nm4374146,Tom Spicer,4238215
nm4442613,Caroline Chaspoul,1983153
nm0784124,Maurice Sendak,126962
nm6826752,India Dale-Hill,2932684
nm2673989,Avelawance Phillips,13066346
nm0204555,Eisa Davis,26978
nm3381950,Bobby Sommer,1781662
nm0109885,Jean-Claude Brisseau,56661
nm0196134,Joao Rui Guerra da Mata,442054
nm5211698,Johnny Gatcombe,7185873
nm0735851,Gabino Rodriguez,236613
nm1328088,Nemo Schiffman,206372
nm2973991,Anne Paulicevich,526157
nm1416431,Wajdi Mouawad,91816
nm0803332,Jean-Francois Sivadier,339950
nm1280323,Andrea Marquee,1453093
nm5180960,Django Schrevens,1075405
nm3016914,Pablo Sigal,2148991
nm5444096,Malte Sieveking,1678745
nm4100053,Niall Horan,32974
nm5343437,Ninine Garcia,3864003
nm6529108,Jerome Palfroy,10071398
nm7750433,Julien Brygo,991649
nm4702105,Namik Minter,630811
nm5407949,Etsuro Sotoo,7296701
nm3266168,Rebecca Dayan,16537
nm0586150,George Mihaita,148739
nm3733763,Sofia Black D&#039;Elia,1748
nm0487351,Claude Lanzmann,40033
nm5328666,Mattias Ripa,407102
nm3648829,Thomas Mignot,1396026
nm5839820,Adrian Du Bois,11302775
nm2098548,Simao Cayatte,122386
nm5869153,Mira Barkhammar,296176
nm3352729,Julius Nitschkoff,103286
nm0381593,Stephane Hessel,645655
nm2484648,Eugenia Caruso,67210
nm1632246,Joe Schlesinger,757515
nm1138196,W. J. Solha,1875334
nm5553911,Mariam Bokeria,258283
nm0327273,Michel Gondry,6337
nm5977161,Bernard Dao-Castes,4788381
nm1098403,Vusi Mahlasela,1128661
nm5674479,Jules Sagot,112372
nm5580968,Nicole Ferroni,463676
nm4120911,Bahram Aloui,1445183
nm4433760,Mathieu Charriere,12716826
nm0000694,Wim Wenders,1431
nm0221035,Sophie Deschamps,1130187
nm0786733,Michel Seydoux,161270
nm1163808,Tianwen Chen,499181
nm0002191,Jacques Audiard,17547
nm5845332,Julia Coma,2181203
nm1053148,Mark Ronson,2089
nm6074016,Robert Chambeiron,6613521
nm0513415,Joe Lipari,11128954
nm1603836,Julien Verite,11156803
nm5567482,Noemie Rosset,1354231
nm5639699,Marie Gautheron,4947926
nm1496636,Yvonne Marceau,8329961
nm0119819,Veljko Bulajic,118502
nm0502932,Nuno Leonel,646269
nm6051849,Enea Gabino,5928301
nm5753279,Margherita Delbono,6222161
nm0218690,Vanessa Demouy,169302
nm2123292,Maurizio de Santis,4355895
nm0217817,Albert Delpy,109094
nm5531398,Agata Trzebuchowska,51943
nm5525244,John Maloof,303551
nm4213718,Korkmaz Arslan,212424
nm2971966,Hortense Gelinet,256639
nm5313788,Redouanne Harjane,355452
nm1361767,Angela Merkel,94830
nm5570080,Mamta Devi,7976215
nm1800322,Ilmur Kristjansdottir,47176
nm6182401,Surho Sugaipov,207019
nm5098960,Ahmed Drame,664366
nm1580885,Nima Arkani-Hamed,2006685
nm4584899,Jonathan Borgel,1530736
nm3721298,Colin Deleau,2186210
nm6451681,Catherine Camus,12127506
nm6432362,Annick Billard,3617596
nm0545255,Jean-Baptiste Marcenac,648214
nm3026084,Karim Ait M&#039;Hand,581252
nm5768059,Wenchao He,2491393
nm6296590,Nicolas Avinee,460830
nm1251565,Gwei Lun Mei,32061
nm6037543,James Gayo,8238709
nm2475510,Francois-Henri Soulie,10287498
nm5214217,Francois-Henri Soulie,1244931
nm0522151,Olivier Loustau,570247
nm6772302,Francis Bodin,826496
nm4981506,Angelica Sarre,8913304
nm0394502,Bojena Horackova,462356
nm7731221,Hunter Hunthendrix,1452816
nm6669627,Gwenaelle Baid,8193185
nm6386869,Nicky Salapu,225304
nm3128149,Jeff Danziger,1707585
nm6281512,Elena Pantaleoni,7507853
nm4122583,Laurette Lalande,10312201
nm3297302,Samira Saraya,225397
nm6472306,Mohamed Slim Bouchiha,6553337
nm1327811,Michel Papineschi,8405102
nm4589523,Theophile Baquet,427530
nm2421700,Marilyn Yalom,1123721
nm6918824,Stas Baretskiy,591896
nm6253995,Adrian Porumboiu,10748313
nm6854732,Nicolas Dourdin,10228113
nm1561200,Jacques-Herve Fichet,8093158
nm4185610,Cyril Dion,279233
nm1638157,Frank Lotito,152766
nm2720624,Teresa Roe,9618503
nm6669635,Geova Manoel dos Santos,3686342
nm0641354,Denis O&#039;Hare,941
nm3266181,Shi Liu,7180134
nm0993340,Helene Segara,560548
nm0209940,Pepe de Lucia,13044286
nm1303301,Jasna Zalica,189590
nm0277916,Levana Finkelstein,430492
nm5835039,Lukas Schwarz,262346
nm4301161,Rajesh M. Selva,431009
nm1854386,Stephen Amell,966
nm15596017,Hwang Jeong-min,4821220
nm6546030,Florentine Razafiharisoa,6031934
nm3554909,Beatrice de Stael,515766
nm2784095,Vassilis Koukalani,38106
nm1885176,Fadi Abi Samra,250597
nm1710728,Agathe Olivier,6424657
nm3390925,Glenn Greenwald,206178
nm1849325,Serge Musy,322778
nm0098179,Patrick Bosso,826901
nm3905515,Sekouba Doucoure,1185173
nm0220969,Tonio Descanvelle,176296
nm0812281,Charlotte Sohm,7210780
nm1980385,Masa Sawada,1003688
nm7379140,Karine De Mirbeck,2223941
nm3471594,Carole Lesguillon,4212369
nm5933043,Lillemor Berthelsen,2006704
nm1902099,Amy Deasismont,34152
nm2077509,Marte Magnusdotter Solem,628901
nm13294343,Shu Yao,12021935
nm0760405,Marc Samuel,494047
nm3405250,Flonja Kodheli,174047
nm7572029,Yoann Baulaz,3209657
nm1253936,Patrick d&#039;Assumcao,60945
nm12073462,Stephen Loye,1684567
nm6197805,Syvert Lorenz Garcia,4492171
nm6880619,Fargass Assande,175691
nm0158898,Yannick Choirat,80209
nm0070174,Ghalia Benali,854475
nm6237589,Gringe,93663
nm15561113,Hani Adel,3369206
nm5384146,Marie Petiot,191502
nm7269058,Parvin Namazi,2069841
nm3736673,Jean Bauberot,2402113
nm2462431,Iulian Postelnicu,79763
nm0433763,Theodor Juliusson,376706
nm1625806,Alassane Sy,605084
nm7869825,Meaud Besson,12913745
nm7327254,Asmaa Lazrak,318739
nm5137054,Joao Pedro Benard,798650
nm5672971,Olivier Bonnaud,928573
nm0912334,Alex Van Warmerdam,46004
nm6515802,Manon Capelle,531356
nm3866708,Andre Comte-Sponville,10572036
nm7048367,Gerard Biard,5090366
nm1419679,Cabu,534090
nm1307616,Serge Nicolai,1307377
nm0506339,Assi Levy,193546
nm8539367,Juan Falu,9973259
nm3413618,Juan Falu,6284734
nm3867299,Alex Lawther,5548
nm4699416,Waly Dia,177232
nm8429690,Paola La Rosa,3398096
nm4398067,Louise Djabri,6151361
nm1183065,Daniel Njo Lobe,164787
nm2102394,Francois Nambot,126300
nm4099695,Jean-Jacques Bernard,4229315
nm0076255,Jean-Jacques Bernard,1933172
nm0234113,Damien Dorsaz,1731046
nm0386109,Herve Hiolle,5256997
nm3415205,Dimitra Kontou,12661067
nm7241187,Samiha Aguirre,4168417
nm5380583,Magali Moreau,11801605
nm2382444,Michael Goorevich,434638
nm6966972,Antonio Centeno,1686857
nm0640575,Michael D&#039;Cruze,240719
nm1304813,Marie Favasuli,7739800
nm4879824,Ruby Bustamante,1056159
nm0539606,Ara Malikian,268334
nm1890471,Elena Roger,190181
nm5090090,Rokhsareh Ghaem Maghami,1923635
nm4886108,Pierre Siankowski,13076081
nm5497593,Barbara Beretta,308644
nm6052720,Samar Qupty,74667
nm0897333,Margarida Vila-Nova,68569
nm0563440,Patricia Mazuy,101989
nm0644147,Jean Odoutan,256491
nm0262465,Linda Evangelista,21178
nm7271801,Eneko Sagardoy,70212
nm10457871,David Derumier,7381599
nm1798489,Arnaud Valois,12131
nm8859561,Rosa Da Costa,4116147
nm6948291,Naomi Amarger,269487
nm8539738,Rozsa Tano,3619050
nm2508147,Guo-Qiang Cai,10369629
nm2107127,Anastasia Phillips,18608
nm8511292,Yu-mi Jung,3920503
nm7098094,Iryna Voloshyna,12350259
nm4475248,Yassine Fadel,142296
nm8079967,Mariyama Diallo,5556729
nm8458915,Bria Vinaite,2265
nm8066075,Susan Roether Zsigmond,5506439
nm5243717,Martin Bats Bradford,52141
nm0064268,Adrien Beau,281405
nm8413743,Vincent Mermet,4682745
nm0432039,Arthur Jugnot,633289
nm1157689,Alison Wheeler,13130666
nm7895515,Guo Tao,5856574
nm0324766,Alejandro Goic,199848
nm4008605,Cosmo Jarvis,1181
nm3126686,Julia Stockler,65928
nm0022609,Hanna Alstrom,6664
nm9452728,Mohamed Amine Hamzaoui,1128065
nm0525908,Auguste Lumiere,143542
nm2139257,Murat Cemcir,64521
nm7109284,Quentin Margot,8315334
nm3612526,Diamand Abou Abboud,61818
nm4789282,Elsa Leviant,874852
nm7412362,Calah Lane,1432
nm0003133,Jean-Christophe Bouvet,42520
nm10449455,Vincent Barre,882408
nm6547112,Cindy Rodrigues,10959012
nm3008608,Bridget Everett,9993
nm6710538,Mohamed Yousry,1623939
nm7393452,Inas Chanti,811874
nm10155567,Amaia Irigoyen,1178024
nm1173839,Marc Pierret,2027096
nm4295989,Bence Tasnadi,520594
nm14874080,Efrat-Ben Tzur,2074550
nm8114366,Olivia Loiseau,655443
nm5817306,Vinciane Amilhon,7561983
nm5301483,Woo-sik Choi,1558979
nm5718099,Woo-sik Choi,5165728
nm10235659,Woo-sik Choi,7934325
nm3822394,Xavier Jozelon,11197366
nm2545285,Eva Bandor,483393
nm6745900,Soudabeh Beizaee,159418
nm2759559,Till Butterbach,470351
nm0321159,Amos Gitai,84325
nm15667863,Amos Gitai,11038067
nm0692548,Omara Portuondo,1346376
nm10080429,Hossein,11240532
nm8938001,Lydie Kasongo,4143172
nm4399355,Zar Amir Ebrahimi,16990
nm3945785,Irina Gorbacheva,112364
nm1363507,Baltasar Garzon,8196349
nm5345382,Mylene MacKay,67001
nm9081865,Marin Din Kajdomcaj,839935
nm5769873,Lalit Behl,1205709
nm9208933,Roberto Del Gaudio,8334111
nm4198603,Luc Chessel,1699072
nm0840783,Hector Noas,164352
nm2437459,Pistol Takehara,1148547
nm2430021,Iulia Lumanare,95756
nm8570635,Soho Rezanejad,388782
nm5866057,Antoine Martin Sauveur,846474
nm1588742,Mihaela Sirbu,169722
nm1058543,Ryszard Horowitz,518285
nm7183870,Vianney,663084
nm0124502,Mathieu Bisson,919170
nm7168879,Helene Herve,5826778
nm9379598,Johan Casinie,5446607
nm10631571,Kathrin Hartmann,4791148
nm0320033,Francis Ginibre,4301774
nm5174055,Ana Flavia Cavalcanti,532357
nm0953423,Merila Zare&#039;i,144081
nm6575696,Yumna Marwan,46317
nm0825887,Gloria Steinem,36841
nm15005384,Tiahna Vince,3479736
nm7362873,Florence Klein,11113378
nm3315950,Thais Alessandrin,554984
nm5857636,Amiel Cayo,297373
nm7513050,Jiang Yiyan,7483373
nm4431536,Sergei Polunin,25645
nm8589660,Boodi Kabbani,270260
nm10878986,Rosa Peixoto,1333138
nm13929635,Heidi Rinke,4362445
nm1202823,Emin Gursoy,176223
nm7987911,Carl Malapa,210243
nm10214834,Debbie Honeywood,91337
nm8143293,Basile Meilleurat,2589993
nm4512122,Vincent Solheid,11562161
nm0348737,Edwarda Gurrola,65190
nm6385597,Jonathan Couzinie,612393
nm6130976,Nordine Salhi,818014
nm5572887,Fatou N&#039;Diaye,5536792
nm0618456,Fatou N&#039;Diaye,123967
nm13904566,Fatou N&#039;Diaye,2499843
nm3437705,Natalya Kudryashova,116646
nm10186449,Bar Gottfried,12916706
nm0286181,Alexis Forestier,3157577
nm8140807,Elijah Filamor,290539
nm7971690,Philippe Dubois,7759117
nm6687464,Micha Rozenkier,11307681
nm6916719,Ryu Jun-yeol,24468
nm0618502,Pascal NZonzi,194513
nm11349704,Bai Yufan,1027207
nm5055028,Silvia D&#039;Amico,176932
nm1257730,Andre Guerreiro Lopes,896156
nm10129349,Lauren &#039;Lolo&#039; Spencer,48501
nm10866001,Nazife Muratova,1284592
nm10322807,Jakob Lassalle,4879300
nm10393919,Ar Tem,53183
nm13439422,Yong Mei,2480933
nm1913597,Eva Lazzaro,76922
nm8152835,Hakim Jemili,117311
nm14787060,Thanawut Kasro,1764992
nm3437713,Karine Ventalon,944861
nm5107833,Louis Aliot,1460090
nm10850823,Hamza Al-Khateab,440875
nm2093697,Sarah Goldberg,7473030
nm1682832,Luke MacFarlane,3205
nm1469027,Juna Suleiman,516438
nm3615486,Ragnar Jonsson,484334
nm0813163,Philippe Sollers,719539
nm4911970,Leo Pyrata,1324862
nm1553826,Passi,10122248
nm7403146,Nans Thomassey,13201531
nm2196971,Nadege Trebal,1486246
nm4265153,Frederic Lo,3250299
nm1174048,Alexandra Milgrom,11556979
nm15593381,Kim Moo-yul,2078779
nm3511834,Michael Angelo Covino,60515
nm10780426,Shinko Kondo,9327773
nm8345858,Charlotte Durand Raucher,9524298
nm0673580,Morgan Perez,751529
nm8200062,Ines d&#039;Assomption,361566
nm1309340,Robert Badinter,97885
nm3680658,Ye-Ri Han,27910
nm10014139,Salif Cisse,13093089
nm9493225,Salif Cisse,80337
nm0452714,Oscar Kightley,22363
nm9367845,Ornella D&#039;Elia,86518
nm3003116,Mark Elderkin,80341
nm10428193,Sabrina de La Hoz,187814
nm7079050,Camille Lou,19733
nm11289766,Sorina Costache,8869064
nm1781656,Marie-Julie Maille,559304
nm2543539,Masayasu Eguchi,9470171
nm9053121,Antoine Dumortier,5117445
nm7892258,Alexia Sanchis,2119570
nm8948437,Emilie Favre-Bertin,687703
nm7045158,Omar Marwan,1944593
nm0663854,Karyn Parsons,8639
nm2495268,Pascal Tagnati,524389
nm8724137,Hiroharu Shikata,4404772
nm11317925,Anong Houngheuangsy,410064
nm0506662,Julia Levy-Boeken,32737
nm6328460,Woo-Sung Jung,959019
nm6493813,Woo-Sung Jung,9998937
nm11260548,Marquesha Babers,369529
nm10578727,Hanaa Issa,607845
nm6100047,Vikash Bhai,55644
nm4534391,Roni Kuban,972939
nm4056825,Alexandre Jollien,96443
nm14799373,Olfa Hamrouni,60984
nm6613188,Mae Roudet-Rubens,8090440
nm5033444,Julien Arruti,131986
nm7943224,Aloise Sauvage,149953
nm6623016,Jean Le Peltier,6409208
nm11323068,Feliciana Sibilano,207031
nm3218921,Sofia Georgovassili,268054
nm5856828,Nissim Renard,498085
nm1237934,Everon Jackson Hooi,210117
nm1486923,Nicolas Hulot,700517
nm5977135,Jean Jonasson,7907401
nm3691746,Shazad Latif,6279
nm12766684,Ferdinand Flame,12249737
nm12464083,Cristian Borges,1421544
nm11394529,Hatik,244422
nm5584750,Sadie Sink,1371
nm0535392,Russell Mael,109671
nm1603149,Adnan Omerovic,261443
nm1785320,Sophie Letourneur,137940
nm0582853,Pierre Meunier,2216274
nm7418971,Alireza Sani Far,216363
nm13159324,Robinson Mensah-Rouanet,567107
nm12972521,Emma Rigby,632249
nm0000783,Dario Argento,4329
nm1922408,Emanuel Parvu,61902
nm11938885,Julien De Saint-Jean,40840
nm3117738,Raphael Thiery,2162451
nm6261003,Raphael Thiery,72849
nm8107577,Vincent Munier,346343
nm0529435,Annamaria Lang,411076
nm1729095,Shlomi Elkabetz,146047
nm12747528,William Folzenlogen,886223
nm12860834,Jacqueline Puygrenier,7307668
nm5007768,Da'vine Joy Randolph,504
nm2656271,Tommy Fitzgerald,454010
nm8781499,Sherry Cola,4451
nm14177309,Yoo Teo,1337856
nm7926490,Hicham Harrag,476797
nm3521110,Lynn Van Royen,25479
nm8914388,Theo Augier Bonaventure,50183
nm13763511,Kouceila Mustapha,9511377
nm6847299,AZ,9744268
nm10058269,AZ,11536359
nm0190246,AZ,470847
nm10995546,AZ,290322
nm10574081,Andrew Barth Feldman,3082
nm4082042,Dominik Fellmann,134039
nm8255707,Marieva Jaime Cortez,8185755
nm2520614,Lazare Gousseau,432231
nm1932959,Arthur Harari,17884
nm0326448,Ebrahim Golestan,201739
nm1526293,Romain Torres,680993
nm0238297,Patrick Dross,7267652
nm14762756,Loro Bardot,790737
nm10818014,Tomasz Organek,730038
nm1193601,Malou Airaudo,374583
nm5899352,Sylvia Sossa,988906
nm10144829,Rasti Farooq,60633
nm12560062,Martin Jauvat,652493
nm13592008,Frankie Corio,9890
nm11310837,Jamil Khawam,10696900
nm3039892,Zaho,850089
nm2139661,Farrokh Nemati,1430413
nm0102678,Denis Braccini,308390
nm13824545,Ester Vergolini,11929555
nm3074121,Cesar Simonot,2038967
nm5702962,Lydie Misiek,12894558
nm1785192,Tatiana Eva-Marie,391228
nm10159049,Ronan De Suin,1947318
nm3502985,Elena Tarrats,514958
nm11288073,Loryn Nounay,111316
nm3288578,Whitmer Thomas,31812
nm7289544,Yves-Batek Mendy,836636
nm4903509,Hilda Schmelling,94408
nm5890556,Cole Doman,26908
nm2967498,Mattis Herman Nyquist,155257
nm1834162,Damien Faure,597270
nm1232802,Maud Imbert,12267379
nm0093051,Uwe Boll,10066
nm5739341,Lara Peake,3559
nm1495944,Pierre Creton,319467
nm12910360,Aditi Shankar,178612
nm1749045,Corneliu Dragomirescu,1297991
nm0041761,Nathalie Auffret,218705
nm0251036,Madison Eginton,23458
nm1675913,Juliette Roudet,61042
nm0640323,Frances O&#039;Connor,2943
nm0416091,Arnaud Jalbert,1995291
nm0001504,Marilyn Manson,9039
nm0566234,Brian McConnachie,95348
nm6327305,Raju Murugan,155145
nm0641610,Matt O&#039;Leary,13099
nm0480731,Victoria Lafaurie,559765
nm0303946,William Gaminara,15310
nm0495166,Amanda Lear,48944
nm0404077,Sophie-Charlotte Husson,80265
nm0861862,Cyrille Thouvenin,184557
nm13495972,Shefali Shetty,12935586
nm0594856,Mathias Mlekuz,134568
nm0005485,Tiffani Thiessen,1408
nm0618475,Guylain N&#039;Guba Boyeke,421763
nm0706776,Farida Rahouadj,177183
nm1229301,Nathan Willcocks,88387
nm1707991,Aime Guibert,9132357
nm1122940,Benjamin Morgaine,2137125
nm2564172,Iveta Pole,518867
nm1288432,Donald Rumsfeld,119990
nm1375107,Nicole Frilot,781981
nm0687149,Edwy Plenel,9211934
nm1634963,Marcus Carl Franklin,107061
nm0691925,Louise Portal,120536
nm1216791,Jarell Houston,84779
nm0195049,Tony D&#039;Amario,122769
nm1197165,Francesco Casisa,215834
nm0006663,Enrique Murciano,7442
nm1493921,Louisa Pili,165300
nm0166921,Hillary Clinton,58366
nm1708917,Ginie Line,1920445
nm5143453,Lakshan,2355627
nm1670100,Wilson Guerrero,515001
nm0128414,Jean Caffeine,367653
nm4872051,Isabel Vendrell Cortes,12305776
nm1753422,Vinny DeGennaro,464487
nm1481381,Uuganbaatar Ikhbayar,8550572
nm0523717,Lu Yi-Ching,359010
nm3286209,Francois Rollin,12130924
nm0738391,Francois Rollin,1109761
nm1504599,Nacho Aldeguer,167656
nm15650185,Stephane Boutet,9021152
nm0100307,Stephane Boutet,1172344
nm11210980,Zhang Fengyi,2724847
nm0571126,Elizabeth McKechnie,124957
nm1675353,Julio Padron,9289935
nm0507913,Katia Lewkowicz,306174
nm2597212,Antoinette Engel,807414
nm15573304,Lee Eun-Ju,6927791
nm15565994,Lee Eun-Ju,3159197
nm12678987,Lee Eun-Ju,302719
nm1966031,Miss Prissy,618685
nm2243521,Emma Javaux,635872
nm1588828,Emile Vallee,264223
nm1508794,Sang-Hyo Lim,1369799
nm0108431,Nicolas Briancon,72415
nm2435680,Dablu Kumar,7090005
nm2575873,Jeff Lima,37468
nm12519941,Thomas Laliberte,4881297
nm0888418,Marina De Van,116155
nm0409646,Otar Iosseliani,41973
nm1105228,Valery Giscard d&#039;Estaing,1038426
nm2227737,Jean-Francois Pignon,1629854
nm1436401,Min Man Ma,719399
nm0474282,Nikolina Kujaca,455868
nm2413428,Laurent Delbecque,516414
nm0356803,Estelle Lefebure,87273
nm1564718,Sebastien Tellier,482155
nm2012887,Laurent Ournac,484197
nm3727386,Ponijao,1319541
nm2183372,Louis Dussol,724569
nm0906467,Bunny Wailer,183835
nm3042403,Clifford Banagale,147682
nm0641244,David O&#039;Hara,4542
nm14269342,Isabella Orsini,9504234
nm4819395,Martine Tumolo,5963443
nm0371891,Serge Hazanavicius,77853
nm2489222,Mohsen Namjoo,641852
nm1293842,Dequina Moore,107822
nm1343002,Abdelhafid Metalsi,103853
nm2355465,Hans-Joachim Klein,11959427
nm2348063,Hans-Joachim Klein,5023656
nm2578362,Maria Isabel de Oliveira,1076080
nm2061362,Teddy Geiger,10344
nm1166613,Naturi Naughton,10463
nm11571721,David Johnson (III),198616
nm1038325,Mia Drake,215710
nm0739787,Bruno Romy,390878
nm5993335,Park Hyung-Woo,4156274
nm2015658,Perry Dizon,358735
nm2737431,Christian Brembeck,6360185
nm0395827,Akos Horvath,496714
nm0641398,Gavan O&#039;Herlihy,5849
nm1624329,Raphael Haroche,203904
nm0377882,Judith Henry,268203
nm3452632,Goncalo Ferreira de Almeida,759099
nm0153340,Christian Charmetant,243718
nm11796625,Michael O&#039;Keefe,9289409
nm0001574,Michael O&#039;Keefe,5721
nm2991024,Rona Lipaz Michael,203907
nm3063985,Amor Hakkar,10856922
nm3730462,Isabelle Funaro,246906
nm0162947,Christine Citti,190251
nm3218306,Jean Bricmont,3236746
nm0874556,Yann Tregouet,434751
nm11994424,David Teplitzky,10719534
nm2534219,Martin Hannett,11699395
nm2973596,Helen Boston,3261686
nm9971769,Sean Combs,1174633
nm1488483,Ahmet Rifat Sungar,46697
nm2172100,Montse Triola,309239
nm3380136,Mojtaba Bitarafan,10521536
nm3065192,Marc Soto,831841
nm3554675,Philip Eytan,934381
nm3464883,Leila Muammar,7450937
nm3536229,Jonathan D. Mellor,91601
nm0494534,Pierrick Le Pochat,7046161
nm3272086,Mahault Mollaret,1009178
nm1994431,Inigo Royo,8348679
nm0609824,Sophie Mounicot,161074
nm2355578,Lionel Tavera,4586422
nm2920122,Tesalia Huerta,11569041
nm2909166,Kevin Goocher,6066160
nm0374383,Rene Heinersdorff,637491
nm2276255,Alexandre Leccia,2082358
nm1310034,Serge Gisquiere,403813
nm1083430,Yoima Valdes,165864
nm1292181,Nina Dogg Filippusdottir,24372
nm0021201,Salvador Allende,209686
nm3926448,Leopold Kraus,523517
nm0261169,Jean-Jerome Esposito,541770
nm2750936,William Cifuentes,3662443
nm2070684,Hiroyuki Amano,7641270
nm0641266,Jenny O&#039;Hara,6821
nm0621278,Jean Narboni,1818936
nm1800614,Dirty Martini,169849
nm1175468,Elyes Gabel,5806
nm2650334,Kevin Jonas,47575
nm0322572,Amelie Glenn,300905
nm0177505,Vanessa Cooke,714966
nm2676983,Nathaniel David Becker,99661
nm1376979,Jean-Sebastien Bou,2981781
nm3446507,Lena Blou,6223272
nm5392617,Aurelie Dupont,6200493
nm1764089,Aurelie Dupont,363863
nm1132005,Magnus Borjeson,784730
nm11185187,Simon Hutchins,1686407
nm4281359,Soo Ah Lee,11450936
nm3119829,Soo Ah Lee,12978609
nm13659779,Soo Ah Lee,3231047
nm0544456,Ray Manzarek,105350
nm7397931,Danny Baldwin,1254893
nm2813912,Eduardo Paxeco,154289
nm3432813,Borja San Martin,7979923
nm7882086,Borja San Martin,6832096
nm3345961,Hwan Lee,832874
nm3232865,Filip Palda,4157838
nm0014215,Ahn Naesang,64949
nm0783077,Cosmin Selesi,399204
nm3126601,Minos Theoharis,540746
nm0481220,Karl Lagerfeld,70795
nm2626039,Mitjili Napanangka Gibson,1779884
nm2290708,Mary Tsoni,19026
nm1580039,Marisa Pajaro,1883245
nm3338548,Jean-Louis Bourgeois,3002871
nm3017937,Kabou Gueye,1268996
nm4189682,Ana Primavesi,6056496
nm0613555,Vasile Muraru,206352
nm3437916,Fred Vom Saal,4135840
nm0560971,Maurane,634902
nm3555172,Tuane Eggers,3845601
nm8806483,Ilya Politkovsky,2648519
nm3837786,Amara Miller,20577
nm0969687,Ibrahima Mbaye,665193
nm0619560,Antonio Naharro,1494176
nm2384111,Larry Gagosian,674222
nm3430665,Chimed Dolgor,4564167
nm0608295,Vincent Moscato,180228
nm5355327,Wei Yi Bo,12806168
nm0223070,Amandine Dewasmes,501146
nm0688096,Amos Poe,115247
nm0225789,Evelyne Didi,182129
nm4394851,Lautaro Nunez,11799657
nm1487905,Primoz Pirnat,588165
nm1281255,Eric Slabiak,927257
nm3430071,Abbo Ouedraogo,9227558
nm4084889,Gaspard Meier-Chaurand,52078
nm2732670,Alfred Brendel,791841
nm3795358,Abdel Zahiri,12676080
nm0099704,Frederic Bouraly,492553
nm3289872,Marthe Sebille,906471
nm2667028,Florian Wotruba,1780742
nm0676017,Alexandre Pesle,225643
nm0238225,Jacques Drolet,371377
nm2057837,Esteban Carvajal Alegria,494115
nm3599652,Natan Machado Palombini,2718251
nm0089940,Don Bluth,10543
nm0151247,Jacques Chancel,1070042
nm8648541,Ayumu Saito,4332254
nm1277299,Ayumu Saito,2175862
nm9097013,Thierry Guetta,12320612
nm4900170,Lady Chen Carrasco,1338392
nm4010466,Hanne Issa,7448615
nm4412300,Isis Rodrigues Garros,9520922
nm0008865,Emile Abossolo M&#039;Bo,215628
nm0783934,Jorge Semprun,154075
nm4227439,William Ackman,263047
nm0309365,Carlos Gassols,1195017
nm0953191,Marco Zapata,303280
nm3855074,Djunana Tanga-Suele,3542858
nm11472563,Michael Osinski,7544874
nm0762653,Bakary Sangare,11152801
nm3746372,Lobsang Dhamchoe,11834167
nm1487789,Henri Padovani,1159049
nm0494017,Jean-Pierre Lazzerini,1182200
nm3802915,Wolfgang Marktl,11061852
nm4017820,Omar Ben Sellem,963651
nm4544155,Elie-Lucas Moussoko,4480868
nm0945793,Blandine Yameogo,6550661
nm0882994,Jaime Vadell,36421
nm2599368,Wolf Hudson,90927
nm4163914,Edouard Chaulet,6670996
nm3261379,Jeremy Kapone,240538
nm2957582,Jean Clottes,10506701
nm13617112,Milton da Silva,7276403
nm4163709,Epifania M. de Arismendi,7281842
nm8835549,Raz Somech,12531693
nm4212912,Frederic Bort,9868768
nm1361042,Stephen Boss,18719
nm1452260,Steve Tran,238020
nm3180141,Joel Makinen,818742
nm0639288,Ozz Nujen,152604
nm3321995,Andres Duprat,283597
nm4520410,Morgane Badrane,12080209
nm0165900,Kathleen Cleaver,235297
nm2872129,Reza Sixo Safai,177962
nm4580260,Felix Armand,1654332
nm14644134,Felix Armand,3908420
nm0886072,Clement Van Den Bergh,537167
nm4554142,Eduard Xatruch,12441999
nm2814451,Solea Morente,1757881
nm2872368,Alois Gruber,12876470
nm4891668,Mino Faita,8025471
nm4749564,Anne-Christine Caro,2071272
nm2940293,Bridger Zadina,16049
nm0741903,Aliza Rosen,992906
nm3975031,Naloana Lima,1674126
