ID,Director,STARmeter
nm6814179,Arati Kadav,197575
nm1315434,Nina Paley,208804
nm0220699,Merlin Dervisevic,2247811
nm13286762,Sae Bom,176087
nm0254291,Mike Elliott,43025
nm2260731,Kunal Deshmukh,154446
nm1737241,Stephen Cyrus Sepher,134309
nm5001481,Erick Cortés Alvarez,6075295
nm0409049,Ciccio Ingrassia,91004
nm4781704,James Crow,79253
nm1424658,Bennett Davlin,473861
nm3391680,Erdal Ceylan,438103
nm1635088,Philip Marlatt,121238
nm9976703,Scott D Clark,649972
nm1459270,Wilhelm Liebenberg,1203769
nm0398825,Hsiao-Ming Hsu,897355
nm0633542,Adrian Noble,291278
nm0942875,Tom Wright,12881
nm0361407,Jugal Hansraj,44882
nm0881053,Boris Undorf,472417
nm2351144,Sherwin Shilati,111120
nm4022767,Shahriar Bahrani,438215
nm2592936,Tom Espinoza,899360
nm0742659,Marcus O. Rosenmüller,263394
nm0146455,Toran Caudell,49988
nm1388365,Bob Ahmed,323427
nm3661014,Caner Alper,275820
nm3642491,Wayne Slaten,778882
nm0743239,Benjamin Ross,150752
nm4199426,Mysskin,37550
nm1783939,John Liang,345051
nm0590889,Daniel Minahan,33574
nm2249790,David Wagner,316047
nm0002911,Jay Holben,241762
nm0253392,Rick Elgood,345428
nm3171048,Hsiao-tse Cheng,629592
nm5762944,Marion Hill,336610
nm2120452,Yu-Hsien Lin,12287397
nm0084537,Shem Bitterman,226561
nm0437480,Osamu Kaneda,1795371
nm0798926,Joel Silverman,277218
nm1346514,Ilyas Kaduji,383641
nm0729626,Jacques Rivette,33071
nm0902022,Achim von Borries,162844
nm2397754,Jessica Janos,386438
nm0056191,Allen Baron,60493
nm3443565,Dan Glaser,351889
nm0625904,Cristian Nemescu,215981
nm10635936,Xiaogang Gu,247526
nm5802922,Byron Davis,375425
nm0700803,Edmund Purdom,35488
nm6390278,Vafomba Donzo,639413
nm0006518,Darin Ferriola,823457
nm0326734,Bryan Goluboff,196916
nm0903660,Robert Voskanian,467808
nm1992380,Benjamin Cantu,276661
nm0497379,Han Hsiang Li,268439
nm8279959,Pandu Adjisurya,12292613
nm0712541,Rahul Rawail,148269
nm2932959,Vladimir Toropchin,1121361
nm4174626,Vignesh Shivan,94161
nm1132506,Royston Innes,271391
nm1063678,Bill Crain,621277
nm0316151,David Giancola,63778
nm1467511,Adam Silver,81742
nm6650012,Trinadha Rao Nakkina,204253
nm1124881,Kit Wong,1611871
nm3930458,Rob York,363473
nm3439604,Brandon Walker,196060
nm6064135,Ira Carpelan,1089236
nm0427580,Bill Jones,192947
nm0319663,Frank D. Gilroy,96100
nm0063383,Luigi Bazzoni,169422
nm0128764,Mario Caiano,114136
nm0160126,Rich Christiano,80547
nm0701037,Stephen Purvis,410136
nm0190988,Nicolas Cuche,313898
nm1805326,Mrighdeep Lamba,250974
nm1583939,David Smith,3892906
nm0661502,Pekka Parikka,621283
nm2306906,Maura Anderson,212038
nm1950060,James Oakley,165879
nm0912766,Charles Marquis Warren,86487
nm0586399,Ted V. Mikels,88622
nm2843290,Ben Milliken,22077
nm0145036,Celso Ad. Castillo,165893
nm3594233,Robert David Sanders,1127733
nm3786304,Nirpal Bhogal,310176
nm1193356,John Miller,316279
nm0508702,Daniel Liatowitsch,562932
nm0293260,Thornton Freeland,677992
nm1117773,Minh Collins,245256
nm2449509,Mikhail Segal,495087
nm0224188,Karl DiPelino,12001755
nm0651723,Paul Osborne,167003
nm0779011,Darin Scott,108204
nm1523097,Cecily Fay,22415
nm0862343,Guy Lee Thys,606621
nm1271233,Garrett Batty,119569
nm0367523,Gail Harvey,123913
nm2197393,Isara Nadee,306285
nm3817554,Rick Gawel,1577019
nm0471461,Suri Krishnamma,134165
nm0543339,Michelle Manning,121179
nm0284677,José Henrique Fonseca,177475
nm3279125,R. Scott Leisk,180126
nm2854035,Philipp Leinemann,257502
nm2152973,Le Luo,628721
nm2310589,Kentucker Audley,21508
nm1922735,Aleksey Fedorchenko,167925
nm0733713,Vito Rocco,713860
nm0270765,Felix E. Feist,201517
nm1916853,Amit Gupta,99878
nm0817379,Peter Spears,45997
nm0162166,Milan Cieslar,420577
nm0003826,Eric Parkinson,33566
nm2285927,Jason Lapeyre,186069
nm0201713,Suneel Darshan,262278
nm1211088,Toe Yuen,427000
nm2482017,Marc Hampson,1133295
nm0209435,Daniel de la Vega,439021
nm10169280,Josh Carroll,1145587
nm5397373,Ivam Cabral,1621206
nm2285959,Randy Van Dyke,286749
nm0644283,Reinout Oerlemans,130009
nm0841456,Bob Swaim,179244
nm4144689,Huan Vu,379204
nm2980031,David Del Rio,40091
nm0395228,Anthony Hornus,226048
nm1860624,Frank Lin,567053
nm0323670,Constantine S. Gochis,911478
nm0611833,Danny Mulheron,160126
nm0090015,Jeff Blyth,364249
nm0795864,Herman Shumlin,505880
nm2081862,Major Ravi,204920
nm0852948,Nate Taylor,665952
nm8231600,Özgür Dogruöz,682503
nm1022024,Bhushan Patel,349657
nm0227671,Pece Dingo,1849102
nm3960987,Leyla Bouzid,224687
nm3282079,David Creed,942550
nm0169135,Miguel Cohan,342213
nm4364862,Martin Makariev,182935
nm0382019,David L. Hewitt,229378
nm1317258,Yang Li,258926
nm3082451,Tom Keeling,346907
nm0161056,Pavel Chukhray,286954
nm2795730,Max Dementor,455274
nm2526715,Lana Read,81093
nm0806631,Yannis Smaragdis,114917
nm5732304,Oksana Karas,2169064
nm0291771,Juan Frausto,389753
nm0600510,Marc Moody,2022823
nm0199325,Lawrence Dane,30499
nm7914755,Ayyappa Swaroop,686462
nm1377076,Benjamin Gourley,104254
nm4953239,Sol Charlotte,1424950
nm1792652,Simon Phillips,19581
nm13573758,G.H. Goba,797971
nm1112199,Russell Holt,636309
nm3420017,Tetsuya Mariko,332119
nm0639529,Edmond O'Brien,11362
nm1455120,Dan Mahon,3396486
nm1376528,David Wolfgang,231439
nm0240054,James Glenn Dudelson,417801
nm0299122,Stephen Furst,10023
nm2399871,Matt Hish,456368
nm0612786,Ian Mune,59762
nm7591919,Kim Bong-Joo,907390
nm0101055,George Bowers,162166
nm1203430,Johnny Manahan,239589
nm0041474,Frédéric Auburtin,219191
nm0377153,Granz Henman,174534
nm0160935,Daniel Chuba,272249
nm0069900,Mehdi Ben Attia,346666
nm0006395,Michael Feifer,37594
nm0289186,Paul Fox,118001
nm0554890,Juan Martínez Moreno,484732
nm12696304,Sim Deok-Geun,2184953
nm6649966,Chandoo Mondeti,107718
nm3143252,D.W. Young,279152
nm3450267,Raimund Huber,519764
nm0296532,Lee Frost,93597
nm0180369,Hubert Cornfield,240589
nm0532914,Daniel MacIvor,168877
nm1142688,Eron Sheean,472905
nm0174913,Edward Conna,192813
nm0229026,Jasmin Dizdar,451278
nm1977694,Drew Fortier,168165
nm1084711,John Williams,515114
nm1836976,David Liban,279014
nm3226283,Nick Wernham,681065
nm0792398,Cindy Sherman,99717
nm0219068,Reginald Denham,279760
nm2089819,Jon Kauffman,1382801
nm2208558,H.P. Mendoza,306139
nm0746896,Richard Roxburgh,2958
nm0861362,Chaz Thorne,591636
nm2417076,Lluís Danés,1331791
nm0022581,Emmett Alston,142498
nm2431227,Chris Sheng,146158
nm1359229,Haranath Chakraborty,372863
nm0969427,Semih Kaplanoglu,84490
nm1276665,Louis Melville,402486
nm0767680,Donna Robinson,1737435
nm0007925,Abdul Malik Abbott,263162
nm0004586,Byron Werner,192214
nm8486428,Hitesh Bhatia,380651
nm0557704,Quentin Masters,224334
nm1550227,Jeremy LaLonde,130895
nm3235590,Joseph Baker,930147
nm0169680,Peter M. Cohen,251167
nm1937259,A.D. Calvo,461811
nm3225170,Paul Chau,229522
nm0621999,Edward Nassour,438776
nm2991644,Naoyuki Itô,536342
nm0448225,Michael Kennedy,139170
nm0918487,Jane Weinstock,366814
nm0077622,Marilou Berry,65388
nm1851320,Sean Paul Lockhart,29446
nm0074723,Timothy Björklund,377390
nm0091430,Budd Boetticher,37766
nm4921095,Srinath Rajendran,166668
nm5282034,John Fuhrman,707208
nm3952039,Aaron Kurmey,7010172
nm3372295,Maryna Er Gorbach,272962
nm2457463,Christopher R. Watson,1148442
nm3416937,Conrad Faraj,161574
nm0398969,Bruce Le,64061
nm2028084,Gabriel Carrer,349659
nm0638348,Mark Nuttall,645724
nm1550373,Jonathan Lisecki,247511
nm0917358,Stephen Weeks,243050
nm4406221,Paul Tarnopol,572797
nm0595752,Flavio Mogherini,177169
nm6806275,Nathan Ambrosioni,204235
nm0699372,Chris Prynoski,67530
nm0260871,Dwain Esper,215775
nm4054362,Sandra Wollner,350607
nm7101998,Savvas D. Michael,99335
nm2492376,Carson Mell,177081
nm2011733,Christian Theede,158013
nm3602711,David McCracken,183602
nm0227845,Matthias Dinter,1104921
nm0150796,Anthony Chan,307089
nm5319181,Aziz Tazi,467218
nm0292134,Harry L. Fraser,146744
nm1310829,Kushan Nandy,299751
nm0587085,Christopher Miles,221026
nm3176695,Hyung Hyup Kim,1352514
nm3148857,Baoping Cao,94992
nm7278299,Anu Menon,123551
nm0013878,Joe Ahearne,85624
nm3850683,Kim J. Ok,571943
nm0059493,Hal Barwood,189813
nm0280904,Robert J. Flaherty,100939
nm0376301,Eric Hendershot,401136
nm0511151,Daniel Lind Lagerlöf,270322
nm8307081,Christopher A. Micklos,5956278
nm0591763,Dan Mintz,146179
nm0570610,Christian McIntire,663139
nm0534979,Jay Madison,1329981
nm2872263,Quin Davis,1711628
nm2500858,Robert Benavides Jr.,1113078
nm0549820,Gregory Marquette,260447
nm9762611,Samuel Van Grinsven,164894
nm0735329,Giovanni Rodriguez,1700870
nm7064373,Harry Lindley,1299112
nm0003497,Aaron Lipstadt,165193
nm0440269,A. Karunakaran,120352
nm0614195,Dean Murphy,174150
nm0634380,Kevin Noland,331605
nm12228474,Chen Haonan,1739949
nm0841232,Jan Sverák,138843
nm0955777,Xiaowen Zhou,1531082
nm0658571,David Palmieri,227417
nm0614543,Michael J. Murphy,37348
nm5392972,Adam Justice Hardy,605059
nm0103262,James Allen Bradley,243437
nm0908351,Jude S. Walko,72881
nm2163910,Miguel Larraya,940735
nm5140352,Alfonso Rodriguez,1225166
nm6503857,Phil Blattenberger,123127
nm4974852,Bidisha Chowdhury,3929528
nm1845013,Lorenzo Bianchini,315913
nm0464180,Amos Kollek,158805
nm2753976,Fernando Grostein Andrade,322231
nm0325662,Joshua Goldin,371770
nm10071340,Tyler Sansom,323519
nm6463432,Adam Reeves,699457
nm0041947,Daniel Augusto,407486
nm3700734,Aaron Keeling,1184235
nm1435925,Eva Jin,194330
nm0646782,Dick Randall,152724
nm0556008,Juan Mas,253904
nm5679377,Adam Tsuei,1389696
nm3355435,Christopher Bickel,308450
nm3875284,Dave Patten,223231
nm10407066,Jirou Ishikawa,762718
nm1267023,Lane Shefter Bishop,61298
nm4425060,Grant Duffrin,778062
nm0849544,J.B. Tanko,520965
nm0644048,Clifford Odets,82135
nm0002622,Paul Maslak,537013
nm1272175,Ray Kilby,362050
nm0438029,Raj Kanwar,144346
nm13083289,Matthew Ajallys,1448733
nm2710748,Alberto G. Rodriguez,944397
nm0941708,Michael Worth,30031
nm2308658,Jeff Kopas,342454
nm0659368,Gleb Panfilov,210828
nm0192463,Terry Cunningham,165148
nm0874892,Vera Tsekhanovskaya,11317562
nm1443306,Marshall Cook,98593
nm0148486,Fernando Cerchio,175625
nm2113056,Samuel Chou,377680
nm0894178,Jan Verheyen,146029
nm0616734,J.W. Myers,796025
nm0778735,Cathy Scorsese,66077
nm3624676,Jihong Ju,8191914
nm4518474,Colin West,54058
nm2426189,F.C. Rabbath,251427
nm0275717,Demofilo Fidani,159546
nm2012736,Woo-cheol Lee,597238
nm4874923,Ike,541608
nm4366973,Christopher James Lang,201971
nm4229397,Kenji Yokoi,6189755
nm0474398,Nagesh Kukunoor,82288
nm3751194,Damien Giglietta,231298
nm0058396,Gabriel Bartalos,109956
nm0946223,Yûichirô Yano,619188
nm0821143,Charley Stadler,568764
nm0403126,Lawrence Huntington,104686
nm4647793,Da-Jung Nam,302977
nm1270069,Adam Salky,149601
nm0088546,Ricky Blitt,6285
nm0411809,Olaf Ittenbach,58680
nm1054446,Lorena Muñoz,1465958
nm3430550,Andrew Kightlinger,177291
nm3662825,Isaac Cravit,590415
nm3525911,John E Seymore,270872
nm0026960,John Murray Anderson,475023
nm0325128,Sandra Goldbacher,120505
nm4519806,Anoop Sathyan,260523
nm0758900,Michael Salomon,204267
nm0488272,Christopher Larkin,442015
nm3286073,Dan Rickard,646755
nm5702060,Alan Byron,470939
nm2007811,Kyung-Soo Im,1393213
nm2420471,Karen Oganesyan,303449
nm0198460,John Daly,143862
nm0197232,Eva Dahr,582135
nm0860979,Chris Thomson,212508
nm3856861,Abiel Bruhn,510802
nm0894812,Todd Verow,63341
nm0675387,Jean-Luc Perréard,7824639
nm0544079,Joe Mantello,2171
nm5013702,Steven Piet,9146
nm0228400,Tim Disney,89884
nm0044466,Yôichi Higashi,256151
nm1115199,Kelly Schwarze,203135
nm8995421,Hak-Ryeol Yun,7872672
nm0893116,Ingrid Veninger,108767
nm3770947,Sean Breathnach,711719
nm0293572,Robert Freeman,637512
nm2472144,Katja Benrath,393345
nm0099521,Bouli Lanners,66543
nm0011897,Roberta Findlay,47082
nm0625866,Jan Nemec,185025
nm5907071,Nandakishore,156608
nm0407489,Kazuo Ikehiro,415189
nm11903909,Naseef Yusuf Izuddin,431049
nm0192009,James Cummins,133542
nm8696537,Arian Vazirdaftari,460813
nm7837491,Yoon-Jung Lee,620628
nm1633002,Jim Cliffe,247217
nm0459585,Matthiew Klinck,1167017
nm6694234,Du Zheng Zhe,10077660
nm0695177,Prakash Raj,30538
nm0620236,Takashi Nakamura,191900
nm4783919,Alan Mulligan,1529093
nm3080361,Marv Z Silverman,1255462
nm4750968,Ashok G.,116976
nm0355256,Arch Hall Sr.,132910
nm9158930,Mu. Maran,273634
nm1004738,Tun-Fei Mou,118309
nm0184717,Tara Cowell-Plain,202885
nm0727999,Arthur Ripley,155150
nm0921262,Stina Werenfels,482752
nm0431871,Steven Judd,107955
nm0289824,Lisa France,109627
nm0003542,Philippe Rousselot,42271
nm0588110,Christopher James Miller,167023
nm4717324,Chris Gallagher,2171299
nm0184937,Brian Cox,138566
nm7769008,Tino Christian Von Struckmann,1504169
nm1502159,Mike Marzuk,245778
nm2198215,Blutch,2118091
nm0994512,Robert Clem,462118
nm1220246,Bala,69917
nm0030917,Joseph Anthony,180334
nm0044867,Paul Barbeau,148406
nm1228961,Brandon Sonnier,125743
nm0267902,Matt Farnsworth,99796
nm5698993,Jesus Garces Lambert,632997
nm6723428,Michael Taylor Pritt,1158121
nm4223986,Haresh Narayan,266468
nm7442821,Jamezz Hampton,467833
nm0781230,Mike Sedan,370469
nm2396167,Shlok Sharma,272398
nm0045116,Baby,836089
nm0502987,Po-Chih Leong,156348
nm0201969,Julie Dash,55061
nm0445844,Bob Kellett,252650
nm3285470,Tyler Savage,329435
nm3396943,Trevor Ryan,1191597
nm0503109,Paris Leonti,463964
nm0560400,Charles Matton,572130
nm0548734,Murray Markowitz,444557
nm0482309,Lal,39231
nm1392106,Matt Vancil,258653
nm2638662,Yulene Olaizola,402238
nm0025627,Tinnu Anand,41951
nm1475059,Filip Jan Rymsza,135921
nm5987038,Gabriel Robertson,458253
nm2588618,Alejandro Fernández Almendras,523802
nm0468002,Nikos Koundouros,189734
nm5900031,Jandae Percem,228631
nm2215715,Rebekah Fortune,201774
nm0896892,Emilio Vieyra,275531
nm2060434,Prince Bagdasarian,119138
nm0265303,Adrian Kwan,553621
nm0634607,Yoshitarô Nomura,148777
nm1827610,B. Luciano Barsuglia,258844
nm3285589,Todd Nunes,1532926
nm0570082,Mary McGuckian,41869
nm6275185,Haipeng Sun,737338
nm3673144,David Barker,687695
nm2625699,Sagar Ballary,268712
nm1920593,Svend Ploug Johansen,11361430
nm1317966,Peter Burger,380981
nm0175115,Theresa Connelly,469249
nm3136289,Takashi Doscher,76231
nm1315826,James Shanks,769122
nm1771437,Masahiro Maeda,6160097
nm1015191,Frédéric Louf,839447
nm0423428,Richard Jobson,146365
nm2101131,Brian C. Weed,289731
nm1140358,Kevin Greene,221223
nm12628500,Jaishankar Pandit,10863333
nm0472213,Jeremy Joe Kronsberg,158916
nm2291548,Vibhu Puri,133141
nm1565081,Mark Duffield,587323
nm0687913,Bruno Podalydès,107035
nm0013041,Gabriel Aghion,373559
nm3734897,Tony Tang,1318888
nm0085791,Abigail Blackmore,352388
nm1730037,Jonathan Krisel,29138
nm0096813,Robert Boris,143412
nm1698040,Chris W. Freeman,240682
nm0385726,Tom Hines,191982
nm5404046,John William Holt,1053787
nm8585595,Mina Rhodes,1152177
nm5099464,Magizh Thirumeni,106825
nm1046044,Gary Wing-Lun Mak,623560
nm0407737,Aris Iliopulos,686423
nm0111498,Brick Bronsky,255142
nm2999543,Steven Karageanes,1892170
nm3267450,Panos H. Koutras,162910
nm5539475,Ali Bin Matar,1056009
nm0518718,Jeremy London,9238
nm0939275,Parkman Wong,493447
nm1125509,Sunny Chan,321434
nm2260471,Dean O'Flaherty,1663013
nm0747689,Chito S. Roño,252025
nm5992377,Patricia Cuffie-Jones,70226
nm5011753,Jordan Brown,597144
nm0446230,Brian Kelly,2191041
nm6844499,Disa Zhang,6071642
nm1373794,Alex Orr,90883
nm1983812,Piyapan Choopetch,1233399
nm0411631,Jûzô Itami,36926
nm0410162,Andrew Irvine,1140735
nm0004874,Vin Diesel,565
nm0329116,Jenniphr Goodman,211170
nm4533509,Rakesh Ranjan Kumar,10869591
nm0396426,Paul Hough,236927
nm1672561,Jena Serbu,314395
nm1454930,Teo Konuralp,831389
nm2724014,Do-yun Lee,3700988
nm7234831,Lance Parkin,984897
nm0095601,H. Gordon Boos,216458
nm0527121,Guido Zurli,363376
nm0069547,Jerry Belson,77420
nm2312376,Matt Allen,1855442
nm2029847,Jonathon Schermerhorn,624985
nm0800455,Derek Simonds,90182
nm0002382,Paul Chart,401838
nm1784327,Joseph Ciminera,293535
nm2279646,Yûichi Fukuda,192996
nm0453695,Sung-Hong Kim,316215
nm6097978,Young-Rak Kwon,2838240
nm0411654,Emmanuel Itier,260090
nm0057003,Fábio Barreto,423828
nm0637835,Rashid Nugmanov,247093
nm0080233,Radha Bharadwaj,246046
nm2204821,Julien Hilmoine,352194
nm0837657,Danièle J. Suissa,553228
nm0248420,Nicolás Echevarría,385102
nm0687042,Paco Plaza,31156
nm0100959,Dallas Bower,3903851
nm0291201,Cyril Frankel,190500
nm1703596,Kwon-tae Ahn,12865995
nm3797575,Srijit Mukherji,64431
nm0539034,Sibi Malayil,87798
nm0580318,Antonio Mercero,379199
nm0922913,Armand Weston,224087
nm3611504,Diego Hallivis,192285
nm1837718,Clara Martínez-Lázaro,594101
nm0058018,Ian Barry,330644
nm0807979,Eddie Rodriguez,200818
nm0090215,Edward Boase,654903
nm1142903,Vito Trabucco,251000
nm2181488,Olicer J. Muñoz,1413444
nm1436930,Andrew Paquin,95668
nm0652579,David Ostry,913657
nm0896735,Vince Vieluf,11577
nm2122021,Paolo Dy,1735882
nm0481699,Joseph Lai,377579
nm1340738,Jessica Harmon,12093
nm0410714,Antonio Isasi-Isasmendi,395162
nm0262607,Carl T. Evans,188933
nm0815372,Koula Sossiadis Kazista,731759
nm2397480,Derrick Sims,375208
nm3572078,B.J. Rayniak,1681069
nm3628658,Kye Soo Jeon,692893
nm0548059,Peter Maris,224546
nm0665327,Michael Pate,19440
nm0200270,John Danischewsky,1823390
nm0522604,Charlie Loventhal,438306
nm0597233,Paul Moloney,262848
nm1902145,Joshua Lim,1358997
nm0827652,Bret Stern,305783
nm1319205,Pavan Kaul,746222
nm3436850,Syamsul Yusof,206192
nm2028533,Puneet Khanna,191904
nm1154598,Joseph Ariola,560743
nm5897851,J.M. Stelly,526400
nm0334930,Philippe Grandrieux,114997
nm0379797,Tibor Hernádi,624845
nm6930231,Park Bum-Soo,284886
nm2414670,Ádám Császi,105395
nm2371540,Tony Trov,1115401
nm0000278,Pernilla August,10588
nm0078557,Michael Berz,415218
nm2875023,Spencer Folmar,111343
nm0729764,Riri Riza,250298
nm0784388,Lorraine Senna,242656
nm0446834,Ron Kelly,4622487
nm3957989,Stelana Kliris,272442
nm0797220,Tom Sierchio,179339
nm0864006,James Tinling,1446697
nm8990945,Chinneylove Eze,773349
nm2735803,Saurabh Varma,246428
nm0853130,Sam Taylor,204089
nm3340268,Fyzal Boulifa,225795
nm0131665,Mairi Cameron,316423
nm0136025,Kostas Karagiannis,191717
nm0001780,Peter Stormare,1029
nm0948145,Wai-Man Yip,325146
nm1457789,David Allensworth,235739
nm1283973,Abdullah Oguz,109970
nm3238451,Christopher-Lee dos Santos,480075
nm6875639,Sameer Saxena,56109
nm5630130,Declan Shrubb,1027855
nm2085734,Benedict Mique,286870
nm5774826,Lee Seung-jun,500740
nm0554076,Marco Martins,150757
nm8840672,Jun Yoriko,487560
nm7753555,Donald Jayantha,360214
nm11807187,Blake B. Brown,9865771
nm2021547,Anthony Chen,51057
nm1303735,Peter Dodd,420631
nm0702148,Fernando Pérez,230254
nm3307804,Brett Mullen,385597
nm3628911,Patrick Underwood,472216
nm0086466,Alfonso Corona Blake,443264
nm2920897,Guy Bleyaert,452357
nm9323057,Ratnaa Sinha,243302
nm3516131,Muayad Alayan,209575
nm6005643,Diego Silva Acevedo,43471
nm0522774,Steven Lovy,845894
nm9367331,Phuwanit Pholdee,11010650
nm2776729,Uday Ananthan,1484077
nm5080180,Josiah Burdick,1377816
nm1248824,Mark O'Rowe,103467
nm0851731,Nils Tavernier,151298
nm4201845,Petr Kubik,415053
nm0708060,Vittorio Rambaldi,242601
nm1113314,Tomer Almagor,197610
nm0003265,Sergio Myers,116034
nm6363756,Alexander T. Hwang,190635
nm1305198,Niklaus Hilber,607338
nm0681422,Xavier Picard,768445
nm0903232,Sharon von Wietersheim,416491
nm0003794,Ryszard Bugajski,166465
nm0002072,Mel Ferrer,11020
nm0825533,Ken Stein,1088903
nm0297934,Kenta Fukasaku,210260
nm0509425,Paul Lieberstein,8594
nm1468527,Joe Smalley,1707430
nm0235387,Lorenzo Doumani,258864
nm0165412,James Clavell,29895
nm0249210,Justin Edgar,331422
nm1371524,Sam Mraovich,132651
nm3892733,Chayanop Boonprakob,1106186
nm0863570,Corbin Timbrook,66004
nm1802381,Darren Thornton,398799
nm5394027,Peter Mimi,147038
nm0455839,Keisuke Kinoshita,90296
nm0141713,John Carter,296979
nm1893445,Nathan Hendrickson,441802
nm0279675,Mary Ann Fisher,386720
nm2028209,Hugh Sullivan,376753
nm3942977,Jeremy Profe,7339551
nm6157250,Xiaoxing Yi,439543
nm0757081,Junji Sakamoto,112241
nm0298055,Katsuo Fukuzawa,487001
nm0485636,Gregory J. Lanesey,5361213
nm1761806,Iyari Wertta,1231731
nm3992875,Justin McMillan,715544
nm3359084,Hunter Johnson,201304
nm2549243,Yasuhiro Kawamura,873325
nm0557840,Camillo Mastrocinque,241467
nm0087831,Edward A. Blatt,418542
nm0530981,Georg Maas,234389
nm2092073,Anthony Steven Giordano,412967
nm0565669,Gregory McClatchy,1925134
nm0704710,Denis Rabaglia,360614
nm2239528,Konstantin Feoktistov,1728011
nm9135703,Darling Krishna,199164
nm0101692,Alexandra Boyd,87570
nm0519193,Stanley A. Long,320536
nm0020105,John Allardice,412577
nm0005579,Christy Carlson Romano,5471
nm0009743,Jon Acevski,551111
nm0390402,William J. Hole Jr.,447274
nm0013261,Frank Agrama,251877
nm9325106,Nitin Kamble,353428
nm0395105,Harry Horner,141133
nm6650310,Carl Sundström,4234380
nm9772996,Joshua Morrison,559333
nm12668796,Kweon-Hyi Choi-Yool,6456820
nm0004924,Michael Flatley,38848
nm2161466,Chris Rakotomamonjy,453411
nm6013097,Andreas Z Simon,1605221
nm5479872,Suman Maitra,354912
nm0802561,Curt Siodmak,103856
nm8227645,Tord Mcjinglis,11491159
nm0059277,Todd Bartoo,1381262
nm5012941,Stephen Simmons,512930
nm2197845,Gilbert Chan,866636
nm2417024,Bryan Bockbrader,1099678
nm11900680,Eli King,476322
nm6272974,Jude Anthany Joseph,113570
nm2317803,Bodo Kox,341124
nm8553543,Domin D'Silva,396834
nm4897036,Balaji Mohan,147037
nm6999560,Patrick Picard,363789
nm2656528,Anton King,655190
nm0430485,Lal Jose,118982
nm4698291,Laura Harwarth,1470831
nm1954634,Phillip Lybrand,560200
nm4637563,David Kuan,755402
nm0935288,Terence H. Winkless,154599
nm3581036,Zebediah De Soto,1462220
nm1416190,N. Linguswamy,132088
nm3526565,Hiromitsu Kanazawa,851426
nm0593841,Bentley Mitchum,20046
nm0523323,Harvey Lowry,68851
nm2833272,Reese Eveneshen,419862
nm2608588,Chris Alonso,395219
nm1924108,Stacy Davidson,520901
nm0088908,Per Blom,267187
nm0528508,Laurie Lynd,224680
nm0869665,Maurice Tourneur,119631
nm0786607,Vernon Sewell,123616
nm0821451,Eric Steven Stahl,348189
nm6297600,Ji-Yeon Jung,985007
nm3301672,Shuja Paul,179299
nm0002661,Chris Angel,113817
nm4231266,Tim Szczesniak,1416707
nm0000871,Randall Batinkoff,11443
nm0503615,Irving Lerner,206222
nm0350758,József Gémes,294393
nm1045686,Tae-won Jeong,7623201
nm4069291,Roman Karimov,279970
nm1060984,Vanessa Parise,43664
nm0165418,Bob Claver,367646
nm0073026,David Benullo,176906
nm0267495,Ernest Farino,218603
nm0619103,Takao Nagaishi,1148968
nm0515913,Alexis Lloyd,1111960
nm2153361,Kyoo-tae Kim,275848
nm1265240,Jared Bentley,545251
nm0721949,Sheldon Reynolds,185574
nm0140967,Robert Martin Carroll,398124
nm3796926,Richard Mansfield,116270
nm5534437,Stephen Hall,211295
nm2914215,William Lee,146549
nm0100175,Manuel Boursinhac,1289011
nm6464902,Kristian Mercado,82102
nm0156977,Michael Chiang,660093
nm1830213,Muhammed Musthafa,322209
nm0237164,Polly Draper,11126
nm0093322,Ben Bolt,93619
nm3107188,Buz Wallick,163184
nm0710277,Matthew Rankin,143590
nm5499331,Ali Atshani,283993
nm0681699,Jean-Marc Piché,585022
nm1643802,Mike Nichols,537219
nm0623025,Tino Navarro,512566
nm1008762,Scott Roberts,689408
nm1153627,Sam Friedlander,240230
nm0006959,Dan Ireland,146053
nm1593204,Emanuel Hoss-Desmarais,207186
nm0490370,Steve Latshaw,202251
nm0004767,Joseph Bologna,11477
nm3620486,Wen Ren,379726
nm1015100,Tom Konkle,130922
nm1009774,María Lidón,167723
nm2048920,Nicolás Gil Lavedra,345012
nm3382137,Jesse Blanchard,452083
nm0210701,Manoel de Oliveira,46973
nm1585729,Joey Klein,68033
nm0632827,Yoshinobu Nishizaki,9734404
nm7062738,Alessandro Antonaci,659143
nm0000381,Anthony Edwards,2076
nm3445219,Andibachtiar Yusuf,520155
nm2001854,Dominic James,492927
nm0262733,Marcy Ronen,655393
nm0282291,Theodore J. Flicker,139113
nm0271816,Xiaoning Feng,623585
nm4090746,Domenic Barbero,526596
nm2190385,Peter Herro,783216
nm0911642,Jon Steven Ward,345234
nm0325616,Richard Goldgewicht,287876
nm0357742,Ashley Hamilton,11208
nm3646431,Francesca Muci,309908
nm8998777,Sibanan Baruah,2705279
nm4297565,Stewart Sparke,322340
nm4069449,Jiajia Zhang,324231
nm0037874,Natasha Arthy,241779
nm8962050,Isaiah Saxon,111366
nm0866695,Masanori Tominaga,786970
nm1131492,Michael Bartlett,461556
nm0034531,Don Argott,144886
nm1720336,Blessy,54423
nm9386232,Zakariya Mohammed,361987
nm3583069,Oliver Milburn,511707
nm0735257,Boris Rodriguez,282028
nm5641776,Rachel C. Wilson,210811
nm2274251,Olga Chajdas,125831
nm1351446,Zach Passero,479657
