Column1;ID;titre_original;acteur_1;acteur_2;acteur_3;acteur_4;real_1;real_2;real_3;scen_1;scen_2;scen_3;distrib_1;distrib_2;distrib_3;genre_1;genre_2;genre_3;genre_4;genre_5;genre_6;genre_7;pays;jour_sortie;mois_sortie;annee_sortie;day_of_week_sortie;note_presse;duree;premiere_semaine_france;budget
7753;250090;Vent du Nord;Philippe Rebbot; Mohamed Amine Hamzaoui; Kacey Mottet Klein; Corinne Masiero;Walid Mattar;;;Walid Mattar; Leyla Bouzid; Claude Le Pape;KMBO;;;Drame;;;;;;;Belgique;28.0;3.0;2018.0;2.0;3.6;89.0;16257.0;$197,676
7754;250103;Brødre;;;;;Aslaug Holm;;;;;;Aloha Distribution;;;Documentaire;;;;;;;Norvège;11.0;7.0;2018.0;2.0;3.6;102.0;184.0;$389,220
7755;250114;Der Goldene Handschuh;Jonas Dassler; Margarete Tiesel; Hark Bohm; Katja Studt;Fatih Ak?n;;;Fatih Ak?n; Heinz Strunk;;Pathé;;;Drame; Thriller;;;;;;Allemagne;26.0;6.0;2019.0;2.0;2.9;110.0;5503.0;$6,160
7756;250120;Viceroy's House;Hugh Bonneville; Gillian Anderson; Manish Dayal; Huma Qureshi;Gurinder Chadha;;;Paul Mayeda Berges; Moira Buffini; Gurinder Chadha;Pathé;;;Drame; Historique;;;;;;Grande-Bretagne;5.0;7.0;2017.0;2.0;2.8;107.0;56685.0;$8,500,000 (estimated)
7757;250139;Light of my Life;Casey Affleck; Anna Pniowsky; Elisabeth Moss; Tom Bower;Casey Affleck;;;Casey Affleck;;;Condor Distribution;;;Drame; Science Fiction;;;;;;U.S.A.;12.0;8.0;2020.0;2.0;3.4;119.0;56109.0;
7758;250164;Bienvenue au Gondwana;Antoine Gouy; Michel Gohou; Digbeu Cravate; Antoine Duléry;Mamane;;;;;;Wild Bunch Distribution;;;Comédie;;;;;;;France;12.0;4.0;2017.0;2.0;2.4;100.0;48447.0;€4,000,000 (estimated)
7759;250196;Massilia Sound System - Le Film;;;;;Christian Philibert;;;Christian Philibert;;;Les Films d'Espigoule;;;Documentaire;;;;;;;France;5.0;4.0;2017.0;2.0;2.8;98.0;2911.0;
7760;250228;In My Room;Hans Löw; Elena Radonicich; Michael Wittenborn; Ruth Bickelhaupt;Ulrich Köhler;;;Ulrich Köhler;;;Nour Films;;;Drame; Science Fiction;;;;;;Allemagne;9.0;1.0;2019.0;2.0;3.8;120.0;4420.0;$500 (estimated)
7761;250254;Enfin des bonnes nouvelles;Dan Herzberg; Nicolas Le Quang; Julie de Bona; Marlène Michel;Vincent Glenn;;;Vincent Glenn; Antoine Dumontet; Philippe Larue;DHR distribution ; A Vif Cinemas;;Comédie; Science Fiction;;;;;;France;30.0;11.0;2016.0;2.0;2.0;90.0;237.0;
7762;250266;Walk With Me;;;;;Marc Francis; Max Pugh;;Marc Francis; Max Pugh;;L'Atelier Distribution;;;Documentaire;;;;;;;Grande-Bretagne;13.0;6.0;2018.0;2.0;3.2;94.0;5863.0;
7763;250272;La Bataille De Florange;;;;;Jean-Claude Poirson;;;Jean-Claude Poirson;;;Human Doors Films;;;Documentaire;;;;;;;France;26.0;10.0;2016.0;2.0;3.6;109.0;131.0;
7764;250275;Amère victoire;;;;;Luc Verdier-­Korbel;;;;;;Cinéma Saint-André des Arts;;;Documentaire;;;;;;;France;2.0;11.0;2016.0;2.0;3.1;82.0;48.0;
7765;250276;Banana;Marco Todisco; Beatrice Modica; Anna Bonaiuto; Giorgio Colangeli;Andrea Jublin;;;;;;Premium Films;;;Comédie;;;;;;;Italie;30.0;11.0;2016.0;2.0;2.8;90.0;43.0;
7766;250289;Afrika Corse;Michel Ferracci; Jacques Leporati; Gérard Guerrieri; Fabien Jegoudez;Gérard Guerrieri;;;;;;Injam Production;;;Comédie;;;;;;;France;19.0;7.0;2017.0;2.0;2.0;90.0;190.0;
7767;250331;K.O.;Laurent Lafitte; Chiara Mastroianni; Pio Marmaï; Clotilde Hesme;Fabrice Gobert;;;Fabrice Gobert; Valentine Arnaud;;Wild Bunch Distribution;;;Drame; Thriller;;;;;;France;21.0;6.0;2017.0;2.0;2.8;115.0;93920.0;
7768;250345;Qu'est-ce qu'on attend?;;;;;Marie-Monique Robin;;;;;;M2R Films;;;Documentaire;;;;;;;France;23.0;11.0;2016.0;2.0;3.3;119.0;10522.0;
7769;250413;Geumul;Ryoo Seung-bum; Lee Won-geun; Young-Min Kim; Gwi-hwa Choi;Kim Ki-duk;;;Kim Ki-duk;;;ASC Distribution;;;Drame;;;;;;;Corée du Sud;5.0;7.0;2017.0;2.0;3.0;114.0;4495.0;$599,913
7770;250415;Les Sentinelles;;;;;Pierre Pezerat;;;;;;Destiny Films;;;Documentaire;;;;;;;France;8.0;11.0;2017.0;2.0;3.1;91.0;251.0;
7771;250431;Disutorakushon beibîzu;Yûya Yagira; Masaki Suda; Nijirô Murakami; Nana Komatsu;Tetsuya Mariko;;;Tetsuya Mariko; Kohei Kiyasu;;Capricci Films;;;Comédie; Drame; Thriller;;;;;Japon;27.0;7.0;2022.0;2.0;3.5;111.0;993.0;
7772;250433;Fixeur;Tudor Aaron Istodor; Mehdi Nebbou; Nicolas Wanczycki; Diana Spatarescu;Adrian Sitaru;;;Adrian Silisteanu; Claudia Silisteanu;;Damned Distribution;;;Drame;;;;;;;Roumanie;22.0;3.0;2017.0;2.0;3.0;100.0;1708.0;$9,669
7773;250445;Nous nous marierons;Karim El Hayani; Faten Kesraoui; Sylvia Bergé; Sofiane Kesraoui;Dan Uzan;;;Dan Uzan; Orianne Mio Ramseyer; Elsa Boutault-Caradec;KMBO;;;Drame;;;;;;;France;8.0;2.0;2017.0;2.0;3.1;76.0;1953.0;
7774;250462;Cherchez la femme;Félix Moati; Camélia Jordana; William Lebghil; Anne Alvaro;Sou Abadi;;;Sou Abadi;;;Mars Films;;;Comédie;;;;;;;France;28.0;6.0;2017.0;2.0;3.4;88.0;101789.0;€3,987,716 (estimated)
7775;250465;Momo;Christian Clavier; Catherine Frot; Sébastien Thiery; Pascale Arbillot;Sébastien Thiery; Vincent Lobelle;;Sébastien Thiery; Sébastien Thiery; Pascale Arbillot;Mars Films;;;Comédie;;;;;;;France;27.0;12.0;2017.0;2.0;2.3;86.0;328156.0;
7776;250469;Nos Patriotes;Marc Zinga; Alexandra Lamy; Pierre Deladonchamps; Louane Emera;Gabriel Le Bomin;;;Gabriel Le Bomin; Tierno Monénembo;;Paname Distribution;;;Historique;;;;;;;France;14.0;6.0;2017.0;2.0;3.0;107.0;30576.0;$308,121
7777;250506;Vivere;;;;;Judith Abitbol;;;;;;Norte Distribution;;;Documentaire;;;;;;;France;18.0;1.0;2017.0;2.0;3.6;109.0;707.0;
7778;250514;Parole de King!;;;;;Chriss Lag;;;;;;2BST FILMS;;;Documentaire;;;;;;;France;30.0;11.0;2016.0;2.0;3.3;96.0;32.0;
7779;250517;Bar Bahar;Mouna Hawa; Sana Jammelieh; Shaden Kanboura; Mahmud Shalaby;Maysaloun Hamoud;;;Maysaloun Hamoud;;;Paname Distribution;;;Drame;;;;;;;Palestine;12.0;4.0;2017.0;2.0;3.4;102.0;35094.0;$107,977
7780;250518;Lumières d'été;Hiroto Ogi; Akane Tatsukawa; Yuzu Hori; Keiji Izumi;Jean-Gabriel Périot;;;Jean-Gabriel Périot; Yoko Harono;;Potemkine Films;;;Drame;;;;;;;France;16.0;8.0;2017.0;2.0;3.3;83.0;6695.0;
