Column1;ID;Budget_dollards
4782;200399; 26 000 000,0   
5681;221419; 26 000 000,0   
9870;282238; 26 000 000,0   
1063;55721; 25 920 000,0   
1649;109752; 25 920 000,0   
2174;128357; 25 920 000,0   
8843;264699; 25 900 000,0   
2223;129150; 25 661 127,0   
4745;199113; 25 500 000,0   
3326;169913; 25 400 000,0   
5889;224323; 25 364 150,0   
1308;59132; 25 329 576,0   
2506;133758; 25 100 000,0   
48;20151; 25 000 000,0   
114;27052; 25 000 000,0   
129;27433; 25 000 000,0   
215;28561; 25 000 000,0   
245;28756; 25 000 000,0   
256;28789; 25 000 000,0   
338;29137; 25 000 000,0   
346;29157; 25 000 000,0   
418;32282; 25 000 000,0   
420;32458; 25 000 000,0   
464;34680; 25 000 000,0   
594;42729; 25 000 000,0   
641;44863; 25 000 000,0   
764;48102; 25 000 000,0   
766;48132; 25 000 000,0   
784;48397; 25 000 000,0   
834;50369; 25 000 000,0   
848;50858; 25 000 000,0   
865;51503; 25 000 000,0   
1038;55333; 25 000 000,0   
1104;56739; 25 000 000,0   
1151;57408; 25 000 000,0   
1169;57492; 25 000 000,0   
1335;59578; 25 000 000,0   
1376;60101; 25 000 000,0   
1421;60901; 25 000 000,0   
1488;61640; 25 000 000,0   
1564;108850; 25 000 000,0   
1611;109347; 25 000 000,0   
1650;109754; 25 000 000,0   
1651;109788; 25 000 000,0   
1660;110096; 25 000 000,0   
1718;110719; 25 000 000,0   
1742;111138; 25 000 000,0   
1750;111207; 25 000 000,0   
1817;112222; 25 000 000,0   
1861;115496; 25 000 000,0   
1899;119191; 25 000 000,0   
1918;120435; 25 000 000,0   
1928;120788; 25 000 000,0   
1949;122640; 25 000 000,0   
1964;123254; 25 000 000,0   
2017;125287; 25 000 000,0   
2062;126169; 25 000 000,0   
2072;126386; 25 000 000,0   
2075;126418; 25 000 000,0   
2116;127381; 25 000 000,0   
2133;127661; 25 000 000,0   
2205;128855; 25 000 000,0   
2221;129043; 25 000 000,0   
2277;129846; 25 000 000,0   
2326;130453; 25 000 000,0   
2340;130670; 25 000 000,0   
2700;136356; 25 000 000,0   
2825;138673; 25 000 000,0   
2965;140674; 25 000 000,0   
3052;142523; 25 000 000,0   
3064;142736; 25 000 000,0   
3196;145471; 25 000 000,0   
3404;172648; 25 000 000,0   
3547;176673; 25 000 000,0   
3582;177500; 25 000 000,0   
3724;180152; 25 000 000,0   
3809;181593; 25 000 000,0   
3909;183445; 25 000 000,0   
3972;184994; 25 000 000,0   
4014;185929; 25 000 000,0   
4031;186179; 25 000 000,0   
4106;188159; 25 000 000,0   
4288;191193; 25 000 000,0   
4537;195540; 25 000 000,0   
4625;196754; 25 000 000,0   
4647;197155; 25 000 000,0   
4875;202971; 25 000 000,0   
5099;207923; 25 000 000,0   
5157;209338; 25 000 000,0   
5261;211892; 25 000 000,0   
5346;214352; 25 000 000,0   
5650;221093; 25 000 000,0   
6107;226928; 25 000 000,0   
6139;227278; 25 000 000,0   
6655;233405; 25 000 000,0   
6685;234023; 25 000 000,0   
7634;248372; 25 000 000,0   
7727;249702; 25 000 000,0   
8217;256426; 25 000 000,0   
9600;277247; 25 000 000,0   
10207;290497; 25 000 000,0   
10268;291967; 25 000 000,0   
2534;134192; 25 000 000,0   
2695;136311; 25 000 000,0   
5246;211082; 25 000 000,0   
6148;227358; 25 000 000,0   
3723;180103; 24 991 467,0   
1810;112171; 24 915 600,0   
1555;108687; 24 873 159,0   
674;45667; 24 732 000,0   
7086;240089; 24 644 317,0   
1596;109208; 24 633 730,0   
10365;293898; 24 624 000,0   
6613;232321; 24 563 629,0   
2267;129660; 24 516 000,0   
772;48266; 24 511 116,0   
5161;209487; 24 224 579,0   
864;51500; 24 000 000,0   
1457;61318; 24 000 000,0   
1584;109061; 24 000 000,0   
1589;109109; 24 000 000,0   
1591;109173; 24 000 000,0   
2288;130038; 24 000 000,0   
2662;135893; 24 000 000,0   
3253;146402; 24 000 000,0   
4149;189295; 24 000 000,0   
4460;194073; 24 000 000,0   
4698;197897; 24 000 000,0   
9978;285346; 24 000 000,0   
4368;192860; 24 000 000,0   
607;43226; 23 868 000,0   
8424;258914; 23 868 000,0   
8367;258065; 23 805 899,0   
1258;58330; 23 760 000,0   
1990;124373; 23 760 000,0   
2845;138837; 23 600 000,0   
636;44653; 23 479 200,0   
765;48104; 23 103 423,0   
2339;130615; 23 091 010,0   
34;18478; 23 000 000,0   
385;29295; 23 000 000,0   
483;35146; 23 000 000,0   
611;43407; 23 000 000,0   
2211;128901; 23 000 000,0   
2509;133830; 23 000 000,0   
2863;139160; 23 000 000,0   
3400;172392; 23 000 000,0   
3549;176684; 23 000 000,0   
3795;181137; 23 000 000,0   
6720;234569; 23 000 000,0   
8346;257923; 23 000 000,0   
9427;273690; 23 000 000,0   
2004;125052; 22 872 698,0   
10302;292926; 22 715 146,0   
920;52865; 22 707 064,0   
1955;122749; 22 680 000,0   
1001;54220; 22 501 596,0   
5752;222328; 22 500 000,0   
6852;236498; 22 500 000,0   
10147;288952; 22 400 000,0   
579;41696; 22 354 572,0   
752;47835; 22 288 364,0   
246;28759; 22 000 000,0   
280;28904; 22 000 000,0   
646;44957; 22 000 000,0   
662;45322; 22 000 000,0   
832;50332; 22 000 000,0   
851;51101; 22 000 000,0   
1033;54786; 22 000 000,0   
1106;56796; 22 000 000,0   
1226;57996; 22 000 000,0   
1901;119357; 22 000 000,0   
2539;134215; 22 000 000,0   
3101;143664; 22 000 000,0   
3120;144111; 22 000 000,0   
3229;145920; 22 000 000,0   
4552;195834; 22 000 000,0   
4639;197047; 22 000 000,0   
4645;197104; 22 000 000,0   
5288;212761; 22 000 000,0   
5725;221960; 22 000 000,0   
5995;225859; 22 000 000,0   
7078;240013; 22 000 000,0   
7624;248258; 22 000 000,0   
8659;262415; 22 000 000,0   
4826;201452; 22 000 000,0   
5242;210839; 22 000 000,0   
7733;249766; 22 000 000,0   
2732;137188; 21 800 000,0   
7139;240961; 21 656 147,0   
9328;272613; 21 600 000,0   
888;52296; 21 600 000,0   
2224;129166; 21 600 000,0   
2240;129305; 21 600 000,0   
2685;136108; 21 600 000,0   
2701;136357; 21 600 000,0   
3681;179102; 21 600 000,0   
3731;180270; 21 600 000,0   
4166;189535; 21 600 000,0   
6317;228850; 21 600 000,0   
10270;292179; 21 600 000,0   
7702;249232; 21 571 464,0   
3193;145376; 21 540 363,0   
2083;126521; 21 471 047,0   
6796;235620; 21 400 000,0   
6477;230699; 21 330 000,0   
7615;248196; 21 277 892,0   
388;29302; 21 150 000,0   
10792;311020; 21 000 000,0   
55;20395; 21 000 000,0   
90;26839; 21 000 000,0   
354;29188; 21 000 000,0   
523;38825; 21 000 000,0   
1088;56283; 21 000 000,0   
1233;58127; 21 000 000,0   
1325;59401; 21 000 000,0   
1424;60975; 21 000 000,0   
1641;109680; 21 000 000,0   
2946;140487; 21 000 000,0   
3194;145397; 21 000 000,0   
3654;178703; 21 000 000,0   
3819;181875; 21 000 000,0   
7251;242812; 21 000 000,0   
10551;300083; 21 000 000,0   
596;42733; 21 000 000,0   
5468;217656; 20 841 817,3   
3913;183489; 20 587 850,0   
856;51366; 20 537 839,0   
583;42130; 20 520 000,0   
4629;196832; 20 520 000,0   
735;47405; 20 500 000,0   
3109;143756; 20 500 000,0   
9864;282026; 20 339 624,0   
3323;169812; 20 268 560,0   
4555;195869; 20 251 745,0   
9405;273621; 20 196 000,0   
88;26833; 20 000 000,0   
335;29117; 20 000 000,0   
340;29139; 20 000 000,0   
543;40191; 20 000 000,0   
551;40879; 20 000 000,0   
572;41413; 20 000 000,0   
618;43958; 20 000 000,0   
673;45664; 20 000 000,0   
749;47795; 20 000 000,0   
761;48084; 20 000 000,0   
763;48100; 20 000 000,0   
908;52644; 20 000 000,0   
919;52860; 20 000 000,0   
1056;55670; 20 000 000,0   
1100;56717; 20 000 000,0   
1177;57609; 20 000 000,0   
1191;57730; 20 000 000,0   
1194;57735; 20 000 000,0   
1199;57812; 20 000 000,0   
1209;57886; 20 000 000,0   
1223;57959; 20 000 000,0   
1406;60697; 20 000 000,0   
1496;61745; 20 000 000,0   
1505;63577; 20 000 000,0   
1506;64439; 20 000 000,0   
1554;108684; 20 000 000,0   
1577;108986; 20 000 000,0   
1592;109176; 20 000 000,0   
1681;110281; 20 000 000,0   
1722;110788; 20 000 000,0   
1769;111545; 20 000 000,0   
1777;111640; 20 000 000,0   
1807;112090; 20 000 000,0   
1873;117064; 20 000 000,0   
1936;121779; 20 000 000,0   
1961;123208; 20 000 000,0   
1993;124549; 20 000 000,0   
2037;125725; 20 000 000,0   
2066;126279; 20 000 000,0   
2076;126456; 20 000 000,0   
2129;127608; 20 000 000,0   
2152;127951; 20 000 000,0   
2166;128175; 20 000 000,0   
2188;128610; 20 000 000,0   
2190;128678; 20 000 000,0   
2225;129167; 20 000 000,0   
2259;129507; 20 000 000,0   
2286;130015; 20 000 000,0   
2289;130053; 20 000 000,0   
2304;130224; 20 000 000,0   
2329;130524; 20 000 000,0   
2348;130781; 20 000 000,0   
2423;132095; 20 000 000,0   
2433;132290; 20 000 000,0   
2454;132783; 20 000 000,0   
2493;133676; 20 000 000,0   
2615;135391; 20 000 000,0   
2679;136044; 20 000 000,0   
2683;136101; 20 000 000,0   
2771;137821; 20 000 000,0   
2791;138209; 20 000 000,0   
2821;138600; 20 000 000,0   
2846;138880; 20 000 000,0   
2925;140288; 20 000 000,0   
2986;141184; 20 000 000,0   
2987;141216; 20 000 000,0   
2992;141339; 20 000 000,0   
3113;143892; 20 000 000,0   
3276;146714; 20 000 000,0   
3363;171157; 20 000 000,0   
3383;171877; 20 000 000,0   
3516;175581; 20 000 000,0   
3615;178071; 20 000 000,0   
3625;178187; 20 000 000,0   
3656;178820; 20 000 000,0   
3712;179672; 20 000 000,0   
3866;182900; 20 000 000,0   
4118;188590; 20 000 000,0   
4191;189900; 20 000 000,0   
4285;191174; 20 000 000,0   
4361;192826; 20 000 000,0   
4427;193485; 20 000 000,0   
4443;193639; 20 000 000,0   
4579;196177; 20 000 000,0   
4906;203607; 20 000 000,0   
4991;205730; 20 000 000,0   
5013;206317; 20 000 000,0   
5083;207623; 20 000 000,0   
5086;207654; 20 000 000,0   
5551;219461; 20 000 000,0   
5635;220973; 20 000 000,0   
5675;221387; 20 000 000,0   
5710;221729; 20 000 000,0   
5845;223728; 20 000 000,0   
5899;224453; 20 000 000,0   
6442;230327; 20 000 000,0   
6478;230703; 20 000 000,0   
6597;232132; 20 000 000,0   
6833;236242; 20 000 000,0   
6936;237762; 20 000 000,0   
6970;238291; 20 000 000,0   
7295;243742; 20 000 000,0   
8268;257022; 20 000 000,0   
8739;263793; 20 000 000,0   
8986;267006; 20 000 000,0   
9105;268969; 20 000 000,0   
9461;274208; 20 000 000,0   
9532;275793; 20 000 000,0   
9542;276064; 20 000 000,0   
9605;277362; 20 000 000,0   
9843;281688; 20 000 000,0   
493;35537; 20 000 000,0   
835;50411; 20 000 000,0   
870;51603; 20 000 000,0   
1626;109535; 20 000 000,0   
4633;196885; 20 000 000,0   
4738;198951; 20 000 000,0   
4760;199737; 20 000 000,0   
5580;220112; 20 000 000,0   
5749;222271; 20 000 000,0   
6141;227307; 20 000 000,0   
1013;54444; 19 980 000,0   
10358;293640; 19 946 310,0   
336;29126; 19 800 000,0   
4661;197310; 19 700 000,0   
1095;56539; 19 603 959,1   
911;52700; 19 515 600,0   
4040;186344; 19 500 000,0   
1791;111762; 19 440 000,0   
1809;112170; 19 440 000,0   
2466;133139; 19 440 000,0   
5156;209312; 19 440 000,0   
1510;71445; 19 400 000,0   
8912;265905; 19 387 647,0   
7333;244238; 19 332 000,0   
9194;270653; 19 259 766,0   
827;50145; 19 245 600,0   
4998;205956; 19 226 272,0   
7958;253125; 19 222 086,0   
9237;271339; 19 167 164,0   
909;52648; 19 035 653,0   
519;37485; 19 000 000,0   
720;47165; 19 000 000,0   
722;47180; 19 000 000,0   
1185;57689; 19 000 000,0   
1216;57921; 19 000 000,0   
1306;59130; 19 000 000,0   
1760;111421; 19 000 000,0   
1822;112342; 19 000 000,0   
1966;123257; 19 000 000,0   
2143;127880; 19 000 000,0   
2610;135279; 19 000 000,0   
2911;139966; 19 000 000,0   
3666;178973; 19 000 000,0   
4642;197082; 19 000 000,0   
4945;204237; 19 000 000,0   
6757;235120; 19 000 000,0   
6095;226819; 19 000 000,0   
1781;111721; 18 900 000,0   
5994;225850; 18 900 000,0   
893;52406; 18 725 588,0   
7516;246797; 18 591 560,6   
2350;130873; 18 500 000,0   
651;45085; 18 493 844,4   
2815;138557; 18 360 000,0   
4351;192634; 18 360 000,0   
4450;193877; 18 360 000,0   
5001;205978; 18 360 000,0   
7133;240914; 18 360 000,0   
7234;242449; 18 360 000,0   
8248;256870; 18 241 200,0   
29;17344; 18 000 000,0   
244;28731; 18 000 000,0   
310;29006; 18 000 000,0   
680;45915; 18 000 000,0   
704;46729; 18 000 000,0   
1307;59131; 18 000 000,0   
1313;59208; 18 000 000,0   
1480;61587; 18 000 000,0   
1639;109678; 18 000 000,0   
1829;112460; 18 000 000,0   
2201;128829; 18 000 000,0   
2202;128830; 18 000 000,0   
2330;130528; 18 000 000,0   
2371;131242; 18 000 000,0   
2413;131948; 18 000 000,0   
2471;133268; 18 000 000,0   
2498;133713; 18 000 000,0   
3396;172227; 18 000 000,0   
3498;174939; 18 000 000,0   
4664;197317; 18 000 000,0   
4670;197410; 18 000 000,0   
4955;204516; 18 000 000,0   
5008;206191; 18 000 000,0   
5676;221391; 18 000 000,0   
6207;227947; 18 000 000,0   
6344;229251; 18 000 000,0   
6445;230374; 18 000 000,0   
8517;260482; 18 000 000,0   
9106;268974; 18 000 000,0   
9462;274232; 18 000 000,0   
10091;287490; 18 000 000,0   
1794;111819; 18 000 000,0   
4582;196199; 18 000 000,0   
6698;234164; 18 000 000,0   
7651;248582; 18 000 000,0   
8616;262058; 17 956 913,0   
10691;304935; 17 867 566,0   
7237;242476; 17 811 382,0   
1224;57961; 17 612 135,0   
8600;261787; 17 604 000,0   
1055;55666; 17 500 000,0   
2303;130223; 17 500 000,0   
5179;209793; 17 500 000,0   
7280;243501; 17 455 542,0   
4326;192221; 17 450 535,0   
159;28104; 17 317 084,0   
1412;60736; 17 300 000,0   
777;48353; 17 280 000,0   
1658;109959; 17 280 000,0   
7948;253053; 17 215 200,0   
582;42093; 17 193 600,0   
2315;130305; 17 145 000,0   
2533;134189; 17 141 221,0   
333;29104; 17 006 200,0   
176;28374; 17 000 000,0   
491;35384; 17 000 000,0   
1050;55567; 17 000 000,0   
1420;60885; 17 000 000,0   
1423;60964; 17 000 000,0   
1540;108528; 17 000 000,0   
1876;118164; 17 000 000,0   
2609;135275; 17 000 000,0   
2616;135411; 17 000 000,0   
2618;135419; 17 000 000,0   
2804;138417; 17 000 000,0   
3085;143114; 17 000 000,0   
3088;143368; 17 000 000,0   
3633;178300; 17 000 000,0   
3918;183556; 17 000 000,0   
5126;208563; 17 000 000,0   
5399;215708; 17 000 000,0   
6090;226791; 17 000 000,0   
6129;227216; 17 000 000,0   
7116;240685; 17 000 000,0   
7751;250073; 17 000 000,0   
87;26832; 17 000 000,0   
3334;170148; 17 000 000,0   
9470;274345; 16 955 924,0   
6055;226441; 16 830 885,0   
9502;275199; 16 800 000,0   
5636;220980; 16 800 000,0   
3414;172976; 16 794 196,6   
1193;57732; 16 718 577,0   
2492;133641; 16 688 332,0   
3700;179451; 16 566 000,0   
1744;111153; 16 510 000,0   
1318;59275; 16 500 000,0   
1881;118675; 16 500 000,0   
3272;146632; 16 489 774,8   
6246;228295; 16 432 322,0   
1725;110840; 16 280 000,0   
1917;120347; 16 200 000,0   
2438;132376; 16 200 000,0   
3829;182063; 16 200 000,0   
4238;190557; 16 200 000,0   
4297;191481; 16 200 000,0   
5336;214084; 16 200 000,0   
7187;241701; 16 200 000,0   
9642;277997; 16 200 000,0   
9683;278850; 16 200 000,0   
10583;300856; 16 200 000,0   
1695;110567; 16 092 000,0   
7551;247291; 16 038 000,0   
70;23354; 16 000 000,0   
391;29307; 16 000 000,0   
550;40869; 16 000 000,0   
652;45087; 16 000 000,0   
945;53496; 16 000 000,0   
1077;56038; 16 000 000,0   
1172;57535; 16 000 000,0   
1415;60779; 16 000 000,0   
1610;109344; 16 000 000,0   
1835;114630; 16 000 000,0   
1841;114730; 16 000 000,0   
1866;115736; 16 000 000,0   
1982;124039; 16 000 000,0   
2216;128959; 16 000 000,0   
2420;132052; 16 000 000,0   
2444;132425; 16 000 000,0   
2550;134458; 16 000 000,0   
4092;187864; 16 000 000,0   
4224;190335; 16 000 000,0   
4488;194666; 16 000 000,0   
5303;213464; 16 000 000,0   
9366;273342; 16 000 000,0   
10097;287593; 16 000 000,0   
1052;55595; 16 000 000,0   
2711;136524; 16 000 000,0   
3188;145331; 16 000 000,0   
4634;196958; 16 000 000,0   
1253;58227; 15 923 446,0   
6948;237861; 15 748 560,0   
4180;189691; 15 700 000,0   
1284;58934; 15 660 000,0   
7259;242982; 15 650 615,0   
10057;286816; 15 600 000,0   
2461;132960; 15 600 000,0   
9975;285300; 15 570 823,0   
1706;110655; 15 554 760,0   
2059;126148; 15 500 000,0   
2148;127942; 15 400 000,0   
1477;61577; 15 368 400,0   
3701;179492; 15 340 429,0   
1250;58222; 15 309 602,0   
1003;54222; 15 255 912,0   
5294;213276; 15 240 000,0   
1608;109332; 15 217 960,0   
363;29222; 15 217 200,0   
10840;314293; 15 198 530,0   
771;48251; 15 120 000,0   
1432;61099; 15 120 000,0   
2784;138093; 15 120 000,0   
7681;248927; 15 109 200,0   
7604;248049; 15 012 000,0   
7556;247365; 15 000 000,0   
235;28682; 15 000 000,0   
279;28892; 15 000 000,0   
432;33436; 15 000 000,0   
461;34535; 15 000 000,0   
537;40020; 15 000 000,0   
714;47066; 15 000 000,0   
968;53816; 15 000 000,0   
1078;56061; 15 000 000,0   
1092;56434; 15 000 000,0   
1186;57695; 15 000 000,0   
1187;57722; 15 000 000,0   
1206;57866; 15 000 000,0   
1459;61333; 15 000 000,0   
1484;61611; 15 000 000,0   
1532;108192; 15 000 000,0   
1542;108587; 15 000 000,0   
1548;108636; 15 000 000,0   
1627;109544; 15 000 000,0   
1628;109551; 15 000 000,0   
1661;110101; 15 000 000,0   
1795;111822; 15 000 000,0   
1804;111968; 15 000 000,0   
1878;118343; 15 000 000,0   
1941;122067; 15 000 000,0   
1959;123021; 15 000 000,0   
2109;127122; 15 000 000,0   
2191;128703; 15 000 000,0   
2194;128740; 15 000 000,0   
2226;129169; 15 000 000,0   
2282;129924; 15 000 000,0   
2317;130326; 15 000 000,0   
2327;130480; 15 000 000,0   
2524;134107; 15 000 000,0   
2527;134128; 15 000 000,0   
2556;134533; 15 000 000,0   
2565;134608; 15 000 000,0   
2595;135082; 15 000 000,0   
2599;135211; 15 000 000,0   
2861;139138; 15 000 000,0   
2891;139453; 15 000 000,0   
2954;140552; 15 000 000,0   
3082;143059; 15 000 000,0   
3090;143429; 15 000 000,0   
3627;178189; 15 000 000,0   
3886;183108; 15 000 000,0   
4043;186373; 15 000 000,0   
4079;187420; 15 000 000,0   
4438;193544; 15 000 000,0   
4496;194891; 15 000 000,0   
4521;195303; 15 000 000,0   
4749;199230; 15 000 000,0   
5003;206103; 15 000 000,0   
5389;215447; 15 000 000,0   
5566;219931; 15 000 000,0   
6506;231144; 15 000 000,0   
7201;241900; 15 000 000,0   
9295;272034; 15 000 000,0   
9468;274315; 15 000 000,0   
500;35968; 15 000 000,0   
1165;57441; 15 000 000,0   
1472;61511; 15 000 000,0   
1597;109235; 15 000 000,0   
1912;119662; 15 000 000,0   
2081;126485; 15 000 000,0   
2656;135847; 15 000 000,0   
3508;175305; 15 000 000,0   
3861;182875; 15 000 000,0   
4060;186887; 15 000 000,0   
4267;191003; 15 000 000,0   
4446;193744; 15 000 000,0   
4576;196148; 15 000 000,0   
5175;209768; 15 000 000,0   
6320;228863; 15 000 000,0   
1380;60135; 14 957 857,0   
3174;145177; 14 900 000,0   
2241;129308; 14 889 042,0   
4103;188106; 14 885 722,0   
3289;146955; 14 849 183,0   
1242;58196; 14 846 994,0   
5200;210024; 14 800 000,0   
10686;304685; 14 796 000,0   
10005;285884; 14 770 359,0   
2422;132084; 14 750 422,0   
8306;257514; 14 702 744,0   
2213;128904; 14 700 000,0   
1027;54673; 14 666 400,0   
1260;58349; 14 580 000,0   
5407;215942; 14 580 000,0   
6068;226583; 14 500 000,0   
9531;275774; 14 465 535,0   
3685;179173; 14 325 401,0   
8772;264019; 14 250 000,0   
3098;143611; 14 223 600,0   
8946;266409; 14 178 873,0   
1664;110128; 14 040 000,0   
2035;125709; 14 040 000,0   
2559;134542; 14 040 000,0   
4655;197289; 14 040 000,0   
7183;241687; 14 040 000,0   
8585;261634; 14 040 000,0   
8774;264053; 14 040 000,0   
10580;300678; 14 040 000,0   
10685;304635; 14 040 000,0   
7011;238953; 14 039 310,0   
7405;244968; 14 005 298,0   
1116;56871; 14 000 000,0   
1035;54989; 14 000 000,0   
1549;108637; 14 000 000,0   
1550;108654; 14 000 000,0   
2709;136442; 14 000 000,0   
3349;170661; 14 000 000,0   
4096;187900; 14 000 000,0   
4714;198371; 14 000 000,0   
5809;222967; 14 000 000,0   
6575;231836; 14 000 000,0   
6938;237771; 14 000 000,0   
9551;276287; 14 000 000,0   
9674;278650; 14 000 000,0   
995;54150; 14 000 000,0   
1401;60628; 13 932 000,0   
1363;59945; 13 912 000,0   
3024;141890; 13 867 701,0   
869;51602; 13 853 682,0   
1624;109504; 13 824 000,0   
5903;224566; 13 800 000,0   
2099;126887; 13 776 379,0   
956;53716; 13 570 000,0   
3249;146276; 13 500 044,3   
584;42137; 13 500 000,0   
2248;129365; 13 500 000,0   
3476;174297; 13 500 000,0   
8654;262383; 13 457 801,0   
1400;60627; 13 443 449,0   
7079;240020; 13 430 000,0   
10684;304632; 13 266 838,8   
2141;127836; 13 247 396,0   
10054;286774; 13 242 923,3   
6292;228542; 13 176 833,8   
2985;141132; 13 099 140,0   
5687;221527; 13 061 533,0   
9593;277174; 13 058 135,0   
92;26849; 13 000 000,0   
97;26858; 13 000 000,0   
249;28771; 13 000 000,0   
395;29342; 13 000 000,0   
632;44449; 13 000 000,0   
691;46401; 13 000 000,0   
780;48378; 13 000 000,0   
1130;57128; 13 000 000,0   
1493;61665; 13 000 000,0   
1656;109847; 13 000 000,0   
1679;110268; 13 000 000,0   
1920;120619; 13 000 000,0   
2039;125828; 13 000 000,0   
2117;127404; 13 000 000,0   
2239;129258; 13 000 000,0   
2398;131753; 13 000 000,0   
2927;140296; 13 000 000,0   
2955;140586; 13 000 000,0   
3177;145183; 13 000 000,0   
3835;182120; 13 000 000,0   
3919;183567; 13 000 000,0   
3938;184006; 13 000 000,0   
3970;184984; 13 000 000,0   
4147;189267; 13 000 000,0   
5748;222259; 13 000 000,0   
5997;225868; 13 000 000,0   
6222;228047; 13 000 000,0   
7412;245042; 13 000 000,0   
7786;250645; 13 000 000,0   
8275;257122; 13 000 000,0   
8494;260109; 13 000 000,0   
10062;286972; 13 000 000,0   
10261;291879; 13 000 000,0   
774;48273; 13 000 000,0   
3725;180154; 13 000 000,0   
4175;189640; 13 000 000,0   
4840;201688; 13 000 000,0   
6323;228927; 13 000 000,0   
933;53193; 12 998 128,0   
992;54107; 12 960 000,0   
1785;111742; 12 960 000,0   
2168;128181; 12 960 000,0   
2472;133269; 12 960 000,0   
2502;133725; 12 960 000,0   
2716;136634; 12 960 000,0   
2733;137189; 12 960 000,0   
3704;179515; 12 960 000,0   
5204;210211; 12 960 000,0   
5466;217634; 12 960 000,0   
6783;235465; 12 960 000,0   
9508;275355; 12 960 000,0   
9611;277530; 12 960 000,0   
10223;290915; 12 960 000,0   
10626;302829; 12 960 000,0   
6288;228537; 12 900 000,0   
937;53298; 12 859 369,0   
1337;59615; 12 800 000,0   
2294;130131; 12 796 841,0   
10505;298674; 12 775 324,0   
9491;275050; 12 742 455,0   
3818;181845; 12 700 000,0   
2087;126616; 12 700 000,0   
8216;256424; 12 652 790,0   
1409;60722; 12 636 000,0   
1539;108526; 12 636 000,0   
1698;110585; 12 636 000,0   
5172;209732; 12 604 999,0   
726;47281; 12 600 000,0   
174;28368; 12 517 200,0   
916;52723; 12 500 000,0   
1072;55984; 12 500 000,0   
1085;56148; 12 500 000,0   
2394;131737; 12 500 000,0   
4451;193901; 12 500 000,0   
1988;124311; 12 500 000,0   
1586;109086; 12 446 000,0   
7270;243329; 12 438 179,6   
7809;250871; 12 428 981,0   
2505;133757; 12 420 000,0   
2795;138273; 12 393 000,0   
4120;188649; 12 326 773,0   
2144;127883; 12 313 694,0   
3472;174018; 12 197 574,0   
8018;253853; 12 171 600,0   
9208;270878; 12 157 793,0   
6144;227327; 12 121 231,0   
3412;172873; 12 113 590,0   
10301;292825; 12 089 391,0   
173;28367; 12 000 000,0   
179;28388; 12 000 000,0   
242;28728; 12 000 000,0   
330;29082; 12 000 000,0   
910;52688; 12 000 000,0   
1034;54797; 12 000 000,0   
1228;58041; 12 000 000,0   
1563;108842; 12 000 000,0   
1606;109327; 12 000 000,0   
1776;111632; 12 000 000,0   
1848;114860; 12 000 000,0   
1934;121462; 12 000 000,0   
2440;132386; 12 000 000,0   
2473;133334; 12 000 000,0   
2736;137221; 12 000 000,0   
3076;142950; 12 000 000,0   
3211;145737; 12 000 000,0   
3369;171231; 12 000 000,0   
3521;175624; 12 000 000,0   
3698;179438; 12 000 000,0   
3888;183129; 12 000 000,0   
3974;185031; 12 000 000,0   
4027;186124; 12 000 000,0   
4709;198187; 12 000 000,0   
4844;201760; 12 000 000,0   
4922;203977; 12 000 000,0   
5073;207205; 12 000 000,0   
5308;213656; 12 000 000,0   
5314;213772; 12 000 000,0   
5900;224491; 12 000 000,0   
6202;227902; 12 000 000,0   
8299;257470; 12 000 000,0   
9635;277876; 12 000 000,0   
536;39811; 12 000 000,0   
3882;183070; 12 000 000,0   
3958;184617; 12 000 000,0   
5089;207734; 12 000 000,0   
5766;222465; 12 000 000,0   
7698;249201; 12 000 000,0   
7545;247254; 11 998 800,0   
3320;169688; 11 895 069,0   
10427;295759; 11 888 743,0   
1114;56842; 11 881 096,2   
437;33878; 11 880 000,0   
2086;126535; 11 880 000,0   
2100;126892; 11 880 000,0   
3637;178357; 11 880 000,0   
8500;260316; 11 846 060,0   
5366;214860; 11 838 962,2   
477;35120; 11 702 020,0   
4556;195874; 11 669 919,5   
2251;129372; 11 648 580,0   
2138;127790; 11 581 469,0   
52;20350; 11 500 000,0   
2421;132057; 11 500 000,0   
6422;230090; 11 418 310,0   
2754;137386; 11 345 366,0   
5637;220982; 11 340 000,0   
782;48388; 11 289 473,0   
2690;136216; 11 242 660,0   
7368;244600; 11 232 000,0   
5700;221615; 11 124 000,0   
10104;287668; 11 108 409,0   
9177;270440; 11 100 000,0   
3275;146711; 11 081 555,0   
57;20490; 11 000 000,0   
148;27765; 11 000 000,0   
285;28919; 11 000 000,0   
447;34132; 11 000 000,0   
448;34176; 11 000 000,0   
707;46891; 11 000 000,0   
746;47748; 11 000 000,0   
798;48883; 11 000 000,0   
1155;57418; 11 000 000,0   
1827;112440; 11 000 000,0   
1927;120692; 11 000 000,0   
2298;130154; 11 000 000,0   
2455;132786; 11 000 000,0   
2477;133360; 11 000 000,0   
3644;178506; 11 000 000,0   
4000;185536; 11 000 000,0   
4512;195051; 11 000 000,0   
4679;197486; 11 000 000,0   
4941;204198; 11 000 000,0   
4954;204482; 11 000 000,0   
5081;207570; 11 000 000,0   
5481;217930; 11 000 000,0   
6128;227206; 11 000 000,0   
6304;228707; 11 000 000,0   
8240;256813; 11 000 000,0   
10216;290640; 11 000 000,0   
