Column1;ID;Budget_dollards
8987;267009; 2 167 632,0   
10459;296869; 2 160 000,0   
411;30095; 2 160 000,0   
1588;109108; 2 160 000,0   
1743;111149; 2 160 000,0   
2246;129336; 2 160 000,0   
2410;131876; 2 160 000,0   
2829;138684; 2 160 000,0   
2951;140498; 2 160 000,0   
3273;146642; 2 160 000,0   
3374;171722; 2 160 000,0   
3520;175612; 2 160 000,0   
3746;180401; 2 160 000,0   
4152;189341; 2 160 000,0   
4277;191049; 2 160 000,0   
4586;196247; 2 160 000,0   
4599;196350; 2 160 000,0   
4672;197427; 2 160 000,0   
4674;197436; 2 160 000,0   
4699;197901; 2 160 000,0   
5004;206116; 2 160 000,0   
5125;208551; 2 160 000,0   
5152;209130; 2 160 000,0   
5548;219324; 2 160 000,0   
5564;219845; 2 160 000,0   
6690;234104; 2 160 000,0   
6858;236586; 2 160 000,0   
7452;245976; 2 160 000,0   
7554;247346; 2 160 000,0   
7593;247988; 2 160 000,0   
8224;256587; 2 160 000,0   
8227;256621; 2 160 000,0   
8308;257567; 2 160 000,0   
9000;267232; 2 160 000,0   
9798;280799; 2 160 000,0   
10409;295231; 2 160 000,0   
1301;59124; 2 159 000,0   
8940;266327; 2 150 149,0   
8776;264067; 2 149 200,0   
1977;123537; 2 147 830,0   
3867;182902; 2 135 121,0   
7919;252479; 2 132 634,0   
10040;286354; 2 131 124,0   
4484;194620; 2 127 484,0   
5805;222915; 2 127 299,0   
569;41312; 2 126 728,0   
757;47990; 2 115 251,0   
767;48208; 2 110 589,0   
9180;270470; 2 109 160,0   
3682;179140; 2 109 133,2   
4321;192121; 2 103 261,0   
5250;211238; 2 097 718,0   
1059;55681; 2 095 403,0   
7484;246506; 2 095 200,0   
4467;194176; 2 092 903,0   
160;28109; 2 092 682,0   
1099;56716; 2 089 964,0   
1020;54493; 2 084 810,0   
2125;127522; 2 084 037,0   
1339;59636; 2 076 086,0   
1004;54223; 2 074 219,0   
8460;259459; 2 072 661,0   
9480;274585; 2 072 173,0   
1096;56545; 2 065 598,0   
8202;256283; 2 053 623,0   
2409;131875; 2 052 000,0   
5525;218658; 2 052 000,0   
6639;232850; 2 052 000,0   
10676;304344; 2 051 806,0   
5724;221929; 2 051 518,3   
4987;205384; 2 046 752,0   
4472;194253; 2 046 528,0   
639;44692; 2 043 351,0   
803;49090; 2 038 842,0   
9494;275121; 2 033 629,0   
2346;130771; 2 030 916,0   
5741;222182; 2 030 400,0   
6471;230634; 2 024 099,0   
3335;170175; 2 021 315,0   
7418;245149; 2 020 988,0   
2907;139835; 2 018 791,1   
2922;140223; 2 014 665,0   
4687;197678; 2 013 149,0   
3915;183502; 2 009 517,0   
8210;256396; 2 008 385,0   
4364;192854; 2 007 758,0   
4425;193463; 2 000 203,0   
8282;257203; 2 000 105,0   
1175;57572; 2 000 000,0   
1267;58486; 2 000 000,0   
1653;109798; 2 000 000,0   
1666;110133; 2 000 000,0   
1778;111643; 2 000 000,0   
1880;118580; 2 000 000,0   
2050;125920; 2 000 000,0   
2181;128497; 2 000 000,0   
2881;139363; 2 000 000,0   
2882;139368; 2 000 000,0   
3066;142773; 2 000 000,0   
3175;145181; 2 000 000,0   
3367;171223; 2 000 000,0   
3602;177805; 2 000 000,0   
3745;180398; 2 000 000,0   
3848;182539; 2 000 000,0   
4334;192311; 2 000 000,0   
4353;192680; 2 000 000,0   
4466;194174; 2 000 000,0   
4475;194366; 2 000 000,0   
4513;195118; 2 000 000,0   
5265;212029; 2 000 000,0   
5511;218456; 2 000 000,0   
5601;220738; 2 000 000,0   
6058;226493; 2 000 000,0   
6360;229493; 2 000 000,0   
6637;232837; 2 000 000,0   
7036;239514; 2 000 000,0   
7186;241700; 2 000 000,0   
8699;262963; 2 000 000,0   
9518;275596; 2 000 000,0   
9807;280867; 2 000 000,0   
10110;287740; 2 000 000,0   
2735;137217; 2 000 000,0   
2950;140497; 2 000 000,0   
3675;179070; 2 000 000,0   
3949;184261; 2 000 000,0   
4049;186536; 2 000 000,0   
4287;191190; 2 000 000,0   
4785;200448; 2 000 000,0   
4877;203004; 2 000 000,0   
5400;215721; 2 000 000,0   
7529;246882; 2 000 000,0   
3903;183369; 1 999 775,0   
8311;257584; 1 991 734,0   
7743;249860; 1 988 694,0   
10201;290417; 1 982 763,0   
7436;245618; 1 981 458,0   
10234;291285; 1 976 587,0   
2120;127455; 1 971 979,0   
2054;126078; 1 963 274,0   
1394;60569; 1 962 402,0   
7149;241115; 1 960 510,0   
6235;228246; 1 960 000,0   
1749;111203; 1 959 897,0   
4032;186185; 1 957 683,0   
804;49095; 1 957 051,0   
4365;192857; 1 950 000,0   
2301;130210; 1 944 870,0   
1863;115621; 1 944 000,0   
2137;127766; 1 944 000,0   
2372;131248; 1 944 000,0   
3831;182080; 1 944 000,0   
3939;184011; 1 944 000,0   
5467;217655; 1 944 000,0   
6307;228716; 1 944 000,0   
8125;255509; 1 944 000,0   
9880;282330; 1 944 000,0   
468;34916; 1 941 471,0   
357;29196; 1 926 565,3   
6565;231742; 1 918 805,0   
2352;130883; 1 917 156,0   
1856;115096; 1 905 000,0   
1925;120682; 1 905 000,0   
993;54123; 1 903 861,0   
4264;190956; 1 900 262,0   
9731;279736; 1 899 068,0   
10135;288667; 1 894 156,0   
6710;234346; 1 891 986,0   
4169;189553; 1 890 500,0   
6890;237181; 1 890 000,0   
5579;220107; 1 890 000,0   
8506;260369; 1 888 418,0   
10231;291159; 1 887 971,0   
5142;208828; 1 883 189,0   
7686;248993; 1 882 287,0   
7088;240105; 1 879 961,0   
9998;285749; 1 877 500,0   
4863;202570; 1 872 736,0   
7890;252155; 1 866 211,0   
7165;241450; 1 865 664,0   
1491;61658; 1 864 896,0   
4866;202700; 1 860 000,0   
6929;237601; 1 859 604,0   
3853;182713; 1 856 973,0   
1779;111716; 1 852 764,0   
5576;220034; 1 851 517,0   
1575;108974; 1 851 342,0   
8929;266138; 1 850 000,0   
5002;206065; 1 850 000,0   
1995;124580; 1 850 000,0   
1000;54218; 1 849 471,0   
6992;238644; 1 839 313,0   
1670;110201; 1 836 089,0   
3507;175303; 1 836 000,0   
7084;240077; 1 836 000,0   
7166;241453; 1 836 000,0   
8358;258001; 1 836 000,0   
4506;195021; 1 834 038,0   
8266;257010; 1 830 715,0   
2261;129519; 1 827 660,0   
9110;269071; 1 824 052,0   
8691;262869; 1 822 834,0   
6109;226934; 1 822 250,0   
1205;57857; 1 820 431,0   
6253;228375; 1 814 400,0   
9506;275263; 1 813 894,0   
3145;144456; 1 811 479,0   
6062;226525; 1 809 617,0   
10803;311433; 1 806 315,0   
17;10675; 1 805 634,0   
7595;248014; 1 801 550,0   
10871;316120; 1 800 000,0   
1889;119015; 1 800 000,0   
3697;179426; 1 800 000,0   
4776;200333; 1 800 000,0   
5401;215742; 1 800 000,0   
3160;144680; 1 800 000,0   
4973;204846; 1 800 000,0   
6127;227196; 1 800 000,0   
6634;232777; 1 800 000,0   
6826;236147; 1 800 000,0   
8122;255506; 1 800 000,0   
4561;196008; 1 797 867,0   
9791;280717; 1 793 562,0   
6803;235738; 1 784 438,0   
2682;136094; 1 783 519,0   
5593;220583; 1 782 000,0   
10595;302106; 1 778 760,0   
10068;287059; 1 778 288,0   
5227;210598; 1 775 316,0   
2578;134754; 1 771 956,0   
4094;187887; 1 771 442,0   
10299;292799; 1 771 200,0   
3811;181644; 1 767 918,0   
7304;243879; 1 764 140,0   
2614;135388; 1 760 856,0   
9148;269946; 1 756 552,0   
10266;291947; 1 750 753,0   
10510;298826; 1 739 201,0   
9404;273616; 1 738 535,0   
854;51309; 1 737 308,0   
10675;304291; 1 728 104,0   
1836;114645; 1 728 000,0   
2361;130995; 1 728 000,0   
3045;142311; 1 728 000,0   
3714;179705; 1 728 000,0   
4227;190372; 1 728 000,0   
4587;196251; 1 728 000,0   
5310;213686; 1 728 000,0   
7281;243516; 1 728 000,0   
9976;285301; 1 723 489,0   
5229;210608; 1 720 325,0   
7334;244252; 1 716 627,6   
10366;293966; 1 707 978,0   
10129;288559; 1 707 850,0   
7448;245899; 1 706 329,0   
7910;252417; 1 703 036,0   
4646;197124; 1 702 668,0   
8083;254956; 1 701 077,0   
2677;136016; 1 700 000,0   
6408;230007; 1 700 000,0   
7456;246014; 1 700 000,0   
7469;246281; 1 700 000,0   
666;45488; 1 700 000,0   
9083;268348; 1 683 009,0   
10433;296074; 1 677 615,0   
277;28884; 1 676 362,0   
2930;140305; 1 673 840,0   
3081;143050; 1 672 292,0   
738;47499; 1 665 483,0   
4435;193529; 1 662 500,0   
5171;209726; 1 660 637,0   
4813;201358; 1 656 743,0   
4367;192858; 1 651 672,0   
4705;198073; 1 651 000,0   
389;29304; 1 649 000,0   
1605;109314; 1 648 317,0   
7941;252959; 1 644 818,0   
1618;109437; 1 643 228,0   
449;34191; 1 641 612,0   
10874;316739; 1 632 403,0   
10444;296393; 1 629 656,0   
2439;132383; 1 628 201,0   
9567;276716; 1 624 507,0   
2777;138013; 1 621 226,0   
1622;109501; 1 620 000,0   
1636;109646; 1 620 000,0   
2643;135788; 1 620 000,0   
3226;145915; 1 620 000,0   
3304;147618; 1 620 000,0   
3478;174334; 1 620 000,0   
4286;191181; 1 620 000,0   
4387;193024; 1 620 000,0   
4392;193031; 1 620 000,0   
4581;196196; 1 620 000,0   
5804;222903; 1 620 000,0   
6393;229885; 1 620 000,0   
6449;230435; 1 620 000,0   
6889;237178; 1 620 000,0   
9222;271068; 1 620 000,0   
2490;133572; 1 619 594,0   
10721;306157; 1 617 955,0   
1105;56792; 1 615 328,0   
10801;311332; 1 615 000,0   
5968;225427; 1 614 237,0   
4004;185703; 1 612 430,0   
8841;264694; 1 610 009,0   
1675;110234; 1 609 872,0   
8920;266036; 1 602 914,0   
10391;294679; 1 601 805,0   
9457;274196; 1 601 618,0   
5238;210763; 1 600 145,0   
1499;61762; 1 600 000,0   
9066;268281; 1 600 000,0   
4789;200603; 1 600 000,0   
4142;189188; 1 597 998,0   
1895;119065; 1 594 364,0   
2032;125586; 1 593 365,0   
9956;284881; 1 593 000,0   
8951;266456; 1 589 812,0   
10351;293540; 1 586 763,0   
7997;253643; 1 584 360,0   
2274;129802; 1 584 100,0   
2588;134985; 1 579 146,0   
9967;285101; 1 574 269,0   
2353;130884; 1 574 160,0   
8102;255348; 1 569 970,0   
6792;235589; 1 567 800,0   
4366;192858; 1 567 478,0   
4160;189440; 1 562 548,0   
3104;143745; 1 562 486,0   
9467;274312; 1 560 874,0   
2674;135916; 1 556 105,0   
10509;298735; 1 550 170,0   
10193;290328; 1 549 142,0   
3110;143759; 1 546 761,0   
1855;115077; 1 546 466,0   
8127;255511; 1 544 400,0   
446;34001; 1 541 790,0   
3891;183161; 1 541 144,0   
5136;208743; 1 540 978,0   
6504;231129; 1 539 680,0   
10128;288544; 1 534 530,0   
2287;130018; 1 530 314,0   
4654;197277; 1 529 500,0   
10679;304507; 1 525 424,0   
810;49272; 1 523 758,0   
8800;264221; 1 520 738,0   
9989;285617; 1 517 881,0   
7701;249216; 1 517 093,0   
7226;242269; 1 515 000,0   
5868;224105; 1 514 782,0   
9330;272698; 1 514 449,4   
2750;137366; 1 514 245,0   
1297;59113; 1 512 000,0   
1771;111574; 1 512 000,0   
1981;123916; 1 512 000,0   
2310;130290; 1 512 000,0   
2737;137222; 1 512 000,0   
3333;170123; 1 512 000,0   
4151;189334; 1 512 000,0   
4517;195189; 1 512 000,0   
6870;236818; 1 512 000,0   
2708;136392; 1 507 205,0   
9946;284788; 1 505 235,0   
634;44476; 1 501 063,0   
4213;190093; 1 500 409,0   
10528;299438; 1 500 014,0   
72;25453; 1 500 000,0   
805;49124; 1 500 000,0   
1502;61771; 1 500 000,0   
1748;111194; 1 500 000,0   
1755;111289; 1 500 000,0   
1948;122620; 1 500 000,0   
2007;125077; 1 500 000,0   
2049;125918; 1 500 000,0   
3761;180577; 1 500 000,0   
3850;182603; 1 500 000,0   
6674;233908; 1 500 000,0   
8011;253772; 1 500 000,0   
8201;256224; 1 500 000,0   
8351;257984; 1 500 000,0   
8404;258437; 1 500 000,0   
3715;179776; 1 500 000,0   
4132;188959; 1 500 000,0   
4281;191132; 1 500 000,0   
4784;200435; 1 500 000,0   
7299;243805; 1 500 000,0   
9291;272012; 1 498 969,0   
3050;142464; 1 498 210,0   
1541;108532; 1 495 314,0   
4400;193112; 1 493 822,0   
1800;111838; 1 491 525,0   
9501;275190; 1 483 953,0   
4395;193082; 1 481 461,0   
8848;264814; 1 480 725,0   
3694;179380; 1 480 029,8   
5855;223803; 1 480 000,0   
6687;234088; 1 480 000,0   
2123;127505; 1 475 994,0   
5633;220946; 1 475 000,0   
3677;179072; 1 470 000,0   
7070;239857; 1 468 800,0   
8639;262264; 1 465 965,0   
10183;290172; 1 464 164,0   
2850;138904; 1 457 248,0   
6431;230279; 1 454 682,0   
7124;240771; 1 453 270,0   
9968;285109; 1 452 724,0   
82;26706; 1 452 698,0   
7724;249655; 1 451 496,0   
5871;224178; 1 451 330,0   
7618;248226; 1 450 028,0   
8336;257847; 1 445 460,0   
7882;252100; 1 441 705,0   
4746;199136; 1 437 987,0   
4018;186007; 1 430 241,0   
6956;237953; 1 429 162,0   
9644;278089; 1 428 310,0   
10003;285799; 1 427 091,0   
521;37967; 1 426 784,0   
4350;192579; 1 425 900,0   
1567;108910; 1 425 096,0   
9779;280517; 1 424 259,0   
3639;178389; 1 417 706,0   
5790;222806; 1 417 453,0   
4402;193116; 1 416 573,0   
6939;237772; 1 416 050,0   
2712;136551; 1 413 480,0   
7722;249609; 1 412 404,0   
10507;298732; 1 410 921,0   
1812;112181; 1 404 000,0   
3461;173827; 1 404 000,0   
4341;192344; 1 404 000,0   
4843;201759; 1 404 000,0   
5235;210638; 1 404 000,0   
6314;228825; 1 404 000,0   
8463;259474; 1 404 000,0   
8676;262688; 1 404 000,0   
1894;119033; 1 400 000,0   
4037;186290; 1 400 000,0   
6834;236295; 1 400 000,0   
2484;133409; 1 400 000,0   
6967;238271; 1 400 000,0   
8861;264969; 1 399 479,0   
1188;57727; 1 398 027,0   
1158;57424; 1 395 289,0   
3314;148102; 1 391 946,0   
3657;178829; 1 389 978,0   
2302;130213; 1 381 766,0   
1019;54489; 1 380 547,0   
4626;196755; 1 378 591,0   
5173;209735; 1 375 474,0   
5090;207786; 1 374 020,0   
5814;222990; 1 369 486,0   
4550;195788; 1 368 586,0   
7954;253078; 1 368 056,0   
2197;128745; 1 364 370,0   
9217;270986; 1 364 243,0   
1832;114560; 1 360 800,0   
5338;214103; 1 359 497,0   
8594;261689; 1 358 208,0   
6913;237399; 1 356 000,0   
10659;303802; 1 350 266,0   
2603;135249; 1 350 000,0   
6734;234797; 1 350 000,0   
8339;257864; 1 348 863,0   
2689;136215; 1 347 963,0   
5082;207621; 1 347 747,0   
5598;220717; 1 343 349,0   
1953;122737; 1 340 927,0   
4143;189196; 1 340 269,0   
4897;203485; 1 336 832,0   
613;43553; 1 336 199,0   
8643;262275; 1 332 000,0   
809;49271; 1 329 393,0   
373;29264; 1 326 077,4   
522;38254; 1 323 340,0   
6657;233486; 1 319 366,0   
10704;305550; 1 316 331,0   
8425;258915; 1 314 753,0   
9324;272523; 1 313 786,0   
9412;273662; 1 313 786,0   
2896;139492; 1 308 326,0   
2988;141231; 1 306 740,0   
9819;281130; 1 301 330,0   
2972;140887; 1 300 051,0   
559;41230; 1 300 000,0   
2727;137128; 1 300 000,0   
5792;222821; 1 300 000,0   
5027;206477; 1 300 000,0   
6930;237603; 1 300 000,0   
9248;271544; 1 297 191,0   
1521;87362; 1 296 000,0   
2909;139950; 1 296 000,0   
3943;184138; 1 296 000,0   
3967;184835; 1 296 000,0   
4294;191363; 1 296 000,0   
5233;210628; 1 296 000,0   
5582;220173; 1 296 000,0   
6340;229171; 1 296 000,0   
6631;232701; 1 296 000,0   
6846;236434; 1 296 000,0   
8177;255868; 1 296 000,0   
9358;273270; 1 296 000,0   
9808;280868; 1 296 000,0   
9866;282063; 1 296 000,0   
10199;290388; 1 296 000,0   
7586;247866; 1 295 900,0   
8985;266982; 1 294 596,0   
6906;237312; 1 293 716,0   
10720;306133; 1 291 869,0   
2342;130681; 1 290 370,0   
8462;259473; 1 290 258,0   
4781;200386; 1 290 000,0   
3936;183985; 1 288 700,0   
4325;192189; 1 285 918,0   
10745;306883; 1 278 576,0   
7081;240053; 1 274 420,0   
2119;127440; 1 273 589,0   
4600;196367; 1 270 000,0   
7242;242589; 1 270 000,0   
4535;195519; 1 269 299,0   
8252;256911; 1 267 301,0   
8044;254195; 1 265 086,0   
471;34927; 1 265 025,0   
3872;182962; 1 263 814,0   
6426;230170; 1 263 389,0   
7387;244755; 1 262 984,0   
8796;264181; 1 257 275,0   
4072;187266; 1 255 727,0   
7871;251981; 1 255 399,0   
8791;264143; 1 253 103,0   
6798;235657; 1 251 878,0   
180;28389; 1 251 016,5   
5057;206782; 1 250 000,0   
7007;238861; 1 250 000,0   
9334;272765; 1 249 496,0   
10610;302480; 1 248 762,0   
1161;57433; 1 247 034,0   
2570;134695; 1 244 788,0   
8348;257947; 1 242 000,0   
1244;58202; 1 238 324,0   
10145;288925; 1 235 653,0   
1842;114731; 1 233 262,0   
5567;219933; 1 230 890,0   
8875;265395; 1 230 407,0   
319;29044; 1 225 996,1   
478;35122; 1 221 230,0   
8663;262485; 1 219 228,0   
8307;257555; 1 215 413,0   
6802;235734; 1 211 744,0   
3210;145736; 1 208 769,0   
9571;276768; 1 208 740,0   
8974;266777; 1 208 371,0   
272;28852; 1 208 002,0   
8283;257223; 1 204 000,0   
734;47400; 1 202 146,0   
8811;264343; 1 201 434,0   
162;28113; 1 200 975,8   
1774;111597; 1 200 416,0   
9533;275805; 1 200 247,0   
1152;57410; 1 200 000,0   
4606;196520; 1 200 000,0   
10324;293170; 1 200 000,0   
2794;138248; 1 196 933,0   
1629;109564; 1 196 841,0   
1008;54342; 1 189 463,0   
10111;287759; 1 188 032,0   
8822;264474; 1 186 762,0   
1017;54485; 1 185 854,0   
9906;283748; 1 184 000,0   
1091;56428; 1 182 141,0   
9515;275513; 1 180 367,0   
2758;137480; 1 179 662,0   
6468;230619; 1 178 196,0   
10257;291817; 1 177 577,0   
7098;240266; 1 176 781,0   
190;28447; 1 175 955,5   
5087;207725; 1 175 000,0   
10015;286044; 1 168 149,0   
7565;247529; 1 163 056,0   
7107;240515; 1 162 912,0   
4896;203476; 1 162 653,0   
10350;293538; 1 162 077,0   
6233;228238; 1 161 751,0   
3963;184776; 1 158 691,0   
5550;219424; 1 154 310,0   
7119;240693; 1 148 304,0   
1435;61119; 1 144 090,0   
2387;131422; 1 140 744,0   
6163;227493; 1 136 431,0   
5402;215769; 1 129 817,0   
3200;145490; 1 128 544,0   
4138;189168; 1 126 525,0   
1734;110999; 1 123 665,0   
1935;121778; 1 120 993,0   
1425;60981; 1 114 878,0   
754;47872; 1 110 634,0   
9112;269116; 1 106 820,0   
2441;132403; 1 105 921,0   
8056;254390; 1 104 957,0   
2379;131336; 1 103 038,0   
3544;176562; 1 102 650,0   
6386;229868; 1 102 453,0   
4612;196589; 1 100 000,0   
6908;237314; 1 100 000,0   
8153;255683; 1 100 000,0   
10217;290687; 1 100 000,0   
4173;189615; 1 100 000,0   
8101;255345; 1 100 000,0   
9863;282008; 1 099 943,0   
6541;231599; 1 099 000,0   
9595;277190; 1 097 987,0   
5118;208367; 1 096 495,0   
73;25751; 1 095 027,0   
4204;189968; 1 094 104,0   
7293;243648; 1 087 585,0   
6397;229905; 1 087 025,0   
4222;190322; 1 086 757,0   
10466;296975; 1 083 432,0   
498;35962; 1 080 000,0   
1716;110707; 1 080 000,0   
3559;176782; 1 080 000,0   
3771;180615; 1 080 000,0   
4126;188840; 1 080 000,0   
4210;190067; 1 080 000,0   
4389;193028; 1 080 000,0   
4516;195148; 1 080 000,0   
5836;223364; 1 080 000,0   
6020;226087; 1 080 000,0   
6327;228984; 1 080 000,0   
6345;229257; 1 080 000,0   
6411;230028; 1 080 000,0   
6884;237171; 1 080 000,0   
6921;237488; 1 080 000,0   
7054;239753; 1 080 000,0   
7188;241702; 1 080 000,0   
7220;242131; 1 080 000,0   
7345;244410; 1 080 000,0   
7509;246720; 1 080 000,0   
8472;259535; 1 080 000,0   
8786;264130; 1 080 000,0   
8915;265947; 1 080 000,0   
10295;292758; 1 080 000,0   
10726;306263; 1 080 000,0   
9455;274164; 1 078 486,0   
7276;243430; 1 078 000,0   
6004;225923; 1 076 075,0   
5252;211248; 1 075 178,0   
5168;209675; 1 074 329,0   
664;45458; 1 072 834,0   
7207;241989; 1 072 710,0   
637;44654; 1 069 772,0   
4965;204761; 1 068 979,0   
10644;303572; 1 068 782,0   
9854;281831; 1 066 190,0   
1324;59400; 1 065 754,0   
9625;277728; 1 065 734,0   
10398;294808; 1 062 603,0   
6155;227408; 1 061 955,0   
2080;126483; 1 060 922,0   
7253;242866; 1 060 377,0   
4990;205577; 1 060 094,0   
6520;231347; 1 058 400,0   
6083;226758; 1 057 384,0   
281;28906; 1 057 035,0   
4336;192315; 1 055 939,0   
4728;198759; 1 055 287,0   
1350;59775; 1 055 063,0   
1219;57941; 1 054 932,0   
953;53656; 1 052 596,0   
520;37643; 1 048 950,0   
10206;290442; 1 046 803,0   
8134;255544; 1 043 269,0   
4233;190423; 1 041 455,0   
10181;290077; 1 039 827,0   
1385;60203; 1 038 944,0   
7983;253472; 1 036 800,0   
4870;202807; 1 035 527,0   
6377;229824; 1 034 905,0   
9802;280803; 1 031 622,0   
9845;281742; 1 029 907,0   
188;28439; 1 028 516,0   
1229;58061; 1 026 432,0   
7793;250678; 1 026 212,0   
7229;242319; 1 026 000,0   
8323;257707; 1 026 000,0   
3999;185509; 1 024 166,0   
3501;175040; 1 022 411,0   
8230;256662; 1 021 454,0   
4598;196348; 1 017 579,0   
218;28578; 1 016 340,0   
3696;179387; 1 015 837,0   
4621;196706; 1 014 071,0   
4796;200727; 1 013 902,0   
7463;246155; 1 013 214,0   
5726;221967; 1 013 100,0   
4808;201221; 1 012 973,0   
528;39132; 1 011 102,0   
4278;191079; 1 009 653,0   
4980;205131; 1 008 726,0   
3845;182416; 1 008 455,0   
10136;288702; 1 006 560,0   
1747;111193; 1 005 539,0   
10640;303454; 1 004 452,0   
10089;287335; 1 004 400,0   
560;41232; 1 003 465,0   
496;35891; 1 000 000,0   
598;42946; 1 000 000,0   
1236;58136; 1 000 000,0   
1414;60777; 1 000 000,0   
1545;108597; 1 000 000,0   
2389;131494; 1 000 000,0   
2447;132642; 1 000 000,0   
2512;133932; 1 000 000,0   
2585;134981; 1 000 000,0   
2902;139689; 1 000 000,0   
3230;145927; 1 000 000,0   
3377;171730; 1 000 000,0   
4209;190011; 1 000 000,0   
4410;193256; 1 000 000,0   
4426;193483; 1 000 000,0   
4824;201443; 1 000 000,0   
4855;201914; 1 000 000,0   
4905;203597; 1 000 000,0   
5298;213383; 1 000 000,0   
5426;216514; 1 000 000,0   
5433;216734; 1 000 000,0   
5450;217002; 1 000 000,0   
5615;220819; 1 000 000,0   
5658;221216; 1 000 000,0   
5970;225456; 1 000 000,0   
6111;226973; 1 000 000,0   
6806;235771; 1 000 000,0   
7170;241512; 1 000 000,0   
7260;243092; 1 000 000,0   
7400;244935; 1 000 000,0   
8706;263081; 1 000 000,0   
8968;266722; 1 000 000,0   
2855;138975; 1 000 000,0   
3879;183026; 1 000 000,0   
5461;217344; 1 000 000,0   
5621;220884; 1 000 000,0   
7912;252419; 1 000 000,0   
7481;246461; 998 059,0   
7315;244059; 997 890,0   
10138;288799; 991 158,0   
6987;238577; 990 000,0   
1456;61314; 989 460,0   
9210;270890; 988 267,0   
3345;170584; 987 871,0   
1058;55680; 984 074,0   
9762;280203; 982 846,4   
9638;277936; 982 152,0   
1479;61579; 979 025,0   
328;29072; 975 792,8   
445;33997; 975 792,8   
3171;145150; 975 000,0   
9656;278257; 973 533,0   
1355;59835; 972 000,0   
6328;228996; 972 000,0   
6405;229986; 972 000,0   
8629;262184; 972 000,0   
10084;287311; 970 679,0   
3709;179621; 969 024,0   
9894;283587; 964 321,0   
10603;302382; 962 517,0   
6091;226794; 961 273,0   
10713;305883; 960 172,0   
9890;283471; 957 545,0   
7435;245617; 953 717,0   
7286;243546; 953 024,0   
7603;248045; 951 411,0   
488;35370; 950 772,5   
3411;172868; 950 400,0   
1470;61508; 950 000,0   
2625;135535; 949 631,0   
10700;305389; 942 424,0   
7876;252056; 940 985,0   
7050;239713; 939 101,0   
1235;58135; 933 778,0   
3360;171094; 932 360,0   
2470;133253; 932 346,0   
1351;59799; 930 469,0   
4542;195571; 929 109,0   
6755;235063; 928 800,0   
2628;135547; 926 528,0   
4141;189184; 925 344,0   
978;53889; 924 260,0   
10495;297805; 923 217,0   
8445;259371; 922 351,0   
7296;243780; 921 974,0   
7052;239723; 919 651,0   
9193;270645; 918 734,0   
7312;243994; 918 120,0   
3097;143562; 918 000,0   
5438;216838; 918 000,0   
2158;128107; 912 397,0   
161;28111; 907 323,0   
3048;142442; 905 209,0   
7860;251834; 904 703,0   
2583;134975; 901 617,0   
3975;185046; 900 627,0   
5026;206453; 900 000,0   
5219;210390; 900 000,0   
9411;273659; 899 116,0   
925;52958; 898 468,0   
316;29025; 898 227,0   
4999;205957; 897 803,0   
38;18832; 895 788,0   
2128;127605; 895 724,0   
1612;109362; 894 722,0   
10534;299549; 894 591,0   
7495;246575; 894 274,6   
8343;257901; 894 240,0   
66;22758; 891 369,0   
3423;173084; 890 487,0   
8969;266743; 889 000,0   
5588;220518; 888 000,0   
1513;79750; 886 100,0   
2305;130247; 885 574,0   
7128;240836; 880 883,0   
6535;231552; 880 180,0   
3957;184581; 879 825,0   
7057;239790; 878 645,0   
2822;138653; 878 157,0   
10639;303446; 877 324,0   
10246;291612; 876 733,0   
8291;257369; 875 751,0   
1349;59736; 872 854,0   
10163;289452; 872 829,0   
2877;139347; 870 781,0   
5913;224640; 869 838,0   
5881;224282; 869 815,0   
5129;208620; 868 792,0   
8842;264696; 867 808,0   
8471;259504; 864 730,0   
1365;59958; 864 000,0   
3172;145164; 864 000,0   
4548;195766; 864 000,0   
5896;224422; 864 000,0   
7109;240555; 864 000,0   
8666;262507; 864 000,0   
8728;263536; 864 000,0   
9274;271824; 864 000,0   
10337;293321; 864 000,0   
2870;139254; 863 591,3   
2370;131205; 861 246,0   
2295;130133; 861 204,0   
6928;237587; 860 046,0   
1997;124675; 858 807,0   
5692;221564; 857 921,0   
3067;142774; 857 005,0   
7736;249794; 856 607,0   
5103;208007; 854 529,0   
3899;183317; 853 200,0   
10120;288272; 851 594,0   
1372;60038; 851 540,0   
2130;127629; 850 920,0   
1241;58195; 850 000,0   
326;29069; 848 969,0   
1157;57422; 847 646,0   
10039;286353; 847 236,0   
7581;247833; 846 012,0   
4790;200607; 841 317,0   
10395;294775; 840 167,0   
436;33586; 840 003,0   
5216;210309; 830 435,0   
775;48285; 830 292,0   
8949;266454; 828 363,0   
9834;281443; 827 680,0   
2681;136064; 825 672,0   
7965;253253; 825 391,0   
9811;280917; 824 297,0   
4952;204377; 822 601,0   
944;53482; 821 882,0   
2377;131257; 821 177,0   
9818;281089; 820 000,0   
5860;223899; 819 431,0   
3604;177812; 815 998,0   
1060;55717; 812 120,0   
4111;188422; 809 595,0   
9896;283687; 805 985,0   
6975;238340; 804 986,0   
6747;234970; 804 000,0   
581;41769; 803 491,0   
4766;199980; 800 299,0   
7886;252145; 800 148,0   
1407;60702; 800 000,0   
2504;133749; 800 000,0   
3092;143463; 800 000,0   
3221;145889; 800 000,0   
9709;279458; 798 774,0   
3942;184078; 798 000,0   
454;34471; 796 466,0   
5879;224215; 794 452,0   
10156;289240; 792 620,0   
