,nom,ID,STARmeter,recompenses,carriere_duree,films_series
428,IceCube,nm0001084,3556.0,0.0,30.0,55.0
429,NiaVardalos,nm0889522,5666.0,0.0,22.0,32.0
430,JamieLeeCurtis,nm0000130,547.0,3.0,48.0,79.0
431,SagamoreStevenin,nm0836683,71794.0,1.0,30.0,41.0
432,JessicaAlba,nm0004695,1319.0,7.0,27.0,56.0
433,HughJackman,nm0413168,600.0,2.0,24.0,66.0
434,LilianeRovere,,,3.0,53.0,71.0
435,JenniferGarner,nm0004950,587.0,1.0,28.0,64.0
436,SylvieTestud,nm0856500,28697.0,6.0,33.0,138.0
437,JulesSitruk,nm0803262,127652.0,0.0,22.0,22.0
438,JessicaBiel,nm0004754,557.0,0.0,27.0,46.0
439,BrigitteLinChing-hsia,,,0.0,27.0,25.0
440,CaroleBouquet,nm0000962,6363.0,1.0,46.0,84.0
441,ShefaliShah,nm0156858,24237.0,0.0,0.0,7.0
442,GuillaumeDepardieu,nm0220016,49631.0,3.0,33.0,42.0
443,ChaneyKley,nm1015096,24924.0,0.0,7.0,9.0
444,CillianMurphy,nm0614165,63.0,1.0,26.0,55.0
445,LanceHenriksen,nm0000448,1817.0,0.0,48.0,146.0
446,JackBlack,nm0085312,855.0,0.0,32.0,99.0
447,MollyKayll,,,0.0,0.0,0.0
448,ManuPayet,nm2176554,137600.0,2.0,18.0,34.0
449,CaseyAffleck,nm0000729,1553.0,5.0,33.0,53.0
450,RachelNichols,nm0629697,1116.0,0.0,21.0,47.0
451,GeorgieHenley,nm1670137,1880.0,0.0,15.0,10.0
452,DesmondHarrington,nm0004993,3619.0,0.0,21.0,32.0
453,JimCaviezel,nm0001029,760.0,0.0,32.0,45.0
454,JamieKennedy,nm0005085,5775.0,0.0,34.0,70.0
455,BrandonRouth,nm0746125,2905.0,1.0,22.0,46.0
456,AngelicaLee,nm0496806,98664.0,0.0,14.0,16.0
457,BillMurray,nm0000195,408.0,3.0,50.0,91.0
458,GerardLanvin,nm0487254,44169.0,4.0,47.0,68.0
459,KristenBell,nm0068338,388.0,1.0,23.0,67.0
460,MathildeSeigner,nm0782565,47593.0,2.0,33.0,80.0
461,LenaOlin,nm0000565,2497.0,0.0,48.0,51.0
462,KadMerad,nm0580101,38641.0,4.0,29.0,98.0
463,Anne-MarieDuff,nm0240359,3969.0,0.0,25.0,28.0
464,IanHolm,nm0000453,4015.0,4.0,56.0,85.0
465,MyleneJampanoi,nm1227864,23564.0,0.0,19.0,21.0
466,AnoukGrinberg,nm0342393,35491.0,2.0,46.0,52.0
467,StomyBugsy,nm0119532,136318.0,1.0,27.0,24.0
468,GadElmaleh,nm0255362,27660.0,1.0,27.0,57.0
469,EdouardBaer,nm0046347,53550.0,2.0,30.0,75.0
470,FrancoisCluzet,nm0167388,17363.0,6.0,44.0,102.0
471,IgorSergeyev,,,0.0,0.0,7.0
472,DevonBostick,nm1256602,3486.0,0.0,21.0,56.0
473,OsmanElkharraz,nm1271693,1353912.0,0.0,0.0,3.0
474,VincentCassel,nm0001993,2182.0,7.0,36.0,102.0
475,AudreyLangle,nm0486492,1255035.0,0.0,18.0,10.0
476,CharlizeTheron,nm0000234,267.0,3.0,29.0,69.0
477,BruceWeitz,nm0919361,13568.0,0.0,58.0,47.0
478,EmileHirsch,nm0386472,1543.0,0.0,27.0,64.0
479,KeiraKnightley,nm0461136,331.0,3.0,30.0,64.0
480,ChristinaAguilera,nm0004694,7535.0,0.0,19.0,12.0
481,AlbertoSordi,nm0814773,29223.0,3.0,66.0,99.0
482,SamShepard,nm0001731,3668.0,0.0,52.0,77.0
483,GeoffroyThiebaut,nm0857855,154166.0,0.0,28.0,48.0
484,Jean-LouisBarcelona,nm2061168,614760.0,0.0,21.0,72.0
485,MathieuDemy,nm0218843,46396.0,1.0,47.0,72.0
486,EricCantona,nm0134642,16978.0,0.0,28.0,45.0
487,AndyGarcia,nm0000412,2669.0,0.0,42.0,100.0
488,ClovisCornillac,nm0180404,32904.0,7.0,39.0,97.0
489,ChristopherBuchholz,nm0118177,82337.0,0.0,32.0,38.0
490,ChrisPratt,nm0695435,392.0,0.0,24.0,53.0
491,FreddieHighmore,nm0383603,1313.0,1.0,24.0,24.0
492,MichelRolland,nm1711764,10101611.0,0.0,0.0,0.0
493,JonahHill,nm1706767,1297.0,0.0,17.0,49.0
494,StasysEidrigevicius,nm3359881,9867715.0,0.0,0.0,0.0
495,RicardoMontalban,nm0001544,4915.0,0.0,67.0,63.0
496,MauriceBarthelemy,nm0058713,209944.0,1.0,24.0,31.0
497,AnthonyAnderson,nm0026364,4028.0,0.0,28.0,63.0
498,SabineAzema,nm0044535,54160.0,3.0,47.0,57.0
499,DonCheadle,nm0000332,3961.0,3.0,37.0,91.0
500,CliveOwen,nm0654110,405.0,2.0,35.0,79.0
501,EmmaThompson,nm0000668,701.0,6.0,41.0,73.0
502,NgotiekOleMako,nm1742325,7343152.0,0.0,0.0,0.0
503,IanLipinski,,,0.0,0.0,0.0
504,GoranVisnjic,nm0899681,4351.0,0.0,24.0,45.0
505,LolaNaymark,nm0623311,129281.0,2.0,25.0,27.0
506,PhilipBakerHall,nm0001311,6005.0,0.0,46.0,103.0
507,MarilouBerry,nm0077622,65388.0,1.0,30.0,37.0
508,MichaelYoun,nm0949210,61562.0,4.0,24.0,55.0
509,NathalieBaye,nm0000882,17525.0,8.0,51.0,112.0
510,HelenedeFougerolles,nm0288271,23799.0,1.0,31.0,64.0
511,GabrielByrne,nm0000321,3697.0,1.0,43.0,98.0
512,DannyMastrogiorgio,,,0.0,25.0,31.0
513,BreckinMeyer,nm0005227,2945.0,0.0,33.0,51.0
514,SteveMartin,nm0000188,1264.0,1.0,51.0,60.0
515,SarahPolley,nm0001631,2283.0,1.0,38.0,53.0
516,JoaquinPhoenix,nm0001618,399.0,7.0,40.0,51.0
517,ZoeAdjani,,,0.0,0.0,5.0
518,PaulinaDruka,nm9501339,1218137.0,0.0,0.0,0.0
519,KaderAffak,,,0.0,17.0,4.0
520,ThomasJane,nm0005048,1958.0,0.0,34.0,87.0
521,ThomasLennon,nm0502073,2640.0,1.0,27.0,86.0
522,MatthewMcConaughey,nm0000190,80.0,8.0,32.0,82.0
523,CaseyWeeks,,,0.0,0.0,0.0
524,RemyGirard,nm0320721,62484.0,0.0,37.0,41.0
525,AlexFrost,nm1372713,17478.0,0.0,16.0,19.0
526,PierreCollin,nm0172028,650696.0,0.0,11.0,6.0
527,ChristianClavier,nm0002010,13747.0,4.0,51.0,92.0
528,JoanAllen,nm0000260,3648.0,0.0,38.0,44.0
529,MichelBouquet,nm0099677,73437.0,4.0,74.0,78.0
530,DanielBruhl,nm0117709,2485.0,0.0,27.0,71.0
531,DominiqueDeVillepin,,,0.0,4.0,3.0
532,BryceDallasHoward,nm0397171,14.0,1.0,29.0,40.0
533,BrigitteMillar,nm2692312,72514.0,0.0,16.0,8.0
534,MichaelBird,nm0083411,1216051.0,0.0,30.0,0.0
535,JeanDujardin,nm0241121,6199.0,15.0,24.0,59.0
536,StephenTobolowsky,nm0864997,1218.0,0.0,47.0,165.0
537,JohnMalkovich,nm0000518,1257.0,1.0,41.0,130.0
538,MarieVincent,,,0.0,38.0,45.0
539,ClareHiggins,nm0383354,7917.0,0.0,41.0,48.0
540,JamieSives,nm0803397,6536.0,0.0,20.0,43.0
541,DominiqueBlanc,nm0086924,64244.0,5.0,41.0,66.0
542,PaulGiamatti,nm0316079,76.0,7.0,33.0,94.0
543,OrlandoBloom,nm0089217,1041.0,1.0,27.0,54.0
544,BenicioDelToro,nm0001125,1407.0,6.0,37.0,64.0
545,LaurentBaffie,,,1.0,27.0,9.0
546,MichelBlanc,nm0003508,48887.0,5.0,47.0,85.0
547,RupertEverett,nm0000391,1287.0,0.0,40.0,69.0
548,SeannWilliamScott,nm0005405,1977.0,0.0,27.0,41.0
549,MariaBello,nm0004742,687.0,0.0,31.0,64.0
550,SteveCarell,nm0136797,341.0,10.0,32.0,66.0
551,RobertDowneyJr.,nm0000375,290.0,5.0,54.0,110.0
552,AnthonyMackie,nm1107001,2515.0,0.0,21.0,87.0
553,VladimirGarine,,,0.0,0.0,2.0
554,TraceyUllman,nm0001808,6198.0,0.0,37.0,31.0
555,DonnieYen,nm0947447,1830.0,0.0,41.0,69.0
556,LuqHamett,,,0.0,36.0,7.0
557,RobertRi&#039;chard,,,,,
558,JoshLucas,nm0524197,1164.0,0.0,34.0,85.0
559,EmilyWatson,nm0001833,2901.0,0.0,27.0,64.0
560,BruceGreenwood,nm0339304,1873.0,0.0,44.0,110.0
561,HarrietSansomHarris,nm0364748,3877.0,0.0,39.0,51.0
562,CatherineFrot,nm0296594,44002.0,6.0,48.0,92.0
563,BarneyClark,nm1263280,49005.0,0.0,2.0,3.0
564,RadhaMitchell,nm0593664,2551.0,0.0,29.0,63.0
565,MarquesHouston,nm0396867,14528.0,0.0,26.0,14.0
566,WillemDafoe,nm0000353,234.0,2.0,43.0,148.0
567,TonyJaa,nm1388074,6051.0,0.0,29.0,25.0
568,CyrilRaffaelli,nm0706220,29735.0,0.0,16.0,13.0
569,LaurentLucas,nm0524217,41274.0,0.0,24.0,79.0
570,JenniferConnelly,nm0000124,269.0,3.0,37.0,53.0
571,MichaelFitzGerald,,,0.0,4.0,15.0
572,PatrickFabian,nm0264579,2779.0,0.0,31.0,125.0
573,KaoriToregai,,,0.0,0.0,0.0
574,VictoriaAbril,nm0000721,14718.0,1.0,47.0,99.0
575,OwenWilson,nm0005562,1337.0,1.0,29.0,69.0
576,GuillaumeGouix,nm0332267,33216.0,1.0,23.0,66.0
577,SurajSharma,nm4139037,9478.0,0.0,9.0,15.0
578,KevinKline,nm0000177,2637.0,1.0,45.0,56.0
579,NoemieGodin-Vigneau,nm0324085,134108.0,0.0,18.0,10.0
580,DennisQuaid,nm0000598,351.0,1.0,49.0,105.0
581,MarinaFois,nm0283997,21404.0,1.0,31.0,86.0
582,MaxRecords,nm2504006,23912.0,0.0,0.0,3.0
583,DavidHasselhoff,nm0001327,6416.0,0.0,42.0,57.0
584,Redman,nm0714983,36897.0,0.0,14.0,10.0
585,CadeCourtley,,,0.0,6.0,4.0
586,JustinTimberlake,nm0005493,535.0,1.0,23.0,25.0
587,SarahMichelleGellar,nm0001264,841.0,0.0,37.0,41.0
588,LukeKirby,nm0456186,2008.0,1.0,22.0,44.0
589,AzizaNadir,,,0.0,0.0,0.0
590,Maiwenn,nm0494069,3924.0,13.0,43.0,43.0
591,LindsayLohan,nm0517820,658.0,4.0,26.0,43.0
592,GaspardUlliel,nm0880484,7513.0,4.0,24.0,45.0
593,BenWhishaw,nm0924210,1848.0,2.0,25.0,48.0
594,ValentinLelong-Darmon,,,0.0,0.0,0.0
595,JohnnyMessner,nm0582257,5626.0,0.0,24.0,61.0
596,AishwaryaRai,,,0.0,21.0,41.0
597,DidaDiafat,nm1570386,346399.0,0.0,13.0,4.0
598,AsiaArgento,nm0000782,3784.0,0.0,37.0,69.0
599,EthanHawke,nm0000160,545.0,0.0,38.0,105.0
600,ViggoMortensen,nm0001557,492.0,0.0,36.0,67.0
601,NathalieMarchak,,,0.0,16.0,8.0
602,CatalinaSandinoMoreno,nm1503432,2605.0,1.0,19.0,32.0
603,RichardLinklater,,,6.0,39.0,48.0
604,MarcLavoine,nm0492200,69002.0,0.0,40.0,40.0
605,MichaelPitt,nm0685856,1791.0,0.0,26.0,44.0
606,ElishaCuthbert,nm0193846,1047.0,0.0,27.0,29.0
607,JaimePressly,nm0005326,714.0,1.0,24.0,47.0
608,JudithGodreche,nm0002105,13502.0,4.0,38.0,53.0
609,KunoBecker,nm0065493,19716.0,0.0,11.0,28.0
610,JuliaOrmond,nm0000566,2110.0,0.0,30.0,52.0
611,DianeKruger,nm1208167,766.0,1.0,21.0,60.0
612,DamienJouillerot,nm1114325,282721.0,1.0,22.0,56.0
613,MamebettyHonoreDiallo,,,0.0,0.0,0.0
614,ClintEastwood,nm0000142,225.0,16.0,66.0,104.0
615,VincentDesagnat,nm0220798,168619.0,0.0,24.0,58.0
616,ZinedineZidane,nm1127992,66166.0,0.0,15.0,10.0
617,GiuseppeCristiano,,,0.0,12.0,0.0
618,DianeKeaton,nm0000473,1339.0,4.0,54.0,79.0
619,LambertWilson,nm0933727,8673.0,2.0,46.0,124.0
620,AnneParillaud,nm0001594,9084.0,1.0,43.0,40.0
621,IsildLeBesco,nm0494066,40387.0,2.0,30.0,43.0
622,MartinFreeman,nm0293509,827.0,1.0,27.0,70.0
623,AttaYaqub,nm1460618,45895.0,0.0,14.0,5.0
624,AndyLau,nm0490489,10999.0,0.0,41.0,95.0
625,DavidLewis(IV),,,0.0,29.0,100.0
626,YuyaYagira,nm1625874,30829.0,1.0,20.0,18.0
627,P.J.Boudousque,nm5120699,87808.0,0.0,7.0,8.0
628,AlainChabat,nm0149260,28776.0,2.0,39.0,64.0
629,DanaIvgy,nm0412404,133636.0,0.0,16.0,14.0
630,JeffChena,,,0.0,19.0,5.0
631,RonPerlman,nm0000579,990.0,1.0,43.0,144.0
632,MustaphaAlassan,,,0.0,0.0,0.0
633,EmilyBlunt,nm1289434,137.0,1.0,20.0,56.0
634,DavidLivingston,nm10582347,6687381.0,0.0,12.0,7.0
635,AlexandraNeldel,nm0625001,95489.0,0.0,20.0,39.0
636,IngenTemee,,,0.0,0.0,0.0
637,YolandeMoreau,nm0603446,60093.0,12.0,40.0,92.0
638,MaryElizabethWinstead,nm0935541,84.0,0.0,27.0,51.0
639,LeighWhannell,nm1191481,5406.0,0.0,23.0,32.0
640,LeeKang-sheng,,,0.0,31.0,24.0
641,ImeldaStaunton,nm0001767,1636.0,2.0,38.0,66.0
642,ClementSibony,nm0796316,99555.0,0.0,27.0,50.0
643,Disiz,,,0.0,18.0,8.0
644,ChiaraMastroianni,nm0557859,2400.0,2.0,44.0,61.0
645,CyrilBrunet,nm1422395,7825846.0,0.0,16.0,13.0
646,NicolasDuvauchelle,nm0245164,18539.0,2.0,27.0,67.0
647,AlbanCasterman,nm2142924,188465.0,0.0,21.0,62.0
648,KevinBacon,nm0000102,933.0,0.0,46.0,98.0
649,TaraFitzgerald,nm0001216,2713.0,0.0,32.0,39.0
650,LubnaAzabal,nm0044073,13268.0,2.0,26.0,76.0
651,DenisCherer,nm11613848,6665380.0,0.0,27.0,12.0
653,KarlUrban,nm0881631,367.0,0.0,31.0,48.0
654,IvanaBaquero,nm1419440,4397.0,2.0,17.0,16.0
655,RickyTribord,,,0.0,26.0,41.0
656,RomeoBotzaris,nm1945348,2118624.0,0.0,0.0,0.0
657,JudiDench,nm0001132,2311.0,11.0,59.0,90.0
658,JamelDebbouze,nm0213354,20237.0,2.0,32.0,43.0
659,KhalidAbdalla,,,0.0,17.0,16.0
660,JackieEarleHaley,nm0355097,1920.0,0.0,52.0,47.0
661,SimonPegg,nm0670408,1216.0,0.0,23.0,71.0
662,MichaelKeaton,nm0000474,762.0,4.0,45.0,74.0
663,MelvilPoupaud,nm0693799,14013.0,0.0,41.0,93.0
664,JonathanRhys-Meyers,,,1.0,26.0,69.0
665,JenniferAniston,nm0000098,386.0,2.0,33.0,64.0
666,RachelMcAdams,nm1046097,75.0,0.0,21.0,42.0
667,AlainBlazquez,nm0088040,3041293.0,0.0,28.0,60.0
668,NathanFillion,nm0277213,501.0,0.0,28.0,53.0
669,VirgileM&#039;Fouillou,,,,,
670,AnastasiaHille,nm0384826,12525.0,0.0,21.0,35.0
671,ValerieLemercier,nm0501256,32501.0,3.0,33.0,41.0
672,KimBodnia,nm0091035,6357.0,0.0,29.0,32.0
673,SharonStone,nm0000232,919.0,3.0,43.0,112.0
674,CaricevanHouten,nm0396924,1933.0,1.0,24.0,39.0
675,Titoff,nm0864487,352715.0,2.0,23.0,20.0
676,LeeSeung-yeon,,,0.0,15.0,6.0
677,LiorAshkenazi,nm0038988,30503.0,0.0,22.0,30.0
678,FrancoisBegaudeau,,,1.0,15.0,8.0
679,50Cent,nm1265067,4451.0,0.0,19.0,43.0
680,CecileBois,nm0092291,32275.0,0.0,33.0,61.0
681,DamianLewis,nm0507073,839.0,2.0,28.0,36.0
682,JulianSands,nm0001696,3382.0,0.0,39.0,99.0
683,FrankaPotente,nm0004376,3387.0,0.0,26.0,52.0
684,Dokumentation,,,0.0,1.0,15.0
685,MicheleLaroque,nm0488477,46951.0,0.0,35.0,85.0
686,AdrienJolivet,,,0.0,16.0,21.0
687,MurielRobin,nm0732222,90838.0,0.0,38.0,40.0
688,WarrenChristie,nm1406239,7941.0,0.0,18.0,53.0
689,BrunoGanz,nm0004486,9702.0,0.0,52.0,85.0
690,JulienCourbey,nm0183668,338461.0,0.0,32.0,54.0
691,ZhaoTao,,,1.0,19.0,14.0
692,BernieMac,nm0005170,7928.0,0.0,16.0,31.0
693,DanielCraig,nm0185819,464.0,0.0,31.0,68.0
694,AdamButcher,nm0124666,22354.0,0.0,16.0,25.0
695,MoradSail,,,0.0,0.0,0.0
696,CatherineKeener,nm0001416,1414.0,0.0,35.0,81.0
697,PascalElbe,nm0253018,143738.0,0.0,27.0,75.0
698,JulieGayet,nm0310865,28861.0,2.0,31.0,123.0
699,TelmaryDiaz,,,0.0,0.0,0.0
700,NataliePortman,nm0000204,263.0,8.0,30.0,67.0
701,SidHaig,nm0354085,6776.0,0.0,56.0,58.0
702,EzraMiller,nm3009232,1084.0,0.0,13.0,30.0
703,KonstantinKhabenskiy,nm0450975,33693.0,0.0,17.0,29.0
704,AlexandreBrik,,,0.0,17.0,12.0
705,VincentElbaz,nm0252979,39597.0,1.0,30.0,67.0
706,OlivierGourmet,nm0332709,34135.0,2.0,33.0,132.0
707,NathaliePress,,,0.0,7.0,9.0
708,BradyCorbet,nm1227232,7911.0,2.0,19.0,29.0
709,EnriquePineyro,,,0.0,19.0,9.0
710,TaylorLautner,nm1210124,1625.0,1.0,20.0,26.0
711,ColeHauser,nm0369513,64.0,0.0,31.0,50.0
712,LauraLinney,nm0001473,1134.0,5.0,32.0,65.0
713,TomWelling,nm0919991,1017.0,1.0,23.0,16.0
714,ClaraKhoury,nm1178702,80594.0,0.0,20.0,10.0
715,SimonAbkarian,nm0008787,38084.0,0.0,34.0,89.0
716,OliviaThirlby,nm1880888,555.0,0.0,18.0,44.0
717,AliceTaglioni,nm0998117,26806.0,1.0,22.0,48.0
718,OlivierBarthelemy,nm1625249,114867.0,0.0,27.0,34.0
719,RayWinstone,nm0935653,2291.0,0.0,45.0,92.0
720,Jean-PierreMarielle,nm0547339,46265.0,1.0,58.0,129.0
721,AndreaDiStefano,nm0224331,38142.0,0.0,26.0,20.0
722,WillFerrell,nm0002071,527.0,3.0,29.0,104.0
723,MarionCotillard,nm0182839,1544.0,15.0,31.0,83.0
724,PenelopeCruz,nm0004851,230.0,9.0,32.0,80.0
725,JangDong-gun,,,0.0,20.0,22.0
726,Jean-PaulRoussillon,,,1.0,55.0,56.0
727,Jean-MichelBalthazar,nm1815245,269308.0,0.0,25.0,25.0
728,InesEfron,nm2073156,51374.0,0.0,5.0,13.0
729,ThommyBerggren,nm0074547,101182.0,0.0,57.0,14.0
730,FredericBeltran,nm1842777,2043744.0,0.0,0.0,0.0
731,WolfgangPregler,nm0695807,869371.0,0.0,9.0,18.0
732,AyumiIizuka,,,0.0,23.0,18.0
733,ChristianCrahay,nm0185750,436675.0,0.0,36.0,25.0
734,MalikZidi,nm0956026,85777.0,1.0,30.0,63.0
735,JuanVillegas,nm0898223,12646122.0,0.0,72.0,9.0
736,DanChupong,nm1933481,82525.0,0.0,6.0,7.0
737,WillyToledo,,,1.0,24.0,33.0
738,YasmineBelmadi,nm0069289,2188462.0,0.0,12.0,18.0
739,TakeshiKitano,nm0001429,9106.0,3.0,41.0,61.0
740,HilarySwank,nm0005476,1138.0,4.0,29.0,55.0
741,HosseinFarziZadeh,,,0.0,8.0,4.0
742,PatrickZocco,nm1146901,11623848.0,0.0,19.0,9.0
743,DavidStrathairn,nm0000657,2865.0,1.0,43.0,130.0
744,DakotaFanning,nm0266824,219.0,1.0,25.0,66.0
745,FannyValette,nm0884660,49704.0,3.0,20.0,38.0
746,TobinBell,nm0068551,3765.0,0.0,35.0,81.0
747,SaraForestier,nm1271759,29821.0,5.0,23.0,46.0
748,JeremyHoward,nm0397386,11364.0,0.0,27.0,38.0
749,ShiaLaBeouf,nm0479471,641.0,3.0,23.0,55.0
750,JenniferLoveHewitt,nm0001349,522.0,2.0,32.0,40.0
751,PatrickChesnais,nm0156228,120637.0,1.0,49.0,138.0
752,LaureDuthilleul,,,0.0,44.0,55.0
753,BeyonceKnowles-Carter,,,0.0,24.0,23.0
754,LeeByung-Hun,nm15660682,1985078.0,0.0,28.0,43.0
755,ShuQi,nm0795517,5738.0,0.0,23.0,81.0
756,BernardCampan,nm0132064,101105.0,1.0,39.0,39.0
757,AmberTamblyn,nm0848554,1513.0,0.0,26.0,41.0
758,JohnHawkes,nm0370035,184.0,2.0,36.0,81.0
759,MorjanaAlaoui,nm1662011,24691.0,0.0,9.0,9.0
760,ScarlettJohansson,nm0424060,218.0,3.0,27.0,74.0
761,JohanLibereau,nm1698929,136737.0,2.0,17.0,49.0
762,JohnJarratt,nm0418877,14479.0,0.0,42.0,24.0
763,NathanielBrown,nm1140926,69520.0,0.0,0.0,2.0
764,OliviaBonamy,nm0093740,66199.0,0.0,28.0,39.0
765,JonFoster,nm0287898,14613.0,0.0,24.0,30.0
766,LauraDern,nm0000368,1801.0,7.0,51.0,86.0
767,MerylStreep,nm0000658,550.0,22.0,46.0,95.0
768,JulieDelpy,nm0000365,4353.0,3.0,43.0,76.0
769,EvaGreen,nm1200692,636.0,1.0,18.0,29.0
770,PhilipSeymourHoffman,nm0000450,317.0,7.0,24.0,61.0
771,HiroyukiSanada,nm0760796,1091.0,0.0,50.0,50.0
772,BrittanyMurphy,nm0005261,1159.0,0.0,18.0,52.0
773,TommytheClown,,,0.0,0.0,0.0
774,HabibBoufares,nm2081454,1452440.0,0.0,0.0,0.0
775,DanyBoon,nm0200702,16216.0,8.0,30.0,44.0
776,ForestWhitaker,nm0001845,2439.0,9.0,42.0,119.0
777,Jean-LucCouchard,nm0183258,165424.0,0.0,24.0,46.0
778,LucasBlack,nm0085407,1740.0,0.0,27.0,28.0
779,PierfrancescoFavino,nm0269419,12878.0,2.0,26.0,52.0
780,RosaSalazar,nm4023073,1014.0,0.0,14.0,31.0
781,SamWorthington,nm0941777,630.0,0.0,25.0,67.0
782,CorinneBenizio,,,0.0,0.0,0.0
783,TimothyOlyphant,nm0648249,431.0,0.0,28.0,63.0
784,AaronStanford,nm0822155,6861.0,0.0,19.0,33.0
785,SeanBean,nm0000293,1310.0,0.0,38.0,104.0
786,MargauxChatelier,nm2010399,38058.0,0.0,17.0,19.0
787,MarinaHands,nm0359652,29952.0,4.0,28.0,38.0
788,DanielDay-Lewis,nm0000358,452.0,13.0,37.0,25.0
789,PatrickWilson,nm0933940,352.0,0.0,25.0,63.0
790,ArieElmaleh,nm1065166,64675.0,0.0,26.0,70.0
791,SarahJessicaParker,nm0000572,1785.0,6.0,41.0,68.0
792,SamuelBoidin,nm0092229,1108496.0,0.0,0.0,2.0
793,Hrysto,nm2286484,5892680.0,0.0,1.0,2.0
794,BatchuluunUrjindorj,nm1759691,9781198.0,0.0,0.0,0.0
795,NeilPatrickHarris,nm0000439,2891.0,1.0,35.0,64.0
796,DavidThewlis,nm0000667,299.0,1.0,36.0,86.0
797,JulienBoisselier,nm0092362,81178.0,2.0,27.0,97.0
798,Pierre-FrancoisMartin-Laval,nm0553237,129540.0,2.0,31.0,51.0
799,TobyJones,nm0429363,1578.0,0.0,31.0,109.0
800,RudyYoungblood,nm2199632,7978.0,0.0,10.0,8.0
801,KateWinslet,nm0000701,259.0,15.0,33.0,57.0
802,StevenStrait,nm1711829,2916.0,0.0,16.0,14.0
803,RicardoTrepa,nm0874579,298108.0,0.0,18.0,18.0
804,DebbieDoebereiner,nm2017006,300521.0,0.0,0.0,0.0
805,AdamaBila,nm2304645,1384984.0,0.0,0.0,0.0
806,KeriRussell,nm0005392,485.0,1.0,29.0,40.0
807,JamieFoxx,nm0004937,1855.0,3.0,32.0,78.0
808,ZachBraff,nm0103785,3026.0,0.0,30.0,40.0
809,MinaMohammadKhani,nm0451371,945997.0,0.0,0.0,0.0
810,EverettSilas,nm0797816,725500.0,0.0,26.0,0.0
811,DevonGummersall,nm0347957,12682.0,0.0,26.0,45.0
812,GeorgeSanders,nm0001695,6662.0,1.0,35.0,85.0
813,FernandoTielve,nm0862858,137241.0,0.0,12.0,11.0
814,JimSturgess,nm0836343,4089.0,0.0,27.0,38.0
815,KevinJames,nm0416673,724.0,1.0,25.0,33.0
816,EricDane,nm0199312,1335.0,1.0,32.0,34.0
817,MichelCote,nm0194788,114192.0,0.0,28.0,13.0
818,SamRiley,nm0727165,8282.0,0.0,19.0,33.0
819,GemmaArterton,nm2605345,24.0,0.0,14.0,47.0
820,RuthVegaFernandez,nm2685937,23629.0,0.0,9.0,13.0
821,BorjeAhlstedt,nm0014062,77096.0,0.0,52.0,18.0
822,MollyBryant,nm0117192,116264.0,0.0,21.0,13.0
823,SteveCoogan,nm0176869,3317.0,2.0,35.0,74.0
824,AntoinedeCaunes,nm0004380,75268.0,0.0,32.0,40.0
825,KoShibasaki,nm0793069,11627.0,0.0,24.0,24.0
826,GongLi,nm0000084,4587.0,3.0,36.0,35.0
827,ChristianClemenson,,,1.0,36.0,49.0
828,JosephKaiser,nm2003977,839243.0,0.0,5.0,2.0
829,FelicityHuffman,nm0005031,3389.0,3.0,31.0,50.0
830,EdSpeleers,nm1968873,0.0,0.0,18.0,22.0
831,BrucePayne,nm0668271,10367.0,0.0,35.0,44.0
832,AnnaPaquin,nm0001593,642.0,3.0,30.0,52.0
833,PresleyChweneyagae,nm1970113,104844.0,0.0,8.0,8.0
834,PeterO&#039;Toole,,,,,
835,Ye-jinSon,,,0.0,17.0,16.0
836,Jean-PaulRouve,nm0746162,48522.0,4.0,30.0,79.0
837,JoaoGuilhermeAvila,,,0.0,11.0,10.0
838,MelanieLaurent,nm0491259,1259.0,9.0,25.0,64.0
839,AntonyStarr,nm1102278,575.0,0.0,28.0,23.0
840,QuinnDempseyStiller,nm3175092,75307.0,0.0,0.0,0.0
841,EliRoth,nm0744834,2194.0,0.0,29.0,46.0
842,CatherineZeta-Jones,nm0001876,503.0,2.0,31.0,43.0
843,TimRoth,nm0000619,1829.0,1.0,41.0,116.0
844,AlysonHannigan,nm0004989,2303.0,0.0,37.0,40.0
845,LeaSeydoux,nm2244205,454.0,5.0,19.0,50.0
846,LahmardJ.Tate,,,0.0,32.0,18.0
847,GillesLellouche,nm0500976,16903.0,2.0,29.0,81.0
848,CharlotteDeTurckheim,,,0.0,49.0,71.0
849,SophieQuinton,nm1070112,85922.0,0.0,20.0,41.0
850,OliverKalkofe,,,0.0,12.0,11.0
851,AudreyDana,nm0199047,77099.0,2.0,17.0,43.0
852,SilvioOrlando,nm0650024,44124.0,1.0,34.0,47.0
853,AlexPettyfer,nm1641117,562.0,0.0,19.0,31.0
854,NinaKervel-Bey,nm2223623,1422238.0,0.0,0.0,0.0
855,JudithDavis,nm0204914,568576.0,1.0,14.0,28.0
856,YaelAbecassis,,,0.0,28.0,26.0
857,JordanaBrewster,nm0108287,1531.0,0.0,28.0,36.0
858,DanByrd,nm0126004,3014.0,0.0,22.0,42.0
859,SatyaDusaugey,,,0.0,17.0,41.0
860,GilbertMelki,nm0577841,115594.0,2.0,31.0,66.0
861,DiegoMaradona,,,0.0,0.0,4.0
862,StefanoDionisi,nm0227958,40101.0,0.0,34.0,36.0
863,SachaBaronCohen,nm0056187,1552.0,4.0,27.0,32.0
