,nom_scenaristes,recompenses_scenaristes,carriere_duree_scenaristes,films_series_scenaristes
2955,KarlMarkovics,4.0,28.0,55.0
2956,RolandEdzard,0.0,18.0,3.0
2957,JeromedeMissolz,0.0,37.0,13.0
2958,SionSono,3.0,34.0,33.0
2959,ChristopherYost,0.0,18.0,0.0
2960,VincentSolheid,0.0,0.0,2.0
2961,ArmelHostiou,0.0,14.0,5.0
2962,MiaoyanZhang,0.0,13.0,3.0
2963,CarineMay,0.0,11.0,7.0
2964,MarteinnThorisson,0.0,0.0,0.0
2965,RichardD&#039;Ovidio,,,
2966,BenLewin,1.0,32.0,11.0
2967,ReidCarolin,0.0,11.0,2.0
2968,ZoeLister-Jones,0.0,28.0,35.0
2969,LeslyeHeadland,0.0,13.0,15.0
2970,XiaolingZhu,0.0,0.0,2.0
2971,CarlLund,0.0,0.0,0.0
2972,BobFisher(VII),0.0,25.0,0.0
2973,JoeAhearne,0.0,24.0,10.0
2974,BoazYakin,0.0,34.0,11.0
2975,MohamedDiab,2.0,11.0,6.0
2976,JannickeSystadJacobsen,0.0,0.0,2.0
2977,MohammadRasoulof,5.0,19.0,8.0
2978,MattDamon,4.0,36.0,105.0
2979,RonKrauss,0.0,14.0,4.0
2980,RahmaBenhamou-ElMadani,0.0,0.0,0.0
2981,AdamMarcus,0.0,22.0,6.0
2982,JeffFeuerzeig,0.0,24.0,4.0
2983,FrancoisPirot,1.0,16.0,5.0
2984,N.RichardNash,0.0,0.0,0.0
2985,SergejAshkenazy,0.0,0.0,0.0
2986,PeterDexter,0.0,0.0,0.0
2987,FrancisNief,0.0,0.0,0.0
2988,EtienneComar,2.0,31.0,2.0
2989,MicheleLaroque,0.0,35.0,85.0
2990,JamesGraham,0.0,10.0,2.0
2991,MassimoSarchielli,0.0,46.0,19.0
2992,ToddPhillips,1.0,21.0,22.0
2993,SeverineBosschem,0.0,14.0,0.0
2994,ThomasHardy,0.0,0.0,0.0
2995,RobertoAguirre-Sacasa,0.0,12.0,4.0
2996,CedricMelon,0.0,2.0,0.0
2997,ShusakuEndo,0.0,0.0,0.0
2998,YasminaAdi,1.0,0.0,0.0
2999,BaldvinZophoniasson,0.0,12.0,8.0
3000,AmandineTaffin,0.0,0.0,0.0
3001,JulioHernandezCordon,0.0,13.0,10.0
3002,AlisonPeck,0.0,0.0,0.0
3003,LeonardoPaduraFuentes,0.0,5.0,0.0
3004,SandrineRinaldi,0.0,12.0,3.0
3005,ClaudineNougaret,0.0,45.0,3.0
3006,KojiFukada,1.0,17.0,12.0
3007,SergeHalimi,0.0,0.0,0.0
3008,BeatricePollet,1.0,20.0,4.0
3009,SeanAnders,0.0,16.0,11.0
3010,CarinneCoisman,0.0,0.0,0.0
3011,CorinnaBelz,0.0,4.0,4.0
3012,ChrisButler,0.0,31.0,36.0
3013,MargueriteAbouet,0.0,2.0,0.0
3014,AnneWeil,0.0,23.0,0.0
3015,DavidLambert,1.0,12.0,5.0
3016,VincentPerez,1.0,37.0,82.0
3017,StephenSchiff,0.0,21.0,0.0
3018,SandrinaJardel,0.0,0.0,0.0
3019,LeosCarax,10.0,41.0,19.0
3020,DaniaPasquini,0.0,4.0,5.0
3021,RichardNelson,0.0,0.0,0.0
3022,BuckHenry,1.0,53.0,43.0
3023,CyrilGely,0.0,0.0,0.0
3024,CornelGheorghita,0.0,5.0,5.0
3025,PierreDuculot,2.0,0.0,0.0
3026,PatrickSeraudie,0.0,10.0,3.0
3027,AndrewBovell,0.0,26.0,0.0
3028,NadiaElFani,0.0,10.0,5.0
3029,MegLeFauve,0.0,19.0,2.0
3030,MichelSanz,0.0,0.0,0.0
3031,JuanJoseLozano,0.0,6.0,4.0
3032,MathieuZeitindjioglou,0.0,13.0,6.0
3033,JaroslavRudis,0.0,0.0,0.0
3034,SvenAugustijnen,0.0,0.0,0.0
3035,MichaelMitnick,0.0,7.0,0.0
3036,NicolasBoone,0.0,0.0,3.0
3037,ManuelaFresil,1.0,28.0,6.0
3038,MarieVoignier,0.0,15.0,9.0
3039,MelissaDeRaaf,0.0,3.0,0.0
3040,ChristianZerbib,0.0,32.0,5.0
3041,ThomasBardinet,0.0,25.0,12.0
3042,JonathanZaccai,2.0,33.0,71.0
3043,LudovicaRampoldi,0.0,14.0,0.0
3044,Louis-DodeLencquesaing,0.0,34.0,105.0
3045,HitoshiMatsumoto,1.0,13.0,4.0
3046,ChristopherFord,0.0,0.0,0.0
3047,ThierrySebban,0.0,21.0,7.0
3048,MilagrosMumenthaler,2.0,4.0,2.0
3049,AncaDamian,1.0,26.0,12.0
3050,NadavLapid,3.0,19.0,13.0
3051,ToranosukeAizawa,0.0,0.0,0.0
3052,NorihikoGoda,0.0,0.0,0.0
3053,StefanoSavona,2.0,9.0,6.0
3054,SantiagoMitre,3.0,12.0,5.0
3055,AlessandroComodin,2.0,12.0,5.0
3056,ValerieMassadian,3.0,13.0,5.0
3057,CarlenAltman,0.0,4.0,3.0
3058,MarkJackson(V),1.0,3.0,0.0
3059,AmyJump,0.0,0.0,0.0
3060,BarbaraMuschietti,0.0,0.0,0.0
3061,FrancescoBruni,1.0,26.0,8.0
3062,KyleWard,0.0,10.0,0.0
3063,YolandeZauberman,1.0,36.0,10.0
3064,VictorKossakovsky,0.0,30.0,6.0
3065,AndrewJayCohen,0.0,11.0,3.0
3066,BerndLange,0.0,0.0,0.0
3067,SafinezBousbia,0.0,0.0,0.0
3068,ArnaudDemuynck,0.0,20.0,16.0
3069,SusanChan,0.0,0.0,0.0
3070,BenRivers,0.0,13.0,8.0
3071,JuliaMurat,1.0,16.0,5.0
3072,OlgaDykhovitchnaia,0.0,0.0,0.0
3073,HernanBelon,0.0,0.0,2.0
3074,ErmannoOlmi,7.0,59.0,37.0
3075,LisaImmordinoVreeland,0.0,5.0,4.0
3076,RolandoColla,1.0,18.0,10.0
3077,ThomasLeveritt,0.0,0.0,0.0
3078,FranckGastambide,0.0,24.0,31.0
3079,JohnRichardson(III),0.0,0.0,0.0
3080,PierreDeClercq,0.0,0.0,0.0
3081,RafaelLewandowski,0.0,21.0,7.0
3082,ZachChassler,0.0,20.0,2.0
3083,HiroyukiOkiura,0.0,25.0,2.0
3084,CalvinReeder,0.0,10.0,5.0
3085,GarethEvans,1.0,17.0,12.0
3086,RonFricke,0.0,0.0,4.0
3087,PalSletaune,3.0,15.0,3.0
3088,GlennGaylord,0.0,16.0,4.0
3089,DanielShere,0.0,0.0,0.0
3090,MichaelG.Cooney,0.0,0.0,0.0
3091,MichelleMorgan,0.0,22.0,17.0
3092,HugoGelin,3.0,22.0,8.0
3093,OzcanAlper,0.0,11.0,9.0
3094,AlejandroFernandezAlmendras,1.0,7.0,9.0
3095,JohnRidley,2.0,27.0,16.0
3096,Pierre-LoupRajot,1.0,37.0,55.0
3097,WallaceWolodarsky,0.0,32.0,6.0
3098,PaulAndrewWilliams,1.0,15.0,15.0
3099,LisaAddario,0.0,11.0,2.0
3100,ThomasBidegain,5.0,23.0,6.0
3101,AnahitaGhazvinizadeh,0.0,7.0,5.0
3102,AtleAntonsen,0.0,16.0,10.0
3103,RegisRoinsard,4.0,16.0,4.0
3104,RomanCoppola,0.0,50.0,12.0
3105,SebastianBorensztein,2.0,12.0,5.0
3106,FranckGuerin,0.0,12.0,5.0
3107,StephanSchesch,0.0,8.0,0.0
3108,ThomasSzabo,2.0,22.0,16.0
3109,CaiShangjun,0.0,14.0,4.0
3110,FrankCottrellBoyce,0.0,31.0,0.0
3111,StephanArchinard,0.0,0.0,3.0
3112,IlmarRaag,0.0,11.0,5.0
3113,CatherinePaille,0.0,16.0,0.0
3114,BenjamindeLajarte,0.0,17.0,3.0
3115,JeromeCornuau,0.0,32.0,30.0
3116,SergeLascar,0.0,0.0,0.0
3117,LeoKhashin,0.0,0.0,0.0
3118,HeleneFillieres,0.0,34.0,61.0
3119,AlanWenkus,0.0,0.0,0.0
3120,MichaelGreen,0.0,55.0,5.0
3121,PaulLacoste,0.0,14.0,4.0
3122,RenaudCohen,0.0,27.0,7.0
3123,DavidPastor,0.0,12.0,7.0
3124,ZalBatmanglij,1.0,12.0,5.0
3125,E.MaxFrye,0.0,33.0,0.0
3126,KadijaLeclere,2.0,17.0,3.0
3127,JacquesDeschamps(II),0.0,33.0,11.0
3128,ElioPetri,3.0,30.0,15.0
3129,AliceLowe,1.0,17.0,38.0
3130,RandyBrown,0.0,20.0,3.0
3131,MattWhiteley,0.0,0.0,0.0
3132,ChristopheKarabache,0.0,13.0,12.0
3133,PamelaKatz,0.0,0.0,0.0
3134,ChristopherGrondahl,0.0,0.0,0.0
3135,GrahamMoore,2.0,14.0,3.0
3136,LaurentHasse,0.0,5.0,3.0
3137,PupiAvati,0.0,53.0,41.0
3138,MarionLaine,1.0,31.0,14.0
3139,FabriceCamoin,0.0,18.0,0.0
3140,ArtMarcum,0.0,0.0,0.0
3141,AncaHirte,0.0,9.0,3.0
3142,BeckyJohnston,0.0,41.0,3.0
3143,MichaelLesslie,0.0,0.0,0.0
3144,JoeySagal,0.0,0.0,4.0
3145,ValerieGaudissart,0.0,26.0,6.0
3146,MatthewPetock,0.0,10.0,0.0
3147,ChadFeehan,0.0,17.0,2.0
3148,Yeon-ShickShin,0.0,10.0,5.0
3149,SorenSveistrup,0.0,0.0,0.0
3150,StephanieMurat,1.0,48.0,30.0
3151,BrinHill,0.0,12.0,0.0
3152,JohnSwetnam,0.0,7.0,3.0
3153,NikolajFrobenius,0.0,0.0,0.0
3154,RachidDjaidani,3.0,26.0,18.0
3155,BrandonCronenberg,1.0,12.0,6.0
3156,BavoDefurne,1.0,19.0,4.0
3157,PatrickWang,0.0,8.0,5.0
3158,JenniferSaunders,0.0,38.0,30.0
3159,BenoitForgeard,0.0,13.0,17.0
3160,EnricoGiordano,0.0,0.0,3.0
3161,FatmaZohraZamoum,0.0,14.0,4.0
3162,AndrewCook,0.0,0.0,0.0
3163,AnaisBarbeau-Lavalette,0.0,14.0,7.0
3164,DanielDuque,0.0,0.0,0.0
3165,RegisAnders,0.0,0.0,0.0
3166,YarivHorowitz,0.0,8.0,3.0
3167,LeszekDawid,1.0,13.0,9.0
3168,JanuszGlowacki,0.0,0.0,0.0
3169,AlejandroHernandez,0.0,19.0,6.0
3170,IzlenErdem,0.0,0.0,0.0
3171,LucyAlibar,0.0,0.0,0.0
3172,IraSachs,2.0,27.0,13.0
3173,AlisonKlayman,1.0,11.0,6.0
3174,SergeYastreb,0.0,0.0,0.0
3175,CarltonCuse,2.0,35.0,9.0
3176,MichelMuller,0.0,34.0,35.0
3177,AngeldelaCruz,0.0,10.0,4.0
3178,RajatArora,0.0,0.0,0.0
3179,MadsMatthiesen,0.0,1.0,3.0
3180,GuyDavidi,0.0,4.0,5.0
3181,MalikBendjelloul,0.0,0.0,0.0
3182,AndresWood,2.0,20.0,8.0
3183,MaxBotkin,0.0,0.0,0.0
3184,RyanO&#039;Nan,,,
3185,FathiBeddiar,0.0,0.0,0.0
3186,ScottDerrickson,0.0,28.0,14.0
3187,AnthonyMarciano,0.0,8.0,4.0
3188,BriceCauvin,0.0,25.0,7.0
3189,BoudewijnKoole,2.0,9.0,5.0
3190,HeikiErnits,0.0,13.0,5.0
3191,ManonDillys,0.0,21.0,0.0
3192,NicolasCastro,0.0,14.0,15.0
3193,MarcoTullioGiordana,2.0,43.0,17.0
3194,DanieleCesarano,0.0,30.0,0.0
3195,RebeccaThomas(V),0.0,8.0,10.0
3196,AlexisLloyd,0.0,12.0,0.0
3197,MayaKenig,0.0,11.0,4.0
3198,DorotheeSebbagh,0.0,24.0,5.0
3199,ArashAmel,0.0,0.0,0.0
3200,JamesLapine,0.0,25.0,7.0
3201,LucLeclercduSablon,0.0,38.0,15.0
3202,RickElice,0.0,0.0,0.0
3203,UmutDag,0.0,8.0,12.0
3204,HelenaKlotz,2.0,15.0,7.0
3205,JacquesGoldstein,0.0,0.0,2.0
3206,SrdjanDragojevic,1.0,25.0,8.0
3207,MatteoGarrone,5.0,27.0,12.0
3208,PelinEsmer,0.0,21.0,7.0
3209,YusriNasrullah,0.0,31.0,14.0
3210,ItaySegal,0.0,0.0,0.0
3211,PaoloTaviani,5.0,66.0,26.0
3212,LucyMulloy,0.0,0.0,0.0
3213,EdGass-Donnelly,0.0,14.0,6.0
3214,MartenPersiel,0.0,0.0,3.0
3215,PiotrBorkowski,0.0,0.0,0.0
3216,DanieleVicari,1.0,19.0,11.0
3217,GuyOfran,0.0,0.0,0.0
3218,AlainGomis,3.0,16.0,8.0
3219,BenceFliegauf,2.0,16.0,7.0
3220,StephenJudson,0.0,20.0,5.0
3221,Asimakis&quot;Alfa&quot;Pagidas,,,
3222,PhilippeBeziat,0.0,15.0,9.0
3223,MarcosPrado,0.0,17.0,7.0
3224,LuizBolognesi,1.0,17.0,7.0
3225,RobertB.Weide,1.0,35.0,11.0
3226,KleberMendoncaFilho,2.0,31.0,22.0
3227,FerzanOzpetek,1.0,30.0,16.0
3228,LaurenceThrush,0.0,1.0,2.0
3229,Jean-BaptisteMalet,0.0,0.0,0.0
3230,DanielPennac,0.0,0.0,0.0
3231,OliviaSilver,0.0,1.0,0.0
3232,CormacMcCarthy,0.0,13.0,0.0
3233,PabloTrapero,0.0,27.0,21.0
3234,DaxShepard,0.0,17.0,30.0
3235,ChrisGreen,0.0,0.0,0.0
3236,AlvaroLongoria,0.0,14.0,8.0
3237,HelenavanderMeulen,0.0,0.0,0.0
3238,ClaudeMuret,0.0,38.0,0.0
3239,VincentDieutre,0.0,24.0,20.0
3240,NamirAbdelMesseeh,0.0,0.0,3.0
3241,EminAlper,2.0,9.0,7.0
3242,JohnCarney,2.0,25.0,16.0
3243,ThierryMichel,2.0,48.0,24.0
3244,RaduJude,6.0,15.0,14.0
3245,JosephGordon-Levitt,0.0,36.0,85.0
3246,ChristopheGans,0.0,39.0,17.0
3247,RomainBasset,0.0,0.0,0.0
3248,MattSazama,0.0,7.0,0.0
3249,MorwennaBanks,0.0,25.0,18.0
3250,AdamLeon,1.0,3.0,5.0
3251,OrenPeli,0.0,14.0,3.0
3252,JenniferLee,2.0,11.0,7.0
3253,LewisGrassicGibbon,0.0,0.0,0.0
3254,EmmanuelFinkiel,5.0,31.0,21.0
3255,JorgeR.Gutierrez,0.0,7.0,6.0
3256,MajaMilos,0.0,11.0,2.0
3257,NicolasCharlet,0.0,19.0,5.0
3258,GillesBourdos,0.0,34.0,8.0
3259,RogerAllers,0.0,27.0,10.0
3260,StephaneCazes,2.0,18.0,3.0
3261,FelipeBraganca,0.0,14.0,12.0
3262,PascaleFerran,6.0,38.0,11.0
3263,KellyMarcel,0.0,15.0,3.0
3264,RoyAndersson,3.0,52.0,13.0
3265,RodneyRothman,0.0,23.0,4.0
3266,CateShortland,0.0,21.0,8.0
3267,LuisDeVelasco,0.0,0.0,0.0
3268,LoicDelafoulhouze,0.0,0.0,0.0
3269,JohnTurturro,3.0,44.0,108.0
3270,FrancoiseCharpiat,0.0,18.0,2.0
3271,DavidMarconi,0.0,24.0,2.0
3272,KamirMeridja,0.0,0.0,2.0
3273,DanMazer,1.0,19.0,6.0
3274,HeinrichHadding,0.0,11.0,2.0
3275,NimrodAntal,0.0,18.0,11.0
3276,OlivierPeyon,0.0,20.0,7.0
3277,EdgarMarie,0.0,12.0,2.0
3278,BenZazove,0.0,0.0,0.0
3279,JacquesToulemondeVidal,0.0,9.0,5.0
3280,KamalHachkar,0.0,0.0,0.0
3281,WilliamNicholson,0.0,38.0,2.0
3282,DanteDesarthe,1.0,29.0,9.0
3283,JoelFranka,1.0,10.0,2.0
3284,AntoineBarraud,0.0,22.0,15.0
3285,MasayukiKakegawa,0.0,0.0,0.0
3286,J.MillsGoodloe,0.0,25.0,3.0
3287,MaiMasri,0.0,27.0,10.0
3288,DyanaGaye,1.0,10.0,5.0
3289,PhilippeLacote,0.0,20.0,8.0
3290,AdinaPintilie,0.0,0.0,3.0
3291,PengfeiSong,0.0,0.0,0.0
3292,JanosSzasz,0.0,25.0,7.0
3293,KatrinBenedikt,0.0,0.0,0.0
3294,DannyStrong,0.0,29.0,32.0
3295,JavierGullon,0.0,11.0,0.0
3296,BenedictePagnot,0.0,15.0,4.0
3297,BerylKoltz,0.0,11.0,4.0
3298,ZoeKazan,0.0,19.0,36.0
3299,RomainProtat,0.0,22.0,0.0
3300,ZackaryaDK,0.0,0.0,0.0
3301,AnthonySilverston,0.0,12.0,0.0
3302,NadegeTrebal,0.0,14.0,3.0
3303,JonCroker,0.0,0.0,0.0
3304,JuliaDonaldson,0.0,0.0,0.0
3305,CeciliaRouaud,0.0,33.0,6.0
3306,JeanCottin,0.0,0.0,0.0
3307,StuartMurdoch,0.0,0.0,0.0
3308,JonAtliJonason,0.0,0.0,0.0
3309,VinceVaughn,1.0,32.0,70.0
3310,JuanAndresArangoGarcia,0.0,3.0,2.0
3311,AndrewBaldwin,0.0,8.0,0.0
3312,TaylorSheridan,1.0,30.0,25.0
3313,GonzaloTobal,1.0,10.0,7.0
3314,JamalBelmahi,0.0,0.0,0.0
3315,AbasseNdione,0.0,0.0,0.0
3316,DarezhanOmirbayev,1.0,26.0,10.0
3317,RyanCoogler,5.0,10.0,13.0
3318,RomainNicolas,0.0,0.0,0.0
3319,AntonioLeotti,0.0,0.0,0.0
3320,SharonBar-Ziv,0.0,0.0,3.0
3321,AsokaHandagama,0.0,11.0,4.0
3322,FleurAlbert,0.0,0.0,4.0
3323,NathanNicholovitch,0.0,9.0,5.0
3324,CaglaZencirci,0.0,12.0,5.0
3325,AmelievanElmbt,0.0,10.0,4.0
3326,FabriceSebille,0.0,15.0,3.0
3327,AndrewLanham,0.0,0.0,0.0
3328,MeniYaesh,0.0,0.0,4.0
3329,AntonioMendezEsparza,2.0,0.0,4.0
3330,AnuragKashyap,1.0,19.0,30.0
3331,MassoudBakhshi,0.0,31.0,7.0
3332,GonzaloDelgadoGaliana,0.0,0.0,0.0
3333,WilliamVega,0.0,0.0,3.0
3334,EveDeboise,0.0,29.0,6.0
3335,CraigZobel,0.0,14.0,12.0
3336,CarlosSaldanha,0.0,27.0,17.0
3337,MamoruHosoda,1.0,32.0,10.0
3338,VeronikaFranz,1.0,20.0,7.0
3339,JohnErickDowdle,0.0,27.0,13.0
3340,AdrianMolina,0.0,0.0,3.0
3341,EnriqueCortes,0.0,0.0,0.0
3342,LukeDawson,0.0,0.0,0.0
3343,ScottStewart(XX),0.0,9.0,7.0
3344,DavidLowery,0.0,16.0,14.0
3345,CandidaBrady,0.0,0.0,3.0
3346,KeithThompson,0.0,0.0,0.0
3347,AidaBegic,2.0,14.0,8.0
3348,JavierLopezBarreira,0.0,0.0,0.0
3349,Jean-MarcMineo,0.0,23.0,16.0
3350,GregoryMagne,0.0,0.0,3.0
3351,ClaudeBerne,0.0,15.0,5.0
3352,StaceyHarman,0.0,4.0,0.0
3353,PaulKing,0.0,14.0,12.0
3354,LeslieBohem,0.0,27.0,0.0
3355,HaifaaAlMansour,0.0,11.0,17.0
3356,MattCook,0.0,0.0,0.0
3357,KristinaBuozyte,1.0,0.0,4.0
3358,PhyllisNagy,0.0,16.0,2.0
3359,FabriceEboue,1.0,17.0,15.0
3360,MichelMarcBouchard,0.0,0.0,0.0
3361,PierreFavier,0.0,0.0,0.0
3362,BrianDuffield,0.0,6.0,4.0
3363,GeorgeGatins,0.0,0.0,0.0
3364,MarionNelson,0.0,0.0,0.0
3365,JasonDeanHall,0.0,8.0,0.0
3366,MichaelMayer,0.0,40.0,19.0
3367,RobertSchenkkan,0.0,32.0,6.0
3368,RyanRowe,0.0,0.0,0.0
3369,KenLoach,16.0,57.0,52.0
3370,JeromeLescure,0.0,0.0,0.0
3371,RafaelCobos,1.0,16.0,2.0
3372,PatricioVega,0.0,0.0,0.0
3373,AkhileshJaiswal,0.0,0.0,0.0
3374,EmmanuelNaccache,0.0,0.0,2.0
3375,Francois-XavierVives,0.0,5.0,4.0
3376,KayCannon,0.0,15.0,11.0
3377,AngelE.Pariente,0.0,0.0,0.0
3378,FabienSuarez,0.0,26.0,2.0
3379,GaryDauberman,0.0,16.0,4.0
3380,BretEastonEllis,0.0,30.0,3.0
3381,DennisLehane,0.0,18.0,2.0
3382,BenjaminEchazarreta,0.0,16.0,0.0
3383,SamuelRondiere,0.0,4.0,2.0
3384,HalkawtMustafa,0.0,1.0,4.0
3385,ArthurJohansen,0.0,0.0,0.0
3386,RegisSauder,0.0,15.0,10.0
3387,CamilleClavel,0.0,35.0,9.0
3388,BradBernstein,0.0,0.0,2.0
3389,SergeBozon,1.0,28.0,41.0
3390,ClaudeDuty,1.0,24.0,10.0
3391,BoraDagtekin,0.0,13.0,6.0
3392,NigelWilliams,0.0,26.0,2.0
3393,Jan-OleGerster,1.0,17.0,5.0
3394,StephaneDemoustier,3.0,14.0,12.0
3395,VincentAngell,0.0,28.0,20.0
3396,AlexandreJardin,0.0,24.0,4.0
3397,DelphineDeVigan,0.0,11.0,0.0
3398,KaderAyd,0.0,14.0,3.0
3399,CarlLionnet,1.0,14.0,4.0
3400,DavidMoreau,0.0,18.0,7.0
3401,LaurentAbitbol,0.0,0.0,0.0
3402,SandrineVeysset,2.0,30.0,11.0
3403,JonWatts,0.0,20.0,14.0
3404,KasiLemmons,0.0,34.0,27.0
3405,EdouardDeluc,1.0,23.0,8.0
3406,YvanLeMoine,0.0,24.0,5.0
3407,PatrickRidremont,3.0,23.0,16.0
3408,NiallLeonard,0.0,0.0,0.0
3409,SholaLynch,0.0,0.0,3.0
3410,MarkusImhoof,0.0,37.0,7.0
3411,TravisMathews,0.0,4.0,6.0
3412,GeorgMaas,0.0,0.0,3.0
3413,JemCohen,0.0,14.0,10.0
3414,BobByington,1.0,7.0,11.0
3415,RainerFrimmel,3.0,15.0,6.0
3416,NicolasPereda,0.0,13.0,16.0
3417,EmmanuelleBercot,2.0,32.0,52.0
3418,AnnePaulicevich,1.0,12.0,5.0
3419,JihaneChouaib,0.0,27.0,3.0
3420,ElanMastai,0.0,19.0,0.0
3421,RubenAmar,0.0,15.0,6.0
3422,ReemKherici,0.0,16.0,21.0
3423,EricPittard,0.0,33.0,6.0
3424,AndreiaBarbosa,0.0,0.0,0.0
3425,MattHolloway,0.0,0.0,0.0
3426,CaetanoGotardo,0.0,12.0,11.0
3427,BrianLynch,0.0,22.0,0.0
3428,PhilippaBoyens,0.0,0.0,0.0
3429,PaulNegoescu,0.0,0.0,5.0
3430,GabrielaPichler,0.0,0.0,2.0
3431,GiuliaCalenda,0.0,0.0,0.0
3432,PeterBrosens,0.0,23.0,7.0
3433,RamaBurshtein-Shay,0.0,4.0,4.0
3434,JoelleTouma,0.0,0.0,0.0
3435,FaustaQuattrini,0.0,0.0,2.0
3436,JazminLopez,0.0,0.0,2.0
3437,DjamilaSahraoui,2.0,38.0,4.0
3438,LeonardoDiCostanzo,0.0,23.0,9.0
3439,DavidSieveking,0.0,8.0,6.0
3440,KimEunjung,0.0,0.0,0.0
3441,NonyGeffen,1.0,0.0,2.0
3442,A.J.Edwards,0.0,9.0,3.0
3443,AnnaWaterhouse,0.0,0.0,0.0
3444,PatrickBossard,1.0,15.0,6.0
3445,AnaDumitrescu,0.0,9.0,4.0
3446,PatRushin,0.0,0.0,0.0
3447,TomO&#039;Connor(II),,,
3448,RobinEntreinger,0.0,8.0,6.0
3449,PeterLandesman,0.0,14.0,10.0
3450,MarianoLamberti,0.0,0.0,0.0
3451,LukeDavies,1.0,15.0,0.0
3452,JuelTaylor,0.0,3.0,2.0
3453,RichardPrice,0.0,34.0,10.0
3454,RyanGosling,5.0,28.0,54.0
3455,YoichiKomori,0.0,0.0,0.0
3456,JonRonson,0.0,0.0,0.0
3457,GaryHawkins,0.0,6.0,2.0
3458,Marc-HenriWajnberg,0.0,40.0,8.0
3459,JulienDespres,0.0,6.0,2.0
3460,KamillaKrogsveen,0.0,0.0,0.0
3461,DougEllin,1.0,24.0,7.0
3462,RupertEverett,0.0,40.0,69.0
3463,Jean-BaptisteDelafon,1.0,21.0,0.0
3464,JacquesBral,0.0,42.0,8.0
3465,BarbaraAlbert,0.0,23.0,11.0
3466,RomanPolanski,28.0,69.0,67.0
3467,VianneyLebasque,0.0,0.0,4.0
3468,TerenceNance,0.0,11.0,6.0
3469,StefanHaupt,0.0,14.0,11.0
3470,SergeElleinstein,0.0,0.0,0.0
3471,KonstantinBronzit,0.0,23.0,6.0
3472,TommyLeeJones,7.0,55.0,84.0
3473,AshleyCahill,0.0,0.0,0.0
3474,DevikaBhagat,0.0,0.0,0.0
3475,MarkEacersall,0.0,12.0,2.0
3476,ClairePaoletti,0.0,0.0,0.0
3477,SteveCoogan,2.0,35.0,74.0
3478,RusudanChkonia,1.0,0.0,0.0
3479,SilviuPurcarete,0.0,0.0,0.0
3480,AmirManor,0.0,0.0,2.0
3481,AndrewStark,0.0,0.0,0.0
3482,ErnestoOna,0.0,7.0,5.0
3483,PierreGodeau,0.0,11.0,4.0
3484,EvaNeymann,0.0,0.0,4.0
3485,ClaudeLanzmann,1.0,48.0,17.0
3486,JairoBoisier,0.0,0.0,0.0
3487,CraigSchulz,0.0,0.0,0.0
3488,DheerajAkolkar,0.0,0.0,4.0
3489,ClaudioGiovannesi,2.0,12.0,9.0
3490,SaulDibb,0.0,16.0,10.0
3491,YaminiLilaKumar,0.0,0.0,0.0
3492,JimKouf,0.0,36.0,5.0
3493,JosephMorder,0.0,49.0,28.0
3494,ChrisBrowman,0.0,0.0,0.0
3495,CesarPaes,0.0,30.0,10.0
3496,CharlesNajman,0.0,23.0,8.0
3497,YannGonzalez,1.0,15.0,13.0
3498,Jean-CharlesFelli,0.0,10.0,0.0
3499,A.R.Murugadoss,0.0,12.0,11.0
3500,AdamRobitel,0.0,21.0,8.0
3501,FredericProust,0.0,15.0,13.0
3502,MarkAndrus,0.0,0.0,0.0
3503,SelmaHellal,0.0,0.0,0.0
3504,MathieuLandais,0.0,0.0,0.0
3505,JackPaglen,0.0,6.0,0.0
3506,GeorgeArthurBloom,0.0,0.0,0.0
3507,StanislasCarredeMalberg,0.0,30.0,10.0
3508,ShalimarPreuss,1.0,0.0,0.0
3509,LawrenceKasdan,1.0,43.0,19.0
3510,Jean-BaptisteAndrea,0.0,10.0,4.0
3511,PhilipShelby,0.0,0.0,0.0
3512,LoicH.Rechi,0.0,0.0,0.0
3513,TeresadePelegri,1.0,10.0,2.0
3514,GerminalAlvarez,0.0,0.0,0.0
3515,JokoAnwar,0.0,14.0,14.0
3516,AdrianSaba,1.0,4.0,3.0
3517,GerardMordillat,0.0,44.0,26.0
3518,LindaAmiri,0.0,0.0,0.0
3519,PierreDaum,0.0,0.0,0.0
3520,BruceWagner,0.0,34.0,2.0
3521,NibalArakji,0.0,0.0,0.0
3522,RubenMendoza,0.0,11.0,5.0
3523,DonMacPherson,0.0,29.0,0.0
3524,LukasMoodysson,1.0,24.0,12.0
3525,MelissaStack,0.0,11.0,2.0
3526,AndreaDiStefano,0.0,26.0,20.0
3527,MarinaPotapova,0.0,0.0,0.0
3528,PeterMonsaert,1.0,10.0,3.0
3529,SebastienBetbeder,1.0,15.0,19.0
3530,FrancoisUzan,0.0,15.0,6.0
3532,ThomasLapierre,0.0,0.0,0.0
3533,MalcolmCampbell,0.0,0.0,0.0
3534,MarcSyrigas,0.0,33.0,2.0
3535,BruceGoodison,0.0,10.0,9.0
3536,WolfgangKohlhaase,0.0,64.0,2.0
3537,LarsKraume,1.0,20.0,24.0
3538,ThomasLilti,0.0,26.0,10.0
3539,EmilyCarmichael,0.0,3.0,2.0
3540,ShaneCarruth,0.0,0.0,7.0
3541,HongKhaou,0.0,14.0,7.0
3542,DavidGordonGreen,2.0,25.0,41.0
3543,LoganMiller(II),0.0,0.0,2.0
