,ID,titre_original,acteur_1,acteur_2,acteur_3,acteur_4,real_1,real_2,real_3,scen_1,scen_2,scen_3,distrib_1,distrib_2,distrib_3,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,pays,jour_sortie,mois_sortie,annee_sortie,day_of_week_sortie,note_presse,duree,premiere_semaine_france,Budget_dollards
4714,198232,L'Inconsolable (programme de 4 courts-métrages),Giovanna Daddi,,,,Jean-Marie Straub,,,,,,Norte Distribution,,,Divers,,,,,,,France,8.0,2.0,2012.0,2.0,3.5,67.0,256.0,
4715,198268,Beirut Kamikaze,Christophe Karabache,,,,Christophe Karabache,,,Christophe Karabache,,,VisioSfeir,,,Documentaire,,,,,,,France,16.0,11.0,2011.0,2.0,1.0,59.0,71.0,
4716,198292,Hannah Arendt,Barbara Sukowa, Axel Milberg, Janet McTeer, Julia Jentsch,Margarethe von Trotta,,,Pamela Katz, Margarethe von Trotta,,Dulac Distribution,,,Biopic, Drame,,,,,,Allemagne,24.0,4.0,2013.0,2.0,3.5,113.0,87234.0,717205.0
4717,198358,Nokas,Marit Synnøve Berg, Frode Winther Gunnes, Morten Larsen, Tov Sletta,Erik Skjoldbjaerg,,,Christopher Grøndahl,,,KMBO,,,Action, Drame, Thriller,,,,,Norvège,15.0,8.0,2012.0,2.0,2.9,87.0,4232.0,3768106.0
4718,198371,The Imitation Game,Benedict Cumberbatch, Keira Knightley, Matthew Goode, Mark Strong,Morten Tyldum,,,Graham Moore, Andrew Hodges,,StudioCanal,,,Biopic, Drame,,,,,,U.S.A.,28.0,1.0,2015.0,2.0,3.4,115.0,297339.0,14000000.0
4719,198384,Le bonheur... terre promise,Laurent Hasse,,,,Laurent Hasse,,,Laurent Hasse,,,Docks 66,,,Documentaire,,,,,,,France,26.0,12.0,2012.0,2.0,3.4,93.0,854.0,
4720,198422,"""Le Voyage extraordinaire"" suivi de ""Le Voyage dans la lune""",,,,,Georges Méliès, Serge Bromberg,,,,,MK2 Diffusion,,,Documentaire,,,,,,,France,14.0,12.0,2011.0,2.0,4.0,80.0,2809.0,
4721,198432,Il cuore grande delle ragazze,Cesare Cremonini, Micaela Ramazzotti, Gianni Cavina, Andrea Roncato,Pupi Avati,,,Pupi Avati,,,Les Films de l'Astre,,,Comédie,,,,,,,Italie,2.0,5.0,2012.0,2.0,2.1,85.0,1218.0,2212893.0
4722,198460,À cœur ouvert,Juliette Binoche, Édgar Ramírez, Hippolyte Girardot, Amandine Dewasmes,Marion Laine,,,Marion Laine, Mathias Énard,,MK2 Diffusion,,,Drame,,,,,,,France,8.0,8.0,2012.0,2.0,2.8,88.0,40311.0,
4723,198462,Orage,Marina Foïs, Sami Bouajila, Valérie Donzelli, Louis-Do de Lencquesaing,Fabrice Camoin,,,Fabrice Camoin, Ariane Fert, Marguerite Duras,Rezo Films,,,Drame,,,,,,,France,7.0,10.0,2015.0,2.0,2.7,83.0,1982.0,11947.0
4724,198488,The Avengers: Age of Ultron,Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth,Joss Whedon,,,Joss Whedon, Stan Lee, Jack Kirby,The Walt Disney Company France,,,Action, Aventure, Fantastique,,,,,U.S.A.,22.0,4.0,2015.0,2.0,2.9,141.0,1926049.0,250000000.0
4725,198592,Transformers: The Last Knight,Mark Wahlberg, Laura Haddock, Anthony Hopkins, Isabela Merced,Michael Bay,,,Art Marcum, Matt Holloway, Ken Nolan,Paramount Pictures France,,,Action, Science Fiction,,,,,,U.S.A.,28.0,6.0,2017.0,2.0,2.3,149.0,810533.0,217000000.0
4726,198666,Golden Slumbers,Dy Saveth, Ly Bun Yim, Yvon Hem, Ly You Sreang,Davy Chou,,,,,,Bodega Films,,,Documentaire,,,,,,,France,19.0,9.0,2012.0,2.0,4.3,100.0,1929.0,
4727,198668,Teodora pécheresse,,,,,Anca Hirte,,,Anca Hirte,,,Shellac,,,Documentaire,,,,,,,France,19.0,9.0,2012.0,2.0,2.6,86.0,1291.0,
4728,198701,Arthur Newman,Colin Firth, Emily Blunt, Lucas Hedges, Anne Heche,Dante Ariola,,,Becky Johnston,,,Mars Films,,,Comédie, Drame,,,,,,U.S.A.,7.0,5.0,2014.0,2.0,2.3,101.0,9382.0,207853.0
4729,198721,Jupiter Ascending,Mila Kunis, Channing Tatum, Sean Bean, Eddie Redmayne,Lilly Wachowski, Lana Wachowski,,Lilly Wachowski, Lana Wachowski,,Warner Bros. France,,,Action, Aventure, Science Fiction,,,,,U.S.A.,4.0,2.0,2015.0,2.0,3.0,127.0,363580.0,176000000.0
4730,198730,Assassin's Creed,Michael Fassbender, Marion Cotillard, Jeremy Irons, Brendan Gleeson,Justin Kurzel,,,Michael Lesslie, Adam Cooper, Bill Collage,Twentieth Century Fox France,,,Action, Science Fiction,,,,,,U.S.A.,21.0,12.0,2016.0,2.0,2.7,116.0,881017.0,
4731,198750,Furious 7,Vin Diesel, Paul Walker, Jason Statham, Michelle Rodriguez,James Wan,,,Chris Morgan, Gary Scott Thompson,,Universal Pictures International France,,,Action,,,,,,,U.S.A.,1.0,4.0,2015.0,2.0,3.6,137.0,2158508.0,190000000.0
4732,198759,Elvis & Nixon,Michael Shannon, Kevin Spacey, Alex Pettyfer, Johnny Knoxville,Liza Johnson,,,Joey Sagal, Hanala Sagal, Cary Elwes,Warner Bros. France,,,Biopic, Comédie, Historique,,,,,U.S.A.,20.0,7.0,2016.0,2.0,3.4,87.0,28311.0,1055287.0
4733,198771,Kingsman: The Secret Service,Taron Egerton, Colin Firth, Samuel L. Jackson, Mark Strong,Matthew Vaughn,,,Matthew Vaughn, Jane Goldman, Mark Millar,Twentieth Century Fox France,,,Action, Espionnage,,,,,,Grande-Bretagne,18.0,2.0,2015.0,2.0,3.9,129.0,566643.0,
4734,198778,Ich bin eine Terroristin,Benoît Giros, Sylvia Etcheto, Friedhelm Ptok, Marcin Kuzminski,Valerie Gaudissart,,,Valerie Gaudissart, Cécile Vargaftig,,KapFilms,,,Comédie, Famille,,,,,,Pologne,6.0,6.0,2012.0,2.0,2.5,97.0,227.0,
4735,198853,Much Ado About Nothing,Amy Acker, Alexis Denisof, Clark Gregg, Nathan Fillion,Joss Whedon,,,Joss Whedon, William Shakespeare,,Jour2fête,,,Comédie, Drame, Romance,,,,,U.S.A.,29.0,1.0,2014.0,2.0,3.2,109.0,1610.0,
4736,198861,A Little Closer,Sayra Player, Parker Lutz, Eric Baskerville, Chris Kies,Matthew Petock,,,Matthew Petock,,,ASC Distribution,,,Drame,,,,,,,U.S.A.,25.0,7.0,2012.0,2.0,3.0,72.0,581.0,
4737,198903,Paranormal Activity 4,Katie Featherston, Kathryn Newton, Matt Shively, Stephen Dunham,Henry Joost, Ariel Schulman,,Chad Feehan, Christopher Landon,,Paramount Pictures France,,,Epouvante-horreur,,,,,,,U.S.A.,31.0,10.0,2012.0,2.0,2.4,95.0,22586.0,5000000.0
4738,198934,Geomijip,Song Kang-Ho, Im Soo-Jung, Jung-se Oh, Jeon Yeo-bin,Kim Jee-Woon,,,Yeon-Shick Shin, Kim Jee-Woon,,The Jokers , Les Bookmakers,,Comédie, Drame, Historique,,,,,Corée du Sud,8.0,11.0,2023.0,2.0,3.3,133.0,13756.0,33172.0
4739,198937,The Incredibles 2,,,,,Brad Bird,,,Brad Bird,,,The Walt Disney Company France,,,Aventure, Animation, Famille,,,,,U.S.A.,4.0,7.0,2018.0,2.0,4.2,118.0,1840492.0,
4740,198938,The Snowman,Michael Fassbender, Rebecca Ferguson, Charlotte Gainsbourg, Chloë Sevigny,Tomas Alfredson,,,Soren Sveistrup, Peter Straughan, Hossein Amini,Universal Pictures International France,,,Policier, Thriller,,,,,,Grande-Bretagne,29.0,11.0,2017.0,2.0,1.7,119.0,121112.0,
4741,198949,Max,Mathilde Seigner, JoeyStarr, Shana Castera, Jean-Pierre Marielle,Stéphanie Murat,,,Stéphanie Murat, Vincent Cappello,,Warner Bros. France,,,Comédie,,,,,,,France,23.0,1.0,2013.0,2.0,2.3,83.0,222339.0,
4742,198951,Battle of the Year: The Dream Team,Josh Holloway, Laz Alonso, Josh Peck, Caity Lotz,Benson Lee,,,Brin Hill, Chris Parker (III), Benson Lee,Sony Pictures Releasing France,,,Drame, Musical,,,,,,U.S.A.,13.0,11.0,2013.0,2.0,1.7,110.0,59251.0,20000000.0
4743,198969,Brick Mansions,Paul Walker, David Belle, RZA, Catalina Denis,Camille Delamarre,,,Luc Besson, Bibi Naceri,,EuropaCorp Distribution,,,Action, Policier,,,,,,France,23.0,4.0,2014.0,2.0,3.0,91.0,200301.0,28000000.0
4744,198975,Into the Storm,Richard Armitage, Sarah Wayne Callies, Max Deacon, Nathan Kress,Steven Quale,,,John Swetnam,,,Warner Bros. France,,,Action, Thriller,,,,,,U.S.A.,13.0,8.0,2014.0,2.0,2.9,89.0,8110.0,50000000.0
4745,199031,La Vie Murmurée,Masato Matsuura,,,,Marie-Francine Le Jalu, Gilles Sionnet,,,,,Ciné Classic,,,Documentaire,,,,,,,France,30.0,11.0,2011.0,2.0,2.4,102.0,121.0,324000.0
4746,199057,Knight of Cups,Christian Bale, Natalie Portman, Cate Blanchett, Antonio Banderas,Terrence Malick,,,Terrence Malick,,,Metropolitan FilmExport,,,Drame,,,,,,,U.S.A.,25.0,11.0,2015.0,2.0,3.3,118.0,19152.0,566006.0
4747,199062,Dead Man Down,Colin Farrell, Noomi Rapace, Terrence Howard, Dominic Cooper,Niels Arden Oplev,,,J.H. Wyman,,,Metropolitan FilmExport,,,Action, Thriller,,,,,,U.S.A.,3.0,4.0,2013.0,2.0,2.2,117.0,64955.0,30000000.0
4748,199070,Spring Breakers,James Franco, Vanessa Hudgens, Selena Gomez, Ashley Benson,Harmony Korine,,,Harmony Korine,,,Mars Films,,,Policier, Drame,,,,,,U.S.A.,6.0,3.0,2013.0,2.0,3.7,94.0,277968.0,5000000.0
4749,199113,Blood Ties,Clive Owen, Billy Crudup, Marion Cotillard, Mila Kunis,Guillaume Canet,,,James Gray, Guillaume Canet, Eric Veniard,Mars Films,,,Policier, Drame,,,,,,U.S.A.,30.0,10.0,2013.0,2.0,2.5,128.0,165884.0,25500000.0
4750,199136,Sønner av Norge,Åsmund Høeg, Sven Nordin, Sonja Richter, Tony Veitsle Skarpsno,Jens Lien,,,Nikolaj Frobenius,,,Zootrope Films,,,Comédie, Drame,,,,,,Norvège,6.0,6.0,2012.0,2.0,2.8,88.0,2061.0,1437987.0
4751,199158,Rengaine,Slimane Dazi, Sabrina Hamida, Stephane Soo Mongo, Nina Morato,Rachid Djaïdani,,,Rachid Djaïdani, Rachid Djaïdani,,Haut et Court,,,Comédie dramatique,,,,,,,France,14.0,11.0,2012.0,2.0,4.0,75.0,45485.0,
4752,199161,Antiviral,Caleb Landry Jones, Sarah Gadon, Malcolm McDowell, Douglas Smith (III),Brandon Cronenberg,,,Brandon Cronenberg,,,UFO Distribution,,,Science Fiction, Thriller,,,,,,Canada,13.0,2.0,2013.0,2.0,2.7,104.0,7944.0,2368000.0
4753,199230,Diana,Naomi Watts, Naveen Andrews, Douglas Hodge, Geraldine James,Oliver Hirschbiegel,,,Stephen Jeffreys, Kate Snell,,Le Pacte,,,Biopic, Drame,,,,,,Grande-Bretagne,2.0,10.0,2013.0,2.0,2.4,113.0,152968.0,15000000.0
4754,199282,Overdrive,Scott Eastwood, Freddie Thorp, Ana de Armas, Simon Abkarian,Antonio Negret,,,Michael Brandt, Derek Haas,,Océan Films,,,Action, Thriller,,,,,,France,16.0,8.0,2017.0,2.0,2.2,93.0,190224.0,26287200.0
4755,199292,Winter's Tale,Colin Farrell, Jessica Brown Findlay, Russell Crowe, Jennifer Connelly,Akiva Goldsman,,,Akiva Goldsman, Mark Helprin,,Warner Bros. France,,,Drame, Fantastique, Romance,,,,,U.S.A.,12.0,3.0,2014.0,2.0,1.8,118.0,51385.0,60000000.0
4756,199293,Sous les étoiles de Paris,Catherine Frot, Mahamadou Yaffa, Jean-Henri Compère, Richna Louvet,Claus Drexel,,,Claus Drexel, Olivier Brunhes,,Diaphana Distribution,,,Comédie, Comédie dramatique, Drame,,,,,France,28.0,10.0,2020.0,2.0,3.1,82.0,7734.0,465428.0
4757,199398,"Noordzee, Texas",Ben Van den Heuvel, Eva Van der Gucht, Thomas Coumans, Katelijne Damen,Bavo Defurne,,,Bavo Defurne, Yves Verbraeken, André Sollie,Outplay Films,,,Drame,,,,,,,Belgique,5.0,12.0,2012.0,2.0,2.7,96.0,1415.0,28307.0
4758,199404,In the Family,Sebastian Banes, Patrick Wang, Trevor St. John, Lisa Altomare,Patrick Wang,,,Patrick Wang,,,Ed Distribution,,,Drame,,,,,,,U.S.A.,19.0,11.0,2014.0,2.0,3.9,169.0,1118.0,
4759,199447,Absolutely Fabulous: The Movie,Jennifer Saunders, Joanna Lumley, Julia Sawalha, Jane Horrocks,Mandie Fletcher,,,Jennifer Saunders, Jennifer Saunders,,Twentieth Century Fox France,,,Comédie,,,,,,,Grande-Bretagne,7.0,12.0,2016.0,2.0,2.6,88.0,4634.0,4772155.0
4760,199468,Réussir sa vie,Sylvain Dieuaide, Alka Balbir, Nora Hamzawi, Benoit Forgeard,Benoit Forgeard,,,Benoit Forgeard,,,Shellac,,,Comédie dramatique,,,,,,,France,4.0,4.0,2012.0,2.0,3.3,84.0,1531.0,
4761,199514,Maître du monde,Boris Beynet,,,,Enrico Giordano,,,Enrico Giordano,,,Mob productions,,,Drame,,,,,,,France,28.0,12.0,2011.0,2.0,2.7,72.0,621.0,
4762,199634,Le Regard de Georges Brassens,Georges Brassens, Juliette Gréco, François Morel, Victor Laville,Sandrine Dumarais,,,,,,Chapeau Melon Distribution,,,Documentaire,,,,,,,France,30.0,10.0,2013.0,2.0,3.4,75.0,1204.0,
4763,199647,Kedach ethabni,Racim Zennadi, Nadjia Debahi-Laaraf, Abdelkader Tadjer, Nourdine Alane,Fatma Zohra Zamoum,,,Fatma Zohra Zamoum,,,Les Films à Fleur de Peau,,,Drame,,,,,,,Algérie,25.0,4.0,2012.0,2.0,2.2,98.0,31.0,450000.0
4764,199737,Zambezia 3D,,,,,Wayne Thornley,,,Andrew Cook, Anthony Silverston, Raffaella Delle Donne,Metropolitan FilmExport,,,Aventure, Animation, Comédie, Famille,,,,Afrique du Sud,14.0,8.0,2013.0,2.0,2.9,83.0,106754.0,20000000.0
4765,199750,Inch'Allah,Evelyne Brochu, Sabrina Ouazani, Sivan Levy, Yousef Sweid,Anaïs Barbeau-Lavalette,,,Anaïs Barbeau-Lavalette, Valérie Beaugrand-Champagne,,Happiness Distribution,,,Drame,,,,,,,Canada,3.0,4.0,2013.0,2.0,3.0,101.0,13262.0,
4766,199807,V Tumane,Vladimir Svirskiy, Vladislav Abashin, Sergey Kolesov, Vlad Ivanov,Sergei Loznitsa,,,Sergei Loznitsa, Vasili Bykov,,ARP Sélection,,,Drame,,,,,,,Russie,30.0,1.0,2013.0,2.0,4.0,130.0,5574.0,11894.0
4767,199842,The Young and Prodigious T.S. Spivet,Kyle Catlett, Helena Bonham Carter, Robert Maillet, Callum Keith Rennie,Jean-Pierre Jeunet,,,Jean-Pierre Jeunet, Guillaume Laurant, Reif Larsen,Gaumont Distribution,,,Aventure, Drame, Famille,,,,,France,16.0,10.0,2013.0,2.0,3.2,105.0,682.0,33000000.0
4768,199892,A travers les branches d'un arbre,Philippe Le Gall, Laetitia Spigarelli, Claude Thébert, Laurent Gernigon,Daniel Duqué,,,Daniel Duqué, Amina Mehiri, Sybille Jusnee,Merlin Films,,,Drame,,,,,,,Suisse,18.0,1.0,2012.0,2.0,1.7,96.0,22.0,291600.0
4769,199926,La Martinique aux martiniquais - L'Affaire de l'Ojam,,,,,Camille Mauduech,,,Camille Mauduech,,,Les Films du Marigot,,,Documentaire,,,,,,,France,18.0,4.0,2012.0,2.0,3.0,128.0,695.0,
4770,199980,Ma bonne étoile,Christopher Lambert, Claude Brasseur, Fleur Lise Heuet, Antoine Berry-Roger,Anne Fassio,,,Régis Anders, Jean Falculete, Ariane Fert,StudioCanal,,,Comédie, Drame,,,,,,France,11.0,7.0,2012.0,2.0,2.3,96.0,72911.0,800299.0
4771,199981,Hôtel Normandy,Eric Elmosnino, Héléna Noguerra, Ary Abittan, Frédérique Bel,Charles Nemes,,,Jean-Paul Bathany, Stéphane Ben Lahcene,,StudioCanal,,,Comédie, Romance,,,,,,France,8.0,5.0,2013.0,2.0,2.3,97.0,77006.0,4640.0
4772,200055,La Stratégie de la poussette,Raphaël Personnaz, Charlotte Le Bon, Jérôme Commandeur, Camélia Jordana,Clément Michel,,,Clément Michel, Clément Michel, Louis-Paul Desanges,StudioCanal,,,Comédie,,,,,,,France,2.0,1.0,2013.0,2.0,1.9,90.0,160229.0,3462.0
4773,200088,The Hunger Games - Mockingjay : Part 1,Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson,Francis Lawrence,,,Peter Craig, Danny Strong, Suzanne Collins,Metropolitan FilmExport,,,Action, Drame, Science Fiction,,,,,U.S.A.,19.0,11.0,2014.0,2.0,3.0,123.0,1538201.0,125000000.0
4774,200110,Rock ba'Kasba,Yon Tumarkin, Roy Nik, Henry David, Lavi Zytner,Yariv Horowitz,,,Yariv Horowitz, Guy Meirson,,Shellac,,,Drame,,,,,,,France,8.0,5.0,2013.0,2.0,3.4,93.0,3135.0,
4775,200156,Ki,Roma Gasiorowska, Adam Woronowicz, Kamil Malecki, Krzysztof Ogloza,Leszek Dawid,,,Leszek Dawid, Pawel Ferdek,,Aramis Films,,,Comédie dramatique,,,,,,,Pologne,19.0,12.0,2012.0,2.0,2.8,93.0,38.0,
4776,200174,Walesa. Czlowiek z nadziei,Robert Wieckiewicz, Agnieszka Grochowska, Iwona Bielska, Zbigniew Zamachowski,Andrzej Wajda,,,Janusz Glowacki,,,Condor Distribution,,,Biopic, Drame,,,,,,Pologne,19.0,11.0,2014.0,2.0,3.5,128.0,19204.0,3780000.0
4777,200213,Caníbal,Antonio de la Torre, Olimpia Melinte, María Alfonsa Rosso, Florin Fildan,Manuel Martín Cuenca,,,Alejandro Hernández, Manuel Martín Cuenca, Humberto Arenal,Zootrope Films , Luminor,,Drame, Thriller,,,,,,Espagne,17.0,12.0,2014.0,2.0,3.1,116.0,1288.0,194948.0
4778,200313,Side Effects,Rooney Mara, Channing Tatum, Jude Law, Catherine Zeta-Jones,Steven Soderbergh,,,Scott Z. Burns,,,ARP Sélection,,,Policier, Drame,,,,,,U.S.A.,3.0,4.0,2013.0,2.0,3.6,106.0,198310.0,30000000.0
4779,200332,SüperTürk,Tamer Karadağlı, Arzu Balkan, Suna Keskin, Atilla Arcan,Tamer Karadağlı,,,İzlen Erdem,,,Acte Films,,,Comédie,,,,,,,Turquie,25.0,4.0,2012.0,2.0,2.5,98.0,32.0,321423.0
4780,200333,Beasts of the Southern Wild,Quvenzhané Wallis, Dwight Henry, Levy Easterly, Lowell Landes,Benh Zeitlin,,,Lucy Alibar, Benh Zeitlin, Lucy Alibar,ARP Sélection,,,Drame, Fantastique,,,,,,U.S.A.,12.0,12.0,2012.0,2.0,4.1,92.0,63714.0,1800000.0
4781,200341,Keep the Lights On,Thure Lindhardt, Zachary Booth, Julianne Nicholson, Paprika Steen,Ira Sachs,,,Ira Sachs, Maurício Zacharias,,KMBO,,,Drame,,,,,,,U.S.A.,22.0,8.0,2012.0,2.0,3.5,101.0,5908.0,246112.0
4782,200351,Ai Weiwei: Never Sorry,Ai Weiwei, Chen Danqing, Changwei Gu, Huang Hung,Alison Klayman,,,Alison Klayman,,,Haut et Court,,,Documentaire,,,,,,,U.S.A.,5.0,12.0,2012.0,2.0,3.5,91.0,1836.0,534100.0
4783,200370,Africa. Blood and Beauty,Lambert Wilson,,,,Serge Yastreb,,,Serge Yastreb, Olga Vershinina,,Damned Distribution,,,Documentaire, Historique,,,,,,France,4.0,1.0,2012.0,2.0,3.2,87.0,156.0,
4784,200379,Marina Abramovic: The Artist Is Present,Marina Abramovic, Ulay, Klaus Biesenbach, David Balliano,Matthew Akers,,,,,,Pretty Pictures,,,Documentaire,,,,,,,U.S.A.,12.0,12.0,2012.0,2.0,3.2,106.0,1637.0,86637.0
4785,200386,Fimfárum do tretice vseho dobrého 3D,,,,,David Sukup, Kristina Dufková, Vlasta Pospíšilová,,,,,,,Animation,,,,,,,République tchèque,15.0,2.0,2012.0,2.0,3.3,75.0,13065.0,1290000.0
4786,200399,Lawless,Shia LaBeouf, Tom Hardy, Jason Clarke, Guy Pearce,John Hillcoat,,,Nick Cave, Matt Bondurant,,Metropolitan FilmExport,,,Action, Drame, Western,,,,,U.S.A.,12.0,9.0,2012.0,2.0,3.4,115.0,195628.0,26000000.0
4787,200433,San Andreas,Dwayne Johnson, Carla Gugino, Alexandra Daddario, Ioan Gruffudd,Brad Peyton,,,Carlton Cuse, Andre Fabrizio, Jeremy Passmore,Warner Bros. France,,,Action, Aventure, Thriller,,,,,U.S.A.,27.0,5.0,2015.0,2.0,2.8,114.0,471962.0,100000000.0
4788,200435,Hénaut Président,Michel Muller, Olivier Gourmet, Fred Scotlande, Noémie De Lattre,Michel Muller,,,Michel Muller, Antoine Benguigui, David Elkaïm,CTV International,,,Comédie,,,,,,,France,21.0,3.0,2012.0,2.0,2.7,100.0,3854.0,1500000.0
4789,200448,Arrugas,,,,,Ignacio Ferreras,,,Angel de la Cruz, Paco Roca, Ignacio Ferreras,Bac Films,,,Animation, Drame,,,,,,Espagne,30.0,1.0,2013.0,2.0,3.7,89.0,2871.0,2000000.0
4790,200591,The Dirty Picture,Vidya Balan, Emraan Hashmi, Imran Hasnee, Tusshar Kapoor,Milan Luthria,,,Rajat Arora,,,Night ed films,,,Drame, Comédie musicale,,,,,,Inde,4.0,7.0,2012.0,2.0,3.2,140.0,359.0,3600000.0
4791,200598,Keyhole,Jason Patric, Isabella Rossellini, Udo Kier, Louis Negin,Guy Maddin,,,Guy Maddin, George Toles,,Ed Distribution,,,Drame, Fantastique, Thriller,,,,,Canada,22.0,2.0,2012.0,2.0,3.3,94.0,1420.0,22826.0
4792,200602,Grand départ,Pio Marmaï, Jérémie Elkaïm, Eddy Mitchell, Chantal Lauby,Nicolas Mercier,,,Nicolas Mercier, Simone Study, Nicolas Mercier,StudioCanal,,,Comédie dramatique,,,,,,,France,4.0,9.0,2013.0,2.0,2.5,83.0,38837.0,677.0
4793,200603,A Busca,Wagner Moura, Mariana Lima, Lima Duarte, Brás Antunes,Luciano Moura,,,Elena Soárez, Luciano Moura,,Jupiter Films,,,Aventure, Drame, Famille,,,,,Brésil,5.0,3.0,2014.0,2.0,2.4,90.0,1058.0,1600000.0
4794,200607,El último Elvis,John McInerny, Griselda Siciliani, Margarita Lopez, Rocío Rodríguez Presedo,Armando Bo,,,Armando Bo, Nicolás Giacobone,,Eurozoom,,,Drame,,,,,,,Argentine,16.0,1.0,2013.0,2.0,3.6,92.0,5438.0,841317.0
4795,200609,Teddy Bear,Kim Kold, David Winters, Elsebeth Steentoft, Lamaiporn Hougaard,Mads Matthiesen,,,Mads Matthiesen, Martin Pieter Zandvliet,,Solaris Distribution,,,Comédie dramatique,,,,,,,Danemark,7.0,1.0,2015.0,2.0,3.2,95.0,370.0,
4796,200620,5 Broken Cameras,,,,,Emad Burnat, Guy Davidi,,Guy Davidi,,,Zeugma Films,,,Documentaire,,,,,,,Palestine,20.0,2.0,2013.0,2.0,3.9,90.0,2276.0,
4797,200631,Searching for Sugar Man,Malik Bendjelloul, Sixto Díaz Rodríguez, Stephen Segerman, Dennis Coffey,Malik Bendjelloul,,,Malik Bendjelloul,,,ARP Sélection,,,Documentaire,,,,,,,Grande-Bretagne,26.0,12.0,2012.0,2.0,4.4,85.0,6799.0,3696196.0
4798,200644,Violeta se fue a los cielos,Francisca Gavilán, Christian Quevedo, Thomas Durand, Gabriela Aguilera,Andrés Wood,,,Andrés Wood, Eliseo Altunaga, Rodrigo Bazaes,Margo Cinema,,,Biopic,,,,,,,Argentine,28.0,11.0,2012.0,2.0,3.3,110.0,8974.0,21496.0
4799,200686,What Happened to Monday?,Noomi Rapace, Glenn Close, Willem Dafoe, Marwan Kenzari,Tommy Wirkola,,,Max Botkin, Kerry Williamson,,SND,,,Science Fiction, Thriller,,,,,,U.S.A.,30.0,8.0,2017.0,2.0,3.0,124.0,573072.0,27975429.0
4800,200727,Barbara,Nina Hoss, Ronald Zehrfeld, Rainer Bock, Christina Hecke,Christian Petzold,,,Christian Petzold,,,Pyramide Distribution,,,Drame,,,,,,,Allemagne,2.0,5.0,2012.0,2.0,3.8,105.0,85620.0,1013902.0
4801,200730,Grown Ups 2,Adam Sandler, Kevin James, Chris Rock, David Spade,Dennis Dugan,,,Adam Sandler, Fred Wolf, Tim Herlihy,Sony Pictures Releasing France,,,Comédie,,,,,,,U.S.A.,11.0,9.0,2013.0,2.0,1.0,101.0,72381.0,80000000.0
4802,200737,The Brooklyn Brothers Beat the Best,Ryan O&#039;Nan, Michael Weston, Arielle Kebbel, Andrew McCarthy,Ryan O&#039;Nan,,,Ryan O&#039;Nan,,,Films sans Frontières,,,Comédie,,,,,,,U.S.A.,28.0,11.0,2012.0,2.0,3.1,98.0,2778.0,
4803,200756,Colt 45,Gérard Lanvin, JoeyStarr, Alice Taglioni, Ymanol Perset,Fabrice Du Welz,,,Fathi Beddiar, Fabrice Du Welz,,Warner Bros. France,,,Thriller,,,,,,,France,6.0,8.0,2014.0,2.0,2.0,87.0,46845.0,630787.0
4804,200881,How I Live Now,Saoirse Ronan, Tom Holland, George MacKay, Harley Bird,Kevin Macdonald,,,Jeremy Brock, Tony Grisoni, Penelope Skinner,UGC Distribution,,,Action, Drame,,,,,,Grande-Bretagne,12.0,3.0,2014.0,2.0,2.6,101.0,14685.0,8000000.0
4805,200956,All Is Lost,Robert Redford,,,,J.C. Chandor,,,J.C. Chandor,,,Universal Pictures International France,,,Aventure, Drame,,,,,,U.S.A.,11.0,12.0,2013.0,2.0,3.9,106.0,50635.0,9000000.0
4806,200962,Sinister,Ethan Hawke, Juliet Rylance, Fred Dalton Thompson, James Ransone,Scott Derrickson,,,Scott Derrickson, C. Robert Cargill,,Wild Bunch Distribution,,,Epouvante-horreur, Thriller,,,,,,U.S.A.,7.0,11.0,2012.0,2.0,3.2,110.0,204017.0,3000000.0
4807,201026,Paulette,Bernadette Lafont, Carmen Maura, Dominique Lavanant, Françoise Bertin,Jérôme Enrico,,,Jérôme Enrico, Laurie Aubanel, Bianca Olsen,Gaumont Distribution,,,Comédie,,,,,,,France,16.0,1.0,2013.0,2.0,2.6,87.0,1049.0,29494.0
4808,201028,La Nuit Nomade,Tundup, Kenrap, Toldan, Dholma,Marianne Chaud,,,,,,ZED,,,Documentaire,,,,,,,France,4.0,4.0,2012.0,2.0,3.6,90.0,1184.0,
4809,201045,Foxfire,Raven Adamson, Katie Coseni, Madeleine Bisson, Claire Mazerolle,Laurent Cantet,,,Laurent Cantet, Robin Campillo, Joyce Carol Oates,Haut et Court,,,Drame,,,,,,,France,2.0,1.0,2013.0,2.0,4.0,144.0,57769.0,548579.0
4810,201105,Mission: Impossible - Rogue Nation,Tom Cruise, Jeremy Renner, Simon Pegg, Rebecca Ferguson,Christopher McQuarrie,,,Christopher McQuarrie, Bruce Geller, Drew Pearce,Paramount Pictures France,,,Action, Espionnage,,,,,,U.S.A.,12.0,8.0,2015.0,2.0,3.7,132.0,1233768.0,150000000.0
4811,201181,Les Gamins,Alain Chabat, Max Boublil, Sandrine Kiberlain, Mélanie Bernier,Anthony Marciano,,,Anthony Marciano, Max Boublil, Noé Debré,Gaumont Distribution,,,Comédie,,,,,,,France,17.0,4.0,2013.0,2.0,3.2,98.0,17248.0,8964000.0
