,ID,titre_original,acteur_1,acteur_2,acteur_3,acteur_4,real_1,real_2,real_3,scen_1,scen_2,scen_3,distrib_1,distrib_2,distrib_3,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,pays,jour_sortie,mois_sortie,annee_sortie,day_of_week_sortie,note_presse,duree,premiere_semaine_france,Budget_dollards
7220,242059,Le Cancre,Pascal Cervo, Paul Vecchiali, Catherine Deneuve, Annie Cordy,Paul Vecchiali,,,Paul Vecchiali, Noël Simsolo,,Shellac,,,Drame, Romance,,,,,,France,5.0,10.0,2016.0,2.0,3.3,116.0,4218.0,
7221,242103,Cruel,Jean-Jacques Lelté, Magali Moreau, Maurice Poli, Yves Afonso,Éric Cherrière,,,Éric Cherrière,,,Aanna Films,,,Policier, Thriller,,,,,,France,1.0,2.0,2017.0,2.0,2.7,108.0,341.0,2500.0
7222,242113,John From,Júlia Palha, Clara Riedenstein, Filipe Vargas, Adriano Luz,João Nicolau,,,João Nicolau, Mariana Ricardo,,Shellac,,,Comédie dramatique,,,,,,,France,25.0,5.0,2016.0,2.0,3.5,95.0,2885.0,2031.0
7223,242125,Dora and the Lost City of Gold,Isabela Merced, Michael Peña, Eva Longoria, Adriana Barraza,James Bobin,,,Nicholas Stoller, Matthew Robinson (II), Chris Gifford,Paramount Pictures France,,,Aventure, Famille,,,,,,U.S.A.,14.0,8.0,2019.0,2.0,2.0,103.0,245156.0,
7224,242131,Pris de court,Virginie Efira, Gilbert Melki, Marilyne Canto, Renan Prévot,Emmanuelle Cuau,,,Raphaëlle Valbrune, Emmanuelle Cuau, Eric Barbier,Ad Vitam,,,Drame,,,,,,,France,29.0,3.0,2017.0,2.0,3.4,85.0,25112.0,1080000.0
7225,242171,Louise en Hiver,,,,,Jean-François Laguionie,,,Jean-François Laguionie,,,Gebeka Films,,,Animation,,,,,,,France,23.0,11.0,2016.0,2.0,4.4,75.0,16128.0,478003.0
7226,242180,Le syndrome de Montmartre,Yûko Satô, Philippe Petitcuenot, Denis Nardin, Philippe Perrin,Daniel Petitcuenot,,,,,,Cinéma Saint-André des Arts,,,Drame, Romance,,,,,,France,23.0,12.0,2015.0,2.0,3.2,88.0,41.0,
7227,242201,Paddington 2,Hugh Bonneville, Sally Hawkins, Hugh Grant, Brendan Gleeson,Paul King,,,Paul King, Simon Farnaby, Michael Bond,StudioCanal,,,Comédie, Famille,,,,,,Grande-Bretagne,6.0,12.0,2017.0,2.0,4.0,103.0,420344.0,40000000.0
7228,242248,Poétique du cerveau,Matthieu Tartamella, Michael Goorevich,,,Nurith Aviv,,,,,,Margo Cinema,,,Documentaire,,,,,,,France,2.0,12.0,2015.0,2.0,3.6,66.0,853.0,
7229,242258,"Laurette 1942, une volontaire au camp du Récébédou",Anne Liabeuf, Barbara Tobola, Patrice Tepasso, Corinne Mariotto,Francis Fourcou,,,Francis Fourcou, Marc Khanne,,Ecransud Distribution,,,Drame, Guerre,,,,,,France,6.0,4.0,2016.0,2.0,3.3,97.0,64.0,
7230,242269,La Dream Team,Medi Sadoun, Gérard Depardieu, Chantal Lauby, Barbara Cabrita,Thomas Sorriaux,,,Vincent Azé, Sébastien Fechner, Clément Michel,Paramount Pictures France,,,Comédie,,,,,,,France,23.0,3.0,2016.0,2.0,2.8,97.0,137639.0,1515000.0
7231,242293,Monsieur & Madame Adelman,Nicolas Bedos, Doria Tillier, Denis Podalydès, Antoine Gouy,Nicolas Bedos, Doria Tillier,,Nicolas Bedos, Doria Tillier,,Le Pacte,,,Comédie, Drame, Romance,,,,,France,8.0,3.0,2017.0,2.0,3.4,120.0,126787.0,
7232,242318,Ocean's 8,Sandra Bullock, Cate Blanchett, Anne Hathaway, Mindy Kaling,Gary Ross,,,Olivia Milch, Gary Ross, George Clayton Johnson,Warner Bros. France,,,Comédie, Policier,,,,,,U.S.A.,13.0,6.0,2018.0,2.0,2.7,110.0,318773.0,
7233,242319,Les Hommes d'argile,Miloud Nasiri, Magaly Solier, Tibo Vandenborre, Mourad Wagli,Mourad Boucif,,,Mourad Boucif, Luc Jabon,,Quizas Prod,,,Drame, Guerre,,,,,,Belgique,20.0,9.0,2017.0,2.0,3.0,105.0,72.0,1026000.0
7234,242347,Vivir y Otras Ficciones,Pepe Rovira, Antonio Centeno, Arántzazu Ruiz, Marcos Rovira Makoki,Jo Sol,,,Jo Sol,,,Les Films des Deux Rives,,,Drame,,,,,,,Espagne,7.0,2.0,2018.0,2.0,3.1,81.0,72.0,
7235,242391,Dragon Ball Super: Broly,,,,,Tatsuya Nagamine,,,Akira Toriyama, Akira Toriyama, Akira Toriyama,Wild Bunch Distribution,,,Action, Aventure, Animation,,,,,Japon,13.0,3.0,2019.0,2.0,2.6,100.0,400105.0,
7236,242445,Rodinny film,Karel Roden, Vanda Hybnerová, Daniel Kadlec, Jenovéfa Boková,Olmo Omerzu,,,Olmo Omerzu, Nebojsa Pop Tasic, Olmo Omerzu,Rouge Distribution,,,Drame,,,,,,,République tchèque,7.0,11.0,2018.0,2.0,2.7,94.0,106.0,112926.0
7237,242448,Mark Felt: The Man Who Brought Down The White House,Liam Neeson, Diane Lane, Marton Csokas, Tony Goldwyn,Peter Landesman,,,Peter Landesman, Mark Felt, John D. O&#039;Connor,Paramount Pictures France,,,Biopic, Drame, Thriller,,,,,U.S.A.,1.0,11.0,2017.0,2.0,3.1,103.0,13803.0,768946.0
7238,242449,Alad'2,Kev Adams, Jamel Debbouze, Vanessa Guide, Eric Judor,Lionel Steketee,,,Daive Cohen,,,Pathé,,,Comédie,,,,,,,France,3.0,10.0,2018.0,2.0,2.3,98.0,851973.0,18360000.0
7239,242471,Se Dio Vuole,Marco Giallini, Alessandro Gassman, Laura Morante, Ilaria Spada,Edoardo Maria Falcone,,,Marco Martani, Edoardo Maria Falcone,,Saje Distribution,,,Comédie,,,,,,,Italie,29.0,11.0,2017.0,2.0,3.2,87.0,4581.0,6246660.0
7240,242475,The Girl in the Spider’s Web: A New Dragon Tattoo Story,Claire Foy, Sverrir Gudnason, Sylvia Hoeks, Lakeith Stanfield,Fede Alvarez,,,Steven Knight, Fede Alvarez, Jay Basu,Sony Pictures Releasing France,,,Drame, Thriller,,,,,,U.S.A.,14.0,11.0,2018.0,2.0,2.5,116.0,96163.0,
7241,242476,Paws Of Fury: The Legend Of Hank,,,,,Rob Minkoff, Mark Koetsier, Chris Bailey,Ed Stone, Nate Hopper, Mel Brooks,SND,,,Animation, Comédie, Famille, Arts Martiaux,,,,U.S.A.,12.0,10.0,2022.0,2.0,3.1,97.0,151216.0,17811382.0
7242,242491,Iris,Romain Duris, Charlotte Le Bon, Jalil Lespert, Camille Cottin,Jalil Lespert,,,Jalil Lespert, Jérémie Guez, Jalil Lespert,Universal Pictures International France,,,Policier, Thriller,,,,,,France,16.0,11.0,2016.0,2.0,2.6,94.0,102231.0,3000.0
7243,242492,Jurassic World: Dominion,Chris Pratt, Bryce Dallas Howard, Laura Dern, Sam Neill,Colin Trevorrow,,,Emily Carmichael, Colin Trevorrow, Michael Crichton,Universal Pictures International France,,,Action, Aventure, Science Fiction,,,,,U.S.A.,8.0,6.0,2022.0,2.0,2.3,146.0,1299065.0,
7244,242583,La Gueule du Loup,,,,,Jérôme Ségur,,,,,,ZED,,,Documentaire,,,,,,,France,9.0,3.0,2016.0,2.0,3.4,80.0,150.0,
7245,242588,La Mécanique de l'ombre,François Cluzet, Alba Rohrwacher, Denis Podalydès, Sami Bouajila,Thomas Kruithof,,,Thomas Kruithof, Yann Gozlan, Marc Syrigas,Océan Films,,,Drame, Espionnage, Thriller,,,,,France,11.0,1.0,2017.0,2.0,3.2,91.0,124675.0,5200000.0
7246,242589,The 13th day,Jane Lesley, Michael D&#039;Cruze, Kelley Costigan, Filipa Fernandes,Dominic Higgins, Ian Higgins (II),,Dominic Higgins, Ian Higgins,,Saje Distribution,,,Drame, Historique,,,,,,Grande-Bretagne,13.0,1.0,2016.0,2.0,3.4,85.0,1656.0,1270000.0
7247,242600,Wrath of Man,Jason Statham, Holt McCallany, Josh Hartnett, Scott Eastwood,Guy Ritchie,,,Guy Ritchie, Eric Besnard, Nicolas Boukhrief,Metropolitan FilmExport,,,Action, Thriller,,,,,,U.S.A.,16.0,6.0,2021.0,2.0,3.0,119.0,149025.0,40000000.0
7248,242653,Juste Sam,Sabrina Nouchi, Erika Fekrane, Jonathan Lieutaud, Milo Chiarini,Sabrina Nouchi,,,Sabrina Nouchi,,,Cinéma Saint-André des Arts,,,Drame,,,,,,,France,26.0,2.0,2020.0,2.0,2.3,92.0,29.0,
7249,242694,Homeland : Irak année zéro - partie 1 / Avant la chute,,,,,Abbas Fahdel,,,,,,Nour Films,,,Documentaire,,,,,,,Irak,10.0,2.0,2016.0,2.0,4.5,160.0,8042.0,
7250,242728,Sous la peau,Valérie Chatain, Marie Favasuli, Nadia Jandeau, Katia Scarton-Kim,Nadia Jandeau, Katia Scarton-Kim,,,,,Cinéma Saint-André des Arts,,,Drame,,,,,,,France,6.0,1.0,2016.0,2.0,2.9,65.0,58.0,
7251,242732,Free to Run,,,,,Pierre Morath,,,,,,Jour2fête,,,Documentaire,,,,,,,Suisse,13.0,4.0,2016.0,2.0,4.1,99.0,3542.0,2943.0
7252,242734,Doctor Sleep,Ewan McGregor, Kyliegh Curran, Rebecca Ferguson, Cliff Curtis,Mike Flanagan,,,Mike Flanagan, Stephen King,,Warner Bros. France,,,Fantastique, Epouvante-horreur, Thriller,,,,,U.S.A.,30.0,10.0,2019.0,2.0,3.1,152.0,147991.0,
7253,242764,Manifesto,Cate Blanchett, Ruby Bustamante, Ralf Tempel, Andrew Upton,Julian Rosefeldt,,,Julian Rosefeldt,,,Haut et Court,,,Drame, Expérimental,,,,,,Allemagne,20.0,2.0,2018.0,1.0,2.5,98.0,2418.0,4320.0
7254,242772,Alpha,Kodi Smit-McPhee, Jóhannes Haukur Jóhannesson, Marcin Kowalczyk, Jens Hultén,Albert Hughes,,,Dan Wiedenhaupt, Albert Hughes,,Sony Pictures Releasing France,,,Aventure, Drame,,,,,,U.S.A.,22.0,8.0,2018.0,2.0,2.6,96.0,93087.0,
7255,242812,Blockers,Leslie Mann, John Cena, Ike Barinholtz, Kathryn Newton,Kay Cannon,,,Brian Kehoe, Jim Kehoe,,Universal Pictures International France,,,Comédie,,,,,,,U.S.A.,1.0,8.0,2018.0,2.0,2.3,102.0,365.0,21000000.0
7256,242841,La Jota,Sara Baras, Ara Malikian, Carlos Núñez, Giovanni Sollima,Carlos Saura,,,Carlos Saura,,,Epicentre Films,,,Documentaire, Musical,,,,,,Espagne,4.0,1.0,2017.0,2.0,2.9,84.0,7501.0,
7257,242866,Wonderstruck,Oakes Fegley, Millicent Simmonds, Julianne Moore, Michelle Williams,Todd Haynes,,,Brian Selznick, Brian Selznick,,Metropolitan FilmExport,,,Drame,,,,,,,U.S.A.,15.0,11.0,2017.0,2.0,3.7,117.0,57606.0,1060377.0
7258,242867,X-Men: Dark Phoenix,Sophie Turner, James McAvoy, Michael Fassbender, Jennifer Lawrence,Simon Kinberg,,,Simon Kinberg,,,Twentieth Century Fox France,,,Aventure, Science Fiction,,,,,,U.S.A.,5.0,6.0,2019.0,2.0,2.7,114.0,689880.0,
7259,242871,Fast X,Vin Diesel, Michelle Rodriguez, Jason Momoa, Tyrese Gibson,Louis Leterrier,,,Dan Mazeau, Justin Lin, Gary Scott Thompson,Universal Pictures International France,,,Action,,,,,,,U.S.A.,17.0,5.0,2023.0,2.0,2.9,141.0,1140846.0,
7260,242886,L'Invitation,Nicolas Bedos, Michaël Cohen, Camille Chamoux, Gustave Kervern,Michaël Cohen,,,Michaël Cohen, Lena Coen, Dan Coen,Légende Distribution,,,Comédie,,,,,,,France,9.0,11.0,2016.0,2.0,2.8,90.0,11058.0,
7261,242959,Wonder Park,,,,,Dylan Brown (II), David Feiss,,Josh Appelbaum, André Nemec, Robert Gordon,Paramount Pictures France,,,Animation, Comédie, Famille,,,,,U.S.A.,3.0,4.0,2019.0,2.0,3.1,85.0,422524.0,
7262,242972,Fi Rassi Rond-point,,,,,Hassen Ferhani,,,,,,Les Films de l'Atalante,,,Documentaire,,,,,,,Algérie,24.0,2.0,2016.0,2.0,3.7,100.0,849.0,
7263,242982,A Beautiful Planet,,,,,Toni Myers,,,,,,Les Productions de la Géode,,,Documentaire,,,,,,,U.S.A.,12.0,10.0,2016.0,2.0,3.9,47.0,1581.0,15650615.0
7264,243092,L'Orchestre de minuit,Gad Elmaleh, Avishay Benazra, Aziz Dades, Marcel Botbol,Jérôme Cohen-Olivar,,,,,,Marco Polo Production,,,Comédie dramatique,,,,,,,Maroc,2.0,3.0,2016.0,2.0,2.5,113.0,1453.0,1000000.0
7265,243117,Merci Patron!,,,,,François Ruffin,,,François Ruffin,,,Jour2fête,,,Comédie, Documentaire,,,,,,France,24.0,2.0,2016.0,2.0,4.1,84.0,48391.0,3770006.0
7266,243184,Nadie Nos Mira,Guillermo Pfening, Elena Roger, Rafael Ferro, Pascal Yen-Pfister,Julia Solomonoff,,,Julia Solomonoff, Christina Lazaridi,,Epicentre Films,,,Drame,,,,,,,Argentine,25.0,4.0,2018.0,2.0,3.2,102.0,5250.0,37292.0
7267,243225,Le Fils de Joseph,Victor Ezenfis, Natacha Régnier, Fabrizio Rongione, Mathieu Amalric,Eugène Green,,,Eugène Green,,,Les Films du Losange,,,Drame,,,,,,,France,20.0,4.0,2016.0,2.0,3.9,115.0,13050.0,30588.0
7268,243226,Rester Vertical,Damien Bonnard, India Hair, Christian Bouillette, Laure Calamy,Alain Guiraudie,,,Alain Guiraudie,,,Les Films du Losange,,,Drame,,,,,,,France,24.0,8.0,2016.0,2.0,3.7,98.0,34156.0,12158.0
7269,243227,Diamond Island,Sobon Nuon, Cheanick Nov, Madeza Chhem, Mean Korn,Davy Chou,,,Davy Chou, Claire Maugendre,,Les Films du Losange,,,Drame,,,,,,,France,28.0,12.0,2016.0,2.0,3.8,103.0,15028.0,81613.0
7270,243248,Comme des lions,,,,,Françoise Davisse,,,Françoise Davisse,,,Point du jour,,,Documentaire,,,,,,,France,23.0,3.0,2016.0,2.0,3.5,115.0,629.0,
7271,243261,Les Gardiennes,Nathalie Baye, Laura Smet, Iris Bry, Olivier Rabourdin,Xavier Beauvois,,,Xavier Beauvois, Frédérique Moreau, Marie-Julie Maille,Pathé,,,Drame,,,,,,,France,6.0,12.0,2017.0,2.0,3.5,134.0,135073.0,9612000.0
7272,243262,Le Semeur,Pauline Burlet, Alban Lenoir, Géraldine Pailhas, Iliana Zabeth,Marine Francen,,,Marine Francen, Jacqueline Surchat, Jacques Fieschi,ARP Sélection,,,Drame, Historique,,,,,,France,15.0,11.0,2017.0,2.0,3.1,100.0,7023.0,36233.0
7273,243301,Welcome to Norway,Anders Baasmo Christiansen, Olivier Mukuta, Slimane Dazi, Henriette Steenstrup,Rune Denstad Langlo,,,Rune Denstad Langlo,,,Eurozoom,,,Comédie, Drame,,,,,,Norvège,7.0,12.0,2016.0,2.0,3.5,90.0,4321.0,613522.0
7274,243329,Radin!,Dany Boon, Laurence Arné, Noémie Schmidt, Stephan Wojtowicz,Fred Cavayé,,,Laurent Turner, Nicolas Cuche, Fred Cavayé,Mars Films,,,Comédie,,,,,,,France,28.0,9.0,2016.0,2.0,2.8,89.0,1002709.0,12438180.0
7275,243341,Compte tes blessures,Kévin Azaïs, Monia Chokri, Nathan Willcocks, Julien Krug,Morgan Simon,,,Morgan Simon,,,Rezo Films,,,Drame,,,,,,,France,25.0,1.0,2017.0,2.0,2.9,80.0,10094.0,
7276,243350,Le Potager de mon grand-père,,,,,Martin Esposito,,,,,,Destiny Films,,,Documentaire,,,,,,,France,20.0,4.0,2016.0,2.0,3.9,76.0,2963.0,
7277,243355,Notre révolution intérieure,,,,,Alex Ferrini,,,,,,Destiny Films,,,Documentaire,,,,,,,France,25.0,1.0,2017.0,2.0,2.5,75.0,223.0,70000.0
7278,243385,Mr. Gaga,Ohad Naharin,,,,Tomer Heymann,,,Tomer Heymann,,,Dulac Distribution,,,Documentaire,,,,,,,Israël,1.0,6.0,2016.0,2.0,3.9,103.0,20123.0,173994.0
7279,243429,Aquí No Ha Pasado Nada,Agustín Silva, Paulina García, Alejandro Goic, Luis Gnecco,Alejandro Fernández Almendras,,,Alejandro Fernández Almendras, Jerónimo Rodríguez Naranjo,,Arizona Distribution,,,Drame,,,,,,,Chili,21.0,9.0,2016.0,2.0,3.0,95.0,1955.0,
7280,243430,Sufat Chol,Lamis Ammar, Ruba Blal, Hitham Omari, Khadija Alakel,Elite Zexer,,,Elite Zexer,,,Pyramide Distribution,,,Drame,,,,,,,Israël,25.0,1.0,2017.0,2.0,3.4,87.0,30291.0,1078000.0
7281,243439,Sonita,Sonita Alizadeh, Rokhsareh Ghaem Maghami,,,Rokhsareh Ghaem Maghami,,,Rokhsareh Ghaem Maghami,,,Septième Factory,,,Documentaire,,,,,,,Allemagne,12.0,10.0,2016.0,2.0,3.5,91.0,8100.0,17168.0
7282,243440,We Are X,Yoshiki, Gene Simmons, Wes Borland, Richard Fortus,Stephen Kijak,,,Stephen Kijak,,,Eurozoom,,,Documentaire,,,,,,,Grande-Bretagne,6.0,12.0,2017.0,2.0,3.4,95.0,1269.0,45270.0
7283,243474,La Vita Possibile,Margherita Buy, Valeria Golino, Bruno Todeschini, Andrea Pittorino,Ivano De Matteo,,,Ivano De Matteo, Valentina Ferlan,,Chapeau Melon Distribution,,,Drame,,,,,,,France,25.0,4.0,2018.0,2.0,2.0,107.0,241.0,340171.0
7284,243501,Retour chez ma mère,Alexandra Lamy, Josiane Balasko, Mathilde Seigner, Philippe Lefebvre,Eric Lavaine,,,Eric Lavaine, Héctor Cabello Reyes,,Pathé,,,Comédie,,,,,,,France,1.0,6.0,2016.0,2.0,2.9,91.0,643863.0,17455542.0
7285,243516,Toivon tuolla puolen,Sherwan Haji, Sakari Kuosmanen, Ilkka Koivula, Janne Hyytiäinen,Aki Kaurismäki,,,Aki Kaurismäki,,,Diaphana Distribution,,,Comédie, Drame,,,,,,Finlande,15.0,3.0,2017.0,2.0,4.3,100.0,87729.0,1728000.0
7286,243520,Razzia,Maryam Touzani, Arieh Worthalter, Amine Ennaji, Abdellah Didane,Nabil Ayouch,,,Nabil Ayouch, Maryam Touzani,,Ad Vitam,,,Drame,,,,,,,France,14.0,3.0,2018.0,2.0,3.3,119.0,70092.0,
7287,243534,Place Publique,Agnès Jaoui, Jean-Pierre Bacri, Léa Drucker, Kévin Azaïs,Agnès Jaoui,,,Agnès Jaoui, Jean-Pierre Bacri,,Le Pacte,,,Comédie,,,,,,,France,18.0,4.0,2018.0,2.0,3.0,99.0,182458.0,7398000.0
7288,243543,Félicité,Véronique Beya Mputu, Papi Mpaka, Gaetan Claudia, Nadine Ndebo,Alain Gomis,,,Alain Gomis, Delphine Zingg, Olivier Loustau,Jour2fête,,,Drame,,,,,,,France,29.0,3.0,2017.0,2.0,4.2,129.0,23628.0,12433.0
7289,243544,Celui Qu'on Attendait,Patrick Chesnais, Arsinée Khanjian, Robert Harutyunyan, Nikolay Avétisyan,Serge Avédikian,,,Serge Avédikian, Jean-François Derec, Jean-François Derec,Les Acacias,,,Comédie dramatique,,,,,,,France,8.0,6.0,2016.0,2.0,3.0,90.0,10011.0,55736.0
7290,243546,La Nouvelle vie de Paul Sneijder,Thierry Lhermitte, Géraldine Pailhas, Pierre Curzi, Guillaume Cyr,Thomas Vincent,,,Yaël Cojot-Goldberg, Thomas Vincent, Jean-Paul Dubois (III),SND,,,Comédie, Drame,,,,,,Canada,8.0,6.0,2016.0,2.0,3.7,114.0,61902.0,953024.0
7291,243573,Bienvenue à Marly-Gomont,Marc Zinga, Aïssa Maïga, Bayron Lebli, Médina Diarra,Julien Rambaldi,,,Kamini Zantoko, Julien Rambaldi, Benoît Graffin,Mars Films,,,Comédie, Drame,,,,,,France,8.0,6.0,2016.0,2.0,3.2,94.0,174046.0,4401654.0
7292,243574,Flag Day,Dylan Penn, Sean Penn, Josh Brolin, Regina King,Sean Penn,,,Jez Butterworth, John-Henry Butterworth, Jennifer Vogel,Le Pacte,,,Biopic, Drame, Thriller,,,,,U.S.A.,29.0,9.0,2021.0,2.0,2.7,108.0,36741.0,
7293,243595,Un Couteau Dans le Coeur,Vanessa Paradis, Kate Moran, Nicolas Maury, Jonathan Genet,Yann Gonzalez,,,Yann Gonzalez, Cristiano Mangione,,Memento Distribution,,,Drame, Romance, Thriller,,,,,France,27.0,6.0,2018.0,2.0,3.0,106.0,27312.0,3672000.0
7294,243603,Solange et les vivants,Ina Mihalache, Pierre Siankowski, Francis Van Litsenborgh, Christian Henrard,Ina Mihalache,,,,,,Wide Distribution,,,Comédie,,,,,,,France,9.0,3.0,2016.0,2.0,2.2,67.0,1335.0,
7295,243642,Werk ohne Autor,Tom Schilling, Sebastian Koch, Paula Beer, Saskia Rosendahl,Florian Henckel von Donnersmarck,,,Florian Henckel von Donnersmarck,,,Diaphana Distribution,,,Drame, Thriller,,,,,,Allemagne,17.0,7.0,2019.0,2.0,2.9,91.0,22172.0,
7296,243646,Go Home,Golshifteh Farahani, Maximilien Seweryn, François Nour, Wissam Fares,Jihane Chouaib,,,Jihane Chouaib,,,Paraiso Production Diffusion,,,Drame,,,,,,,France,7.0,12.0,2016.0,2.0,2.6,98.0,1733.0,
7297,243648,Certain Women,Kristen Stewart, Michelle Williams, Laura Dern, Lily Gladstone,Kelly Reichardt,,,Kelly Reichardt, Maile Meloy,,LFR Films,,,Drame,,,,,,,U.S.A.,22.0,2.0,2017.0,2.0,4.1,107.0,16092.0,1087585.0
7298,243704,Mapplethorpe: Look At The Pictures,Robert Mapplethorpe, Deborah Harry, Fran Lebowitz, Brooke Shields,Fenton Bailey, Randy Barbato,,,,,Happiness Distribution,,,Documentaire,,,,,,,U.S.A.,21.0,12.0,2016.0,2.0,3.2,109.0,868.0,62587.0
7299,243742,Rough Night,Scarlett Johansson, Kate McKinnon, Jillian Bell, Zoë Kravitz,Lucia Aniello,,,Lucia Aniello, Paul W. Downs,,Sony Pictures Releasing France,,,Comédie,,,,,,,U.S.A.,2.0,8.0,2017.0,2.0,1.6,101.0,66666.0,20000000.0
7300,243780,La Tortue Rouge,Tom Hudson, Barbara Beretta,,,Michael Dudok de Wit,,,Michael Dudok de Wit, Pascale Ferran, Pascale Ferran,Wild Bunch Distribution,,,Animation,,,,,,,France,29.0,6.0,2016.0,2.0,4.3,81.0,79745.0,921974.0
7301,243787,"Já, Olga Hepnarová",Michalina Olszanska, Martin Pechlát, Klára Melísková, Marika Soposka,Petr Kazda, Tomás Weinreb,,Petr Kazda, Tomás Weinreb,,Arizona Distribution,,,Biopic, Drame,,,,,,République tchèque,6.0,7.0,2016.0,2.0,3.1,105.0,1842.0,227466.0
7302,243793,Junction 48,Tamer Nafar, Samar Qupty, Salwa Nakkara, Saeed Dassuki,Udi Aloni,,,Oren Moverman, Tamer Nafar,,Paradis Films,,,Drame,,,,,,,U.S.A.,19.0,4.0,2017.0,2.0,2.9,96.0,813.0,12795.0
7303,243805,Girl Asleep,Bethany Whitmore, Harrison Feldman, Amber McMahon, Matthew Whittet,Rosemary Myers,,,Matthew Whittet,,,UFO Distribution,,,Comédie, Famille,,,,,,Australie,22.0,3.0,2017.0,2.0,3.3,80.0,7015.0,1500000.0
7304,243823,Licht,Maria Dragus, Devid Striesow, Lukas Miko, Katja Kolm,Barbara Albert,,,Kathrin Resetarits, Alissa Walser,,ASC Distribution,,,Drame, Historique,,,,,,Allemagne,4.0,4.0,2018.0,2.0,3.1,97.0,999.0,17545.0
7305,243832,La Academia de las musas,Raffaele Pinto, Emanuela Forgetta, Rosa Delor Muns, Mireia Iniesta,José Luis Guerín,,,José Luis Guerín,,,Zeugma Films,,,Drame,,,,,,,Espagne,13.0,4.0,2016.0,2.0,3.7,92.0,1550.0,95491.0
7306,243835,Dilili à Paris,,,,,Michel Ocelot,,,Michel Ocelot,,,Mars Films,,,Animation, Famille,,,,,,France,10.0,10.0,2018.0,2.0,3.6,95.0,134356.0,7452000.0
7307,243839,Si tu voyais son coeur,Gael García Bernal, Marine Vacth, Nahuel Perez Biscayart, Karim Leklou,Joan Chemla,,,Joan Chemla, Santiago Amigorena, Guillermo Rosales,Diaphana Distribution,,,Drame, Thriller,,,,,,France,10.0,1.0,2018.0,2.0,2.3,86.0,5370.0,3700.0
7308,243879,Mes Trésors,Jean Reno, Reem Kherici, Camille Chamoux, Bruno Sanches,Pascal Bourdiaux,,,Juliette Sales, Fabien Suarez, Carole Giacobbi,SND,,,Comédie,,,,,,,France,4.0,1.0,2017.0,2.0,2.3,95.0,99200.0,1764140.0
7309,243930,Royal Orchestra,,,,,Heddy Honigmann,,,Heddy Honigmann,,,Arizona Distribution,,,Documentaire,,,,,,,Pays-Bas,23.0,3.0,2016.0,2.0,3.6,94.0,4798.0,
7310,243939,Mãe Só Há Uma,Naomi Nero, Dani Nefussi, Matheus Nachtergaele, Luciana Paes,Anna Muylaert,,,Anna Muylaert, Marcelo Caetano,,Condor Distribution,,,Comédie dramatique,,,,,,,Brésil,20.0,7.0,2016.0,2.0,3.3,82.0,8775.0,11678.0
7311,243941,The Eagle Huntress,Daisy Ridley,,,,Otto Bell,,,,,,ARP Sélection,,,Aventure, Documentaire, Famille,,,,,Mongolie,12.0,4.0,2017.0,2.0,3.6,87.0,22268.0,3169351.0
7312,243961,Inferno d'August Strindberg,Pierre Mille, Jean Peyrelade, Clovis Fouin, Jonathan Pineau-Bonetti,Paul-Anthony Mille,,,Pierre Mille, August Strindberg,,Cinéma Saint-André des Arts,,,Drame, Historique,,,,,,France,10.0,5.0,2017.0,2.0,3.1,96.0,36.0,108000.0
7313,243975,Happy End,Isabelle Huppert, Jean-Louis Trintignant, Mathieu Kassovitz, Fantine Harduin,Michael Haneke,,,Michael Haneke,,,Les Films du Losange,,,Drame,,,,,,,France,4.0,10.0,2017.0,2.0,2.6,108.0,45026.0,
7314,243976,Le Divan de Staline,Gérard Depardieu, Emmanuelle Seigner, Paul Hamy, François Chattot,Fanny Ardant,,,Fanny Ardant, Jean-Daniel Baltassat,,Alfama Films,,,Drame, Historique,,,,,,France,11.0,1.0,2017.0,2.0,2.8,92.0,23154.0,151589.0
7315,243982,Rodin,Vincent Lindon, Izïa Higelin, Séverine Caneele, Bernard Verley,Jacques Doillon,,,Jacques Doillon, Jacques Doillon,,Wild Bunch Distribution,,,Drame,,,,,,,France,24.0,5.0,2017.0,2.0,3.7,121.0,115220.0,5775943.0
7316,243994,La DorMeuse Duval,Dominique Pinon, Marina Tomé, Pascal Turmo, Delphine Depardieu,Manuel Sanchez,,,Muriel Sanchez-Harrar, Manuel Sanchez, Franz Bartelt,Quizas Prod,,,Comédie,,,,,,,France,22.0,2.0,2017.0,2.0,3.4,110.0,129.0,918120.0
7317,244053,La Nuit a dévoré le monde,Anders Danielsen Lie, Golshifteh Farahani, Denis Lavant, Sigrid Bouaziz,Dominique Rocher (II),,,Guillaume Lemans, Jérémie Guez, Dominique Rocher (II),Haut et Court,,,Fantastique, Epouvante-horreur,,,,,,France,7.0,3.0,2018.0,2.0,3.5,94.0,11718.0,3229200.0
7318,244057,Sahara,,,,,Pierre Coré,,,Pierre Coré, Nessim Debbiche, Stéphane Kazandjian,StudioCanal,,,Aventure, Animation, Famille,,,,,France,1.0,2.0,2017.0,2.0,2.5,86.0,215181.0,
7319,244059,Cigarettes et chocolat chaud,Gustave Kervern, Camille Cottin, Héloïse Dugas, Fanie Zanini,Sophie Reine,,,Sophie Reine, Gladys Marciano,,Diaphana Distribution,,,Comédie,,,,,,,France,14.0,12.0,2016.0,2.0,3.6,98.0,64971.0,997890.0
