ID,titre_original,acteur_1,acteur_2,acteur_3,acteur_4,real_1,real_2,real_3,scen_1,scen_2,scen_3,scen_4,score_disctrib,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,pays,jour_sortie,mois_sortie,annee_sortie,day_of_week_sortie,note_presse,duree,premiere_semaine_france,Budget_dollards
272016,Un Rubio,GastonRe,AlfonsoBaron,MalenaIrusta,AilinSalas,MarcoBerger,,,MarcoBerger,,,,"0,01158",Drame, Romance,,,,,,Argentine,1.0,7.0,2020.0,2.0,3.3,111.0,3578.0,3983.0
272019,Vitis Prohibita,,,,,StephanBalay,,,StephanBalay,,,,"0,01372",Documentaire,,,,,,,France,6.0,11.0,2019.0,2.0,2.3,91.0,316.0,
272034,Escape Room: Tournament of Champions,TaylorRussell,LoganMiller,ThomasCocquerel,IndyaMoore,AdamRobitel,,,WillHonley,MariaMelnik,DanielTuch,,"0,02583",Epouvante-horreur, Thriller,,,,,,U.S.A.,11.0,8.0,2021.0,2.0,2.1,88.0,82707.0,15000000.0
272043,No Coração do Mundo,KellyCrifer,LeoPyrata,GracePasso,BarbaraColen,GabrielMartins,MaurilioMartins,,GabrielMartins,MaurilioMartins,,,"0,01299",Drame,,,,,,,Brésil,18.0,12.0,2019.0,2.0,3.5,122.0,363.0,
272050,Thadam,ArunVijay,TanyaHope,FefsiVijayan,YogiBabu,MagizhThirumeni,,,,,,,"0,01495",Policier, Thriller,,,,,,Inde,8.0,3.0,2019.0,4.0,3.0,138.0,76.0,96878.0
272059,Nichinichi Kore Kôjitsu,KikiKirin,HaruKuroki,MikakoTabe,MayuHarada,TatsushiOmori,,,TatsushiOmori,NorikoMorishita,,,"0,01365",Comédie dramatique,,,,,,,Japon,26.0,8.0,2020.0,2.0,3.8,100.0,27792.0,9956464.0
272061,Boutchou,CaroleBouquet,GerardDarmon,ClementineCelarie,PascalNZonzi,AdrienPiquet-Gauthier,,,AdrienPiquet-Gauthier,SimonIstolainen,Kheiron,,"0,01664",Comédie,,,,,,,France,23.0,9.0,2020.0,2.0,1.7,78.0,76259.0,4536000.0
272089,"Fanon hier, aujourd’hui",,,,,HassaneMezine,,,HassaneMezine,,,,"0,02324",Documentaire,,,,,,,France,17.0,4.0,2019.0,2.0,3.5,87.0,173.0,
272101,Aland,ThomasGermaine,MarjaSkaffari,GaspardMartinLaprade,,ThomasGermaine,,,ThomasGermaine,JulieLerat-Gersant,,,"0,00313",Drame, Fantastique,,,,,,France,7.0,10.0,2020.0,2.0,3.8,76.0,191.0,
272103,Seuls les pirates,LudovicDouare,DelphineChuillot,RenanPrevot,GeorgesGay,GaelLepingle,,,GaelLepingle,,,,"0,00686",Drame,,,,,,,France,1.0,2.0,2023.0,2.0,3.4,90.0,161.0,
272125,Le Prince,UrsulaStrauss,Passi,NsumboTangoSamuel,VictoriaTrauttmansdorff,LisaBierwirth,,,HannesHeld,LisaBierwirth,,,"0,02470",Drame, Romance,,,,,,Allemagne,15.0,6.0,2022.0,2.0,3.1,125.0,3019.0,
272128,Clara Sola,WendyChinchillaAraya,AnaJuliaPorrasEspinoza,DanielCastanedaRincon,FlorMariaVargasChaves,NathalieAlvarezMesen,,,NathalieAlvarezMesen,MariaCamilaArias,,,"0,02284",Drame,,,,,,,Suède,1.0,6.0,2022.0,2.0,3.3,106.0,8643.0,12076.0
272131,Gaza Mon Amour,SalimDaw,HiamAbbass,MaisaAbdElhadi,GeorgeIskandar,ArabNasser,TarzanNasser,,ArabNasser,TarzanNasser,FadetteDrouard,,"0,02281",Comédie, Drame,,,,,,France,6.0,10.0,2021.0,2.0,3.4,88.0,15130.0,175672.0
272136,Nr. 10,TomDewispelaere,FriedaBarnhard,AnniekPheifer,PierreBokma,AlexVanWarmerdam,,,AlexVanWarmerdam,,,,"0,01423",Comédie, Drame, Science Fiction,,,,,Pays-Bas,30.0,8.0,2023.0,2.0,3.3,100.0,3250.0,359671.0
272140,Souviens-toi de ton futur,,,,,EnoraBoutin,,,EnoraBoutin,,,,"0,01266",Documentaire,,,,,,,France,4.0,12.0,2019.0,2.0,3.0,79.0,515.0,
272141,J'aimerais qu'il reste quelque chose,,,,,LudovicCantais,,,LudovicCantais,,,,"0,00588",Documentaire,,,,,,,France,13.0,11.0,2019.0,2.0,3.6,79.0,491.0,
272144,After Yang,ColinFarrell,JodieTurner-Smith,MaleaEmmaTjandrawidjaja,JustinH.Min,Kogonada,,,Kogonada,AlexanderWeinstein,,,"0,01549",Drame, Science Fiction,,,,,,U.S.A.,6.0,7.0,2022.0,2.0,3.2,96.0,14818.0,
272219,Les Héroïques,FrancoisCreton,RomeoCreton,RichardBohringer,ArianeAscaride,MaximeRoy,,,FrancoisCreton,MaximeRoy,,,"0,02610",Comédie, Drame,,,,,,France,20.0,10.0,2021.0,2.0,3.4,99.0,7434.0,
272220,The Last Hillbilly,,,,,ThomasJenkoe,DianeSaraBouzgarrou,,DianeSaraBouzgarrou,ThomasJenkoe,,,"0,01424",Documentaire,,,,,,,France,9.0,6.0,2021.0,2.0,3.7,80.0,2361.0,
272238,King Richard,WillSmith,AunjanueEllis,SaniyyaSidney,DemiSingleton,ReinaldoMarcusGreen,,,ZachBaylin,ZachBaylin,,,"0,03340",Biopic, Drame,,,,,,U.S.A.,1.0,12.0,2021.0,2.0,3.1,145.0,90468.0,
272249,Schwesterlein,NinaHoss,LarsEidinger,MartheKeller,JensAlbinus,VeroniqueReymond,StephanieChuat,,StephanieChuat,VeroniqueReymond,,,"0,01487",Drame,,,,,,,Suisse,6.0,10.0,2021.0,2.0,3.4,99.0,5741.0,36184.0
272250,Marjaavaan,RiteishDeshmukh,SidharthMalhotra,TaraSutaria,RakulPreetSingh,MilapZaveri,,,MilapZaveri,,,,"0,01441",Action, Bollywood,,,,,,Inde,15.0,11.0,2019.0,4.0,3.2,150.0,718.0,174164.0
272251,Adults in the Room,ChristosLoulis,AlexandrosBourdoumis,UlrichTukur,DaanSchuurmans,Costa-Gavras,,,Costa-Gavras,StephaneOsmont,YanisVaroufakis,,"0,02538",Biopic, Drame,,,,,,France,6.0,11.0,2019.0,2.0,3.6,124.0,67389.0,7106400.0
272301,Première Campagne,,,,,AudreyGordon,,,AudreyGordon,,,,"0,02466",Documentaire,,,,,,,France,17.0,4.0,2019.0,2.0,3.3,72.0,497.0,
272312,The Bra,Predrag&#039;Miki&#039;Manojlovic,DenisLavant,PazVega,ChulpanKhamatova,VeitHelmer,,,LeonieGeisinger,VeitHelmer,,,"0,02093",Comédie dramatique,,,,,,,Allemagne,11.0,9.0,2019.0,2.0,2.8,90.0,1139.0,8314.0
272355,Kimetsu no Yaiba: Mugen Ressha-Hen,,,,,HaruoSotozaki,,,KoyoharuGotouge,,,,"0,00852",Action, Animation, Fantastique,,,,,Japon,19.0,5.0,2021.0,2.0,3.8,117.0,168930.0,
272425,Ultravokal,ClaudiaFortunato,StevensFay,AngeloAybar,,ChristopheKarabache,,,ChristopheKarabache,,,,"0,01019",Drame, Western,,,,,,France,8.0,5.0,2019.0,2.0,1.6,93.0,98.0,
272433,The Marvels,BrieLarson,ImanVellani,TeyonahParris,SamuelL.Jackson,NiaDaCosta,,,MeganMcDonnell(IV),ElissaKarasik,NiaDaCosta,,"0,02489",Action, Aventure, Fantastique, Science Fiction,,,,U.S.A.,8.0,11.0,2023.0,2.0,2.3,105.0,369007.0,220000000.0
272441,Kaijû no kodomo,,,,,AyumuWatanabe,,,DaisukeIgarashi,DaisukeIgarashi,,,"0,02334",Animation,,,,,,,Japon,10.0,7.0,2019.0,2.0,3.9,111.0,24250.0,81237.0
272483,The Rental,DanStevens,AlisonBrie,SheilaVand,JeremyAllenWhite,DaveFranco,,,DaveFranco,JoeSwanberg,,,"0,04368",Epouvante-horreur, Thriller,,,,,,U.S.A.,19.0,8.0,2020.0,2.0,2.3,88.0,45458.0,3500000.0
272489,The End of Love,JudithChemla,AriehWorthalter,NoemieLvovsky,LennyDahan,KerenBenRafael,,,KerenBenRafael,EliseBenroubi,,,"0,01549",Drame, Romance,,,,,,France,30.0,9.0,2020.0,2.0,3.6,90.0,16233.0,2000.0
272523,Des hommes,GerardDepardieu,CatherineFrot,Jean-PierreDarroussin,YoannZimmer,LucasBelvaux,,,LucasBelvaux,LaurentMauvignier,LucasBelvaux,,"0,02467",Drame, Historique,,,,,,France,2.0,6.0,2021.0,2.0,3.1,101.0,75111.0,1313786.0
272526,"Aujourd'hui, rien",PierreEmo,YumingHey,SergioDanielRamirez,CyrillePernet,ChristophePellet,,,CesarePavese,Jean-LucLagarce,,,"0,00000",Drame,,,,,,,France,24.0,4.0,2019.0,2.0,3.0,82.0,175.0,
272585,Les Petits Maîtres du Grand hôtel,,,,,JacquesDeschamps(II),,,JacquesDeschamps(II),,,,"0,02466",Documentaire, Musical,,,,,,France,25.0,9.0,2019.0,2.0,3.3,80.0,1470.0,
272586,Dream Horse,ToniCollette,DamianLewis,OwenTeale,JoannaPage,EurosLyn,,,NeilMcKay,JanetVokes,,,"0,02334",Biopic, Comédie, Drame,,,,,Grande-Bretagne,4.0,8.0,2021.0,2.0,2.7,113.0,7368.0,2913328.0
272613,Laal Singh Chaddha,AamirKhan,MonaSingh,KareenaKapoor,NagaChaitanyaAkkineni,AdvaitChandan,,,EricRoth,AtulKulkarni,,,"0,02429",Comédie dramatique,,,,,,,Inde,11.0,8.0,2022.0,3.0,2.9,159.0,6840.0,21600000.0
272638,Alcarràs,JordiPujolDolcet,AnnaOtin,XeniaRoset,AlbertBosch,CarlaSimon,,,CarlaSimon,ArnauVilaro,,,"0,02610",Drame,,,,,,,Espagne,18.0,1.0,2023.0,2.0,3.9,120.0,20951.0,41093.0
272698,Malmkrog,AgatheBosch,FredericSchulz-Richard,DianaSakalauskaite,UgoBroussot,CristiPuiu,,,CristiPuiu,VladimirSoloviev,,,"0,02470",Drame, Historique,,,,,,Roumanie,8.0,7.0,2020.0,2.0,3.8,200.0,1775.0,1514449.0
272703,Il était une fois Hamlet et Ophélie à Shanghai...,,,,,EllenoreLoehr,,,EllenoreLoehr,,,,"0,00418",Documentaire,,,,,,,France,22.0,5.0,2019.0,2.0,3.0,80.0,47.0,
272704,Mextoys (aucun rapport avec les Mexicains),ZacharieHeyblom-Taliercio,RegisLionti,EliseLissague,NoemieBousquainaud,ZacharieHeyblom-Taliercio,VladimirAuque,,ZacharieHeyblom-Taliercio,,,,"0,02324",Comédie,,,,,,,France,29.0,5.0,2019.0,2.0,2.7,90.0,36.0,
272706,Swing Time in Limousin,,,,,DilipVarma,DominiqueVarma,,DilipVarma,DominiqueVarma,,,"0,02324",Documentaire,,,,,,,France,15.0,5.0,2019.0,2.0,3.0,75.0,129.0,
272765,Tout nous sourit,ElsaZylberstein,StephaneDeGroodt,GuyMarchand,AnneBenoit,MelissaDrigeard,,,MelissaDrigeard,VincentJuillet,,,"0,02266",Comédie,,,,,,,France,20.0,10.0,2021.0,2.0,3.4,101.0,77699.0,1249496.0
272837,XY Chelsea,,,,,TimTraversHawkins,,,MarkMonroe,,,,"0,01245",Documentaire,,,,,,,Grande-Bretagne,30.0,10.0,2019.0,2.0,3.3,92.0,646.0,12959.0
272918,Il Maestro di Vigevano,AlbertoSordi,ClaireBloom,VitoDeTaranto,YaDoucheskaya,ElioPetri,,,ElioPetri,AgenoreIncrocci,FurioScarpelli,,"0,01485",Comédie dramatique,,,,,,,Italie,3.0,12.0,2019.0,1.0,3.1,105.0,556.0,
272929,Et je choisis de vivre,AmandeMarty,NansThomassey,,,DamienBoyer,NansThomassey,,DamienBoyer,NansThomassey,AmandeMarty,,"0,01111",Documentaire,,,,,,,France,5.0,6.0,2019.0,2.0,4.6,70.0,13439.0,
272973,Fin de siglo,JuanBarberini,RamonPujol,MiaMaestro,MarianoLopezSeoane,LucioCastro,,,LucioCastro,,,,"0,01158",Drame, Romance,,,,,,Argentine,23.0,9.0,2020.0,2.0,2.9,84.0,3180.0,66309.0
272974,Månelyst i Flåklypa,,,,,RasmusA.Sivertsen,,,KarstenFullu,KjellAukrust,,,"0,02472",Aventure, Animation, Famille,,,,,Norvège,6.0,11.0,2019.0,2.0,3.3,80.0,16061.0,4322500.0
272976,Pirouette et le sapin de Noël,,,,,,,,,,,,"0,02472",Animation,,,,,,,France,20.0,11.0,2019.0,2.0,2.9,44.0,2632.0,
272977,Das Mädchen und die Spinne,HenrietteConfurius,LilianeAmuat,UrsinaLardi,FlurinGiger,RamonZurcher,SilvanZurcher,,RamonZurcher,SilvanZurcher,,,"0,01297",Drame,,,,,,,Suisse,20.0,10.0,2021.0,2.0,3.8,98.0,1008.0,2278.0
273004,Bharat,SalmanKhan,KatrinaKaif,DishaPatani,Tabu,AliAbbasZafar,,,AliAbbasZafar,,,,"0,01495",Bollywood, Drame,,,,,,Inde,5.0,6.0,2019.0,2.0,3.4,126.0,3146.0,
273120,Promising Young Woman,CareyMulligan,BoBurnham,AlisonBrie,ConnieBritton,EmeraldFennell,,,EmeraldFennell,,,,"0,02973",Comédie, Drame, Thriller,,,,,U.S.A.,26.0,5.0,2021.0,2.0,3.3,108.0,45320.0,
273124,Quelle folie,AurelienDeschamps,,,,DiegoGovernatori,,,DiegoGovernatori,,,,"0,01424",Documentaire,,,,,,,France,9.0,10.0,2019.0,2.0,3.7,87.0,2613.0,
273138,Un tour chez ma fille,JosianeBalasko,MathildeSeigner,JeromeCommandeur,PhilippeLefebvre,EricLavaine,,,EricLavaine,HectorCabelloReyes,BrunoLavaine,,"0,03024",Comédie,,,,,,,France,16.0,6.0,2021.0,2.0,2.0,89.0,146389.0,3192017.0
273162,Služobníci,SamuelSkyva,SamuelPolakovic,VladIvanov,VladimirStrnisko,IvanOstrochovsky,,,IvanOstrochovsky,MarekLescak,RebeccaLenkiewicz,,"0,02552",Drame,,,,,,,Slovaquie,2.0,6.0,2021.0,2.0,3.8,81.0,4702.0,28033.0
273168,Mano de Obra,LuisAlberti,HugoMendoza,JonathanSanchez,HoracioCelestino,DavidZonana,,,DavidZonana,,,,"0,02552",Drame,,,,,,,Mexique,19.0,8.0,2020.0,2.0,3.8,83.0,4372.0,
273171,Le Milieu De L'Horizon,LaetitiaCasta,LucBruchez,ClemencePoesy,ThibautEvrard,DelphineLehericey,,,JoanneGiger,RolandButi,DelphineLehericey,,"0,01526",Drame,,,,,,,Suisse,20.0,10.0,2021.0,2.0,2.8,92.0,763.0,152.0
273177,La Femme De Mon Frère,Anne-ElisabethBosse,PatrickHivon,SassonGabai,EvelyneBrochu,MoniaChokri,,,MoniaChokri,,,,"0,02134",Comédie,,,,,,,Canada,26.0,6.0,2019.0,2.0,3.3,117.0,66137.0,539524.0
273179,Metri Shesh Va Nim,PaymanMaadi,NavidMohammadzadeh,HoumanKiai,ParinazIzadyar,SaeedRoustaee,,,SaeedRoustaee,,,,"0,02538",Action, Policier, Drame,,,,,Iran,28.0,7.0,2021.0,2.0,4.1,134.0,39416.0,
273207,Shazam! Fury of the Gods,ZacharyLevi,AsherAngel,JackDylanGrazer,LucyLiu,DavidF.Sandberg,,,HenryGayden,ChrisMorgan,BillParker(VI),,"0,03340",Action, Aventure, Comédie, Fantastique,,,,U.S.A.,29.0,3.0,2023.0,2.0,2.4,130.0,262525.0,125000000.0
273225,Mica,ZakariaInan,SabrinaOuazani,AzelarabKaghat,RachidFekkak,IsmaelFerroukhi,,,IsmaelFerroukhi,FadetteDrouard,,,"0,01415",Drame, Évènement Sportif,,,,,,Maroc,22.0,12.0,2021.0,2.0,2.8,103.0,765.0,
273228,L'Oiseau De Paradis,SebastianUrzendowsky,Blanche-NeigeHuri,PatrickDescamps,AhuraTemaru,PaulManate,,,PaulManate,CecileDucrocq,,,"0,00656",Drame, Fantastique,,,,,,France,24.0,5.0,2020.0,6.0,2.7,89.0,63.0,
273261,Les Apparences,KarinViard,BenjaminBiolay,LucasEnglander,LaetitiaDosch,MarcFitoussi,,,MarcFitoussi,KarinAlvtegen,,,"0,02585",Thriller,,,,,,,France,23.0,9.0,2020.0,2.0,3.2,110.0,143620.0,
273263,Charlatan,IvanTrojan,JosefTrojan,JurajLoj,JaroslavaPokorna,AgnieszkaHolland,,,MarekEpstein,,,,"0,02472",Biopic, Drame, Historique,,,,,Pologne,30.0,6.0,2021.0,2.0,3.0,119.0,17917.0,15000.0
273267,February,LachezarNikolayevDimitrov,KolyoIvanovDobrev,IvanNalbantov,DimitarRadoinov,KamenKalev,,,KamenKalev,KamenKalev,,,"0,01724",Drame,,,,,,,Bulgarie,30.0,6.0,2021.0,2.0,4.0,125.0,3002.0,
273269,"Chambord - Then, Now And Forever",,,,,LaurentCharbonnier,,,LaurentCharbonnier,CoralieMiller,MartineTodisco,,"0,02466",Documentaire,,,,,,,France,2.0,10.0,2019.0,2.0,2.4,90.0,12566.0,
273270,Douze Mille,AriehWorthalter,NadegeTrebal,LivHenneguier,FlorenceThomassin,NadegeTrebal,,,NadegeTrebal,,,,"0,02470",Drame,,,,,,,France,15.0,1.0,2020.0,2.0,3.2,111.0,1375.0,1296000.0
273272,Au coeur du bois,,,,,ClausDrexel,,,ClausDrexel,,,,"0,01642",Documentaire,,,,,,,France,8.0,12.0,2021.0,2.0,3.7,90.0,2609.0,
273290,Les Chinois Et Moi,RenaudCohen,MonsieurKong,MonsieurMeng,HongSooAh,RenaudCohen,,,RenaudCohen,,,,"0,00735",Comédie, Documentaire,,,,,,France,15.0,5.0,2019.0,2.0,3.2,70.0,349.0,
273319,De Cendres et de Braises,,,,,ManonOtt,GregoryCohen,,,,,,"0,01110",Documentaire,,,,,,,France,25.0,9.0,2019.0,2.0,3.6,73.0,556.0,
273320,Cold Blood Legacy,JeanReno,SarahLind,JoeAnderson,DavidGyasi,FredericPetitjean,,,FredericPetitjean,,,,"0,02429",Action, Thriller,,,,,,France,15.0,5.0,2019.0,2.0,2.8,91.0,77596.0,2700000.0
273331,Kabir Singh,ShahidKapoor,KiaraAdvani,ArjanBajwa,SureshOberoi,SandeepReddyVanga,,,,,,,"0,01441",Action, Drame, Romance,,,,,Inde,21.0,6.0,2019.0,4.0,3.0,172.0,783.0,8500000.0
273335,"Daniel Darc, Pieces of My Life",DanielDarc,FredericLo,GeorgesBetzounis,,MarcDufaud,ThierryVilleneuve,,,,,,"0,01724",Documentaire,,,,,,,France,24.0,7.0,2019.0,2.0,3.7,105.0,2482.0,37683.0
273336,Lengemesék 2 - Tél a Nádtengeren,,,,,ZsoltPalfi,,,,,,,"0,01724",Animation,,,,,,,Hongrie,2.0,10.0,2019.0,2.0,2.4,70.0,2438.0,
273342,Bones and All,TimotheeChalamet,TaylorRussell,MarkRylance,MichaelStuhlbarg,LucaGuadagnino,,,DavidKajganich,CamilleDeAngelis,,,"0,03340",Drame, Epouvante-horreur, Romance,,,,,Italie,23.0,11.0,2022.0,2.0,3.2,130.0,38761.0,16000000.0
273345,Madre,MartaNieto,JulesPorier,AlexBrendemuhl,AnneConsigny,RodrigoSorogoyen,,,RodrigoSorogoyen,IsabelPena,,,"0,02668",Drame, Thriller,,,,,,Espagne,22.0,7.0,2020.0,2.0,3.6,129.0,30484.0,
273346,Vers La Bataille,MalikZidi,LeynarGomez,ThomasChabrol,MaxenceTual,AurelienVernhes-Lermusiaux,,,AurelienVernhes-Lermusiaux,OlivierDemangel,,,"0,02334",Aventure, Drame, Western,,,,,France,26.0,5.0,2021.0,2.0,3.2,90.0,2347.0,15396.0
273347,Goodbye Mister Wong,NiniPhonesavanhVilivong,MarcBarbe,SoulasathSaul,NathalieRichard,Kiye-SimonLuang,,,Kiye-SimonLuang,,,,"0,02470",Drame,,,,,,,France,29.0,12.0,2021.0,2.0,3.6,100.0,814.0,
273348,Pleasure,SofiaKappel,RevikaReustle,EvelynClaire,ChrisCock,NinjaThyberg,,,NinjaThyberg,PeterModestij,,,"0,02257",Drame,,,,,,,Suède,20.0,10.0,2021.0,2.0,3.5,109.0,11214.0,
273353,Los Lobos,MarthaReyesArias,MaximilianoNajarMarquez,LeonardoNajarMarquez,CiciLau,SamuelKishiLeopo,,,SamuelKishiLeopo,SofiaGomez-Cordova,LuisBriones,,"0,02093",Drame,,,,,,,Mexique,19.0,1.0,2022.0,2.0,3.4,95.0,7129.0,
273371,Porte sans clef,Marc-AntoineVaugeois,ChristopheDegoutin,PascaleBodet,SergeBozon,PascaleBodet,,,PascaleBodet,,,,"0,00686",Drame,,,,,,,France,19.0,6.0,2019.0,2.0,3.3,77.0,262.0,
273387,Cyrano et la petite valise,,,,,MarieFrapin,,,MarieFrapin,,,,"0,00362",Documentaire,,,,,,,France,12.0,6.0,2019.0,2.0,3.0,94.0,91.0,
273411,The Nun II,TaissaFarmiga,JonasBloquet,StormReid,AnnaPopplewell,MichaelChaves,,,IanB.Goldberg,RichardNaing,AkelaCooper,,"0,03340",Epouvante-horreur,,,,,,,U.S.A.,13.0,9.0,2023.0,2.0,2.4,109.0,464102.0,38000000.0
273441,Botero,,,,,DonMillar,,,DonMillar,HartSnider,,,"0,00979",Documentaire,,,,,,,Canada,29.0,1.0,2020.0,2.0,2.3,82.0,137.0,
273450,Lucky,MichaelYoun,AlbanIvanov,FlorenceForesti,SarahSuco,OlivierVanHoofstadt,,,OlivierVanHoofstadt,MouradDhoir,,,"0,01473",Comédie,,,,,,,France,26.0,2.0,2020.0,2.0,2.9,86.0,84891.0,13000.0
273483,Camino Skies,,,,,FergusGrady,NoelSmyth,,FergusGrady,NoelSmyth,,,"0,01209",Documentaire,,,,,,,Nouvelle-Zélande,9.0,9.0,2020.0,2.0,3.4,80.0,3826.0,465462.0
273484,Basude Wandarando,,,,,KeiichiHara,,,MihoMaruo,SachikoKashiwaba,,,"0,01365",Animation, Fantastique,,,,,,Japon,24.0,7.0,2019.0,2.0,3.4,115.0,19356.0,50876.0
273485,Mr. Local,Sivakarthikeyan,NayantharaKurian,RadhikaSarathkumar,SathishKrishnan,M.Rajesh,,,,,,,"0,01441",Comédie,,,,,,,Inde,17.0,5.0,2019.0,4.0,2.5,156.0,969.0,
273486,NGK,Suriya,SaiPallavi,RakulPreetSingh,Devaraj,K.Selvaraghavan,,,,,,,"0,01441",Action, Drame,,,,,,Inde,31.0,5.0,2019.0,4.0,3.6,150.0,1823.0,430902.0
273487,Never Rarely Sometimes Always,SidneyFlanigan,TaliaRyder,TheodorePellerin,SharonVanEtten,ElizaHittman,,,ElizaHittman,,,,"0,02973",Drame,,,,,,,U.S.A.,19.0,8.0,2020.0,2.0,3.4,102.0,10535.0,
273488,Countdown,ElizabethLail,JordanCalloway,TalithaBateman,TichinaArnold,JustinDec,,,JustinDec,,,,"0,04368",Epouvante-horreur,,,,,,,U.S.A.,13.0,11.0,2019.0,2.0,2.8,91.0,151196.0,6500000.0
273490,Andy,VincentElbaz,AliceTaglioni,JacquesWeber,PhilippeCura,JulienWeill,,,JulienWeill,VincentElbaz,GregoryBoutboul,,"0,04368",Comédie, Romance,,,,,,France,4.0,9.0,2019.0,2.0,2.8,90.0,19896.0,
273491,"Kimi to, nami ni noretara",,,,,MasaakiYuasa,,,ReikoYoshida,,,,"0,01381",Animation, Fantastique, Romance,,,,,Japon,1.0,9.0,2021.0,2.0,3.7,95.0,5636.0,332432.0
273492,Ternet Ninja,,,,,AndersMatthesen,ThorbjornChristoffersen,,AndersMatthesen,AndersMatthesen,,,"0,01381",Aventure, Animation, Comédie,,,,,Danemark,15.0,7.0,2020.0,2.0,3.7,81.0,58314.0,2177892.0
273494,Baishe: Yuanqi,,,,,JiZhao,AmpWong,,Damao,,,,"0,02472",Animation, Fantastique, Romance,,,,,Chine,9.0,2.0,2022.0,2.0,3.2,98.0,37105.0,34730.0
273496,Away,,,,,GintsZilbalodis,,,GintsZilbalodis,,,,"0,01245",Aventure, Animation,,,,,,Lettonie,23.0,9.0,2020.0,2.0,3.3,75.0,1924.0,5000.0
273506,Kaappaan,Mohanlal,Arya,DilyanaBouklieva,,K.V.Anand,,,,,,,"0,01495",Action, Drame, Thriller,,,,,Inde,20.0,9.0,2019.0,4.0,3.3,162.0,3274.0,605756.0
273522,Le Chant de la couleuvre,MiklosBacs,AlexandraMilgrom,AngelicaNicoara,GeorgheNutescu,EmmanuelRaquin-Lorenzi,,,EmmanuelRaquin-Lorenzi,,,,"0,02324",Drame, Fantastique,,,,,,France,5.0,6.0,2019.0,2.0,2.6,66.0,48.0,
273523,Cittadini del mondo,GianniDiGregorio,EnnioFantastichini,GiorgioColangeli,RobertoHerlitzka,GianniDiGregorio,,,GianniDiGregorio,MarcoPettenello,,,"0,02668",Comédie dramatique,,,,,,,Italie,26.0,8.0,2020.0,2.0,3.4,91.0,13217.0,
273524,Tre Piani,MargheritaBuy,RiccardoScamarcio,AlbaRohrwacher,NanniMoretti,NanniMoretti,,,NanniMoretti,FedericaPontremoli,ValiaSantella,,"0,02668",Comédie, Comédie dramatique, Drame,,,,,Italie,10.0,11.0,2021.0,2.0,3.2,120.0,65389.0,8891487.0
273579,Les Misérables,DamienBonnard,AlexisManenti,DjebrilZonga,IssaPerica,LadjLy,,,LadjLy,GiordanoGederlini,AlexisManenti,,"0,02668",Policier, Drame,,,,,,France,20.0,11.0,2019.0,2.0,4.3,105.0,559378.0,330181.0
273580,Akinjeon,Dong-seokMa,KimMoo-yul,KimSung-kyu,Gyu-riKim,LeeWon-Tae,,,LeeWon-Tae,LeeWon-Tae,LeeWon-Tae,,"0,04368",Action, Policier, Thriller,,,,,Corée du Sud,14.0,8.0,2019.0,2.0,3.2,110.0,56029.0,216494.0
273581,The Climb,KyleMarvin,MichaelAngeloCovino,GayleRankin,TaliaBalsam,MichaelAngeloCovino,,,MichaelAngeloCovino,KyleMarvin,,,"0,04368",Comédie, Drame,,,,,,U.S.A.,29.0,7.0,2020.0,2.0,3.9,98.0,26556.0,
273582,Nina Wu,WuKe-Xi,VivianSung,KimiHsia,ShihMing-Shuai,MidiZ,,,WuKe-Xi,MidiZ,,,"0,02284",Drame, Thriller,,,,,,Taïwan,8.0,1.0,2020.0,2.0,3.1,103.0,5145.0,
273583,Adam,LubnaAzabal,NisrinErradi,DouaeBelkhaouda,AzizHattab,MaryamTouzani,,,MaryamTouzani,NabilAyouch,,,"0,02467",Drame,,,,,,,Maroc,5.0,2.0,2020.0,2.0,3.7,101.0,36101.0,
273587,Papicha,LynaKhoudri,ShirineBoutella,HildaAmiraDouaouda,YasinHouicha,MouniaMeddour,,,MouniaMeddour,FadetteDrouard,,,"0,02466",Drame,,,,,,,France,9.0,10.0,2019.0,2.0,3.7,108.0,74716.0,
273588,Tommaso,WillemDafoe,AnnaFerrara,CristinaChiriac,StellaMastrantonio,AbelFerrara,,,AbelFerrara,MarcoSpoletini,,,"0,02175",Drame,,,,,,,Italie,8.0,1.0,2020.0,2.0,3.3,117.0,3994.0,3240000.0
273589,Que Sea Ley,,,,,JuanSolanas,,,JuanSolanas,,,,"0,01454",Documentaire,,,,,,,Argentine,11.0,3.0,2020.0,2.0,3.1,86.0,1632.0,45502.0
273591,"Family Romance, LLC",IshiiYuichi,MahiroTanimoto,,,WernerHerzog,,,WernerHerzog,,,,"0,01642",Drame,,,,,,,U.S.A.,19.0,8.0,2020.0,2.0,3.4,89.0,6467.0,3126.0
273592,Liu Yu Tian,ZuFeng,LuHuang,ChenMinghao,QianruZhang,ZuFeng,,,ZuFeng,ZhouYang,ZhouYang,,"0,01503",Romance, Thriller,,,,,,Chine,4.0,12.0,2019.0,2.0,2.6,115.0,846.0,171605.0
273593,La Grand-Messe,,,,,MerylFortunat-Rossi,ValeryRosier,,MerylFortunat-Rossi,ValeryRosier,,,"0,00566",Documentaire,,,,,,,France,3.0,7.0,2019.0,2.0,3.2,70.0,63.0,124200.0
