ID,director,STARmeter
nm0490324,ElianedeLatour,660852
nm0490702,ChantalLauby,120191
nm0490736,SebastienLaudenbach,279785
nm0490771,ChristophLauenstein,394431
nm0490773,WolfgangLauenstein,625763
nm0491222,EmmanuelLaurent,735994
nm0491259,MelanieLaurent,1064
nm0491708,EricLavaine,189503
nm0494066,IsildLeBesco,28623
nm0494069,Maiwenn,2921
nm0494104,GabrielLeBomin,353723
nm0494355,PhilippeLeGuay,185714
nm0494389,BrunoLeJean,2418133
nm0494408,JeromeLeMaire,1227433
nm0494426,ChristopheLeMasne,852047
nm0494467,YvanLeMoine,1614608
nm0494504,AnneLeNy,48611
nm0494557,SergeLePeron,1010931
nm0494558,DidierLePecheur,425754
nm0494569,EricLeRoch,754205
nm0494733,ChristianLelong,10119966
nm0496172,LucLeclercduSablon,5226125
nm0496227,KadijaLeclere,320947
nm0496293,OunieLecomte,1233236
nm0496312,PatriceLeconte,38001
nm0496863,BensonLee,299674
nm0497274,FrancisLee,32225
nm0497489,Je-yongLee,454249
nm0498555,TonyLeech,207074
nm0498658,LisaLeeman,485679
nm0498898,PhilippeLefebvre,204834
nm0499196,AlejandroLegaspi,1263143
nm0499448,GillesLegrand,500615
nm0499488,XavierLegrand,38038
nm0499567,HassanLegzouli,1479295
nm0499724,MichaelLehmann,23094
nm0499777,MarkkuLehmuskallio,430810
nm0500343,EricLeighton,171081
nm0500444,DannyLeiner,40210
nm0500896,DavidLeland,39615
nm0500976,GillesLellouche,19466
nm0500977,PhilippeLellouche,247106
nm0500988,ClaudeLelouch,34106
nm0501161,NicolaLemay,1003602
nm0501185,MichaelLembeck,10881
nm0501256,ValerieLemercier,32363
nm0501281,EllaLemhagen,169453
nm0501335,JeanLemire,2155590
nm0501435,KasiLemmons,10056
nm0501548,ArnaudLemort,643426
nm0502133,BlandineLenoir,110366
nm0502932,NunoLeonel,933291
nm0502954,JohnR.Leonetti,43118
nm0503259,PeterLepeniotis,122227
nm0503497,JorgenLerdam,451947
nm0503982,WitoldLesiewicz,1165302
nm0504267,JalilLespert,75192
nm0504272,PhilippeLespinasse,1106095
nm0504642,LouisLeterrier,11736
nm0505083,ElisabethLeuvrey,11026157
nm0505152,BrianLevant,37727
nm0505183,GregoryLevasseur,109622
nm0506071,MarkLevinson,317137
nm0506094,SamLevinson,8415
nm0506290,KristianLevring,103738
nm0506518,LorraineLevy,412440
nm0506576,PatrickLevy,978293
nm0506613,ShawnLevy,180
nm0506802,BenLewin,25494
nm0507913,KatiaLewkowicz,582700
nm0508208,FernandoLeondeAranoa,56022
nm0508357,BlancaLi,252756
nm0509028,DemianLichtenstein,51351
nm0509033,MitchellLichtenstein,28929
nm0509448,JonathanLiebesman,23238
nm0509504,RitonLiebman,205745
nm0509633,JensLien,122087
nm0509734,ErikLieshout,1713778
nm0509852,SebastienLifshitz,128333
nm0510233,Jean-PaulLilienfeld,531197
nm0510674,KevinLima,31577
nm0510731,DougLiman,3362
nm0510912,JustinLin,10354
nm0513371,PhilippeLioret,171429
nm0514546,DwightH.Little,35756
nm0515913,AlexisLloyd,693673
nm0516360,KenLoach,6773
nm0517318,TonyLoeser,1459981
nm0517514,BobLogan,200182
nm0518154,IlianaLolic,346835
nm0518644,RichardLoncraine,45821
nm0518836,KennethLonergan,9479
nm0520485,PeterLord,63916
nm0520569,OlivierLorelle,540964
nm0520749,RobertLorenz,22503
nm0521411,AlfredLot,431692
nm0521425,SteveLoter,158341
nm0521628,NathalieLoubeyre,2366845
nm0522151,OlivierLoustau,387305
nm0522177,Marc-OlivierLouveau,3454339
nm0522393,NickLove,19929
nm0522844,StephenLow,594359
nm0523879,ArikLubetzki,1016405
nm0524190,JonLucas,58058
nm0524516,DanieleLuchetti,75215
nm0525141,JohnLuessenhop,87140
nm0525303,BazLuhrmann,3541
nm0525659,RobertLuketic,28846
nm0526019,DiegoLuna,3059
nm0526675,PascalLuneau,2264511
nm0526732,PavelLungin,95425
nm0526819,TomasLunak,791192
nm0527109,RodLurie,27314
nm0527217,HamiltonLuske,91380
nm0527261,PatrickLussier,24966
nm0527453,MilanLuthria,88358
nm0527810,EmanueleLuzzati,864141
nm0527852,NoemieLvovsky,56110
nm0528186,EurosLyn,34181
nm0528337,JenniferLynch,13663
nm0528454,SholaLynch,270075
nm0528718,JonathanLynn,21908
nm0528969,PhilippeLyon,555234
nm0529614,Jean-LucLeon,7513050
nm0529616,PierreLeon,348039
nm0529619,VladimirLeon,1302386
nm0529621,BernardLeonard,1069188
nm0529706,MichelLeviant,10664459
nm0529717,Bernard-HenriLevy,148341
nm0529750,LamLe,634610
nm0530031,BrunoLopez,1390985
nm0530981,GeorgMaas,256186
nm0531195,VincentMacaigne,31827
nm0531817,KevinMacdonald,14423
nm0532237,UrsulaMacfarlane,112444
nm0532263,GregMacGillivray,194594
nm0532509,SergioMachado,115587
nm0533284,DavidMackenzie,12531
nm0533691,AngusMacLane,73020
nm0534665,GuyMaddin,25650
nm0535577,MarieMaffre,4570576
nm0536251,FranckMagnier,546474
nm0536632,SharonMaguire,50274
nm0537608,DominiqueMaillet,309535
nm0537611,GeraldineMaillet,645816
nm0537626,JacquesMaillot,875161
nm0537734,GabrieleMainetti,61930
nm0537923,GillesdeMaistre,62661
nm0538532,MohsenMakhmalbaf,37547
nm0538533,SamiraMakhmalbaf,90785
nm0538855,HoratiuMalaele,120035
nm0538977,JacquesMalaterre,341359
nm0539022,ChristopheMalavoy,157231
nm0539782,CathyMalkasian,503437
nm0540962,MathiasMalzieu,197168
nm0541562,GailMancuso,33045
nm0542450,EthanManiquis,44049
nm0542642,AmiCanaanMann,48019
nm0544305,DavideManuli,297711
nm0544337,GregManwaring,164302
nm0544528,ReneManzor,89576
nm0544828,NaelMarandin,664657
nm0545356,OlivierMarchal,25741
nm0545382,GillesMarchand,140719
nm0545701,YvonMarciano,592209
nm0545861,DavidMarconi,92746
nm0545876,RodolpheMarconi,1061432
nm0546008,PaulaMarkovitch,211796
nm0546510,FrancoMaresco,552706
nm0546753,FrancoisMargolin,893350
nm0547017,BenoitMariage,1059958
nm0547377,GuyMarignane,12408773
nm0548072,AnaMariscal,308463
nm0548686,KarlMarkovics,31618
nm0550059,VincenzoMarra,335464
nm0550071,LailaMarrakchi,133911
nm0550881,FrankMarshall,13606
nm0551076,NeilMarshall,8951
nm0551128,RobMarshall,13817
nm0551358,JoshuaMarston,81390
nm0551506,LucreciaMartel,42038
nm0551761,FrancoisMarthouret,213926
nm0552490,Jean-LoupMartin,5231295
nm0553303,JacquesMartineau,352403
nm0553400,GillesMartinerie,7091395
nm0553942,SteveMartino,110351
nm0554076,MarcoMartins,165297
nm0554280,MarioMartone,109563
nm0554532,ManuelMartinCuenca,85183
nm0556094,Masayuki,1191093
nm0556301,RashidMasharawi,244787
nm0557044,MaiMasri,213432
nm0557122,ChristosMassalas,291088
nm0557267,OlivierMasset-Depasse,122837
nm0557501,LaetitiaMasson,150695
nm0558094,DaliborMatanic,85939
nm0559564,ToshioMatsumoto,78203
nm0560434,LorenzoMattotti,736789
nm0561097,EdouardMauriat,6011655
nm0562266,JohnMaybury,73348
nm0562470,MaxMayer,163120
nm0562476,MichaelMayer,622982
nm0562541,ZoltanMayer,336230
nm0562645,LesMayfield,57756
nm0563175,GuyMazarguil,1301371
nm0563183,AlainMazars,2201547
nm0563189,BernardMazauric,779456
nm0563243,DanMazer,46996
nm0563440,PatriciaMazuy,126249
nm0563740,AissaMaiga,24518
nm0566380,JonasMcCord,155675
nm0567620,JohnMichaelMcDonagh,15436
nm0569390,EricMcGinty,449463
nm0569790,DouglasMcGrath,31798
nm0570082,MaryMcGuckian,60546
nm0570912,AdamMcKay,3460
nm0572562,GregMcLean,29493
nm0573589,DavidMcNally,91145
nm0574625,JamesMcTeigue,18867
nm0575263,CharlesdeMeaux,675551
nm0575523,JulioMedem,33638
nm0575609,HeleneMedigue,202470
nm0575726,JuanCarlosMedina,93452
nm0576298,OlivierMegaton,39521
nm0576732,UrsulaMeier,116997
nm0576987,FernandoMeirelles,13342
nm0577483,SiriMelchior,900919
nm0577647,TheodoreMelfi,25333
nm0577663,FernandMelgar,1629443
nm0578899,GeorgeMendeluk,139614
nm0579062,JosueMendez,1259972
nm0579370,RubenMendoza,598245
nm0579653,MariaVictoriaMenis,601253
nm0580698,IsabelleMergault,117825
nm0580729,E.EliasMerhige,33987
nm0580982,AgnesMerlet,376285
nm0581081,FredericMermoud,241314
nm0581170,ChristianMerret-Palmair,7328928
nm0581206,IanMerrick,424957
nm0582841,Jean-HenriMeunier,9221505
nm0583515,DaveMeyers,10379
nm0583600,NancyMeyers,4479
nm0583675,MennoMeyjes,61668
nm0583725,OlivierMeyrou,8459758
nm0583939,FlorenceMiailhe,145377
nm0584729,Marie-DominiqueMichaud,352725
nm0584921,ThierryMichel,575676
nm0585011,RogerMichell,18105
nm0586123,RaduMihaileanu,85635
nm0586281,TakashiMiike,8536
nm0586482,NikitaMikhalkov,25745
nm0586857,HeleneMilano,12908899
nm0587036,ZdenekMiler,341473
nm0587271,Jean-LouisMilesi,1233916
nm0587791,PatrickMille,120903
nm0587955,BennettMiller,8295
nm0588087,ChristopherMiller,12469
nm0588341,FrankMiller,1824029
nm0589050,NathanMiller,556194
nm0589182,RebeccaMiller,9411
nm0589436,TimMiller,8877623
nm0590122,MikeMills,14430
nm0590882,MatejMinac,460080
nm0590991,IgorMinaiev,285025
nm0591129,Jean-MarcMineo,263819
nm0591360,AlainMinier,855635
nm0591362,LucaMiniero,246995
nm0591450,RobMinkoff,15028
nm0591870,MiranMiosic,1601105
nm0591925,RezaMirkarimi,205763
nm0591994,LexiAlexander,25207
nm0592400,DavidMirkin,45127
nm0592436,BradMirman,103621
nm0592471,FrancoisMiron,3893947
nm0592554,MojtabaMirtahmasb,551736
nm0594892,ArianeMnouchkine,348000
nm0594956,FelixMoati,82622
nm0595436,FelixMoeller,780841
nm0595783,AviMograbi,307823
nm0596347,NadirMokneche,297454
nm0596403,AndreaMolaioli,259264
nm0596407,HansPetterMoland,36215
nm0596962,DominikMoll,42320
nm0597664,FlorenceMoncorge-Gabin,412646
nm0597963,DominiqueMonfery,390124
nm0597970,NadineMonfils,4272989
nm0598321,AlainMonne,9068902
nm0600409,DanielMonzon,89488
nm0600546,LukasMoodysson,24005
nm0601337,JasonMoore,40764
nm0601382,JohnMoore,28132
nm0601619,MichaelMoore,10659
nm0601781,RichMoore,28451
nm0601859,ScottMoore,64497
nm0602206,MaryamMoghadam,51063
nm0602616,GuillemMorales,92918
nm0603090,LauraMorante,21552
nm0603287,JosephMorder,815150
nm0603294,GerardMordillat,633371
nm0603299,StefanoMordini,73300
nm0603446,YolandeMoreau,53503
nm0603588,GaelMorel,87799
nm0603628,PierreMorel,17248
nm0603756,PascalMorelli,482319
nm0603758,PauloMorelli,266307
nm0604335,NanniMoretti,18638
nm0605137,BrettMorgen,46884
nm0605479,KojiMorimoto,98336
nm0607093,BruceMorrison,828825
nm0607831,KoenMortier,88874
nm0609236,JonathanMostow,23869
nm0609549,GregMottola,16053
nm0609619,OualidMouaness,326837
nm0609741,LucMoullet,108547
nm0609931,LucianoMoura,614389
nm0609981,EmmanuelMouret,75424
nm0610182,Jean-MarcMoutout,1301929
nm0610219,OrenMoverman,39103
nm0610750,ValerieMrejen,1667625
nm0610831,GabrieleMuccino,30302
nm0610902,VeroniqueMucretRouveyrollis,248600
nm0610960,KornelMundruczo,33525
nm0611683,RussellMulcahy,19041
nm0611932,PeterMullan,3443
nm0612204,MichelMuller,54202
nm0612465,PhilMulloy,799606
nm0612816,CristianMungiu,29948
nm0612914,AndrzejMunk,181467
nm0613351,MichelMunz,1688866
nm0613359,FrancescoMunzi,194470
nm0613471,JimmyT.Murakami,98577
nm0613580,JuliaMurat,229884
nm0613587,StephanieMurat,351627
nm0613843,PauleMuret,1337893
nm0613996,WolfgangMurnberger,224890
nm0614212,DominicMurphy,269983
nm0614819,AlisonMurray,264488
nm0615592,AndyMuschietti,10701
nm0615780,JohnMusker,27533
nm0617042,MarkMylod,10998
nm0617523,MansMarlind,75936
nm0617588,GeorgesMelies,24697
nm0617609,RobertMenard,967595
nm0617777,EricMetayer,372207
nm0617960,FlemmingQuistMoller,220642
nm0618485,KimNguyen,745191
nm0618680,JeffreyNachmanoff,72168
nm0618898,SajidNadiadwala,45537
nm0618930,RaphaelNadjari,283979
nm0619110,TatsuyaNagamine,221968
nm0619559,RamNehari,619712
nm0619560,AntonioNaharro,8955790
nm0619599,ChrisNahon,121001
nm0619715,OmarNaim,152071
nm0619762,MiraNair,23636
nm0619836,BabakNajafi,72359
nm0619882,CharlesNajman,1239324
nm0619923,OlivierNakache,37753
nm0620378,HideoNakata,30663
nm0620576,BharatNalluri,35937
nm0620964,IsabelleNanty,35910
nm0621540,MikioNaruse,38795
nm0622112,VincenzoNatali,19855
nm0622402,CostaNatsis,4270093
nm0622695,GregoryNava,59240
nm0622826,AntonioNavarro,1252272
nm0624423,AntonioNegret,64187
nm0625458,JessieNelson,26511
nm0625896,CharlesNemes,461920
nm0626754,CalinPeterNetzer,111184
nm0626817,ClaudiaNeubern,1592882
nm0627125,StanNeumann,767044
nm0627920,JeffNewitt,474975
nm0629272,AndrewNiccol,9294
nm0629334,McG,9130
nm0630112,GuillaumeNicloux,77958
nm0630561,IgaalNiddam,3070776
nm0630802,FrancisNielsen,2199628
nm0631093,SebastianNiemann,444357
nm0631473,NeilNightingale,831234
nm0632312,JohannesStjarneNilsson,527529
nm0632716,MizuhoNishikubo,103337
nm0633925,MarieNoelle,532351
nm0634240,ChristopherNolan,116
nm0634447,OlivierNolin,5937798
nm0635895,RufusNorris,163808
nm0635956,YuriNorstein,111001
nm0636506,JonathanNossiter,265490
nm0636666,ClaudineNougaret,1004393
nm0637518,PhillipNoyce,11445
nm0637615,GasparNoe,4461
nm0638175,ClaudeNuridsany,308462
nm0639107,NeasaNiChianain,911880
nm0640913,DamienOdoul,377577
nm0643130,AgnesObadia,502029
nm0643135,ThierryObadia,11496874
nm0643282,BettinaOberli,189031
nm0643664,MichelOcelot,115334
nm0644368,DavidOfek,8656857
nm0644393,ChristopheOffenstein,289750
nm0645038,LisaOhlin,206787
nm0645513,TensaiOkamura,158279
nm0645657,HiroyukiOkiura,108081
nm0647438,ErmannoOlmi,63754
nm0648057,GoranHugoOlsson,203095
nm0648421,DarezhanOmirbayev,308824
nm0648902,FabienOnteniente,253110
nm0649117,NielsArdenOplev,33143
nm0649875,JoaquinOristrell,155232
nm0650905,KennyOrtega,15838
nm0651706,MarkOsborne,46670
nm0651900,MamoruOshii,24815
nm0652020,ValdisOskarsdottir,131353
nm0652404,Marie-PascaleOsterrieth,832803
nm0652823,MarianaOtero,11331631
nm0653200,UlrikeOttinger,146319
nm0653367,EliseOtzenberger,473822
nm0653384,DjamelOuahab,10701714
nm0653768,GeorgeOvashvili,151127
nm0654830,FrancoisOzon,13029
nm0654858,FerzanOzpetek,24531
nm0654868,YasujiroOzu,10479
nm0655683,JosePadilha,23738
nm0655941,CesarPaes,11304871
nm0657372,MarkPalansky,96517
nm0657929,FrancisPalluau,10334161
nm0658823,JakePaltrow,29591
nm0658836,HervePalud,922142
nm0658837,XavierPalud,165470
nm0659023,PanNalin,69272
nm0659182,OlivierPanchot,491777
nm0659380,DannyPang,101169
nm0659454,RithyPanh,84694
nm0660216,SergePapagalli,859576
nm0660266,RoccoPapaleo,127605
nm0660528,YelenaPopovic,115604
nm0660707,GillesPaquet-Brenner,78417
nm0661751,DeanParisot,23689
nm0661910,NickPark,26730
nm0662086,BradleyParker,93001
nm0662529,OliverParker,22283
nm0662530,OlParker,3836
nm0663448,PhilippeParreno,514265
nm0664519,StefanoPasetto,13272604
nm0664607,GoranPaskaljevic,64540
nm0664667,UbertoPasolini,50748
nm0664756,JohnPasquin,63650
nm0665041,DavidPastor,96685
nm0665091,AlvaroPastor,739536
nm0665262,VincentPatar,311879
nm0666702,PeterPau,118004
nm0666806,DonMichaelPaul,20034
nm0667734,PawelPawlikowski,17908
nm0667912,MichaelaPavlatova,356042
nm0668165,BabakPayami,353644
nm0668247,AlexanderPayne,732
nm0668292,DavePayne,179024
nm0669704,RaoulPeck,37983
nm0670302,DavidPeers,1469680
nm0670937,FredericPelle,765253
nm0671210,MarkPellington,28699
nm0671844,ArtusdePenguern,194732
nm0672824,StevePurcell,275489
nm0672828,ElisabethPerceval,1653879
nm0673281,ViviannePerelmuter,10410566
nm0673754,LesterJamesPeries,1367590
nm0673829,VladimirPerisic,143415
nm0674543,LaurentPerreau,300732
nm0675387,Jean-LucPerreard,12609443
nm0675442,RaymondS.Persi,22224
nm0675616,LassePersson,1068521
nm0677632,DanielPetitcuenot,7721000
nm0677880,ElioPetri,53425
nm0677953,DonaldPetrie,23308
nm0678857,ChristianPetzold,14842
nm0679031,BradPeyton,24424
nm0679925,ChristianPhilibert,3011121
nm0679928,NicolasPhilibert,61694
nm0680846,ToddPhillips,3452
nm0681422,XavierPicard,950782
nm0683857,PierrePinaud,1000210
nm0684127,EnriquePineyro,273525
nm0684336,StevePink,33367
nm0684666,JoaquimPinto,521011
nm0684842,EmanuelaPiovano,673814
nm0685333,TayfunPirselimoglu,151163
nm0685759,Pitof,37253
nm0685882,JuanPittaluga,9852854
nm0685889,EricPittard,5111031
nm0686020,RafiPitts,152065
nm0686093,ValeriaPivato,2110236
nm0686304,MarceloPineyro,179232
nm0686375,MichelePlacido,20434
nm0686927,PatriciaPlattner,911718
nm0687042,PacoPlaza,27715
nm0687739,BillPlympton,52036
nm0687751,RodrigoPla,255791
nm0687913,BrunoPodalydes,90388
nm0688361,BillPohlad,36142
nm0688489,DidierPoiraud,1063889
nm0688490,ThierryPoiraud,301432
nm0688544,ManuelPoirier,641977
nm0688585,Jean-MariePoire,101621
nm0688636,LauraPoitras,43214
nm0688653,BretislavPojar,469346
nm0689028,EugenioPolgovsky,1434987
nm0689552,BeatricePollet,841132
nm0689721,RenanPolles,1825121
nm0689852,JohnPolson,16685
nm0689983,JindrichPolak,87876
nm0690602,MarcoPontecorvo,439795
nm0690794,LeaPool,76008
nm0691223,ConstantinPopescu,426376
nm0691547,ErikPoppe,70972
nm0691908,PerePortabella,216754
nm0691953,GillesPorte,197449
nm0692770,VlastaPospisilova,597840
nm0693553,CelinePouillon,2170252
nm0693561,AlanPoul,21504
nm0693571,HuguesPoulain,706038
nm0693648,Jean-FrancoisPouliot,208166
nm0693798,ChantalPoupaud,864385
nm0693903,PascalePouzadoux,1715375
nm0694855,Jean-PierrePozzi,1619051
nm0694946,ManuelPradal,562945
nm0695038,MarcosPrado,649349
nm0695629,DougPray,111508
nm0696316,FrederiquePressmann,2060906
nm0697656,GinaPrince-Bythewood,14180
nm0698964,FredericProust,11598813
nm0699095,MartinProvost,94953
nm0699764,MarcoSimonPuccioni,224279
nm0699932,LuciaPuenzo,62043
nm0700301,RobertPulcini,52528
nm0701821,MariePerennou,923740
nm0702477,EdgarPera,373164
nm0702505,JannoPoldma,508886
nm0702518,JulianPolsler,312642
nm0702705,BenjaminQuabeck,504860
nm0702797,StevenQuale,59229
nm0703228,FlorenceQuentin,1763105
nm0704072,RayQuint,1286120
nm0704322,FredericQuiring,284225
nm0704588,ArthurQwak,542043
nm0704664,IlmarRaag,178822
nm0705535,MichaelRadford,28934
nm0706080,MichaelRaeburn,715889
nm0707466,Pierre-LoupRajot,797799
nm0708763,PhilippeRamos,500628
nm0708903,LynneRamsay,11805
nm0709056,PeterRamsey,35558
nm0710639,AlainRaoust,913237
nm0710830,BernardRapp,1378137
nm0710919,Jean-PaulRappeneau,92235
nm0711840,BrettRatner,11859
nm0712753,BillyRay,21117
nm0714346,Marie-HeleneRebois,6121191
nm0714361,JavierRebollo,9450281
nm0714437,MarcRecha,235355
nm0714865,RyanRedford,2049076
nm0715636,PeytonReed,19338
nm0715781,JenniferReeder,58149
nm0716257,MattReeves,2663
nm0716347,NicolasWindingRefn,3741
nm0716980,KellyReichardt,11550
nm0717678,FergalReilly,225670
nm0717959,SophieReine,189461
nm0718125,AthinaRachelTsangari,37362
nm0718201,LotteReiniger,109150
nm0718645,IvanReitman,6652
nm0718646,JasonReitman,5689
nm0718671,EdgarReitz,109132
nm0718881,FabienRemblier,824835
nm0719208,ChrisRenaud,28866
nm0720135,JohnRequa,37072
nm0720297,AlainResnais,23458
nm0721817,KevinReynolds,17007
nm0721877,MollyReynolds,1041835
nm0722078,YasminaReza,180233
nm0722875,JoseMiguelRibeiro,364558
nm0722980,Jean-MichelRibes,1044801
nm0723285,GiulioRicciarelli,203356
nm0723917,MagalyRichard-Serrano,587920
nm0724938,Jean-FrancoisRichet,28914
nm0726034,PatrickRidremont,89941
nm0726123,ThomasRiedelsheimer,290571
nm0726136,KilianRiedhof,115675
nm0726638,PatriciaRiggen,59354
nm0726954,EranRiklis,82595
nm0727336,Rintaro,81062
nm0727599,OlivierRinger,3305579
nm0727754,CarlRinsch,46737
nm0727929,AlainRiou,5561795
nm0727930,ArnaudRiou,1809932
nm0728271,DinoRisi,45562
nm0728276,MarcoRisi,191190
nm0729626,JacquesRivette,33303
nm0730628,DenisRobert,1050060
nm0732106,DanielRobichaud,748488
nm0732215,Marie-MoniqueRobin,810768
nm0732430,BruceRobinson,14599
nm0733149,ToddRobinson,67256
nm0733263,AdamRobitel,29561
nm0733886,EricRochant,65957
nm0734000,JeanRochefort,36127
nm0734319,AlexandreRockwell,26811
nm0735134,JoaoPedroRodrigues,78117
nm0735703,AlbertoRodriguez,2153169
nm0738311,BrunoRolland,628572
nm0738796,MarkRomanek,26385
nm0739168,Claude-MichelRome,443514
nm0739755,ChristopheVanRompaey,1028162
nm0739787,BrunoRomy,496688
nm0740048,MarianaRondon,286837
nm0740612,AxelleRopert,331218
nm0740760,MireiaRos,123385
nm0740963,JaimeRosales,135703
nm0741262,BernardRose,32432
nm0742034,MartinRosen,103841
nm0742323,RudiRosenberg,917784
nm0742941,GianfrancoRosi,117614
nm0742982,MicheleRosier,904591
nm0743417,GaylenRoss,31316
nm0743671,MattRoss,8065
nm0744107,KimRossiStuart,28932
nm0745131,MarcRothemund,141564
nm0745199,ThiloRothkirch,506668
nm0745247,RodneyRothman,56812
nm0745377,PatrickRotman,488446
nm0745438,ArielRotter,282025
nm0745510,CeciliaRouaud,335251
nm0745511,ChristianRouaud,2217213
nm0745572,Marc-AntoineRoudil,8006722
nm0745948,Jean-ClaudeRousseau,294933
nm0746196,DavidRoux,1195096
nm0747115,MaximeRoy,2093377
nm0747377,MichelRoyer,1588743
nm0747678,MatthieuRoze,367742
nm0747690,BrigitteRouan,206357
nm0747849,JosephRuben,36243
nm0749439,ChristopheRuggia,141130
nm0751080,ChuckRussell,22635
nm0751102,DavidO.Russell,4691
nm0751221,JayRussell,79690
nm0751577,AnthonyRusso,10960
nm0751648,JoeRusso,11036
nm0752328,StefanRuzowitzky,35657
nm0753382,MichaelRymer,59377
nm0753734,PascalRemy,3596134
nm0753737,JeremieRenier,24329
nm0753912,OskarRoehler,148835
nm0754162,S.PierreYameogo,6674497
nm0754256,NicolasSaada,219911
nm0754293,MichkaSaal,1792505
nm0754303,CatherineGund,408577
nm0754847,CarlosSaboga,909094
nm0755158,IraSachs,21066
nm0756215,JeanSagols,950726
nm0756389,DjamilaSahraoui,1926155
nm0756406,YoichiSai,155736
nm0756548,YannickSaillet,696491
nm0756983,HironobuSakaguchi,103415
nm0757651,JoaoSalaviza,184765
nm0757858,CarlosSaldanha,36820
nm0757954,HinerSaleem,199869
nm0757958,Mahamat-SalehHaroun,173658
nm0757975,TarikSaleh,35290
nm0758005,LyesSalem,152352
nm0758161,Pierre-HenrySalfati,596814
nm0758242,GhassanSalhab,620699
nm0758406,EmmanuelSalinger,49898
nm0758431,RobertSalis,612413
nm0758574,WalterSalles,29333
nm0758933,Jean-PaulSalome,154308
nm0759207,VictorSalva,14651
nm0759270,PierreSalvadori,118592
nm0759368,GabrieleSalvatores,63685
nm0759777,YaseminSamdereli,205934
nm0761715,ScottSanders,55065
nm0761762,HelmaSanders-Brahms,256339
nm0764601,MiguelSapochnik,22419
nm0764936,MassimoSarchielli,96062
nm0765384,ValeriaSarmiento,213270
nm0765700,MaratSarulu,2192572
nm0765876,BernardSasia,495583
nm0766679,Jean-PaulSeaulieu,1720566
nm0767012,HubertSauper,248191
nm0767022,CarlosSaura,27154
nm0767160,Jean-StephaneSauvaire,51282
nm0767289,DominicSavage,46504
nm0768249,GeoffreySax,75827
nm0769874,FranklinJ.Schaffner,23630
nm0770018,AngelaSchanelec,80475
nm0770066,ManuelSchapira,256945
nm0770961,FredSchepisi,37743
nm0771054,LoneScherfig,12737
nm0771923,SebastianSchipper,48372
nm0772207,MarkusSchleinzer,92519
nm0772522,VolkerSchlondorff,33487
nm0772691,Hans-ChristianSchmid,122636
nm0772851,BrankoSchmidt,278574
nm0773272,JanSchmidt-Garre,581965
nm0773418,Eric-EmmanuelSchmitt,182040
nm0773603,JulianSchnabel,17363
nm0774420,FredericSchoendoerffer,253521
nm0774582,KeithScholey,593029
nm0774990,SophieSchoukens,1065150
nm0775056,MariaSchrader,22328
nm0775447,BarbetSchroeder,23814
nm0775573,WernerSchroeter,104000
nm0776271,JohnSchultz,74618
nm0777498,LouieSchwartzberg,157461
nm0777593,JeffreySchwarz,191619
nm0777881,RobertSchwentke,22659
nm0778144,PierreSchoeller,134846
nm0778633,EttoreScola,29780
nm0779265,JakeScott,56492
nm0779386,JordanScott,44774
nm0779433,KenScott,88129
nm0779524,LukeScott,63603
nm0780014,Pierre-OlivierScotto,9905616
nm0780999,DorotheeSebbagh,1651849
nm0781003,ThierrySebban,9599631
nm0781365,AndreaSedlackova,536338
nm0781748,AbrahamSegal,2986653
nm0781842,PeterSegal,19527
nm0782430,UlrichSeidl,19928
nm0782900,AndrzejSekula,50147
nm0783139,HenrySelick,14232
nm0783536,AaronSeltzer,50564
nm0783879,ElieSemoun,169533
nm0784061,DominicSena,27183
nm0784289,ParthoSen-Gupta,477278
nm0784723,RodrigoSepulveda,414235
nm0785164,JulienSeri,154444
nm0785227,AndySerkis,1047
nm0785684,ColineSerreau,105161
nm0786733,MichelSeydoux,161271
nm0787668,KarenShakhnazarov,64231
nm0788171,S.Shankar,25921
nm0788191,TomShankland,61241
nm0788202,AdamShankman,8171
nm0788234,JohnPatrickShanley,19580
nm0789347,RaffyShart,2146800
nm0789496,DrorShaul,1209420
nm0790144,RobertShaye,54805
nm0790746,ChuckSheetz,218709
nm0791248,AdrienneShelly,7009
nm0791672,RichardShepard,43574
nm0792202,KirstenSheridan,35279
nm0793983,MasahiroShinoda,48906
nm0795153,CateShortland,32122
nm0796117,M.NightShyamalan,1060
nm0796124,CharlesShyer,36433
nm0797041,TedSieger,914349
nm0797055,Siegfried,404597
nm0797455,FloriaSigismondi,53315
nm0797869,BradSilberling,19546
nm0798062,KarineSilla,97754
nm0798821,CharlotteSilvera,1178909
nm0798899,DavidSilverman,46812
nm0798918,JasonSilverman,559874
nm0799580,LucieSunkova,1996419
nm0800098,ClaireSimon,122060
nm0800140,FrankSimon,367557
nm0800800,OlaSimonsson,413930
nm0801533,Jean-PierreSinapi,768995
nm0802084,AnupSingh,272027
nm0802248,TarsemSingh,10962
nm0802563,RobertSiodmak,32497
nm0802576,GillesSionnet,3433605
nm0802910,CarloSironi,99014
nm0802977,PhilippeSisbane,8688427
nm0803020,CharlieSiskel,159175
nm0803066,AbderrahmaneSissako,33450
nm0803346,EyalSivan,379119
nm0804408,ErikSkjoldbjaerg,54608
nm0804592,JerzySkolimowski,20947
nm0805246,BohdanSlama,125999
nm0805760,PalSletaune,157941
nm0806631,YannisSmaragdis,125331
nm0807023,NataliaSmirnoff,269354
