ID_film;titre_original;acteur_1;acteur_2;acteur_3;acteur_4;real_1;real_2;real_3;scen_1;scen_2;scen_3;scen_4;score_disctrib;genre_1;genre_2;genre_3;genre_4;genre_5;genre_6;genre_7;pays;jour_sortie;mois_sortie;annee_sortie;day_of_week_sortie;note_presse;duree;budegt_dollars;premiere_semaine_france
1317;Vivre!;AymericCormerais;Jean-JacquesLeVessier;GaelTanniou;LydieWai;YvonMarciano;;;YvonMarciano;;;;0,01105;Comedie dramatique;;;;;;;France;7;10;2009;2;1,9;103;;3012
2314;Pasazerka;AnnaCiepielewska;AleksandraSlaska;JanKreczmar;MarekWalczewski;AndrzejMunk;WitoldLesiewicz;;ZofiaPosmysz;AndrzejMunk;ZofiaPosmysz;;0,01083;Drame;;;;;;;Autre;28;10;1964;2;4,6;62;;1420
3239;TheLodger:AStoryoftheLondonFog;MarieAult;ArthurChesney;ReginaldGardiner;AlfredHitchcock;AlfredHitchcock;;;EliotStannard;AlfredHitchcock;MarieBellocLowndes;;0,01354;Policier; Drame;;;;;;Autre;17;11;2010;2;5;79;15240;615
4389;SaoBernardo;RodolfoArena;OthonBastos;LuizCarlosBraga;JosefGuerreiro;LeonHirszman;;;LeonHirszman;GracilianoRamos;;;0,01328;Drame;;;;;;;Autre;11;6;2014;2;4,3;113;;156
5134;ElOtroCristobal;JeanBouise;AldenKnight;BertinaAcevedo;PierreChaussat;ArmandGatti;;;ArmandGatti;AdamUlrych;;;0,01423;Fantastique;;;;;;;Autre;18;9;2019;2;4;115;;436
5598;TorchSongTrilogy;AnneBancroft;MatthewBroderick;HarveyFierstein;BrianKerwin;PaulBogart;;;HarveyFierstein;HarveyFierstein;;;0,01354;Comedie dramatique;;;;;;;USA;2;5;1990;2;4;120;4865997;661
5818;Titanic;LeonardoDiCaprio;KateWinslet;BillyZane;KathyBates;JamesCameron;;;JamesCameron;;;;0,02489;Drame; Romance;;;;;;USA;7;1;1998;2;4,9;194;200000000;498212
5847;OctobreaParis;;;;;JacquesPanijel;;;;;;;0,01144;Documentaire;;;;;;;France;19;10;2011;2;3,8;70;;1651
6318;L'Enfer;EmmanuelleBeart;KarinViard;MarieGillain;CaroleBouquet;DanisTanovic;;;KryzsztofPiesiewicz;KrzysztofKieslowski;KryzsztofPiesiewicz;;0,01427;Drame;;;;;;;France;30;11;2005;2;2,2;95;595618;43689
6328;Anna;AnnaKarina;Jean-ClaudeBrialy;SergeGainsbourg;MarianneFaithfull;PierreKoralnik;;;PierreKoralnik;Jean-LoupDabadie;;;0,01083;Comedie musicale; Romance;;;;;;France;13;1;1967;4;4;87;;1417
6450;Tellmelies;MarkJones;RobertLloyd;GlendaJackson;EricAllan;PeterBrook;;;PeterBrook;MichaelKustow;MichaelScott(III);;0,02281;Drame;;;;;;;Autre;10;10;2012;2;3,8;108;;3901
6615;Grazuole;IngaMickyte;LilijaZhadeikyte;ArvidasSamukas;TaurasRagalevicius;ArunasZebriunas;;;JurijusJakovlevas;;;;0,01423;Comedie dramatique;;;;;;;Autre;22;8;2018;2;3,9;65;;1200
7118;Lesconvoyeursattendent;BenoitPoelvoorde;DominiqueBayens;BouliLanners;MorganeSimon;BenoitMariage;;;BenoitMariage;EmmanuelleBada;Jean-LucSeigle;;0,02158;Comedie dramatique;;;;;;;Autre;15;9;1999;2;3,5;94;5518;52649
8037;Grandeuretdecadenced'unpetitcommercedecinema;Jean-PierreLeaud;Jean-PierreMocky;CarolineChampetier;NathalieRichard;Jean-LucGodard;;;JamesHadleyChase;Jean-LucGodard;;;0,02175;Policier;;;;;;;Autre;4;10;2017;2;4;91;;1503
8615;Hanyo;Eun-shimLee;Jeung-nyeoJu;JinKyuKim;Sung-keeAhn;KimKi-Young;;;KimKi-Young;;;;0,01354;Drame; Epouvante-horreur;;;;;;Autre;15;8;2012;2;4,1;111;;6481
8727;2/dyuo;YuEri;HidetoshiNishijima;OtaniKenjiro;YamamotoMiyuki;NobuhiroSuwa;;;;;;;0,01128;Drame;;;;;;;Autre;31;10;2012;2;3,9;90;;1513
9906;Happy-Go-Lucky;SallyHawkins;AlexisZegerman;AndreaRiseborough;SineadMatthews;MikeLeigh;;;MikeLeigh;;;;0,01548;Comedie;;;;;;;Autre;27;8;2008;2;3,9;118;3512016;110442
10675;Cornouaille;VanessaParadis;SamuelLeBihan;JonathanZaccai;LaurentStocker;AnneLeNy;;;AnneLeNy;LucBeraud;;;0,02266;Drame;;;;;;;France;15;8;2012;2;3;96;6480000;128162
10862;TheLionKing;;;;;RogerAllers;RobMinkoff;;JimCapobianco;IreneMecchi;LindaWoolverton;;0,02489;Aventure; Animation; Famille; Comedie musicale;;;;USA;23;11;1994;2;3,4;89;45000000;210904
11276;Parc;Jean-MarcBarr;SergiLopez;NathalieRichard;DelphineChuillot;ArnauddesPallieres;;;ArnauddesPallieres;JohnCheever;;;0,02467;Drame;;;;;;;France;14;1;2009;2;2,8;109;3070853,64;4012
11295;BillyElliot;JamieBell;JulieWalters;GaryLewis;JamieDraven;StephenDaldry;;;LeeHall;;;;0,01485;Comedie dramatique;;;;;;;Autre;20;12;2000;2;3,7;110;5000000;257958
11681;Imagesdefemmesoulecorsetsocial;CatherineBreillat;SharonStone;Lio;CatherineDeneuve;Jean-FrancoisFerrillon;;;Jean-FrancoisFerrillon;;;;0,00526;Documentaire;;;;;;;France;5;1;2011;2;2,2;80;;531
12791;PlanetoftheApes;CharltonHeston;RoddyMcDowall;KimHunter;MauriceEvans;FranklinJ.Schaffner;;;MichaelWilson;RodSerling;PierreBoulle;;0,00499;Drame; Science Fiction;;;;;;USA;26;4;1968;4;4;110;100000000;1728196
12958;Rupansansei:Kariosutoronoshiro;;;;;HayaoMiyazaki;;;HaruyaYamazaki;HayaoMiyazaki;MonkeyPunch;;0,01009;Aventure; Animation;;;;;;Autre;7;3;2001;2;4;100;33500000;3360
13182;Kalachakra;;;;;NatalieFuchs;;;NatalieFuchs;;;;0,00633;Documentaire;;;;;;;France;27;9;2017;2;3,1;80;103056;811
13602;Taipeistory;HouHsiao-Hsien;Su-yunKo;TsaiChin;WuNien-Jen;EdwardYang;;;EdwardYang;HouHsiao-Hsien;ChuTien-Wen;;0,01354;Comedie dramatique;;;;;;;Autre;12;4;2017;2;4,3;119;;3034
15112;LoZiodiBrooklyn;SalvatoreGattuso;PippoAugusta;SalvatoreSchiera;GaspareMarchione;DanieleCipri;FrancoMaresco;;DanieleCipri;FrancoMaresco;;;0,01423;Comedie;;;;;;;Autre;3;7;2013;2;4;98;;1450
15681;Rencontreavecledragon;DanielAuteuil;NicolasNollet;SergiLopez;EmmanuelleDevos;HeleneAngel;;;HeleneAngel;Jean-ClaudeJaner;AgnesDeSacy;;0,01427;Aventure;;;;;;;France;6;8;2003;2;2,6;109;11113200;77179
16591;Madagascar;;;;;EricDarnell;TomMcGrath;;BillyFrolick;EricDarnell;TomMcGrath;;0,02331;Aventure; Animation; Comedie;;;;;USA;22;6;2005;2;3,6;86;75000000;874013
17344;Renaissance;RobertDauney;CrystalShepherd-Cross;IsabelleVanWaes;MaxHayter;ChristianVolckman;;;MatthieuDelaporte;AlexandreDeLaPatelliere;PatrickRaynal;;0,03024;Animation;;;;;;;France;15;3;2006;2;3,7;95;15157733,04;141366
17393;Heritage;AshrafBarhom;HafsiaHerzi;HiamAbbass;YussefAbuWarda;HiamAbbass;;;HiamAbbass;AlaHlehel;NadineNaous;;0,02412;Drame;;;;;;;France;12;12;2012;2;3,4;88;;15897
17952;MyNameisJoe;PeterMullan;LouiseGoodall;DavidMcKay;DavidHayman;KenLoach;;;PaulLaverty;;;;0;Drame; Romance;;;;;;Autre;14;10;1998;2;3,5;105;354952;34201
17965;LaRevoltedesjouets;;;;;BretislavPojar;HerminaTyrlova;;;;;;0,01083;Animation;;;;;;;Autre;4;4;2018;2;4,6;33;;774
18477;TheHorseWhisperer;RobertRedford;KristinScottThomas;ScarlettJohansson;SamNeill;RobertRedford;;;EricRoth;RichardLaGravenese;NicholasEvans;;0;Drame; Romance;;;;;;USA;2;9;1998;2;3,2;160;60000000;45440
18478;There'sSomethingaboutMary;BenStiller;CameronDiaz;MattDillon;ChrisElliott;PeterFarrelly;BobbyFarrelly;;EdwardDecter;PeterFarrelly;BobbyFarrelly;;0,01439;Comedie;;;;;;;USA;11;11;1998;2;4;119;23000000;573347
18524;TheMaskofZorro;AnthonyHopkins;AntonioBanderas;CatherineZeta-Jones;StuartWilson;MartinCampbell;;;JohnEskow;TedElliot;TerryRossio;;0;Action; Aventure; Romance;;;;;USA;14;10;1998;2;3,2;136;95000000;226753
18598;SavingPrivateRyan;RyanHurst;TomHanks;TomSizemore;EdwardBurns;StevenSpielberg;;;RobertRodat;;;;0,02331;Drame; Guerre;;;;;;USA;30;9;1998;2;3;163;70000000;165808
18671;TheTrumanShow;JimCarrey;LauraLinney;NataschaMcElhone;EdHarris;PeterWeir;;;AndrewNiccol;;;;0,00552;Comedie; Drame;;;;;;USA;28;10;1998;2;3,6;103;60000000;244990
18832;PlaceVendome;CatherineDeneuve;JacquesDutronc;Jean-PierreBacri;FrancoisBerleand;NicoleGarcia;;;EmmanuelBourdieu;JacquesFieschi;NicoleGarcia;;0;Comedie dramatique;;;;;;;France;31;12;2015;3;2,4;117;895788;37701
19170;AliceetMartin;JulietteBinoche;AlexisLoret;MathieuAmalric;CarmenMaura;AndreTechine;;;OlivierAssayas;GillesTaurand;AndreTechine;;0,02579;Drame;;;;;;;France;4;11;1998;2;3,4;120;500896;118215
19174;Hanuman;RobertCavanah;Tabu;NathalieAuffret;KhalidThiabji;FredFougea;;;FredFougea;MichelFessler;;;0;Aventure;;;;;;;France;1;1;2008;1;2,9;90;8100000;61461
19184;TheXFiles;JeffreyDeMunn;MartinLandau;BlytheDanner;"TerryO&#039;Quinn";RobBowman;;;ChrisCarter;FrankSpotnitz;;;0,01549;Fantastique; Thriller;;;;;;Autre;21;10;1998;2;2,9;121;66000000;100301
19280;Elizabeth;CateBlanchett;JosephFiennes;GeoffreyRush;EricCantona;ShekharKapur;;;MichaelHirst;;;;0,01471;Drame; Historique;;;;;;Autre;11;11;1998;2;3,7;124;30000000;48243
19403;TheNegotiator;SamuelL.Jackson;KevinSpacey;DavidMorse;RonRifkin;F.GaryGray;;;JamesDeMonaco;KevinFox;;;0,0334;Policier; Thriller;;;;;;Autre;4;11;1998;2;3,5;140;50000000;85976
19430;15aout;RichardBerry;CharlesBerling;Jean-PierreDarroussin;MelanieThierry;PatrickAlessandrin;;;LisaAzuelos;;;;0,02372;Comedie;;;;;;;France;18;4;2001;2;3;92;8100000;344277
19439;SnakeEyes;NicolasCage;JohnHeard;GarySinise;CarlaGugino;BrianDePalma;;;DavidKoepp;BrianDePalma;;;0,01122;Policier; Drame; Thriller;;;;;USA;11;11;1998;2;4,3;98;73000000;442592
19483;Antz;;;;;EricDarnell;TimJohnson;LawrenceGuterman;ToddAlcott;ChrisWeitz;PaulWeitz;;0,02331;Aventure; Animation; Comedie; Famille;;;;USA;11;11;1998;2;3,4;83;105000000;421717
19881;Mai68,labelleouvrage;;;;;Jean-LucMagneron;;;;;;;0,00758;Documentaire;;;;;;;France;25;4;2018;2;3,3;117;;242
20151;Babel;BradPitt;CateBlanchett;GaelGarciaBernal;KojiYakusho;AlejandroGonzalezInarritu;;;GuillermoArriaga;GuillermoArriaga;AlejandroGonzalezInarritu;;0,02158;Drame; Thriller;;;;;;France;15;11;2006;2;3,6;135;25000000;200643
20153;TheMummy;BrendanFraser;RachelWeisz;JohnHannah;ArnoldVosloo;StephenSommers;;;StephenSommers;NinaWilcoxPutnam;RichardSchayer;;0,02331;Aventure; Fantastique;;;;;;USA;21;7;1999;2;3,1;125;80000000;36295
20287;NottingHill;JuliaRoberts;HughGrant;RichardMcCabe;JamesDreyfus;RogerMichell;;;RichardCurtis;;;;0,00563;Comedie; Romance;;;;;;USA;18;8;1999;2;3,9;124;42000000;266598
20290;WildWildWest;WillSmith;KevinKline;KennethBranagh;SalmaHayek;BarrySonnenfeld;;;S.S.Wilson;BrentMaddock;JeffreyPrice;;0,0334;Action; Aventure; Western;;;;;USA;4;8;1999;2;3,4;104;170000000;37616
20350;Est-Ouest;SandrineBonnaire;OlegMenchikov;CatherineDeneuve;RubenTapiero;RegisWargnier;;;LouisGardel;RustemIbrahimbekov;RegisWargnier;;0,01549;Drame; Romance;;;;;;France;1;9;1999;2;3,3;120;11500000;48850
20381;TotoCheVisseDueVolte;SalvatoreGattuso;MarcelloMiranda;CarloGiordano;PietroArciadiacono;DanieleCipri;FrancescoMaresto;;DanieleCipri;LilloIacolino;FrancoMaresco;;0,01423;Comedie; Drame;;;;;;Autre;10;6;2009;2;3,6;95;8478;2120
20391;TheNinthGate;JohnnyDepp;FrankLangella;LenaOlin;EmmanuelleSeigner;RomanPolanski;;;JohnBrownjohn;EnriqueUrbizu;RomanPolanski;;0,02579;Fantastique; Thriller;;;;;;USA;25;8;1999;2;3,2;132;38000000;101940
20395;SouthPark:BiggerLonger&Uncut;;;;;TreyParker;;;TreyParker;MattStone;PamBrady;;0,0334;Animation; Comedie; Musical;;;;;USA;25;8;1999;2;3,8;81;21000000;73036
20445;LamaladiedeSachs;AlbertDupontel;ValerieDreville;DominiqueReymond;EtienneBierry;MichelDeville;;;MichelDeville;RosalindeDeville;MartinWinckler;;0;Comedie dramatique;;;;;;;France;22;9;1999;2;3,8;107;;67152
20490;AMidsummerNight'sDream;BillIrwin;RupertEverett;SophieMarceau;MichellePfeiffer;MichaelHoffman;;;MichaelHoffman;WilliamShakespeare;;;0,01549;Comedie; Fantastique; Romance;;;;;Autre;22;9;1999;2;2,9;115;11000000;41750
20498;TheThomasCrownAffair;PierceBrosnan;ReneRusso;BenGazzara;FayeDunaway;JohnMcTiernan;;;LeslieDixon;KurtWimmer;AlanTrustman;;0,02331;Policier; Romance; Thriller;;;;;USA;22;9;1999;2;3,1;105;48000000;324195
20502;EyesWideShut;TomCruise;NicoleKidman;MadisonEginton;SydneyPollack;StanleyKubrick;;;StanleyKubrick;FredericRaphael;;;0,0334;Drame; Erotique; Thriller;;;;;Autre;15;9;1999;2;4,1;159;65000000;389322
20537;BigDaddy;AdamSandler;JoeyLaurenAdams;JonStewart;KristySwanson;DennisDugan;;;AdamSandler;TimHerlihy;;;0;Comedie;;;;;;;USA;22;9;1999;2;2,7;93;34200000;141577
20544;LesEnfantsduSiecle;JulietteBinoche;BenoitMagimel;RobinRenucci;VictoireThivisol;DianeKurys;;;Francois-OlivierRousseau;MurrayHead;DianeKurys;;0,02579;Biopic; Comedie dramatique; Historique;;;;;France;22;9;1999;2;2,8;135;56611;170106
20754;StarWars:EpisodeI-ThePhantomMenace;LiamNeeson;EwanMcGregor;NataliePortman;JakeLloyd;GeorgeLucas;;;GeorgeLucas;;;;0,02846;Aventure; Fantastique; Science Fiction;;;;;USA;13;10;1999;2;3,1;133;115000000;296406
21382;Kasaba;MehmetEminToprak;HavvaSaglam;CihatButun;FatmaCeylan;NuriBilgeCeylan;;;NuriBilgeCeylan;EmineCeylan;;;0,02134;Drame;;;;;;;Autre;16;8;2023;2;3,7;84;;3789
22015;KanashiminoBeradonna;;;;;EiichiYamamoto;;;YoshiyukiFukuda;EiichiYamamoto;;;0,02334;Animation; Drame; Erotique; Fantastique;;;;Autre;15;6;2016;2;4,6;93;105841;4142
22092;TheSixthSense;BruceWillis;HaleyJoelOsment;ToniCollette;OliviaWilliams;M.NightShyamalan;;;M.NightShyamalan;;;;0,01122;Drame; Thriller;;;;;;USA;5;1;2000;2;4;107;40000000;806230
22758;Legoutdesautres;Jean-PierreBacri;GerardLanvin;AlainChabat;AgnesJaoui;AgnesJaoui;;;AgnesJaoui;Jean-PierreBacri;;;0,03024;Comedie dramatique; Romance;;;;;;France;1;3;2000;2;4,2;112;891369;24000
23147;Femininplurielles;HafsiaHerzi;LiseBellynck;AnneSteffens;FriedeliseStutte;SebastienBailly;;;SebastienBailly;;;;0,00592;Comedie dramatique;;;;;;;France;7;3;2018;2;3,1;82;194400;435
23245;Perpetua664;;;;;ClaudiaNeubern;;;FabianRemy;Jean-MarieRemy;;;0;Documentaire;;;;;;;France;19;6;2013;2;2,7;79;;102
23283;Grandir;DominiqueCabrera;;;;DominiqueCabrera;;;;;;;0,01009;Documentaire;;;;;;;France;23;10;2013;2;3,4;93;;324
23354;TheMessengers;KristenStewart;DylanMcDermott;PenelopeAnnMiller;JohnCorbett;OxideChunPang;DannyPang;;ToddFarmer;MarkWheaton;StuartBeattie;;0,04368;Epouvante-horreur; Thriller;;;;;;USA;4;4;2007;2;1,7;91;16000000;53396
24252;LaCliniquedel'amour!;BrunoSalomone;HelenaNoguerra;ArtusdePenguern;NatachaLindinger;ArtusdePenguern;;;ArtusdePenguern;GaborRassov;"JeromeL&#039;hotsky";;0,02334;Comedie;;;;;;;France;27;6;2012;2;3,4;83;4860000;47212
25453;BloodSimple;JohnGetz;FrancesMcDormand;DanHedaya;M.EmmetWalsh;JoelCoen;EthanCoen;;JoelCoen;EthanCoen;;;0,01439;Policier; Thriller;;;;;;USA;3;7;1985;2;4,7;96;1500000;2286
25751;Ausuivant!;AlexandraLamy;ClovisCornillac;JulietteRoudet;JerryRudes;JeanneBiras;;;JeanneBiras;;;;0,02372;Comedie; Romance;;;;;;France;6;7;2005;2;2,6;90;5551200;107723
25756;Atlantis,theLostEmpire;;;;;KirkWise;GaryTrousdale;;TabMurphy;GaryTrousdale;JossWhedon;;0;Aventure; Animation; Famille;;;;;USA;28;11;2001;2;3,1;95;120000000;1148273
25857;Mapetiteentreprise;VincentLindon;FrancoisBerleand;RoschdyZem;ZabouBreitman;PierreJolivet;;;PierreJolivet;SimonMichael;;;0,02579;Comedie;;;;;;;France;1;9;1999;2;4,1;96;3770000;105862
26157;Harrison'sFlowers;AndieMacDowell;DavidStrathairn;AdrienBrody;EliasKoteas;ElieChouraqui;;;DidierLePecheur;IsabelEllsen;MichaelKatims;;0;Drame; Guerre;;;;;;France;24;1;2001;2;3,8;130;10206000;80594
26287;PaneETulipani;LiciaMaglietta;GiuseppeBattiston;SilvanaBosi;BrunoGanz;SilvioSoldini;;;DorianaLeondeff;SilvioSoldini;;;0,01496;Comedie;;;;;;;Autre;5;6;2014;3;3,3;112;5318679;33632
26389;Fayeungninwa;MaggieCheung;TonyLeungChiu-Wai;PingLamSiu;RebeccaPan;WongKar-Wai;;;WongKar-Wai;;;;0,02257;Drame; Romance;;;;;;France;8;11;2000;2;4,6;98;;37045
26404;LaVilleEstTranquille;ArianeAscaride;Jean-PierreDarroussin;PierreBanderet;VeroniqueBalme;RobertGuediguian;;;RobertGuediguian;Jean-LouisMilesi;;;0,01427;Drame;;;;;;;France;17;1;2001;2;3,7;133;66303;51072
26533;TheDayereh;MyriamParvinAlmani;NargessMamizadeh;FatemehNaghavi;MojganeFaramarzi;JafarPanahi;;;KambuziaPartovi;JafarPanahi;;;0,01485;Drame;;;;;;;Autre;31;1;2001;2;4,4;90;;35852
26561;Next;NicolasCage;JulianneMoore;JessicaBiel;ThomasKretschmann;LeeTamahori;;;GaryGoldman;JonathanHensleigh;PaulBernbaum;;0,02295;Action; Science Fiction; Thriller;;;;;USA;25;4;2007;2;1,8;96;70000000;262793
26706;Souslesable;CharlotteRampling;BrunoCremer;AlexandraStewart;PierreVernier;FrancoisOzon;;;FrancoisOzon;EmmanueleBernheim;MarinaDeVan;;0,02287;Drame;;;;;;;Autre;7;2;2001;2;4,3;95;1857600;154347
26730;Chopper;EricBana;VinceColosimo;DavidField;SimonLyndon;AndrewDominik;;;AndrewDominik;;;;0,00544;Policier; Drame;;;;;;Autre;30;5;2001;2;2,8;94;3250000;22271
26781;Delicieux;GregoryGadebois;IsabelleCarre;BenjaminLavernhe;GuillaumeDeTonquedec;EricBesnard;;;EricBesnard;NicolasBoukhrief;;;0,02585;Comedie; Historique;;;;;;France;8;9;2021;2;3,3;113;5400000;130477
26823;Windtalkers;NicolasCage;AdamBeach;ChristianSlater;RogerWillie;JohnWoo;;;JohnRice;JoeBatteer;;;0,03024;Action; Drame; Guerre;;;;;USA;4;9;2002;2;3,3;134;100000000;221836
26825;TheShippingNews;KevinSpacey;JulianneMoore;JudiDench;CateBlanchett;LasseHallstrom;;;RobertNelsonJacobs;AnnieProulx;;;0;Drame;;;;;;;USA;27;2;2002;2;2,6;112;35000000;56630
26832;TheOthers;NicoleKidman;ElaineCassidy;ChristopherEccleston;FionnulaFlanagan;AlejandroAmenabar;;;AlejandroAmenabar;;;;0,02579;Drame; Fantastique; Epouvante-horreur;;;;;France;26;12;2001;2;4,5;105;17000000;434397
26833;TheContender;JeffBridges;JoanAllen;GaryOldman;ChristianSlater;RodLurie;;;RodLurie;;;;0,00624;Drame; Thriller;;;;;;Autre;6;3;2001;1;3,3;126;9000000;62009
26835;TheGift;CateBlanchett;GiovanniRibisi;KeanuReeves;KatieHolmes;SamRaimi;;;BillyBobThornton;TomEpperson;;;0,02158;Drame; Epouvante-horreur; Thriller;;;;;USA;18;4;2001;2;3,2;112;10000000;162218
26839;TheTailorofPanama;PierceBrosnan;JamieLeeCurtis;GeoffreyRush;LeonorVarela;JohnBoorman;;;JohnBoorman;JohnLeCarre;AndrewDavies;;0,01407;Espionnage;;;;;;;Autre;30;5;2001;2;3,6;109;18000000;140875
26840;Terminator3:RiseoftheMachines;ArnoldSchwarzenegger;KristannaLoken;NickStahl;ClaireDanes;JonathanMostow;;;JohnD.Brancato;MichaelFerris;TediSarafian;;0,01407;Action; Science Fiction;;;;;;USA;6;8;2003;2;3;109;200000000;1506449
26849;SavetheLastDance;JuliaStiles;SeanPatrickThomas;KerryWashington;TerryKinney;ThomasCarter;;;DuaneAdler;CherylEdwards;;;0,02331;Drame; Musical; Romance;;;;;USA;1;8;2001;2;2,7;112;13000000;127416
26851;Reinesd'unjour;KarinViard;HeleneFillieres;SergiLopez;VictorLanoux;MarionVernoux;;;MarionVernoux;NathalieKristy;;;0;Comedie dramatique;;;;;;;France;24;10;2001;2;3,4;94;4363200;135114
26854;Rollerball;ChrisKlein;JeanReno;LLCoolJ;RebeccaRomijn;JohnMcTiernan;;;JohnPogue;LarryFerguson;WilliamHarrison;;0,01407;Action; Science Fiction;;;;;;USA;13;3;2002;2;2,7;99;70000000;198744
26855;ProofofLife;MegRyan;RussellCrowe;DavidMorse;PamelaReed;TaylorHackford;;;TonyGilroy;;;;0,03024;Action; Drame; Thriller;;;;;USA;4;4;2001;2;2,7;135;80000000;75740
26857;Ocean'sEleven;GeorgeClooney;BradPitt;JuliaRoberts;MattDamon;StevenSoderbergh;;;TedGriffin;HarryBrown;CharlesLederer;;0,0334;Comedie; Judiciaire; Thriller;;;;;USA;6;2;2002;2;4,1;117;90000000;1502148
26858;Love'sLabour'sLost;KennethBranagh;AlessandroNivola;AliciaSilverstone;NataschaMcElhone;KennethBranagh;;;KennethBranagh;WilliamShakespeare;;;0,03024;Comedie; Comedie musicale;;;;;;Autre;24;1;2001;2;3,7;93;13000000;42169
26861;MissCongeniality;SandraBullock;BenjaminBratt;MichaelCaine;CandiceBergen;DonaldPetrie;;;KatieFord;CarynLucas;MarcLawrence(II);;0,0334;Action; Comedie;;;;;;Autre;4;4;2001;2;2,9;109;45000000;150916
26862;Monsters,Inc.;;;;;PeteDocter;DavidSilverman;LeeUnkrich;PeteDocter;RhettReese;AndrewStanton;;0;Animation; Comedie; Famille;;;;;USA;20;3;2002;2;4,5;92;115000000;777943
26863;MoulinRouge!;NicoleKidman;EwanMcGregor;JohnLeguizamo;JimBroadbent;BazLuhrmann;;;BazLuhrmann;CraigPearce;;;0,01549;Comedie musicale; Romance;;;;;;Autre;3;10;2001;2;3,7;126;50000000;446712
26866;LuckyNumbers;JohnTravolta;LisaKudrow;TimRoth;"EdO&#039;Neill";NoraEphron;;;AdamResnick;;;;0,02158;Comedie; Policier;;;;;;USA;1;8;2001;2;2,8;105;65000000;30543
26871;QueenoftheDamned;StuartTownsend;Aaliyah;MargueriteMoreau;VincentPerez;MichaelRymer;;;ScottAbbott;MichaelPetroni;AnneRice;;0,0334;Fantastique; Epouvante-horreur; Musical;;;;;USA;19;6;2002;2;2,4;101;35000000;248920
26880;Freddyvs.Jason;RobertEnglund;KenKirzinger;KellyRowland;JasonRitter;RonnyYu;;;MarkSwift;DamianShannon;WesCraven;;0,04368;Fantastique; Epouvante-horreur;;;;;;USA;29;10;2003;2;3;96;30000000;211082
26882;Gamer;SaidTaghmaoui;CamilledePazzis;AlexisLoret;MaudBuquet;PatrickLevy;;;PatrickLevy;FabienSuarez;DaiveCohen;;0,00624;Comedie;;;;;;;France;21;3;2001;2;2,4;94;3240000;77778
26884;FindingForrester;SeanConnery;RobBrown;F.MurrayAbraham;AnnaPaquin;GusVanSant;;;MikeRich;;;;0,01407;Drame;;;;;;;USA;18;4;2001;2;3,4;136;43000000;239902
26885;FinalFantasy,theSpiritsWithin;;;;;HironobuSakaguchi;MonotoriSakakibara;;HironobuSakaguchi;AlReinert;JeffVintar;;0,01407;Animation; Science Fiction;;;;;;USA;15;8;2001;2;3,3;106;137000000;774733
26889;Driven;SylvesterStallone;BurtReynolds;KipPardue;StacyEdwards;RennyHarlin;;;SylvesterStallone;NealTabachnick;JanSkrentny;;0,0334;Action;;;;;;;Autre;11;7;2001;2;2,5;117;72000000;197779
27022;Dinosaur;;;;;EricLeighton;RalphZondag;;WalonGreen;ThomEnriquez;JohnHarrison;;0;Aventure; Animation; Famille;;;;;USA;29;11;2000;2;3,2;82;200000000;1250646
27042;Valentine;DavidBoreanaz;DeniseRichards;MarleyShelton;JessicaCapshaw;JamieBlanks;;;DonnaPowers;WaynePowers;GretchenJ.Berg;;0,0334;Epouvante-horreur; Thriller;;;;;;USA;27;6;2001;2;2,1;95;10000000;312115
27044;LesJolieschoses;FredericSaurel;MarionCotillard;StomyBugsy;PatrickBruel;GillesPaquet-Brenner;;;GillesPaquet-Brenner;VirginieDespentes;GillesPaquet-Brenner;;0,02331;Comedie dramatique;;;;;;;France;14;11;2001;2;2,9;105;3553200;117099
27046;AllthePrettyHorses;MattDamon;PenelopeCruz;HenryThomas;LucasBlack;BillyBobThornton;;;TedTally;CormacMcCarthy;;;0,01407;Comedie dramatique;;;;;;;USA;6;6;2001;2;2,5;116;45000000;28139
27049;TheWeddingPlanner;JoanDelMar;JenniferLopez;MatthewMcConaughey;BridgetteWilson;AdamShankman;;;PamelaFalks;MichaelEllis;;;0;Comedie; Romance;;;;;;Autre;3;7;2001;1;2,4;103;28000000;271382
27050;GhostsofMars;NatashaHenstridge;IceCube;JasonStatham;PamGrier;JohnCarpenter;;;LarrySulkis;JohnCarpenter;;;0,01185;Epouvante-horreur; Science Fiction;;;;;;USA;21;11;2001;2;3,4;100;42000000;203781
27052;Chocolat;JulietteBinoche;JohnnyDepp;AlfredMolina;JudiDench;LasseHallstrom;;;RobertNelsonJacobs;JoanneHarris;;;0,02579;Comedie; Drame; Romance;;;;;Autre;28;2;2001;2;2,3;121;25000000;161893
27061;ApocalypseNow;MartinSheen;FredericForrest;RobertDuvall;AlbertHall;FrancisFordCoppola;;;FrancisFordCoppola;JohnMilius;MichaelHerr;;0,03024;Drame; Guerre;;;;;;USA;26;9;1979;2;4,8;182;31500000;20537
27062;Antitrust;RyanPhillippe;ClaireForlani;RachaelLeighCook;TimRobbins;PeterHowitt;;;HowardFranklin;;;;0,02372;Policier; Thriller;;;;;;USA;27;6;2001;2;3;104;30000000;173261
