ID_film;titre_original;acteur_1;acteur_2;acteur_3;acteur_4;real_1;real_2;real_3;scen_1;scen_2;scen_3;scen_4;score_disctrib;genre_1;genre_2;genre_3;genre_4;genre_5;genre_6;genre_7;pays;jour_sortie;mois_sortie;annee_sortie;day_of_week_sortie;note_presse;duree;budegt_dollars;premiere_semaine_france
230605;Theeb;JacirEid;HassanMutlag;HusseinSalameh;JackFox;NajiAbuNowar;;;NajiAbuNowar;BasselGhandour;;;0,02466;Aventure; Drame;;;;;;Autre;23;11;2016;2;3,8;100;283024;5625
230610;INostriRagazzi;AlessandroGassman;GiovannaMezzogiorno;LuigiLoCascio;BarboraBobulova;IvanoDeMatteo;;;IvanoDeMatteo;ValentinaFerlan;HermanKoch;;0,01487;Drame;;;;;;;Autre;10;12;2014;2;3,1;92;7282;12158
230611;HeavenKnowsWhat;ArielleHolmes;CalebLandryJones;EleonoreHendricks;BuddyDuress;BennySafdie;JoshSafdie;;RonaldBronstein;BennySafdie;ArielleHolmes;;0,01354;Biopic; Drame;;;;;;USA;3;2;2016;2;3,6;97;80734;2625
230617;Takvasupravila;EmirHadzihafizbegovic;JasnaZalica;HrvojeVladisavljevic;LjubomirBandovic;OgnjenSvilicic;;;OgnjenSvilicic;;;;0,02324;Drame;;;;;;;Autre;23;5;2018;2;2,8;77;;42
230618;MitaTova;"Ze&#039;evRevach";LevanaFinkelstein;AlizaRosen;IlanDar;SharonMaymon;TalGranit;;SharonMaymon;TalGranit;;;0,02334;Comedie; Drame;;;;;;Autre;3;6;2015;2;3,7;93;172860;5043
230619;Ichseh,Ichseh;SusanneWuest;LukasSchwarz;EliasSchwarz;HansEscher;VeronikaFranz;SeverinFiala;;VeronikaFranz;SeverinFiala;;;0,00827;Drame; Fantastique; Epouvante-horreur;;;;;Autre;13;5;2015;2;3,1;100;1178196;785
230620;JayuuiEondeok;RyoKase;SoriMoon;Young-hwaSeo;Eui-SungKim;HongSang-Soo;;;HongSang-Soo;;;;0,01439;Drame;;;;;;;Autre;8;7;2015;2;4,2;66;;7965
230625;PoleEmploi,Nequittezpas!;;;;;NoraPhilippe;;;NoraPhilippe;;;;0,0111;Documentaire;;;;;;;France;19;11;2014;2;3,5;78;;827
230634;ABiggerSplash;TildaSwinton;RalphFiennes;DakotaJohnson;MatthiasSchoenaerts;LucaGuadagnino;;;DavidKajganich;AlainPage;;;0,02587;Policier; Drame;;;;;;Autre;6;4;2016;2;2,3;125;2024099;17560
230635;Court;ViraSathidar;VivekGomber;GeetanjaliKulkarni;PradeepJoshi;ChaitanyaTamhane;;;ChaitanyaTamhane;;;;0,01299;Bollywood; Drame;;;;;;Autre;11;5;2016;2;3,9;116;;1823
230644;BeforeIDisappear;ShawnChristensen;FatimaPtacek;EmmyRossum;PaulWesley;ShawnChristensen;;;ShawnChristensen;;;;0,01019;Comedie; Drame;;;;;;USA;2;12;2015;2;2,5;93;10078;259
230645;MaryShelley;ElleFanning;DouglasBooth;TomSturridge;BelPowley;HaifaaAlMansour;;;EmmaJensen;HaifaaAlMansour;;;0,0261;Drame; Historique;;;;;;Autre;8;8;2018;2;2,8;120;108900;38287
230674;Patriaobscura;;;;;StephaneRagot;;;StephaneRagot;;;;0;Documentaire;;;;;;;France;22;10;2014;2;3,4;83;;351
230689;CliffordTheBigRedDog;RussellPeters;DarbyCamp;JackWhitehall;TonyHale;WaltBecker;;;JayScherick;DavidRonn;BlaiseHemingway;;0,02429;Aventure; Comedie; Famille;;;;;USA;1;12;2021;2;2,4;97;64000000;163178
230699;AuRevoirLa-haut;NahuelPerezBiscayart;AlbertDupontel;LaurentLafitte;NielsArestrup;AlbertDupontel;;;AlbertDupontel;PierreLemaitre;PierreLemaitre;;0,02338;Comedie dramatique;;;;;;;France;25;10;2017;2;3,9;117;21330000;550185
230703;Risen;JosephFiennes;TomFelton;PeterFirth;CliffCurtis;KevinReynolds;;;PaulAiello;KevinReynolds;PaulAiello;;0,02583;Action; Aventure; Drame;;;;;USA;4;5;2016;2;2,3;102;20000000;37717
230720;EverybodyWantsSome!!;BlakeJenner;RyanGuzman;TylerHoechlin;ZoeyDeutch;RichardLinklater;;;RichardLinklater;;;;0,04368;Comedie;;;;;;;USA;20;4;2016;2;3,4;117;10000000;16837
230722;UttamaVillain;KamalHaasan;RajeshM.Selva;Jayaram;NasserM;RameshAravind;;;;;;;0,01441;Comedie;;;;;;;Autre;1;5;2015;4;3,1;172;110119;1805
230723;Zhiquweihushan;ZhangHanyu;GengxinLin;TonyLeungKaFai;YuNan;TsuiHark;;;JianxinHuang;TsuiHark;YangLi;;0,04368;Action; Aventure;;;;;;Autre;17;6;2015;2;3,8;140;228984;20114
230727;Undersandet;RolandMoller;MikkelBoeFolsgaard;JoelBasman;LeonSeidel;MartinZandvliet;;;MartinZandvliet;;;;0,02579;Drame; Historique; Guerre;;;;;Autre;1;3;2017;2;3,3;101;5325000;15479
230729;Aupluspresdusoleil;SylvieTestud;GregoryGadebois;MathildeBisson;ZacharieChasseriaud;YvesAngelo;;;YvesAngelo;FrancoisDupeyron;GillesLegrand;;0,02579;Drame;;;;;;;France;16;1;2015;4;3;103;4295674,08;18815
230730;AWrinkleInTime;StormReid;OprahWinfrey;ReeseWitherspoon;MindyKaling;AvaDuVernay;;;JenniferLee;"MadeleineL&#039;Engle";;;0,02489;Famille; Fantastique;;;;;;USA;14;3;2018;2;1,6;110;100000000;198760
230731;CeSentimentDeL'Ete;AndersDanielsenLie;JudithChemla;MarieRiviere;FeodorAtkine;MikhaelHers;;;MikhaelHers;MarietteDesert;;;0,0261;Drame;;;;;;;France;17;2;2016;2;3,7;107;;21112
230748;Zoom;GaelGarciaBernal;AlisonPill;MarianaXimenes;JasonPriestley;PedroMorelli;;;MattHansen;;;;0,01424;Animation; Comedie; Drame;;;;;Autre;8;6;2016;2;2,6;97;;400
230783;BlackWidow;ScarlettJohansson;FlorencePugh;RachelWeisz;DavidHarbour;CateShortland;;;EricPearson;StanLee;DonRico;;0,02489;Action; Aventure; Espionnage;;;;;USA;7;7;2021;2;2,9;134;;440689
230803;Smallfoot;;;;;KareyKirkpatrick;JasonA.Reisig;;KareyKirkpatrick;ClareSera;SergioPablos;;0,0334;Aventure; Animation;;;;;;USA;17;10;2018;2;3,6;97;80000000;406484
230806;WrongElements;;;;;JonathanLittell;;;JonathanLittell;;;;0,02668;Documentaire;;;;;;;France;22;3;2017;2;3,7;133;;3260
230819;Corbo;AnthonyTherrien;"AntoineL&#039;Ecuyer";KarelleTremblay;TonyNardi;MathieuDenis;;;MathieuDenis;;;;0,01496;Drame;;;;;;;Autre;2;9;2015;2;3,3;119;;1428
230822;TeenageMutantNinjaTurtles:OutoftheShadows;MeganFox;StephenAmell;NoelFisher;AlanRitchson;DaveGreen;;;JoshAppelbaum;AndreNemec;PeterLaird;;0,02429;Action; Aventure;;;;;;USA;29;6;2016;2;2,1;113;135000000;433446
230835;AngeetGabrielle;PatrickBruel;IsabelleCarre;AlicedeLencquesaing;ThomasSoliveres;AnneGiafferi;;;AnneGiafferi;MurielleMagellan;AnneLeNy;;0,02266;Comedie; Romance;;;;;;France;10;11;2015;1;3,3;94;7407566,64;254124
230852;Bugday;Jean-MarcBarr;ErminBravo;GrigoriyDobrygin;LubnaAzabal;SemihKaplanoglu;;;SemihKaplanoglu;;;;0,02281;Drame; Science Fiction;;;;;;Autre;10;10;2018;2;2,6;128;;974
230868;Goksung;Do-WonKwak;HwangJeong-min;JunKunimura;Woo-heeChun;NaHong-jin;;;NaHong-jin;;;;0,04368;Policier; Drame; Epouvante-horreur; Thriller;;;;Autre;6;7;2016;2;4,1;156;;17103
230941;Conducta;ArmandoValdesFreire;AlinaRodriguez;SilviaAguila;YulietCruz;ErnestoDaranas;;;ErnestoDaranas;;;;0,02093;Comedie dramatique;;;;;;;Autre;23;3;2016;2;3,5;108;147731;28532
230942;AnotherDayofLife;;;;;RauldelaFuente;DamianNenow;;DamianNenow;RauldelaFuente;AmaiaRemirez;;0,01731;Animation; Documentaire; Drame; Guerre;;;;Autre;23;1;2019;2;3,2;85;4900000;4048
230959;Risttuules;LauraPeterson;IngridIsotamm;MirtPreegel;TarmoSong;MarttiHelde;;;MarttiHelde;LiisNimik;;;0,02552;Drame; Historique;;;;;;Autre;11;3;2015;2;3,8;87;702000;20434
230965;FelixetMeira;HadasYaron;MartinDubreuil;LuzerTwersky;Anne-ElisabethBosse;MaximeGiroux;;;MaximeGiroux;AlexandreLaferriere;;;0,01516;Drame; Famille; Romance;;;;;Autre;4;2;2015;2;3,7;105;447353;18340
230977;Loshongos;JovanAlexisMarquinez;CalvinBuenaventura;GustavoRuizMontoya;AtalaEstrada;OscarRuizNavia;;;OscarRuizNavia;CesarAcevedo;;;0,01487;Drame;;;;;;;Autre;27;5;2015;2;3,3;103;;5346
230989;MaryKom;PriyankaChopraJonas;SunilThapa;DarshanKumaar;ZacharyCoffin;OmungKumar;;;SaiwynQadras;RamendraVasishth;;;0,01441;Biopic; Drame;;;;;;Autre;5;9;2014;4;3,5;117;621300;516
231019;AdyGasy;RejaoRefaralahyJoela;FlorentineRazafiharisoa;RadoHarivelo;;LovaNantenaina;;;LovaNantenaina;EvaLova-Bely;;;0,00649;Documentaire;;;;;;;Autre;8;4;2015;2;3,4;84;163679;1572
231088;Mamereetmonpere(AnnemveBabam);;;;;MuretIsitmez;;;MuretIsitmez;;;;0;Documentaire;;;;;;;France;11;3;2015;2;2,7;105;;101
231099;SolanogLudvig-JuliFlaklypa;;;;;RasmusA.Sivertsen;;;KarstenFullu;KjellAukrust;;;0,01464;Animation; Famille;;;;;;Autre;26;11;2014;2;3,3;76;2375000;7624
231129;Awake:TheLifeofYogananda;AnupamKher;;;;PaoladiFlorio;LisaLeeman;;;;;;0,01459;Documentaire;;;;;;;USA;23;3;2016;2;1,7;90;1539680;559
231135;Indesirables;JeremieElkaim;BeatricedeStael;BastienBouillon;ValentineCatzeflis;PhilippeBarassat;;;PhilippeBarassat;FredericLeCoq;PhilippeBarassat;;0,01422;Drame;;;;;;;France;18;3;2015;2;2,7;96;;1913
231144;10CloverfieldLane;MaryElizabethWinstead;JohnGoodman;JohnGallagherJr.;MayaErskine;DanTrachtenberg;;;JoshCampbell;MatthewStuecken;DamienChazelle;;0,02429;Science Fiction; Thriller;;;;;;USA;16;3;2016;2;3,6;103;15000000;262590
231178;LesTuche2-Lereveamericain;Jean-PaulRouve;IsabelleNanty;ClaireNadeau;SarahStern;OlivierBaroux;;;PhilippeMechelen;LionelDutemple;JulienHerve;;0,03024;Comedie;;;;;;;France;3;2;2016;2;2,8;94;16405867,44;1502557
231207;Underworld-BloodWars;KateBeckinsale;TheoJames;TobiasMenzies;LaraPulver;AnnaFoerster;;;CoryGoodman;KevinGrevioux;LenWiseman;;0,02583;Action; Fantastique; Epouvante-horreur;;;;;USA;15;2;2017;2;1,5;91;35000000;169417
231230;QueHorasElaVolta?;ReginaCase;CamilaMardila;MichelJoelsas;KarineTeles;AnnaMuylaert;;;AnnaMuylaert;;;;0;Drame;;;;;;;Autre;3;11;2015;1;3,8;112;;50521
231247;ThisIsMyLand;;;;;TamaraErde;;;TamaraErde;;;;0,00888;Documentaire;;;;;;;France;20;4;2016;2;3,6;90;;983
231252;ElephantSong;BruceGreenwood;XavierDolan;CatherineKeener;Carrie-AnneMoss;CharlesBiname;;;;;;;0,02472;Drame;;;;;;;Autre;3;8;2016;2;2,7;110;;9308
231261;WasteLand;JeremieRenier;NataliBroods;BabetidaSadjo;PeterVandenBegin;PieterVanHees;;;PieterVanHees;;;;0,0123;Thriller;;;;;;;Autre;25;3;2015;2;2,4;97;5000;827
231262;RedRose;MinaKavani;VassilisKoukalani;ShabnamTolouei;BabakFarahani;SepidehFarsi;;;JavadDjavahery;SepidehFarsi;JavadDjavahery;;0,01516;Drame; Romance;;;;;;France;9;9;2015;2;3,4;87;648000;4570
231297;Territoiredelaliberte;;;;;AlexanderKusnetsov;;;AlexanderKusnetsov;;;;0,00888;Documentaire;;;;;;;Autre;4;2;2015;2;3,8;67;;654
231299;Agassi;KimMin-Hee;Tae-riKim;Jung-wooHa;Jin-woongCho;ParkChan-Wook;;;ParkChan-Wook;Seo-kyeongJeong;SarahWaters;;0,01849;Drame; Romance;;;;;;Autre;1;11;2016;1;3,8;151;;13099
231305;Urok;MargitaGosheva;IvanBarnev;StefanDenolyubov;IvankaBratoeva;KristinaGrozeva;PetarValchanov;;KristinaGrozeva;PetarValchanov;;;0,01134;Drame;;;;;;;Autre;9;9;2015;2;3,3;105;9045;3117
231308;LeFeuSacre;ArthurJoffe;MauriceLamy;DominiquePinon;DinaMorgan;ArthurJoffe;;;ArthurJoffe;;;;0,02516;Documentaire;;;;;;;France;11;11;2015;2;3,7;92;;361
231312;Al-Wadi;CaroleAbboud;FadiAbiSamra;MounzerBaalbaki;CarlosChahine;GhassanSalhab;;;GhassanSalhab;;;;0,01299;Drame;;;;;;;Autre;23;3;2016;2;3,7;134;;551
231325;LeMomentetLaManiere;AnneMatalon;;;;AnneKunvari;;;CatherineHerszberg;AnneKunvari;AnneMatalon;;0,00829;Documentaire;;;;;;;France;22;10;2014;2;3,5;59;;397
231347;FelixetlesLoups;JulienBaumgartner;PatrickMesse;ClaireCahen;AlexisGilot;PhilippeSisbane;;;PhilippeSisbane;;;;0,01422;Thriller;;;;;;;France;29;10;2014;2;2,3;90;1058400;954
231353;Ausencia;MatheusFagundes;IrandhirSantos;GildaNomacce;ThiagodeMatos;ChicoTeixeira;;;ChicoTeixeira;CesarTurim;SabinaAnzuategui;;0,0055;Drame;;;;;;;Autre;20;7;2016;2;3,4;87;;44
231369;DesPierresenceJardin;AurelienRecoing;KarineReynouard;AnnePlumejeau;PhilippeRolland;PascalBonnelle;;;PascalBonnelle;;;;0,01154;Drame;;;;;;;France;17;6;2015;2;2,7;92;;45
231371;AusdemNichts;DianeKruger;DenisMoschitto;NumanAcar;SamiaMurielChancrin;FatihAkin;;;FatihAkin;HarkBohm;;;0,03024;Drame; Thriller;;;;;;Autre;17;1;2018;2;2,9;106;321011;127128
231408;ManchesterBytheSea;CaseyAffleck;MichelleWilliams;KyleChandler;LucasHedges;KennethLonergan;;;KennethLonergan;;;;0,02973;Drame;;;;;;;USA;14;12;2016;2;4,5;138;5;108185
231420;DemocratieAnneeZero;;;;;ChristopheCotteret;;;AmiraChebli;ChristopheCotteret;;;0,01372;Documentaire;;;;;;;Autre;5;11;2014;2;3,1;98;231130;123
231429;ManosSucias;ChristianJamesAdvincula;JarlinMartinez;HadderBlandon;ManuelDavidRiascos;JosefWladyka;;;AlanBlanco;JosefWladyka;;;0,01475;Drame; Thriller;;;;;;USA;3;6;2015;2;3,3;84;;6806
231434;MazeRunner:TheScorchTrials;"DylanO&#039;Brien";KiHongLee;KayaScodelario;ThomasBrodie-Sangster;WesBall;;;T.S.Nowlin;JamesDashner;;;0,02846;Action; Aventure; Science Fiction;;;;;USA;7;10;2015;2;3;133;61000000;1190062
231453;Travailleuses...;;;;;CatherineEgloffe;LingjieWang;JingfangHao;BounaCherifFofana;CatherineEgloffe;LingjieWang;;0,01356;Documentaire;;;;;;;France;12;11;2014;2;3;71;;168
231469;Silentium;;;;;SoboSwobodnik;;;SoboSwobodnik;;;;0,02472;Documentaire;;;;;;;Autre;1;11;2017;2;3,5;85;3240000;226
231479;LaVozEnOff;IngridIsensee;MariaJoseSiebald;PaulinaGarcia;CristianCampos;CristianJimenez;;;DanielCastro;CristianJimenez;;;0,01415;Comedie dramatique; Drame;;;;;;Autre;29;6;2016;2;2,9;96;;4245
231490;L'Amorenonperdona;ArianeAscaride;HelmiDridi;FrancescaInaudi;CarmineMaringola;StefanoConsiglio;;;StefanoConsiglio;MimmoRafele;;;0,01487;Romance;;;;;;;Autre;11;3;2015;2;2;82;;7879
231525;Realive;TomHughes;OonaChaplin;CharlotteLeBon;BarryWard;MateoGil;;;MateoGil;;;;0,01549;Drame; Science Fiction;;;;;;Autre;6;6;2018;2;2,6;112;7000000;279
231532;BeyondClueless;FairuzaBalk;;;;CharlieLyne;;;CharlieLyne;;;;0,00725;Documentaire;;;;;;;Autre;29;4;2015;2;3,3;89;;2306
231540;LesInnocentes;LoudeLaage;VincentMacaigne;AgataBuzek;AgataKulesza;AnneFontaine;;;SabrinaB.Karine;AliceVial;PhilippeMaynial;;0,02658;Drame; Historique;;;;;;France;10;2;2016;2;3,8;115;6912000;182733
231552;Asphalte;IsabelleHuppert;GustaveKervern;ValeriaBruniTedeschi;TassaditMandi;SamuelBenchetrit;;;SamuelBenchetrit;GaborRassov;SamuelBenchetrit;;0,01265;Comedie dramatique;;;;;;;France;7;10;2015;2;3,6;100;880180;36003
231556;TokyoFiancee;PaulineEtienne;TaichiInoue;JulieLeBreton;AlicedeLencquesaing;StefanLiberski;;;StefanLiberski;AmelieNothomb;;;0,02334;Comedie; Romance;;;;;;Autre;4;3;2015;2;3,1;100;3377109,24;33522
231573;BillyLynn'sLongHalftimeWalk;JoeAlwyn;KristenStewart;GarrettHedlund;SteveMartin;AngLee;;;Jean-ChristopheCastelli;BenFountain;;;0,02583;Drame; Guerre;;;;;;USA;1;2;2017;2;3,6;113;40000000;8269
231593;Enrages;FrancoisArnaud;VirginieLedoyen;LambertWilson;GuillaumeGouix;EricHannezo;;;BenjaminRataud;YannickDahan;EricHannezo;;0,02538;Action; Thriller;;;;;;France;30;9;2015;2;1,9;94;254303;40037
231597;Jesuisunsoldat;LouiseBourgoin;Jean-HuguesAnglade;AnneBenoit;LaurentCapelluto;LaurentLariviere;;;LaurentLariviere;FrancoisDecodts;;;0,02668;Drame;;;;;;;France;18;11;2015;2;3,4;97;3628171,44;18601
231598;21nuitsavecPattie;IsabelleCarre;KarinViard;AndreDussollier;SergiLopez;ArnaudLarrieu;Jean-MarieLarrieu;;Jean-MarieLarrieu;ArnaudLarrieu;;;0,0261;Comedie;;;;;;;France;25;11;2015;2;4,1;115;;157914
231599;LeConvoi;BenoitMagimel;ReemKherici;MadiBelem;TewfikJallab;FredericSchoendoerffer;;;FredericSchoendoerffer;YannBrion;;;0,02429;Action; Thriller;;;;;;France;20;1;2016;2;3,3;107;1099000;92517
231600;L'Hermine;FabriceLuchini;SidseBabettKnudsen;EvaLallier;CorinneMasiero;ChristianVincent;;;ChristianVincent;;;;0,02338;Comedie dramatique;;;;;;;France;18;11;2015;2;3,6;98;7905933,72;324441
231601;Adama;;;;;SimonRouby;;;JulienLilti;SimonRouby;JulienLilti;;0,01496;Animation;;;;;;;France;21;10;2015;2;3,7;82;381;20898
231605;JeNeSuisPasUnSalaud;NicolasDuvauchelle;MelanieThierry;MaryneCayon;DrissRamdi;EmmanuelFinkiel;;;EmmanuelFinkiel;;;;0,02579;Drame;;;;;;;France;24;2;2016;2;3,5;111;;19172
231615;JasonBourne;MattDamon;TommyLeeJones;AliciaVikander;VincentCassel;PaulGreengrass;;;PaulGreengrass;ChristopherRouse;;;0,02973;Action; Thriller;;;;;;USA;10;8;2016;2;3,2;124;120000000;608491
231631;SaltoMortale;AntoineRigot;AgatheOlivier;;;GuillaumeKozakiewiez;;;GregoryNieuviarts;GuillaumeKozakiewiez;AnnePaschetta;;0,01147;Documentaire;;;;;;;France;26;11;2014;2;3,4;94;48600;900
231633;LeDosRouge;BertrandBonello;JeanneBalibar;GeraldinePailhas;JoanaPreiss;AntoineBarraud;;;AntoineBarraud;;;;0,02284;Comedie dramatique;;;;;;;France;22;4;2015;2;3;127;;4210
231653;Nilecielnilaterre;JeremieRenier;KevinAzais;SwannArlaud;MarcRobert;ClementCogitore;;;ClementCogitore;ThomasBidegain;MaximeCaperan;;0,02412;Drame; Fantastique; Guerre;;;;;France;30;9;2015;2;3,7;100;2650179,6;18127
231658;i;ChiyaanVikram;AmyJackson;UpenPatel;SureshGopi;S.Shankar;;;S.Shankar;D.Suresh;A.N.Balakrishnan;;0;Drame; Fantastique; Romance;;;;;Autre;14;1;2015;2;3,9;188;16250;3097
231661;Cafard;;;;;JanBultheel;;;;;;;0,02334;Animation; Guerre;;;;;;France;9;12;2015;2;3,6;86;3078000;4323
231662;Citizenfour;EdwardSnowden;GlennGreenwald;LauraPoitras;KevinBankston;LauraPoitras;;;;;;;0,02287;Documentaire;;;;;;;USA;4;3;2015;2;4;114;1000000;20796
231666;LaPorted'Anna;;;;;PatrickDumont;FrancoisHebrard;;PatrickDumont;FrancoisHebrard;CatherineSchwartz;;0,01731;Documentaire;;;;;;;France;3;6;2015;2;3,2;80;334800;1035
231671;Unoctobrevioletalima;GiovanniCiccia;JimenaLindo;LuchoCaceres;VictorPrada;EduardoMendozadeEchave;;;EduardoMendozadeEchave;UrsulaVilcaGarcia;;;0;Drame;;;;;;;Autre;25;3;2015;2;2,6;110;;118
231677;TilMadnessDoUsPart;;;;;WangBing;;;;;;;0,01439;Documentaire;;;;;;;Autre;11;3;2015;2;4,1;227;;1941
231679;LaBelleepoque;GaelSall;ArchibaldSmith;SelimZahrani;KayaBlocksage;AlbertTudieshe;;;;;;;0,02324;Comedie dramatique;;;;;;;France;22;10;2014;2;3,2;86;10551600;565429
231700;LesNouvellesaventuresdeGros-PoisetPetit-point;;;;;LottaGeffenblad;UziGeffenblad;;LottaGeffenblad;UziGeffenblad;;;0,01464;Animation;;;;;;;Autre;4;2;2015;2;3,5;43;;6638
231701;Paris-Willouby;IsabelleCarre;StephaneDeGroodt;AlexLutz;JosephineJapy;QuentinReynaud;ArthurDelaire;;;;;;0,02658;Comedie dramatique;;;;;;;France;20;1;2016;2;2,3;83;4317840;64322
231703;Unpeu,beaucoup,aveuglement;ClovisCornillac;MelanieBernier;LilouFogli;PhilippeDuquesne;ClovisCornillac;;;LilouFogli;ClovisCornillac;TristanSchulmann;;0,02429;Comedie; Romance;;;;;;France;6;5;2015;2;3,4;91;4169500,92;165065
231730;Vendeur;GilbertMelki;PioMarmai;PascalElso;ClementinePoidatz;SylvainDesclous;;;SylvainDesclous;OlivierLorelle;SalvatoreLista;;0,02579;Comedie dramatique;;;;;;;France;4;5;2016;2;3,4;89;3747600;35947
231733;Premierscrus;GerardLanvin;JalilLespert;AliceTaglioni;LauraSmet;JeromeLeMaire;;;RemiBezancon;VanessaPortal;JeromeLeMaire;;0,02585;Drame;;;;;;;France;23;9;2015;2;2,3;97;9588647,16;135334
231735;Krigen;PilouAsbaek;TuvaNovotny;DarSalim;SorenMalling;TobiasLindholm;;;TobiasLindholm;;;;0,02587;Drame; Guerre;;;;;;Autre;1;6;2016;2;3,6;114;122902;8765
231738;Debarquementimmediat;AryAbittan;MediSadoun;CyrilLecomte;SlimaneDazi;PhilippedeChauveron;;;PhilippedeChauveron;;;;0,02266;Comedie;;;;;;;France;13;7;2016;2;2,4;91;16878202,2;199812
231739;CommeUnAvion;BrunoPodalydes;AgnesJaoui;SandrineKiberlain;VimalaPons;BrunoPodalydes;;;BrunoPodalydes;;;;0,02266;Comedie;;;;;;;France;10;6;2015;2;4;105;2472665;147598
231740;Josephines'arrondit;MarilouBerry;MehdiNebbou;MediSadoun;SarahSuco;MarilouBerry;;;SamanthaMazeras;PenelopeBagieu;MarilouBerry;;0,02266;Comedie;;;;;;;France;10;2;2016;2;3,2;94;11662422,12;390145
231742;LeFantomeDeCanterville;AudreyFleurot;MichaelYoun;MicheleLaroque;LionnelAstier;YannSamuell;;;YvesMarmion;YannSamuell;OscarWilde;;0,02266;Comedie; Fantastique;;;;;;France;6;4;2016;2;2,8;96;1918805;169473
231744;Legoutdesmerveilles;VirginieEfira;BenjaminLavernhe;LucieFagedet;HervePierre;EricBesnard;;;EricBesnard;;;;0,02266;Comedie; Drame; Romance;;;;;France;16;12;2015;2;3,6;97;6280811;92682
231747;SousX;Jean-MichelCorreia;KarimLeklou;AnissaAllali;DavidSaracino;Jean-MichelCorreia;;;NicolasPeufaillit;;;;0,02973;Drame;;;;;;;France;14;1;2015;2;3;99;;24370
231755;DiorandI;JenniferLawrence;MarionCotillard;SharonStone;AnnaWintour;FredericTcheng;;;FredericTcheng;;;;0,01097;Documentaire;;;;;;;France;8;7;2015;2;3,7;86;;3253
231770;Emrouz;ParvizParastui;SoheilaGolestani;ShabnamMoghadami;RoozbehHesari;RezaMirkarimi;;;RezaMirkarimi;ShadmehrRastin;;;0,01461;Drame;;;;;;;Autre;7;6;2017;2;3,1;88;;1123
231776;Quic'estlesplusforts?;AlicePol;AudreyLamy;BrunoSanches;AnnaLemarchand;CharlotteDeTurckheim;;;ClementKoch;CharlotteDeTurckheim;ClementKoch;;0,02538;Comedie;;;;;;;France;3;6;2015;2;3;103;6725862;77422
231779;LesPremiers,lesDerniers;AlbertDupontel;BouliLanners;SuzanneClement;MichaelLonsdale;BouliLanners;;;BouliLanners;;;;0,02538;Comedie; Drame;;;;;;France;27;1;2016;2;3,8;97;308276;38665
231786;Love;KarlGlusman;AomiMuyock;KlaraKristin;JuanSaavedra;GasparNoe;;;GasparNoe;;;;0,02538;Drame; Erotique;;;;;;France;15;7;2015;2;3,3;140;2755040,04;16961
231788;LaDamedansl'autoavecdeslunettesetunfusil;FreyaMavor;BenjaminBiolay;StacyMartin;ElioGermano;JoannSfar;;;GillesMarchand;PatrickGodeau;SebastienJaprisot;;0,02538;Thriller;;;;;;;France;5;8;2015;2;2,6;95;7953294,96;51138
231803;Paraccident;HafsiaHerzi;EmilieDequenne;MounirMargoum;EmmanuelSalinger;CamilleFontaine;;;CamilleFontaine;MarciaRomano;;;0,02467;Drame;;;;;;;France;14;10;2015;2;3,2;84;;8420
231836;Colonia;EmmaWatson;DanielBruhl;MichaelNyqvist;RichendaCarey;FlorianGallenberger;;;FlorianGallenberger;TorstenWenzel;;;0,02334;Drame; Historique; Romance;;;;;Autre;20;7;2016;2;2,9;106;11144527,56;54959
231847;Floride;JeanRochefort;SandrineKiberlain;AnamariaMarinca;LaurentLucas;PhilippeLeGuay;;;JeromeTonnerre;PhilippeLeGuay;FlorianZeller;;0,02338;Comedie dramatique;;;;;;;France;12;8;2015;2;3;110;8611573,32;177102
231856;RobinsonCrusoe;;;;;VincentKesteloot;;;DomonicParis;ChrisHubbell;SamGraham;;0,02587;Aventure; Animation; Famille;;;;;Autre;20;4;2016;2;3,1;90;;177748
231864;Chacunsavie;AhmedTaybi;YvesPrion;AliceTaurand;;AliGhanem;;;;;;;0,00585;Comedie dramatique;;;;;;;France;12;11;2014;2;2,6;90;8136092,52;207383
231865;Foxtrot;LiorAshkenazi;SarahAdler;YonatonShiray;ShiraHaas;SamuelMaoz;;;SamuelMaoz;;;;0,02281;Drame; Guerre;;;;;;France;25;4;2018;2;3,6;113;;25961
231866;Bientotlesjoursheureux(Itempifeliciverrannopresto);SabrinaSeyvecou;LucaBernardi;ErikasSizonovas;CarloRigoni;AlessandroComodin;;;AlessandroComodin;MilenaMagnani;;;0,0247;Drame; Guerre;;;;;;Autre;3;5;2017;2;3;100;;302
231872;Masaan;RichaChadda;VickyKaushal;SanjayMishra;ShwetaTripathi;NeerajGhaywan;;;VarunGrover;GillesTaurand;;;0,03024;Drame;;;;;;;Autre;24;6;2015;2;3,1;109;651748;12660
231874;Elle;IsabelleHuppert;LaurentLafitte;AnneConsigny;CharlesBerling;PaulVerhoeven;;;DavidBirke;PhilippeDjian;HaroldManning;;0,00998;Drame; Thriller;;;;;;France;25;5;2016;2;4,3;126;8865229,68;213665
231885;Nocturama;FinneganOldfield;VincentRottiers;HamzaMeziani;ManalIssa;BertrandBonello;;;BertrandBonello;;;;0,02538;Drame; Thriller;;;;;;France;31;8;2016;2;3,4;130;6058800;28472
