ID,actors_score,directors_score,scenaristes_score,distrib_score,Action,Animation,Aventure,Biopic,Comedie,Comedie dramatique,Comedie musicale,Drame,Epouvante-horreur,Famille,Fantastique,Guerre,Historique,Musical,Policier,Romance,Science Fiction,Thriller,Western,France,USA,Angleterre,Autres,jour_sortie,mois_sortie,day_of_week_sortie,note_presse,duree,premiere_semaine_france,budget_dollars
261667,0.479079909,1.00768799,0.011695906,0.02583,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,12,9,2,3.1,102,64588,254
252486,0.144237067,1.242456398,0.270750335,0.01299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,5,2,3.3,112,1926,254
302824,0.252286603,0.984899904,0.00990099,0.01485,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,9,2,3.2,90,206,273
223062,0.367172688,0.891873539,0.33842858,0.02587,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8,10,2,2.2,103,130509,287
260432,0.0,1.083541585,0.0,0.02334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,6,2,3.5,172,910,300
254155,0.604397622,1.140888926,0.082797753,0.02489,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,8,1,2,2.6,95,169125,300
228197,0.349997531,1.827579787,0.0,0.02429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,31,5,2,3.0,98,122691,300
138752,0.780869202,1.373873493,0.570906666,0.02587,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,15,12,2,1.6,103,316258,318
286901,0.517009798,1.242644116,0.270453361,0.04368,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3,11,2,2.9,96,34698,324
213835,0.581765504,1.104495855,0.132302704,0.02538,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,7,2,2.8,81,8400,324
222584,0.419414654,1.425950857,0.479944938,0.01481,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,6,2,3.0,109,7910,357
256610,0.346680069,1.321356593,0.347425574,0.03024,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,11,2,3.9,107,51977,370
231874,0.927990878,1.955001354,0.0,0.00998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,25,5,2,4.3,126,213665,370
249056,0.222271598,1.216902559,0.241047364,0.02552,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,3,2,3.4,106,21207,378
231601,0.0,0.917738403,0.069306931,0.01496,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,10,2,3.7,82,20898,381
262534,0.276226783,0.907866748,0.029239766,0.01404,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,2,3.0,100,116,403
203498,0.591476031,1.494540834,0.532953805,0.0261,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,14,1,2,2.1,138,25397,445
283763,0.0,1.112191773,0.0,0.00649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,9,2,4.1,90,323,454
250228,0.47220486,1.210011659,0.235662615,0.01642,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9,1,2,3.8,120,4420,500
224312,0.502178448,1.602186503,0.658018943,0.02467,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,11,2,3.2,100,35112,500
248962,0.600038923,1.188693762,0.240750391,0.02658,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,10,2,2.4,114,279670,500
116484,0.798884148,1.684867298,0.587227144,0.02587,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,3,2,2.9,99,64037,500
179784,0.255439566,1.382830191,0.429737711,0.02668,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,12,2,2.9,110,423,504
261340,0.500037896,1.32433425,0.355343005,0.02489,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,17,11,2,2.7,99,75483,508
293313,0.44852875,0.140394773,0.1538996,0.02583,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5,2,2.2,97,27833,539
303281,0.188080623,0.097720322,0.110705807,0.01384,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,2,3.1,96,154,540
232469,0.196917571,1.161067588,0.247061548,0.02324,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,2,2,2.5,83,30,540
280250,0.326658196,1.187184169,0.223503505,0.01415,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,4,2,3.8,83,4016,542
241480,0.405609202,1.008321487,0.312257542,0.02587,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,11,1,3.2,98,102223,543
203023,0.475861699,1.391853264,0.0,0.00546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,11,2,2.6,98,73,573
221081,0.645278213,1.2657407,0.211047421,0.02585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,29,7,2,2.7,118,233121,600
197655,0.487276322,1.301326067,0.33298593,0.01724,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,9,2,3.1,93,20594,635
254188,0.363012784,0.350986934,0.384749001,0.02552,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,4,2,3.8,137,11365,648
232134,0.680134077,1.104495855,0.132302704,0.02587,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,2,2.6,110,113006,675
200602,0.552692599,1.195379946,0.299584797,0.02587,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,9,2,2.5,83,38837,677
254109,0.272236721,1.022350753,0.029239766,0.02334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,2,2,3.1,113,23283,700
236672,0.0,1.043651764,0.090440623,0.01086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,6,2,3.0,81,80,727
294372,0.381831982,1.197748837,0.209274917,0.02412,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,1,3.3,104,19030,740
266744,0.407943342,1.401597157,0.704765213,0.01403,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,9,2,3.4,107,5834,756
271387,0.540899672,1.136834776,0.150309768,0.0334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,25,8,2,3.0,116,99007,762
146629,0.381219259,1.613018401,0.68340739,0.02334,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,4,2,3.0,99,64195,848
143963,0.399954983,1.208504094,0.241213595,0.00774,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25,3,2,1.8,91,158,860
227825,0.001058201,0.515739157,0.441622261,0.02372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,5,2,3.6,106,7125,876
280182,0.464787988,0.987940735,0.011695906,0.02334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,21,7,2,2.9,86,3597,879
229135,0.364600672,1.508779317,0.564096817,0.02587,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,5,2,2.7,98,60561,889
134691,0.623530353,1.23151385,0.288460425,0.02587,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,27,2,2,1.5,85,871475,894
268797,0.04719671,1.095909238,0.14399861,0.02324,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,9,2,3.1,64,21,898
293474,0.152304376,0.999146864,0.01754386,0.01443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,4,2,3.7,99,1925,911
207178,0.780136391,2.131095413,1.258953569,0.02587,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,6,2,1.3,90,106307,943
244978,0.476538026,1.159750752,0.232369757,0.02587,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,3,2,2.0,98,215260,954
215989,0.638957053,1.210895008,0.183602571,0.02334,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25,12,2,2.6,90,5351,976
196227,0.0,0.794910659,1.001331712,0.01731,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,12,2,3.0,59,4158,981
228498,0.105720816,1.234046312,0.265662559,0.02175,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,9,2,4.0,94,1002,992
257254,0.416204402,1.385162564,0.427776564,0.02334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,7,2,2.9,100,3364,1000
275681,0.394795842,1.195926259,0.216895374,0.01441,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,10,3,3.3,150,2605,1000
257779,0.756129525,1.009372533,0.01754386,0.02466,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,1,2,2.8,95,6355,1000
262302,0.163293586,0.567731174,0.616786297,0.01439,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,12,2,3.3,66,5839,1000
264084,0.426152337,0.992355175,0.011695906,0.02412,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,26,12,2,3.8,99,50910,1000
196047,0.316071168,0.50474802,0.248856465,0.01454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,9,3,2,1.7,74,50,1000
270566,0.0,1.242948571,0.278096231,0.01415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,10,2,3.4,86,470,1018
265231,0.686838839,0.704623925,0.787686239,0.02516,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1,2,2.3,109,6460,1029
274517,0.226922862,0.0,0.0,0.01452,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,7,2,3.1,77,824,1035
246774,0.260056254,1.003103026,0.043953971,0.02467,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,3.2,105,7863,1035
189833,0.0,1.276249762,0.0,0.01464,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,2,2,3.0,40,5973,1046
204546,0.660526511,1.057865831,0.130507788,0.02668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,24,7,2,1.6,90,65250,1055
227842,0.592120944,1.805829293,0.885553071,0.01549,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8,3,2,3.4,131,13825,1066
286984,0.0,0.521592067,0.0,0.00725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,2,2,4.2,62,713,1080
268823,0.232808208,1.074708284,0.219913672,0.01516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,7,2,2.9,98,837,1080
252200,0.901016475,1.895360017,0.990519256,0.02372,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,3,2,2.6,100,87548,1080
253964,0.078487919,0.015151515,0.0,0.02324,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,2,2,3.0,90,27,1080
204616,0.410733501,1.061149393,0.118348677,0.00476,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,7,2,3.2,96,812,1080
189924,0.298965021,1.052724074,0.102433503,0.01526,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,2,3.0,94,2052,1081
276680,0.172045159,0.140394773,0.1538996,0.02583,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,6,2,2.0,98,147706,1096
128295,0.35731919,1.384991101,0.426611082,0.01354,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,2,4.8,108,2273,1114
246659,0.119554385,1.255693573,0.282446241,0.02552,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,11,2,3.6,118,9303,1126
211663,0.012159767,0.832963261,0.0,0.01422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,10,2,3.3,96,4977,1136
206312,0.071432071,0.996633118,0.041398877,0.02466,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,4,2,3.6,90,47,1138
228767,0.027491409,1.040348513,0.10439465,0.02281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,5,2,2.5,77,8561,1164
138220,0.0,1.054565587,0.0,0.01185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,11,2,2.6,107,2821,1181
258589,0.232138147,2.141471665,1.240049981,0.02334,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,23,11,2,3.0,95,1140,1192
277759,0.0,0.196040493,0.112500724,0.00486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,9,2,2.4,82,264,1200
263100,0.427628619,0.932466153,0.01754386,0.02334,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,2,2.5,103,2047,1275
114720,0.198284514,1.343262244,0.326269469,0.01439,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,6,2,3.0,80,242,1334
110491,0.264773116,1.165146491,0.0,0.01754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,5,2,2.7,98,213,1341
280801,0.119227622,1.511542925,0.557546587,0.01128,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,30,11,2,3.8,126,1956,1347
145949,0.154081786,1.251299781,0.280376764,0.01461,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,2,2,3.8,100,10061,1350
290378,0.18623433,1.00510441,0.01754386,0.01297,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,6,2,3.9,90,2553,1356
312574,0.282434757,0.466721073,0.499827232,0.01642,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,13,12,2,3.6,96,3834,1424
294582,0.283905128,1.295675969,0.329990045,0.0247,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,7,2,2.9,137,472,1447
280450,0.154141668,0.907316958,0.01754386,0.01642,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,10,2,3.6,107,4878,1466
280120,0.406179181,1.347115391,0.381159169,0.01516,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,7,2,3.3,91,2213,1470
283758,0.280827059,1.065157464,0.082797753,0.00798,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,2,3.5,125,180,1477
233049,0.0,0.087628561,0.0,0.02857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,6,2,3.2,100,69,1480
224750,0.194967472,1.191874576,0.45938278,0.02134,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,10,2,2.3,107,7585,1505
129396,0.079393578,0.665147959,0.162005674,0.01154,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,3,2,3.0,90,233,1524
267157,0.0,0.7795109,0.0,0.01245,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,2,3.4,100,2396,1536
294765,0.23335161,0.980635599,0.011695906,0.01299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,3,2,3.8,85,2836,1551
197429,0.446486313,1.177010511,0.337524584,0.0261,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,1,2,3.4,102,11888,1612
228012,0.256497111,1.216881986,0.247061548,0.0261,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,6,2,3.3,129,15299,1620
182918,0.0,0.488601612,0.0,0.00451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,2,3.0,90,265,1620
231971,0.705161753,1.289422678,0.356269413,0.02587,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,3,2,3.3,87,190205,1623
57948,0.0,1.589253773,0.643825843,0.01731,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,12,2,4.1,75,366252,1623
252094,0.0,1.161388245,0.0,0.01464,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,3,2,3.7,40,10733,1701
260695,0.0,0.927734727,0.011695906,0.01526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,5,2,3.9,88,678,1713
257881,0.682706412,1.331414144,0.360619424,0.02587,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,12,2,4.3,110,263524,1737
240074,0.313540128,1.160898124,0.183602571,0.01421,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,9,2,3.2,118,1488,1755
134108,0.571671497,1.385725805,0.518441318,0.04368,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,8,1,2.5,92,754,1776
220995,0.438180802,1.432085769,0.452602815,0.0247,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,9,2,3.8,94,17350,1782
285620,0.0,0.196474602,0.01754386,0.02472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,5,2,3.3,84,3985,1785
189091,0.709285698,1.385725805,0.089108911,0.04368,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,24,7,2,1.4,96,82858,1800
45068,0.124398358,0.315633398,0.343813329,0.01422,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,2,2.9,117,274,1879
220965,0.0,1.13480344,0.241213595,0.01731,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,10,2,4.1,75,40760,1922
226422,0.04529956,1.067744889,0.139945574,0.01071,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,11,2,3.2,78,15,1949
289116,0.0,0.93224811,0.01754386,0.01724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,7,2,3.3,100,1308,1967
142070,0.202898469,0.244509313,0.265068612,0.01328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,2,2.8,90,317,1986
269232,0.67115461,1.198009165,0.231312605,0.02583,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,11,3,2,2.6,102,18484,1988
280134,0.300893699,1.056305438,0.092698744,0.01424,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,4,2,4.0,127,9083,2000
285711,0.194108205,0.97958784,0.0,0.01128,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,2,3.7,90,1105,2000
