ID,actors_score,directors_score,scenaristes_score,distrib_score,Action,Animation,Aventure,Biopic,Comedie,Comedie dramatique,Comedie musicale,Drame,Epouvante-horreur,Famille,Fantastique,Guerre,Historique,Musical,Policier,Romance,Science Fiction,Thriller,Western,France,USA,Angleterre,Autres,jour_sortie,mois_sortie,day_of_week_sortie,note_presse,duree,premiere_semaine_france,budget_dollars
273335,0.018769432,1.044461932,0.0,0.01724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,7,2,3.7,105,2482,37683
251264,0.0,0.950016606,0.0,0.0095,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,4,2,3.9,49,7343,37723
177741,0.668729247,1.347629507,0.249319669,0.0123,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2.8,107,4924,37743
246424,0.396485202,0.0,0.0,0.01424,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,6,2,3.1,95,6512,37765
204159,0.592016379,1.242644116,0.270453361,0.03024,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4,11,2,2.6,114,109773,37766
262204,0.002116402,0.768558695,0.0,0.01459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,5,2,2.6,93,1665,38051
208626,0.319114649,1.314956876,0.359099068,0.02338,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,18,12,2,2.8,104,81507,38065
140162,0.099493164,1.710422107,0.0,0.02516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,8,2,3.3,95,6165,38106
319708,0.505620416,1.02110126,0.029239766,0.01124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,9,3,2.8,161,109,38286
190406,0.331586252,1.533082881,0.587582018,0.01548,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,9,2,3.6,93,30940,38399
204241,0.51377288,1.241033092,0.258316664,0.01795,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,4,2,3.5,92,1325,38493
190949,0.430709557,1.001698927,0.029239766,0.02093,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,3,2,3.4,108,1543,38674
267931,0.176714529,1.116764786,0.15164148,0.0261,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12,6,2,3.3,91,6414,38688
285481,0.0,0.071804542,0.0,0.02466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,6,2,3.4,95,5171,38866
255681,0.483257321,1.116781286,0.242545307,0.0067,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,5,2,3.4,77,6963,38891
207006,0.358367797,1.220053251,0.249913616,0.0261,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,3,2,3.4,90,3610,38920
191532,0.144547713,1.347855235,0.378163283,0.02668,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,5,2,2.6,113,1733,39185
246687,0.255009932,0.990908885,0.011695906,0.02281,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,3.2,88,2897,39195
210591,0.115315219,1.224693522,0.268658445,0.00904,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,7,2,3.9,93,1738,39268
306844,0.453391026,1.182988506,0.213305541,0.01503,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,9,2,3.3,113,441,39424
130945,0.525033725,1.164879377,0.429332407,0.02579,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,3,2,3.2,95,6170,39606
134982,0.213982382,0.983264009,0.668823928,0.0073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,3,2,2.7,80,4358,39648
133401,0.091411712,1.43255981,0.48016907,0.0247,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,3,2,3.5,90,2825,39658
266664,0.0,0.969894732,0.011695906,0.01516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,2,2,3.6,97,346,39678
289989,0.188470602,1.385443978,0.427147129,0.01109,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,27,7,2,3.4,95,7225,39790
288926,0.271753745,0.977831136,0.0,0.02284,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,2,3.1,94,50,39948
135705,0.299773757,1.114470464,0.157952637,0.02134,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,1,2,3.4,93,2444,40034
244123,0.633650882,0.670706772,0.753467028,0.02338,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,7,2,3.4,83,7958,40159
240690,0.508397777,1.122270044,0.187678021,0.02334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,4,2,2.4,105,1514,40256
172226,0.49298658,1.697376077,0.0,0.02175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,13,4,2,3.1,121,5555,40294
222370,0.0,1.067118156,0.277227723,0.02412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,12,2,3.9,80,80485,40371
191164,0.51043495,1.26741692,0.312315442,0.01422,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,6,2,2.9,88,2627,40390
138954,0.0,0.28278144,0.0,0.00595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,2,2,2.8,76,2315,40548
216586,0.322752907,0.266545299,0.283966597,0.02334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,12,2,3.1,98,1101,40618
189988,0.0,0.9480852,0.032258065,0.02467,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,21,12,2,3.4,88,500,40634
180404,0.038353693,1.774402557,0.836294665,0.02516,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,9,2,3.5,122,4439,40837
293306,0.620836989,0.910146149,1.004604026,0.02466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,1,2,3.6,90,20374,41080
272638,0.256242088,1.016551486,0.023391813,0.0261,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,1,2,3.9,120,20951,41093
278665,0.506396823,0.998384372,0.011695906,0.00867,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,25,10,2,2.9,132,2858,41208
201317,0.163350847,1.153130418,0.182864806,0.01464,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,11,2,3.8,81,2132,41224
203043,0.638992721,1.152417231,0.185397487,0.01086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,4,2,3.3,81,150,41317
135824,0.315723457,1.488214051,0.52038939,0.0261,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1,2,3.5,109,20126,41343
227920,0.046732377,1.214306674,0.354582827,0.02334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,9,2,3.3,82,6683,41511
286700,0.275752589,1.172810638,0.209252504,0.02334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,3,2,3.1,107,3705,41530
246772,0.166602124,1.017617463,0.043953971,0.02281,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,12,2,3.4,98,11133,41614
279381,0.167051344,1.103246894,0.135617976,0.0261,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,3,2,3.5,86,2876,41778
212539,0.181970681,1.377699467,0.44282323,0.14286,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,2,3.6,85,2538,41873
280841,0.285185246,1.19843267,0.215122871,0.02287,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,4,2,3.7,122,14821,41925
255618,0.328226505,1.19843267,0.215122871,0.02287,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,9,2,3.4,118,5170,41934
35725,0.797308656,0.928874486,0.3186266,0.00477,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,16,11,2,2.1,88,117,41947
210799,0.330090414,0.987205212,0.043953971,0.01487,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,6,2,2.6,82,282,42000
240125,0.439351094,0.345146797,0.029239766,0.01158,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,17,10,0,2.8,90,713,42166
229167,0.0,1.657872187,0.716425632,0.0261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,10,2,4.2,82,18565,42166
179165,0.188408206,1.628656819,0.687127966,0.02658,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,9,2,3.8,103,38650,42172
174073,0.389979902,1.019430507,0.053854961,0.01452,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,7,2,3.5,95,2051,42254
174674,0.198441059,0.248216106,0.272248277,0.01461,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,11,2,3.1,95,1459,42261
221859,0.498134134,1.84283442,0.912116339,0.02338,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,11,2,3.5,92,103120,42297
290321,0.058492561,1.113150273,0.128249667,0.02472,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,10,2,3.5,106,9944,42467
209952,0.451485501,2.144373557,0.07469168,0.02472,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30,10,2,2.1,60,1406,42534
303881,0.219761885,0.990908885,0.011695906,0.02281,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,12,2,3.5,114,5745,42575
255756,0.138918345,0.107821333,0.09675178,0.01282,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,12,2,3.5,177,872,42657
312092,0.378032197,0.990860062,0.0,0.01124,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,4,3.0,153,885,42712
271844,0.096736575,1.309730643,0.343835742,0.0261,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,4,2,3.5,101,9743,42719
134750,0.37786462,2.869241919,2.057809007,0.02538,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,5,2,3.2,102,8955,42925
224733,0.516782817,0.466721073,0.689255343,0.01642,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,12,2,3.7,108,1989,42937
176731,0.599029073,1.139752424,0.168316832,0.02412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,12,1,2,3.4,102,80320,43040
227771,0.0,1.068224178,0.0,0.02093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,6,2,3.4,98,827,43089
124055,0.931161703,0.95773773,0.01754386,0.02579,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,1,2,2.8,96,186533,43180
263370,0.0,0.104717838,0.00990099,0.00762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,2,3.3,82,100,43200
218807,0.264911046,0.612103389,0.140408778,0.01124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,11,9,2,2.0,97,2350,43200
297307,0.0,1.648130431,0.716997167,0.02281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,10,2,4.2,168,5877,43411
234860,0.543156453,1.33657869,0.36450623,0.02175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,11,2,3.9,98,18407,43635
135859,0.317269714,1.078114322,0.137687453,0.01439,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,4,2,3.4,100,2472,43806
145295,0.004513551,1.216881986,0.0,0.02134,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,11,2,3.1,116,3571,43818
115444,0.243210103,0.937575107,0.01754386,0.00317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,2,3.4,98,521,43829
271118,0.194788071,0.861942465,0.011695906,0.02472,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,2,3.0,94,7125,43830
286300,0.379752103,0.14451858,0.157952637,0.01415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,10,2,3.7,72,5250,43984
280580,0.455598456,1.334644928,0.358086742,0.02334,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,3,2,3.4,95,10476,44072
257976,0.337789079,1.123800091,0.148051647,0.02552,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,2,3.6,107,14799,44156
205758,0.470866758,1.14459826,0.162005674,0.02466,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,11,2,2.6,119,19810,44235
138826,0.331405981,1.457523566,0.509242605,0.02579,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,3,2,2.8,120,66699,44348
180375,0.638081795,1.780298461,0.859439934,0.04368,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,24,11,2,2.7,109,19333,44745
304143,0.0,0.152729821,0.156157721,0.01516,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,16,11,2,2.8,80,137,44928
293141,0.187851458,0.995441278,0.0,0.0089,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,12,2,3.3,93,5932,45040
189975,0.426582931,1.300404778,0.0,0.01448,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,7,2,2.9,88,11709,45154
178714,0.0,0.01010101,0.011695906,0.01105,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,5,2,2.9,73,11517,45236
258651,0.709265813,1.265664521,0.299693127,0.02412,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,2,2,3.4,102,113432,45265
243440,0.236337956,1.172116619,0.202941347,0.02334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,12,2,3.4,95,1269,45270
197295,0.651503372,1.517977457,0.565224944,0.01724,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,7,2,2.3,86,13446,45350
175594,0.554990658,1.285930818,0.0,0.04368,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,28,12,2,2.6,104,52175,45469
273589,0.0,1.289637919,0.323273584,0.01454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,3,2,3.1,86,1632,45502
271046,0.27681547,0.0,0.0,0.01495,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,1,4,3.1,119,164,45502
217618,0.571984207,1.523523785,0.365873429,0.01526,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,20,8,2,3.0,104,3514,45502
135904,0.692765341,1.87662659,0.959232426,0.01427,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,18,11,2,3.7,125,160585,45759
277803,0.438101973,1.066274898,0.173701581,0.01128,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,9,2,3.3,90,7504,45830
145053,0.496240374,1.28442071,0.315442071,0.0085,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,1,2,2.8,100,4073,45835
314266,0.384926261,1.116853839,0.130507788,0.02281,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,12,2,3.7,97,25953,46035
290733,0.0,1.070760763,0.130507788,0.00979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,6,2,3.7,83,603,46172
226414,0.192083865,1.061150724,0.088645707,0.02134,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,3,2,3.5,98,5678,46300
299722,0.220251755,1.504656877,0.536898512,0.02668,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,10,2,3.9,125,26797,46360
244224,0.56608195,1.488439946,0.527272082,0.01043,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,8,2,2.6,80,1237,46475
239824,0.283917743,0.927921051,0.01754386,0.01516,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,16,11,2,3.3,104,6684,46654
135953,0.504101431,1.302536349,0.35278791,0.02467,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2,2,3.1,92,4207,47047
274107,0.0,0.940617227,0.011695906,0.01454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,11,2,3.6,101,7331,47101
291014,0.293819384,1.146400715,0.183602571,0.02284,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,4,2,3.7,111,974,47131
253971,0.445761734,1.247557681,0.287997221,0.01403,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,4,2,3.4,95,753,47292
11276,0.63373444,1.381964471,0.425113139,0.02467,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,1,2,2.8,109,4012,47307
128156,0.02223057,1.85209426,0.0,0.00654,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,6,2,4.0,135,30348,47724
188340,0.648166518,1.300588397,0.746447989,0.02658,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,9,2,2.4,100,521424,47771
137671,0.061724759,1.2376783,0.268955418,0.02093,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,3,2,2.4,85,776,47878
170405,0.812897139,1.180089581,0.280376764,0.02467,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,23,6,2,3.6,94,85984,47968
255025,0.0,1.272474627,0.301488044,0.02334,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12,7,2,3.0,111,8931,48198
262167,0.196832832,0.597813108,0.0,0.00935,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,7,2,2.7,104,7188,48208
241557,0.067791907,1.376724721,0.425113139,0.02284,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,4,2,3.9,97,10189,48227
274260,0.2818004,0.978749472,0.01754386,0.02668,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,9,3,2,3.4,81,6262,48375
271550,0.447149793,1.351431531,0.389728447,0.0089,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,3,2,2.9,106,9703,48582
297148,0.0,0.232742753,0.0,0.02324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,12,2,3.2,65,29,48600
257602,0.0,0.949149723,0.01754386,0.00358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,10,2,4.2,129,1848,48600
231631,0.119213497,0.47571336,0.118348677,0.01147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,11,2,3.4,94,900,48600
109502,0.0,1.157013515,0.173701581,0.01512,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,4,2,3.4,115,86135,48658
208450,0.195213539,1.025961765,0.0,0.02658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,10,2,1.9,93,2463,48668
138070,0.551401041,0.850947784,0.175959701,0.02287,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,2,2.9,83,7425,48777
286988,0.425773687,1.139704017,0.171906664,0.02668,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,8,2,3.5,104,4494,48842
263720,0.695471543,0.992680768,0.0,0.01354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,9,2,3.4,116,900,48884
135864,0.416408669,1.144523646,0.179549534,0.01112,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,7,2,3.3,110,1543,48966
193489,0.119615336,1.775447279,0.274506398,0.01422,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,9,5,2,2.2,77,6416,49016
109422,0.5586767,1.748040235,0.824055241,0.02552,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,22,8,2,3.2,105,37679,49333
291598,0.432792539,1.043696001,0.4176365,0.01549,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,17,8,2,3.5,114,76366,49493
252257,0.050826379,1.246785362,0.343813329,0.02334,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,6,2,3.1,98,8218,49524
226539,0.247658276,0.998522201,0.041398877,0.02467,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,7,2,3.5,99,20169,49667
273668,0.425537518,1.270623624,0.329859302,0.02516,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,28,8,2,3.5,107,8672,49674
216486,0.409970775,0.035353535,0.040935673,0.01423,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,23,8,2,3.5,96,2084,50000
245426,0.0,0.706619038,0.0,0.01461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,5,2,3.1,85,108,50000
178091,0.813254206,1.774218134,0.183602571,0.0334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,9,11,2,3.2,106,394179,50000
68576,0.502728215,1.554082533,0.608418737,0.01328,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,2,4.2,115,804,50000
134913,0.584927382,1.565608,0.648724974,0.02658,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,30,9,2,2.5,101,5934,50000
60833,0.466886413,1.224723224,0.258757455,0.02158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,19,7,2,3.2,78,106182,50057
227824,0.523695308,1.983822246,0.978035155,0.00998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,5,2,4.1,73,30491,50291
294551,0.0,0.979225533,0.0,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8,9,2,1.9,60,391,50357
192864,0.369412809,1.161806195,0.179549534,0.00904,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,10,2,2.6,99,7231,50425
277707,0.352427481,0.042674451,0.04724683,0.00503,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29,7,2,2.8,90,36359,50439
213143,0.410634551,1.368798298,0.405608133,0.02284,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,11,2,4.0,117,7502,50511
255619,0.075190921,1.112958164,0.13409762,0.0261,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,12,2,3.6,94,15426,50868
273484,0.0,1.388040848,0.0,0.01365,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,24,7,2,3.4,115,19356,50876
213879,0.0,1.249822117,0.289220603,0.02668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,9,2,3.6,110,5310,50921
226042,0.524880384,1.161388245,0.0,0.01731,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,3,2,3.5,45,6529,50937
293627,0.24033991,1.024884264,0.035087719,0.00341,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,11,2,3.8,99,208,50966
264480,0.459959646,0.969543447,0.0,0.02334,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,27,11,2,3.9,100,11102,51150
293084,0.0,1.258385161,0.31318395,0.02466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,3,2,3.8,83,5884,51191
232284,0.51255186,1.321356593,0.506624007,0.02658,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,9,2,3.0,98,46756,51879
244406,0.145693526,0.982494846,0.011695906,0.01297,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,11,2,3.4,111,1243,51940
227653,0.356884126,1.572988447,0.619804595,0.0261,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,2,4.3,122,17503,51950
290439,0.596301021,1.321356593,0.347425574,0.03024,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,9,2,4.0,105,142841,52044
253069,0.445974574,1.805829293,0.885553071,0.02334,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14,3,2,3.7,129,4295,52087
