,ID_x,titre_original,acteur_1,acteur_2,acteur_3,acteur_4,real_1,real_2,real_3,scen_1,scen_2,scen_3,scen_4,score_disctrib,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,pays,jour_sortie,mois_sortie,annee_sortie,day_of_week_sortie,note_presse,duree,premiere_semaine_france,Budget_dollards,ID_y,annee,titre,premiere_semaine,budget
971,53829,CoachCarter,RobertRi&#039;chard,RickGonzalez,NanaGbewonyo,AntwonTanner,ThomasCarter,,,MarkSchwahn,JohnGatins,,,"0,02331",Biopic, Comédie dramatique, Drame,,,,,U.S.A.,17.0,8.0,2005.0,2.0,2.3,137.0,81541.0,30000000.0,868.0,2005.0,CoachCarter,81541.0,30000000
972,53832,Narco,GuillaumeCanet,BenoitPoelvoorde,ZabouBreitman,GuillaumeGallienne,GillesLellouche,TristanAurouet,,GillesLellouche,AlainAttal,PhilippeLefebvre,,"0,02158",Comédie,,,,,,,France,1.0,12.0,2004.0,2.0,3.2,105.0,346119.0,4335691.0,1117.0,2004.0,Narco,346119.0,8402400
973,53875,Xinjingchagushi,JackieChan,NicholasTse,CharleneChoi,CharlieYoung,BennyChan,,,AlanYuen,,,,"0,04368",Action, Policier, Drame,,,,,Chine,13.0,7.0,2005.0,2.0,3.3,120.0,82424.0,,,,,,
974,53879,KillBill:Volume2,UmaThurman,DavidCarradine,MichaelMadsen,DarylHannah,QuentinTarantino,,,QuentinTarantino,UmaThurman,,,"0,02295",Action, Arts Martiaux, Thriller,,,,,U.S.A.,17.0,5.0,2004.0,0.0,4.4,135.0,202201.0,30000000.0,1080.0,2004.0,KillBill:Volume2,202201.0,30000000
975,53880,Stealth,JoshLucas,JessicaBiel,JamieFoxx,SamShepard,RobCohen,,,W.D.Richter,RobCohen,,,"0,01455",Action, Aventure, Science Fiction, Thriller,,,,U.S.A.,24.0,8.0,2005.0,2.0,2.3,121.0,185384.0,135000000.0,821.0,2005.0,Stealth,185384.0,100000000
976,53883,Revolver,JasonStatham,RayLiotta,AndreBenjamin,MarkStrong,GuyRitchie,,,EthanGross,PaulTodisco,GuyRitchie,,"0,02372",Action, Policier,,,,,,U.S.A.,28.0,9.0,2005.0,2.0,2.1,115.0,117915.0,84738.0,866.0,2005.0,Revolver,117915.0,21600000
977,53889,SeparateLies,EmilyWatson,RupertEverett,TomWilkinson,HermioneNorris,JulianFellowes,,,JulianFellowes,NigelBalchin,,,"0,02846",Drame, Romance,,,,,,Grande-Bretagne,29.0,3.0,2006.0,2.0,3.4,86.0,16166.0,924260.0,,,,,
978,53890,RacingStripes,BruceGreenwood,HaydenPanettiere,M.EmmetWalsh,WendieMalick,FrederikDuChau,,,DavidF.Schmidt,StevenP.Wegner,KirkDeMicco,,"0,01185",Aventure, Animation,,,,,,U.S.A.,27.0,7.0,2005.0,2.0,2.3,84.0,73050.0,30000000.0,880.0,2005.0,RacingStripes,73050.0,30000000
979,53933,Monster-in-Law,HarrietSansomHarris,ChristinaMasterson,MarkMoses,RandeeHeller,RobertLuketic,,,AnyaKochoff,RichardLaGravenese,,,"0,04368",Comédie,,,,,,,U.S.A.,22.0,6.0,2005.0,2.0,2.5,101.0,283086.0,43000000.0,784.0,2005.0,Monster-in-Law,283086.0,45000000
980,53934,VipereAuPoing,CatherineFrot,JulesSitruk,JacquesVilleret,CherieLunghi,PhilippedeBroca,,,PhilippedeBroca,OlgaVincent,HerveBazin,,"0,00628",Drame,,,,,,,France,6.0,10.0,2004.0,2.0,2.9,100.0,272078.0,7560000.0,,,,,
981,53969,OliverTwist,BarneyClark,HarryEden,BenKingsley,EdwardHardwicke,RomanPolanski,,,RonaldHarwood,CharlesDickens,,,"0,03024",Drame, Judiciaire,,,,,,France,19.0,10.0,2005.0,2.0,3.5,130.0,482752.0,60000000.0,724.0,2005.0,OliverTwist,482752.0,"54056189,16"
982,54015,SilentHill,RadhaMitchell,SeanBean,JodelleFerland,LaurieHolden,ChristopheGans,,,RogerAvary,ChristopheGans,AkiraYamaoka,,"0,04368",Fantastique, Epouvante-horreur,,,,,,France,26.0,4.0,2006.0,2.0,2.9,125.0,401269.0,50000000.0,375.0,2006.0,SilentHill,401269.0,"32690181,96"
983,54019,Mensongesettrahisonsetplussiaffinites...,EdouardBaer,Marie-JoseeCroze,ClovisCornillac,AliceTaglioni,LaurentTirard,,,LaurentTirard,GregoireVigneron,LaurentTirard,,"0,02372",Comédie,,,,,,,France,8.0,9.0,2004.0,2.0,3.6,90.0,251378.0,4976547.0,,,,,
984,54021,BridgetJones:TheEdgeofReason,ReneeZellweger,ColinFirth,HughGrant,JacindaBarrett,BeebanKidron,,,AndrewDavies,HelenFielding,RichardCurtis,,"0,02158",Comédie, Romance,,,,,,Grande-Bretagne,8.0,12.0,2004.0,2.0,2.6,100.0,829686.0,40000000.0,1060.0,2004.0,BridgetJones:TheEdgeofReason,829686.0,70000000
985,54024,YouGotServed,MarquesHouston,OmariGrandberry,JarellHouston,MeaganGood,ChristopherB.Stokes,ChrisStokes,,ChristopherB.Stokes,ChrisStokes,,,"0,01407",Comédie, Musical,,,,,,U.S.A.,2.0,6.0,2004.0,2.0,2.6,95.0,132502.0,8000000.0,1155.0,2004.0,YouGotServed,132502.0,8000000
986,54027,Ilssemarierenteteurentbeaucoupd'enfants,CharlotteGainsbourg,YvanAttal,AlainChabat,EmmanuelleSeigner,YvanAttal,,,YvanAttal,YvanAttal,,,"0,03024",Comédie,,,,,,,France,25.0,8.0,2004.0,2.0,3.3,100.0,415961.0,6218759.0,1097.0,2004.0,Ilssemarierenteteurentbeaucoupd'enfants,415961.0,9882000
987,54074,Pasolini,WillemDafoe,NinettoDavoli,RiccardoScamarcio,ValerioMastandrea,AbelFerrara,,,MaurizioBraucci,AbelFerrara,NicolaTranquillino,,"0,02175",Biopic, Drame,,,,,,France,31.0,12.0,2014.0,2.0,3.5,84.0,18304.0,30757.0,14928.0,2014.0,Pasolini,18304.0,"3206568,6"
988,54098,ThePursuitofHappyness,WillSmith,ThandiweNewton,JadenSmith,DanCastellaneta,GabrieleMuccino,,,SteveConrad,,,,"0,01455",Biopic, Drame,,,,,,U.S.A.,31.0,1.0,2007.0,2.0,3.0,118.0,338027.0,55000000.0,371.0,2006.0,ThePursuitofHappyness,338027.0,55000000
989,54103,Underworld:Evolution,KateBeckinsale,ScottSpeedman,TonyCurran,DerekJacobi,LenWiseman,,,DannyMcBride(II),KevinGrevioux,LenWiseman,,"0,02585",Action, Fantastique,,,,,,U.S.A.,8.0,3.0,2006.0,2.0,2.1,106.0,288752.0,50000000.0,389.0,2006.0,Underworld:Evolution,288752.0,45000000
990,54106,Ong-Bak,TonyJaa,PetthaiWongkhamlao,PumwareeYodkamol,SuchaoPongwilai,PrachyaPinkaew,,,SuphachaiSittiaumponpan,SukanyaVongsthapat,PrachyaPinkaew,,"0,02372",Action, Arts Martiaux,,,,,,Thaïlande,7.0,4.0,2004.0,2.0,3.4,105.0,440495.0,4563167.0,,,,,
991,54107,Banlieue13,CyrilRaffaelli,DavidBelle,TonyD&#039;Amario,BibiNaceri,PierreMorel,,,LucBesson,BibiNaceri,,,"0,02372",Action, Policier,,,,,,France,10.0,11.0,2004.0,2.0,2.8,95.0,471029.0,12960000.0,1095.0,2004.0,Banlieue13,471029.0,9720000
992,54123,Exils,RomainDuris,LubnaAzabal,LeilaMakhlouf,HabibCheik,TonyGatlif,,,TonyGatlif,,,,"0,02610",Comédie, Comédie dramatique, Drame,,,,,France,25.0,8.0,2004.0,2.0,3.8,103.0,120805.0,1903861.0,1167.0,2004.0,Exils,120805.0,1846800
993,54145,Lemming,LaurentLucas,CharlotteGainsbourg,CharlotteRampling,AndreDussollier,DominikMoll,,,DominikMoll,GillesMarchand,,,"0,01427",Drame, Thriller,,,,,,France,11.0,5.0,2005.0,2.0,3.7,129.0,213232.0,81698.0,798.0,2005.0,Lemming,213232.0,"5759074,08"
994,54150,GoldenDoor,CharlotteGainsbourg,VincenzoAmato,FrancescoCasisa,FilippoPucillo,EmanueleCrialese,,,EmanueleCrialese,,,,"0,02134",Drame,,,,,,,France,21.0,3.0,2007.0,2.0,3.5,118.0,90015.0,14000000.0,,,,,
995,54204,DarkWater,JenniferConnelly,JohnC.Reilly,TimRoth,DougrayScott,WalterSalles,,,RafaelYglesias,,,,"0,01512",Fantastique, Thriller,,,,,,U.S.A.,31.0,8.0,2005.0,2.0,2.6,105.0,147141.0,30000000.0,817.0,2005.0,DarkWater,147141.0,60000000
996,54205,KingdomofHeaven,MichaelFitzGerald,OrlandoBloom,LiamNeeson,DavidThewlis,RidleyScott,,,WilliamMonahan,,,,"0,03024",Action, Historique,,,,,,U.S.A.,4.0,5.0,2005.0,2.0,3.2,145.0,586771.0,130000000.0,733.0,2005.0,KingdomofHeaven,586771.0,130000000
997,54210,Aboire,EdouardBaer,EmmanuelleBeart,AtmenKelif,YvesVerhoeven,MarionVernoux,,,MarionVernoux,FredericJardin,ThomasBidegain,,"0,02334",Comédie,,,,,,,France,29.0,12.0,2004.0,2.0,2.9,90.0,41406.0,4752000.0,1264.0,2004.0,Aboire,41406.0,4752000
998,54213,Clean,PatrickFabian,MaggieCheung,NickNolte,BeatriceDalle,OlivierAssayas,,,OlivierAssayas,,,,"0,02552",Drame, Musical,,,,,,France,1.0,9.0,2004.0,2.0,4.6,110.0,118975.0,5724000.0,1147.0,2004.0,Clean,118975.0,5767200
999,54218,L'Americain,LorantDeutsch,ThierryLhermitte,EmilieDequenne,PaoloSeganti,PatrickTimsit,,,PatrickTimsit,Jean-CarolLarrive,PatrickTimsit,,"0,02585",Comédie,,,,,,,France,7.0,7.0,2004.0,2.0,2.1,94.0,186079.0,1849471.0,1175.0,2004.0,L'Americain,186079.0,9039600
1000,54220,AsterixetlesVikings,,,,,StefanFjeldmark,JesperMoller,,Jean-LucGoossens,StefanFjeldmark,ReneGoscinny,,"0,02585",Animation,,,,,,,France,12.0,4.0,2006.0,2.0,2.9,78.0,491328.0,22501596.0,351.0,2006.0,AsterixetlesVikings,491328.0,23198400
1001,54221,LeRomandeRenart,,,,,ThierrySchiel,,,ThierrySchiel,ErichStrobel,,,"0,02295",Animation,,,,,,,Luxembourg,10.0,8.0,2005.0,2.0,2.7,100.0,17539.0,164547.0,,,,,
1002,54222,Lederniertrappeur,KaoriToregai,AlainLemaire,AlexVanBibber,DennyDenison,NicolasVanier,,,NicolasVanier,,,,"0,02295",Aventure,,,,,,,France,15.0,12.0,2004.0,2.0,3.1,94.0,443243.0,15255912.0,,,,,
1003,54223,Nosamislesflics,FredericDiefenthal,ArmelleDeutsch,LorantDeutsch,DanielAuteuil,BobSwaim,,,BobSwaim,MathieuFabiani,LaurentChalumeau,,"0,02295",Comédie,,,,,,,France,4.0,8.0,2004.0,2.0,2.9,90.0,186571.0,2074219.0,1166.0,2004.0,Nosamislesflics,186571.0,"10017308,88"
1004,54226,TheDaVinciCode,TomHanks,AudreyTautou,JeanReno,IanMcKellen,RonHoward,,,AkivaGoldsman,DanBrown,,,"0,01455",Thriller,,,,,,,U.S.A.,17.0,5.0,2006.0,2.0,1.4,152.0,1707373.0,125000000.0,325.0,2006.0,TheDaVinciCode,1707373.0,125000000
1005,54233,Causetoujours!,VictoriaAbril,Jean-PierreDarroussin,SylvieTestud,DidierBezace,JeanneLabrune,,,JeanneLabrune,JeanneLabrune,RichardDebuisne,,"0,02552",Comédie,,,,,,,France,28.0,7.0,2004.0,2.0,3.3,87.0,120379.0,5637600.0,1182.0,2004.0,Causetoujours!,120379.0,"5422488,84"
1006,54334,TheWeddingCrashers,OwenWilson,VinceVaughn,ChristopherWalken,RachelMcAdams,DavidDobkin,,,SteveFaber,BobFisher(VII),,,"0,04368",Comédie, Romance,,,,,,U.S.A.,10.0,8.0,2005.0,2.0,3.2,120.0,160761.0,40000000.0,,,,,
1007,54342,AttilaMarcel,GuillaumeGouix,AnneLeNy,BernadetteLafont,HeleneVincent,SylvainChomet,,,SylvainChomet,SylvainChomet,,,"0,03024",Comédie, Musical,,,,,,France,30.0,10.0,2013.0,2.0,3.4,106.0,28341.0,1189463.0,,,,,
1008,54343,LifeofPi,SurajSharma,IrrfanKhan,AdilHussain,Tabu,AngLee,,,DavidMagee,YannMartel,,,"0,02846",Aventure, Drame,,,,,,U.S.A.,19.0,12.0,2012.0,2.0,3.6,125.0,426112.0,120000000.0,12920.0,2012.0,LifeofPi,426112.0,120000000
1009,54348,TheLegendofZorro,AntonioBanderas,CatherineZeta-Jones,RufusSewell,NickChinlund,MartinCampbell,,,RobertoOrci,AlexKurtzman,TedElliott,,"0,01455",Action, Aventure,,,,,,U.S.A.,26.0,10.0,2005.0,2.0,3.3,130.0,1122957.0,75000000.0,715.0,2005.0,TheLegendofZorro,1122957.0,80000000
1010,54350,ThePinkPanther,KevinKline,SteveMartin,BeyonceKnowles-Carter,JeanReno,ShawnLevy,,,LenBlum,SteveMartin,MauriceRichlin,,"0,02846",Comédie, Policier, Romance,,,,,U.S.A.,8.0,3.0,2006.0,2.0,2.3,95.0,250854.0,80000000.0,394.0,2006.0,ThePinkPanther,250854.0,80000000
1011,54439,Torremolinos73,JavierCamara,CandelaPena,JuanDiego,FernandoTejero,PabloBerger,,,PabloBerger,,,,"0,02284",Comédie dramatique,,,,,,,Espagne,15.0,6.0,2005.0,2.0,3.8,91.0,5667.0,2592000.0,,,,,
1012,54444,Nouvelle-France,NoemieGodin-Vigneau,DavidLahaye,SebastienHuberdeau,JulietteGosselin,JeanBeaudin,,,PierreBillon(II),GillesCarle,,,"0,04368",Drame, Historique, Romance,,,,,Canada,20.0,7.0,2005.0,2.0,2.0,122.0,16772.0,19980000.0,,,,,
1013,54456,WhiteChicks,ShawnWayans,MarlonWayans,MaitlandWard,AnneDudek,KeenenIvoryWayans,,,KeenenIvoryWayans,MarlonWayans,ShawnWayans,,"0,01407",Comédie, Policier,,,,,,U.S.A.,20.0,10.0,2004.0,2.0,2.2,109.0,129829.0,37000000.0,1154.0,2004.0,WhiteChicks,129829.0,37000000
1014,54457,InGoodCompany,DennisQuaid,TopherGrace,ScarlettJohansson,SelmaBlair,PaulWeitz,,,PaulWeitz,,,,"0,03024",Comédie, Drame, Romance,,,,,U.S.A.,11.0,5.0,2005.0,2.0,3.4,109.0,70398.0,26000000.0,,,,,
1015,54484,MissCongeniality2:ArmedandFabulous,SandraBullock,ReginaKing,EnriqueMurciano,WilliamShatner,JohnPasquin,,,KatieFord,CarynLucas,MarcLawrence(II),,"0,03340",Action, Comédie, Policier,,,,,U.S.A.,13.0,4.0,2005.0,2.0,2.6,115.0,61867.0,45000000.0,907.0,2005.0,MissCongeniality2:ArmedandFabulous,61867.0,60000000
1016,54485,Monange,VanessaParadis,VincentRottiers,EduardoNoriega,ClaudePerron,SergeFrydman,,,SergeFrydman,SergeFrydman,,,"0,01548",Comédie,,,,,,,France,19.0,1.0,2005.0,2.0,3.3,94.0,124515.0,1185854.0,862.0,2005.0,Monange,124515.0,"5760505,08"
1017,54487,Hooligans,ElijahWood,CharlieHunnam,ClaireForlani,TerenceJay,LexiAlexander,,,LexiAlexander,DougieBrimson,JoshShelov,,"0,04368",Drame,,,,,,,U.S.A.,31.0,5.0,2006.0,2.0,2.6,110.0,73862.0,346830.0,,,,,
1018,54489,LeCoudelagirafe,SandrineBonnaire,ClaudeRich,LouisaPili,MauriceChevit,SafyNebbou,,,SafyNebbou,DanieleThompson,AgnesYobregat,,"0,01549",Comédie dramatique,,,,,,,France,29.0,9.0,2004.0,2.0,3.5,88.0,108500.0,1380547.0,1179.0,2004.0,LeCoudelagirafe,108500.0,5074380
1019,54493,J'mesenspasbelle,MarinaFois,JulienBoisselier,,,BernardJeanjean,,,BernardJeanjean,,,,"0,00000",Comédie, Romance,,,,,,France,27.0,5.0,2004.0,3.0,3.8,85.0,130905.0,2084810.0,1162.0,2004.0,J'mesenspasbelle,130905.0,"1406112,48"
1020,54502,WhereTheWildThingsAre,MaxRecords,CatherineKeener,MarkRuffalo,VincentCrowley,SpikeJonze,,,SpikeJonze,DaveEggers,MauriceSendak,,"0,03340",Aventure, Drame, Fantastique,,,,,U.S.A.,16.0,12.0,2009.0,2.0,3.7,102.0,99567.0,100000000.0,,,,,
1021,54503,Sicko,MichaelMoore,GeorgeW.Bush,HillaryClinton,RichardNixon,MichaelMoore,,,MichaelMoore,,,,"0,02295",Documentaire,,,,,,,U.S.A.,5.0,9.0,2007.0,2.0,2.8,120.0,94458.0,9000000.0,187.0,2007.0,Sicko,94458.0,9000000
1022,54566,HomeontheRange,,,,,WillFinn,JohnSanford,,WillFinn,JohnSanford,MichaelLabash,,"0,01512",Aventure, Animation, Comédie,,,,,U.S.A.,28.0,7.0,2004.0,2.0,2.0,76.0,222382.0,110000000.0,1098.0,2004.0,HomeontheRange,222382.0,110000000
1023,54587,Crash,SandraBullock,DonCheadle,MattDillon,JenniferEsposito,PaulHaggis,,,PaulHaggis,BobbyMoresco,,,"0,04368",Drame, Thriller,,,,,,U.S.A.,14.0,9.0,2005.0,2.0,3.9,107.0,180564.0,6500000.0,,,,,
1024,54588,Troispetitesfilles,GerardJugnot,AdrianaKarembeu,MorganeCabot,SabrinaOuazani,Jean-LoupHubert,,,Jean-LoupHubert,,,,"0,00475",Comédie,,,,,,,France,29.0,9.0,2004.0,2.0,2.9,102.0,81064.0,,,,,,
1025,54639,Alive,RichardAnconina,ValeriaGolino,GinieLine,SoniaLacen,FredericBerthe,,,FredericBerthe,PhilippeLyon,IvanCalberac,,"0,02295",Comédie dramatique, Comédie musicale,,,,,,France,20.0,10.0,2004.0,2.0,2.1,85.0,169032.0,2724642.0,1146.0,2004.0,Alive,169032.0,5756400
1026,54673,36QuaidesOrfevres,DanielAuteuil,GerardDepardieu,AndreDussollier,RoschdyZem,OlivierMarchal,,,OlivierMarchal,JulienRappeneau,FranckMancuso,,"0,01455",Policier,,,,,,,France,24.0,11.0,2004.0,2.0,3.6,110.0,652148.0,14666400.0,,,,,
1027,54676,LordofWar,NicolasCage,EthanHawke,JaredLeto,BridgetMoynahan,AndrewNiccol,,,AndrewNiccol,,,,"0,02585",Action, Drame, Thriller,,,,,France,4.0,1.0,2006.0,2.0,3.7,122.0,467953.0,50000000.0,731.0,2005.0,LordofWar,467953.0,50000000
1028,54679,AlongCamePolly,BenStiller,JenniferAniston,PhilipSeymourHoffman,AlecBaldwin,JohnHamburg,,,JohnHamburg,,,,"0,02331",Comédie, Romance,,,,,,U.S.A.,10.0,3.0,2004.0,2.0,2.4,90.0,461735.0,42000000.0,1101.0,2004.0,AlongCamePolly,461735.0,42000000
1029,54681,Zaringu2,NaomiWatts,SimonBaker,DavidDorfman,ElizabethPerkins,HideoNakata,,,EhrenKruger,,,,"0,02331",Fantastique, Epouvante-horreur,,,,,,U.S.A.,30.0,3.0,2005.0,2.0,3.7,110.0,310690.0,,,,,,
1030,54682,TheSpongeBobSquarePantsMovie,DavidHasselhoff,,,,StephenHillenburg,,,StephenHillenburg,DerekDrymon,KentOsborne,,"0,02331",Animation, Comédie, Famille,,,,,U.S.A.,9.0,2.0,2005.0,2.0,3.3,82.0,179523.0,30000000.0,1121.0,2004.0,TheSpongeBobSquarePantsMovie,179523.0,30000000
1031,54771,TheBlackDahlia,JoshHartnett,ScarlettJohansson,HilarySwank,AaronEckhart,BrianDePalma,,,JoshFriedman,JamesEllroy,,,"0,04368",Policier, Drame, Thriller,,,,,U.S.A.,8.0,11.0,2006.0,2.0,2.9,120.0,231815.0,50000000.0,425.0,2006.0,TheBlackDahlia,231815.0,50000000
1032,54786,Prime,UmaThurman,MerylStreep,BryanGreenberg,JonAbrahams,BenYounger,,,BenYounger,,,,"0,02585",Comédie, Romance,,,,,,U.S.A.,15.0,2.0,2006.0,2.0,3.0,105.0,296249.0,22000000.0,756.0,2005.0,Prime,296249.0,22000000
1033,54797,SeedofChucky,Redman,HannahSpearritt,JohnWaters,Keith-LeeCastle,DonMancini,,,DonMancini,,,,"0,00489",Fantastique, Epouvante-horreur,,,,,,U.S.A.,2.0,3.0,2005.0,2.0,3.4,87.0,94206.0,12000000.0,1208.0,2004.0,SeedofChucky,94206.0,12000000
1034,54989,BrokebackMountain,HeathLedger,JakeGyllenhaal,MichelleWilliams,AnneHathaway,AngLee,,,LarryMcMurtry,DianaOssana,AnnieProulx,,"0,03024",Drame, Romance,,,,,,U.S.A.,18.0,1.0,2006.0,2.0,4.4,134.0,277516.0,14000000.0,730.0,2006.0,BrokebackMountain,277516.0,14000000
1035,55106,ThePacifier,CadeCourtley,JordanAllison,VinDiesel,BrittanySnow,AdamShankman,,,ThomasLennon,BenGarent,RobertBenGarant,,"0,01512",Action, Comédie dramatique, Famille, Thriller,,,,U.S.A.,8.0,6.0,2005.0,2.0,2.3,91.0,272617.0,56000000.0,759.0,2005.0,ThePacifier,272617.0,56000000
1036,55129,Wallace&Gromit:theCurseoftheWere-Rabbit,,,,,NickPark,SteveBox,,SteveBox,BobBaker,NickPark,,"0,02331",Aventure, Animation, Comédie,,,,,U.S.A.,12.0,10.0,2005.0,2.0,4.9,85.0,452343.0,30000000.0,,,,,
1037,55333,Edison,JustinTimberlake,KevinSpacey,MorganFreeman,LLCoolJ,DavidJ.Burke,,,DavidJ.Burke,,,,"0,04368",Action, Policier, Drame, Thriller,,,,U.S.A.,10.0,5.0,2006.0,2.0,1.5,95.0,49967.0,25000000.0,534.0,2006.0,Edison,49967.0,25150000
1038,55367,Memorizu,,,,,KojiMorimoto,TensaiOkamura,KatsuhiroOtomo,SatoshiKon,KatsuhiroOtomo,,,"0,02334",Animation, Science Fiction,,,,,,Japon,15.0,4.0,1997.0,1.0,4.4,113.0,7287.0,,,,,,
1039,55413,BeeMovie,,,,,SimonJ.Smith,SteveHickner,,JerrySeinfeld,SpikeFeresten,BarryMarder,,"0,02429",Animation, Comédie,,,,,,U.S.A.,12.0,12.0,2007.0,2.0,3.1,95.0,399704.0,150000000.0,207.0,2007.0,BeeMovie,399704.0,150000000
1040,55415,Syriana,GeorgeClooney,MattDamon,JeffreyWright,ChrisCooper,StephenGaghan,,,StephenGaghan,RobertBaer,,,"0,03340",Drame, Espionnage,,,,,,U.S.A.,22.0,2.0,2006.0,2.0,3.6,128.0,272047.0,50000000.0,776.0,2005.0,Syriana,272047.0,50000000
1041,55429,TheGrudge,SarahMichelleGellar,JasonBehr,CleaDuVall,KaDeeStrickland,TakashiShimizu,,,TakashiShimizu,StephenSusco,,,"0,04368",Fantastique, Epouvante-horreur, Thriller,,,,,U.S.A.,29.0,12.0,2004.0,2.0,2.8,91.0,250456.0,10000000.0,1109.0,2004.0,TheGrudge,250456.0,10000000
1042,55434,Jepreferequ'onresteamis...,GerardDepardieu,Jean-PaulRouve,LionelAbelanski,AnnieGirardot,EricToledano,OlivierNakache,,OlivierNakache,EricToledano,EricToledano,,"0,02158",Comédie,,,,,,,France,23.0,2.0,2005.0,2.0,3.3,100.0,200887.0,2189748.0,827.0,2005.0,Jepreferequ'onresteamis...,200887.0,5724000
1043,55456,HolyLola,IsabelleCarre,JacquesGamblin,BrunoPutzulu,MariaPitarresi,BertrandTavernier,,,TiffanyTavernier,DominiqueSampiero,BertrandTavernier,,"0,01485",Comédie dramatique,,,,,,,France,24.0,11.0,2004.0,2.0,3.9,128.0,159434.0,2854386.0,1145.0,2004.0,HolyLola,159434.0,5713200
1044,55466,MamboItaliano,LukeKirby,GinetteReno,PaulSorvino,SophieLorain,EmileGaudreault,,,EmileGaudreault,SteveGalluccio,SteveGalluccio,,"0,04368",Comédie,,,,,,,Canada,5.0,5.0,2004.0,2.0,2.8,90.0,56842.0,3700000.0,1609.0,2003.0,MamboItaliano,56842.0,4000000
1045,55467,Unticketpourl'espace,KadMerad,OlivierBaroux,MarinaFois,GuillaumeCanet,EricLartigau,,,OlivierBaroux,KadMerad,JulienRappeneau,,"0,01455",Comédie,,,,,,,France,18.0,1.0,2006.0,2.0,3.3,90.0,236928.0,2674500.0,423.0,2006.0,Unticketpourl'espace,236928.0,"11795211,36"
1046,55482,"Zaina,cavalieredel'Atlas",AzizaNadir,SamiBouajila,SimonAbkarian,MichelFavory,BourlemGuerdjou,,,BourlemGuerdjou,JulietteSales,BourlemGuerdjou,,"0,02334",Aventure, Drame,,,,,,France,26.0,10.0,2005.0,2.0,3.2,100.0,60726.0,409308.0,891.0,2005.0,"Zaina,cavalieredel'Atlas",60726.0,5756400
1047,55502,L'Exfemmedemavie,ThierryLhermitte,KarinViard,JosianeBalasko,NadiaFares,JosianeBalasko,,,JosianeBalasko,JosianeBalasko,,,"0,03340",Comédie,,,,,,,France,2.0,2.0,2005.0,2.0,3.0,95.0,371284.0,6138673.0,,,,,
1048,55563,LesParisiens,Maiwenn,MathildeSeigner,AlessandraMartines,ArielleDombasle,ClaudeLelouch,,,ClaudeLelouch,PierreUytterhoeven,,,"0,00691",Comédie,,,,,,,France,15.0,9.0,2004.0,2.0,2.5,119.0,130649.0,5300000.0,,,,,
1049,55567,MeanGirls,LindsayLohan,RachelMcAdams,AmandaSeyfried,LaceyChabert,MarkWaters,,,TinaFey,RosalindWiseman,,,"0,02331",Comédie,,,,,,,U.S.A.,26.0,1.0,2005.0,2.0,2.9,98.0,145101.0,17000000.0,1168.0,2004.0,MeanGirls,145101.0,17000000
1050,55569,JacquouLeCroquant,GaspardUlliel,Marie-JoseeCroze,AlbertDupontel,JocelynQuivrin,LaurentBoutonnat,,,LaurentBoutonnat,FranckMoisnard,EugeneLeRoy,,"0,03024",Aventure, Drame,,,,,,France,17.0,1.0,2007.0,2.0,2.7,150.0,378651.0,6700780.0,42.0,2007.0,JacquouLeCroquant,378651.0,21935880
1051,55595,TheLibertine,JohnMalkovich,ClareHiggins,JohnnyDepp,SamanthaMorton,LaurenceDunmore,,,StephenJeffreys,StephenJeffreys,,,"0,04368",Biopic, Historique,,,,,,Grande-Bretagne,25.0,1.0,2006.0,2.0,2.2,115.0,44086.0,16000000.0,,,,,
1052,55603,Perfume:TheStoryofaMurderer,BenWhishaw,DustinHoffman,AlanRickman,RachelHurd-Wood,TomTykwer,,,TomTykwer,AndrewBirkin,BerndEichinger,,"0,04368",Drame, Thriller,,,,,,France,4.0,10.0,2006.0,2.0,2.8,147.0,305743.0,60000000.0,,,,,
1053,55662,Rois&reine,ValentinLelong-Darmon,ShulamitAdar,GillesCohen,FrancisLeplay,ArnaudDesplechin,,,ArnaudDesplechin,RogerBohbot,,,"0,02579",Drame,,,,,,,France,22.0,12.0,2004.0,2.0,4.8,150.0,89906.0,4180845.0,,,,,
1054,55666,HotelRwanda,DonCheadle,JoaquinPhoenix,NickNolte,SophieOkonedo,TerryGeorge,,,TerryGeorge,KeirPearson,,,"0,04368",Biopic, Drame,,,,,,Grande-Bretagne,30.0,3.0,2005.0,2.0,4.0,120.0,53785.0,17500000.0,1211.0,2005.0,HotelRwanda,53785.0,17500000
1055,55670,Anacondas:TheHuntfortheBloodOrchid,JohnnyMessner,KaDeeStrickland,MatthewMarsden,MorrisChestnut,DwightH.Little,,,JohnClaflin,DanielZelman,MichaelMiner,,"0,01407",Action, Fantastique,,,,,,U.S.A.,10.0,11.0,2004.0,2.0,2.5,97.0,135180.0,20000000.0,1207.0,2004.0,Anacondas:TheHuntfortheBloodOrchid,135180.0,20000000
1056,55678,BrideandPrejudice,AishwaryaRai,MartinHenderson,DanielGillies,AnupamKher,GurinderChadha,,,GurinderChadha,PaulMayedaBerges,JaneAusten,,"0,03024",Comédie, Drame, Musical, Romance,,,,U.S.A.,22.0,12.0,2004.0,2.0,3.1,122.0,79334.0,7000000.0,1204.0,2004.0,BrideandPrejudice,79334.0,7000000
