distrib_score,Action,Animation,Aventure,Biopic,Comedie,Comedie dramatique,Comedie musicale,Drame,Epouvante-horreur,Famille,Fantastique,Guerre,Historique,Musical,Policier,Romance,Science Fiction,Thriller,Western,France,USA,Angleterre,Autres,jour_sortie,mois_sortie,day_of_week_sortie,note_presse,duree,premiere_semaine_france,budget_dollars,acteur_score,directors_score,scenarist_score,nombre_jour,jour_sortie_norm,cos_jour_mois,sin_jour_mois,cos_mois,sin_mois,cos_jour_semaine,sin_jour_semaine
0.02587,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,3,2,2.3,106,47089,7518,5.679362853194709,2.2254235288752766,0.4392333970239129,31,0.8709677419354839,0.6889669190756865,-0.72479278722912,0.5000000000000001,0.8660254037844386,0.6234898018587336,0.7818314824680298
0.0247,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,7,2,3.2,98,2687,7554,2.472405543725493,1.7789316584401855,0.8031101921737165,31,0.45161290322580644,-0.9541392564000488,0.29936312297335804,-1.0,1.2246467991473532e-16,0.6234898018587336,0.7818314824680298
0.02579,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,18,3,2,2.8,119,7995,7578,1.9110146207650975,1.7041973405805588,0.9566325053557988,31,0.5806451612903226,-0.874346616144582,-0.4853019625310812,0.5000000000000001,0.8660254037844386,0.6234898018587336,0.7818314824680298
0.01112,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,2,3.3,105,3418,7620,0.0,1.747423842293783,0.8928261247177349,30,0.13333333333333333,0.6691306063588582,0.7431448254773941,-0.8660254037844385,0.5000000000000003,0.6234898018587336,0.7818314824680298
0.02093,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,10,2,3.3,95,1121,7632,3.2993822932172505,1.0004072066037943,0.0350877192982456,31,0.06451612903225806,0.9189578116202306,0.39435585511331855,-1.8369701987210297e-16,-1.0,0.6234898018587336,0.7818314824680298
0.02158,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,12,2,3.5,90,35326,7650,0.985744810475374,1.415401640002175,0.5976492386080713,31,0.7096774193548387,-0.2506525322587205,-0.9680771188662043,0.8660254037844384,-0.5000000000000004,0.6234898018587336,0.7818314824680298
0.00315,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,12,2,2.1,90,531,7691,3.9999993402027534,1.0240457270846626,0.1422036940536158,31,1.0,1.0,-2.4492935982947064e-16,0.8660254037844384,-0.5000000000000004,0.6234898018587336,0.7818314824680298
0.02538,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,10,2,3.2,114,155745,7704,4.128850807058504,2.334322321527865,2.021835969675066,31,0.3548387096774194,-0.6121059825476629,0.7907757369376985,-1.8369701987210297e-16,-1.0,0.6234898018587336,0.7818314824680298
0.01112,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,2.8,95,1852,7710,3.0449371635687936,1.357719639678665,0.3994632060829173,31,0.12903225806451613,0.6889669190756866,0.72479278722912,1.0,0.0,0.6234898018587336,0.7818314824680298
0.02467,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,7,2,2.7,89,5562,7714,3.2459352645958726,1.6379891128435529,0.5871412268561321,31,0.3548387096774194,-0.6121059825476629,0.7907757369376985,-1.0,1.2246467991473532e-16,0.6234898018587336,0.7818314824680298
0.00366,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,31,12,2,2.9,106,38096,7734,2.857881315139175,1.7258411513401375,0.0,31,1.0,1.0,-2.4492935982947064e-16,0.8660254037844384,-0.5000000000000004,0.6234898018587336,0.7818314824680298
0.01403,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,8,2,3.1,104,6700,7740,3.567419458810874,1.3969013034885531,0.4931966880898616,31,0.1935483870967742,0.3473052528448203,0.9377521321470804,-0.8660254037844388,-0.4999999999999997,0.6234898018587336,0.7818314824680298
0.00559,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,6,2,3.0,110,1288,7759,3.8416220389804945,1.2470774497726496,0.0,30,0.1,0.8090169943749475,0.5877852522924731,-0.8660254037844385,0.5000000000000003,0.6234898018587336,0.7818314824680298
0.02579,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,8,2,3.5,107,8287,7814,2.8344792893291983,1.3012710389068762,0.4383069885935962,31,0.41935483870967744,-0.8743466161445821,0.48530196253108104,-0.8660254037844388,-0.4999999999999997,0.6234898018587336,0.7818314824680298
0.0247,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,1,2,3.5,127,5012,7876,2.8612642718477637,2.1490330746795894,1.5973597359735974,31,0.8064516129032258,0.34730525284481945,-0.9377521321470808,1.0,0.0,0.6234898018587336,0.7818314824680298
0.02338,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,4,2,3.2,112,35275,7881,5.559752916372213,1.9074506160715767,1.6901163800590586,30,0.3333333333333333,-0.4999999999999998,0.8660254037844387,6.123233995736766e-17,1.0,0.6234898018587336,0.7818314824680298
0.00714,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,7,12,2,2.2,88,177,7947,3.2057758114262316,1.4791273404096676,0.5805106826472121,31,0.22580645161290322,0.1514277775045767,0.9884683243281114,0.8660254037844384,-0.5000000000000004,0.6234898018587336,0.7818314824680298
0.02632,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,7,2,2.5,91,13,8000,2.055270747540249,1.134471122699618,0.1737015806843842,31,0.45161290322580644,-0.9541392564000488,0.29936312297335804,-1.0,1.2246467991473532e-16,0.6234898018587336,0.7818314824680298
0.02466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,11,2,3.5,135,1905,8025,0.0,1.2439079486119893,0.3123154420705228,30,0.16666666666666666,0.5000000000000001,0.8660254037844386,0.49999999999999933,-0.866025403784439,0.6234898018587336,0.7818314824680298
0.02334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1,2,4.7,117,47797,8085,3.085821362612694,3.5024761750458504,1.8682968466625949,31,0.22580645161290322,0.1514277775045767,0.9884683243281114,1.0,0.0,0.6234898018587336,0.7818314824680298
0.02516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,2,3.6,103,35961,8095,2.4097492251586257,2.250944483447196,0.0,30,0.1,0.8090169943749475,0.5877852522924731,6.123233995736766e-17,1.0,0.6234898018587336,0.7818314824680298
0.03024,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,4,2,3.2,109,1086313,8111,3.8759368807612002,1.3337007151865934,0.6246308841410457,30,0.8333333333333334,0.5000000000000001,-0.8660254037844386,6.123233995736766e-17,1.0,0.6234898018587336,0.7818314824680298
0.01071,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,12,2,3.4,91,69,8181,2.3316710908139826,1.598157213132537,0.7613919286665508,31,0.25806451612903225,-0.05064916883871264,0.9987165071710528,0.8660254037844384,-0.5000000000000004,0.6234898018587336,0.7818314824680298
0.01516,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,23,7,2,3.3,100,2716,8244,2.598647667428174,0.1231458585677762,0.0584795321637426,31,0.7419354838709677,-0.05064916883871266,-0.9987165071710528,-1.0,1.2246467991473532e-16,0.6234898018587336,0.7818314824680298
0.02334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,19,9,2,3.7,90,20097,8253,3.510488160235082,1.2778441300840804,0.3319511917235866,30,0.6333333333333333,-0.6691306063588585,-0.743144825477394,-0.5000000000000004,-0.8660254037844385,0.6234898018587336,0.7818314824680298
0.01459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,6,2,2.3,96,2320,8259,0.0,1.1679921318005029,0.0,30,0.5,-1.0,1.2246467991473532e-16,-0.8660254037844385,0.5000000000000003,0.6234898018587336,0.7818314824680298
0.01454,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,2,3.3,130,559,8261,1.973767229092024,0.2232595263077654,0.2410473644987588,31,0.3870967741935484,-0.758758122692791,0.6513724827222223,1.0,0.0,0.6234898018587336,0.7818314824680298
0.02284,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,3,2,3.2,87,1804,8282,2.0572822613776225,1.4842366438422965,0.5976492386080713,31,0.2903225806451613,-0.25065253225872064,0.9680771188662043,0.5000000000000001,0.8660254037844386,0.6234898018587336,0.7818314824680298
0.02093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,9,2,2.8,98,1139,8314,3.551759670315006,1.519680786592344,0.6740779341092004,30,0.36666666666666664,-0.6691306063588579,0.7431448254773945,-0.5000000000000004,-0.8660254037844385,0.6234898018587336,0.7818314824680298
0.01074,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,2,2,2.4,109,424,8347,3.56883453316429,0.1486423871744972,0.1853974871171327,28,0.9642857142857143,0.9749279121818235,-0.22252093395631464,0.8660254037844387,0.49999999999999994,0.6234898018587336,0.7818314824680298
0.02538,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,19,3,2,3.9,126,158100,8382,4.058944276861684,2.0420483878446056,1.0754892127582878,31,0.6129032258064516,-0.7587581226927911,-0.651372482722222,0.5000000000000001,0.8660254037844386,0.6234898018587336,0.7818314824680298
0.02973,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,4,2,2.8,96,198795,8425,3.3800980661012012,1.4209570253436603,0.7883735741995253,30,0.1,0.8090169943749475,0.5877852522924731,6.123233995736766e-17,1.0,0.6234898018587336,0.7818314824680298
0.01423,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,6,2,3.6,95,2120,8478,1.6712728628054425,1.491091513871952,0.6010728407305925,30,0.3333333333333333,-0.4999999999999998,0.8660254037844387,-0.8660254037844385,0.5000000000000003,0.6234898018587336,0.7818314824680298
0.02334,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,29,10,2,3.2,92,8760,8528,3.116457786516409,1.6468998018729628,0.7738480129846601,31,0.9354838709677419,0.9189578116202306,-0.3943558551133187,-1.8369701987210297e-16,-1.0,0.6234898018587336,0.7818314824680298
0.0261,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,2,3.1,106,5217,8529,1.7951870564141073,0.9767386579503502,0.0,28,0.7142857142857143,-0.2225209339563146,-0.9749279121818236,0.8660254037844387,0.49999999999999994,0.6234898018587336,0.7818314824680298
0.02324,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,12,2,1.8,75,39,8640,1.0674629649293512,0.6198744042133786,0.0,31,0.6451612903225806,-0.6121059825476627,-0.7907757369376986,0.8660254037844384,-0.5000000000000004,0.6234898018587336,0.7818314824680298
0.02324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,6,2,4.0,74,78,8640,0.0,0.2629004095244379,0.0,30,0.43333333333333335,-0.913545457642601,0.40673664307580004,-0.8660254037844385,0.5000000000000003,0.6234898018587336,0.7818314824680298
0.01487,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,11,2,3.5,87,9306,8813,1.083136454751617,1.2092780722474807,0.2996931272074575,30,0.3333333333333333,-0.4999999999999998,0.8660254037844387,0.49999999999999933,-0.866025403784439,0.6234898018587336,0.7818314824680298
0.01134,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,9,2,3.4,95,9170,8817,3.684146780115087,1.4076228586714274,0.4560394918948601,30,0.4,-0.8090169943749473,0.5877852522924732,-0.5000000000000004,-0.8660254037844385,0.6234898018587336,0.7818314824680298
0.01549,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,23,6,2,3.3,112,8414,8822,1.8400010554377149,1.68858213961894,0.4596741507767075,30,0.7666666666666667,0.10452846326765387,-0.9945218953682733,-0.8660254037844385,0.5000000000000003,0.6234898018587336,0.7818314824680298
0.02334,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,9,2,2.2,95,31346,8856,5.483557251103467,1.6319639238352657,0.8405998494586301,30,0.9666666666666667,0.9781476007338056,-0.20791169081775987,-0.5000000000000004,-0.8660254037844385,0.6234898018587336,0.7818314824680298
0.01086,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,2,2.8,78,73,8890,0.0,0.990534312064815,0.0467836257309941,31,0.22580645161290322,0.1514277775045767,0.9884683243281114,0.5000000000000001,0.8660254037844386,0.6234898018587336,0.7818314824680298
0.02466,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,18,10,2,3.5,100,24058,8915,1.4954518480495602,1.3555282329994809,0.4418968212610735,31,0.5806451612903226,-0.874346616144582,-0.4853019625310812,-1.8369701987210297e-16,-1.0,0.6234898018587336,0.7818314824680298
0.02467,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,12,2,3.2,100,4816,8919,2.481602175599186,1.500277081021245,0.5415006695915772,31,0.9032258064516129,0.8207634412072763,-0.5712682150947924,0.8660254037844384,-0.5000000000000004,0.6234898018587336,0.7818314824680298
0.01481,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2,2,2.5,75,851,9000,2.8985689405716153,1.6021592036735626,0.7362630999942099,28,0.35714285714285715,-0.6234898018587335,0.7818314824680299,0.8660254037844387,0.49999999999999994,0.6234898018587336,0.7818314824680298
0.00852,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,6,2,2.9,138,278,9019,2.5769992570559395,1.3497199098258614,0.3408174433742186,30,0.7,-0.30901699437494756,-0.9510565162951535,-0.8660254037844385,0.5000000000000003,0.6234898018587336,0.7818314824680298
0.02538,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,10,2,3.0,93,6823,9033,3.8052661534030086,1.623460291861222,0.5437812032476592,31,0.6774193548387096,-0.440394151557635,-0.8978045395707414,-1.8369701987210297e-16,-1.0,0.6234898018587336,0.7818314824680298
0.01134,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,2,3.3,105,3117,9045,2.4885289611959083,1.3549982565377343,0.4111591125156658,30,0.3,-0.30901699437494734,0.9510565162951536,-0.5000000000000004,-0.8660254037844385,0.6234898018587336,0.7818314824680298
0.0067,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,25,7,2,3.2,83,2275,9129,2.6831766110633604,1.2132903717826449,0.2951768861096636,31,0.8064516129032258,0.34730525284481945,-0.9377521321470808,-1.0,1.2246467991473532e-16,0.6234898018587336,0.7818314824680298
0.01128,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,9,2,4.1,85,7264,9150,2.0879301759635345,0.9536441658371224,1.104540335188018,30,0.7,-0.30901699437494756,-0.9510565162951535,-0.5000000000000004,-0.8660254037844385,0.6234898018587336,0.7818314824680298
0.02538,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,1,2,2.1,79,26209,9155,4.552127374600188,1.926800578181475,1.386717619130334,31,0.2903225806451613,-0.25065253225872064,0.9680771188662043,1.0,0.0,0.6234898018587336,0.7818314824680298
0.02467,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,10,2,3.5,93,60609,9197,3.9700322620916375,1.6088984880837198,0.7470325979966418,31,0.06451612903225806,0.9189578116202306,0.39435585511331855,-1.8369701987210297e-16,-1.0,0.6234898018587336,0.7818314824680298
0.02287,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,5,2,3.4,110,8390,9213,1.1913703798942712,0.8418200950015096,0.9400374672441776,31,0.2903225806451613,-0.25065253225872064,0.9680771188662043,-0.4999999999999998,0.8660254037844387,0.6234898018587336,0.7818314824680298
0.01475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,12,2,3.8,99,2900,9220,0.1506791032564228,1.2791742259214975,0.0,31,0.2903225806451613,-0.25065253225872064,0.9680771188662043,0.8660254037844384,-0.5000000000000004,0.6234898018587336,0.7818314824680298
0.01548,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,10,2,3.3,94,1507,9315,1.6911826473645837,1.4202563882280033,0.5103352440507208,31,0.9032258064516129,0.8207634412072763,-0.5712682150947924,-1.8369701987210297e-16,-1.0,0.6234898018587336,0.7818314824680298
0.00632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,1,2,3.4,125,847,9334,4.7967125574223095,2.087647495939687,0.0,31,0.6774193548387096,-0.440394151557635,-0.8978045395707414,1.0,0.0,0.6234898018587336,0.7818314824680298
0.01443,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,5,2,3.3,103,254,9354,1.666578835574003,1.354396099200963,0.458108968791616,31,0.1935483870967742,0.3473052528448203,0.9377521321470804,-0.4999999999999998,0.8660254037844387,0.6234898018587336,0.7818314824680298
0.02579,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,1,2,2.9,85,593,9478,2.9413014220090052,1.829181670641462,0.996352266805628,31,0.9032258064516129,0.8207634412072763,-0.5712682150947924,1.0,0.0,0.6234898018587336,0.7818314824680298
0.02658,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,12,2,2.9,96,558144,9572,3.816685900242294,1.2855363246111762,0.359099067801517,31,0.6129032258064516,-0.7587581226927911,-0.651372482722222,0.8660254037844384,-0.5000000000000004,0.6234898018587336,0.7818314824680298
0.03024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,10,2,2.4,84,5063,9627,0.0,1.7701394751241517,0.9548954895489548,31,0.3548387096774194,-0.6121059825476629,0.7907757369376985,-1.8369701987210297e-16,-1.0,0.6234898018587336,0.7818314824680298
0.0067,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,11,2,3.0,86,2030,9640,2.0375737623906187,1.2692502488400144,0.3474031613687685,30,0.43333333333333335,-0.913545457642601,0.40673664307580004,0.49999999999999933,-0.866025403784439,0.6234898018587336,0.7818314824680298
0.01503,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,3,2,3.0,100,1708,9669,2.663516859420454,1.286190235950761,0.2808175554397545,31,0.7096774193548387,-0.2506525322587205,-0.9680771188662043,0.5000000000000001,0.8660254037844386,0.6234898018587336,0.7818314824680298
0.00714,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,3,2,3.4,102,24431,9719,4.769131262138875,1.658258226780778,0.8091019628278617,31,0.16129032258064516,0.5289640103269624,0.8486442574947509,0.5000000000000001,0.8660254037844386,0.6234898018587336,0.7818314824680298
0.01496,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,2,2.0,98,6939,9724,3.790179997788391,1.6327207858783834,0.7794568930577268,30,0.03333333333333333,0.9781476007338057,0.20791169081775931,-0.8660254037844385,0.5000000000000003,0.6234898018587336,0.7818314824680298
0.03024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,7,2,3.3,94,125081,9781,4.631064115670714,2.800032240905521,2.3568278729400958,31,0.3225806451612903,-0.4403941515576344,0.8978045395707416,-1.0,1.2246467991473532e-16,0.6234898018587336,0.7818314824680298
0.01487,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,8,2,3.0,89,1658,9850,0.0,0.5578334394552211,0.5773485667751834,31,0.8064516129032258,0.34730525284481945,-0.9377521321470808,-0.8660254037844388,-0.4999999999999997,0.6234898018587336,0.7818314824680298
0.01443,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,12,2,3.4,119,574,9853,1.5475931565954166,1.1909685252415136,0.287997220774709,31,0.41935483870967744,-0.8743466161445821,0.48530196253108104,0.8660254037844384,-0.5000000000000004,0.6234898018587336,0.7818314824680298
0.0261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,9,2,3.7,98,23678,9862,2.003821900303658,1.7819397526949006,0.8770416939826411,30,0.9666666666666667,0.9781476007338056,-0.20791169081775987,-0.5000000000000004,-0.8660254037844385,0.6234898018587336,0.7818314824680298
0.01134,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,2.6,102,6628,9883,3.036871842856317,1.5086462821180966,0.6659718603439291,31,0.03225806451612903,0.9795299412524945,0.20129852008866006,1.0,0.0,0.6234898018587336,0.7818314824680298
0.00379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,4,2,2.8,95,1168,9976,0.0,0.5095624231493041,0.3123154420705228,30,0.26666666666666666,-0.10452846326765333,0.9945218953682734,6.123233995736766e-17,1.0,0.6234898018587336,0.7818314824680298
0.0261,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,11,2,3.1,108,8255,10000,2.7688063953046576,1.3739636020406691,0.4707312836546812,30,0.3333333333333333,-0.4999999999999998,0.8660254037844387,0.49999999999999933,-0.866025403784439,0.6234898018587336,0.7818314824680298
0.0334,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,4,2,2.8,126,59310,10000,5.235498092579499,0.4137707348716523,0.4590353772219327,30,0.2,0.30901699437494745,0.9510565162951535,6.123233995736766e-17,1.0,0.6234898018587336,0.7818314824680298
0.02973,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,6,2,2.1,83,141546,10000,2.6240923310207096,1.54287123593097,0.0,30,0.8,0.30901699437494723,-0.9510565162951536,-0.8660254037844385,0.5000000000000003,0.6234898018587336,0.7818314824680298
0.0085,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,11,2,2.7,96,46019,10000,3.9603482590102623,1.257411504861124,0.3311910138382259,30,0.5666666666666667,-0.9135454576426011,-0.4067366430757998,0.49999999999999933,-0.866025403784439,0.6234898018587336,0.7818314824680298
0.0261,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,8,2,2.9,120,20130,10035,3.3163024138957167,1.8135379140544976,0.9943332194000384,31,0.3548387096774194,-0.6121059825476629,0.7907757369376985,-0.8660254037844388,-0.4999999999999997,0.6234898018587336,0.7818314824680298
0.01019,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,12,2,2.5,93,259,10078,2.8828209273339027,1.185400324908308,0.1861576650024934,31,0.06451612903225806,0.9189578116202306,0.39435585511331855,0.8660254037844384,-0.5000000000000004,0.6234898018587336,0.7818314824680298
0.0055,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,8,2,3.0,77,1443,10114,0.0126984126984126,1.1056342983452545,0.1339313897433885,31,0.8387096774193549,0.5289640103269624,-0.8486442574947509,-0.8660254037844388,-0.4999999999999997,0.6234898018587336,0.7818314824680298
0.01185,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,8,2,3.5,100,1738,10144,0.0,0.1347135157434062,0.126751724408434,31,0.16129032258064516,0.5289640103269624,0.8486442574947509,-0.8660254037844388,-0.4999999999999997,0.6234898018587336,0.7818314824680298
0.01074,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,12,11,2,3.1,120,2315,10237,2.5112756830345555,1.2581267810431702,0.3509929940362457,30,0.4,-0.8090169943749473,0.5877852522924732,0.49999999999999933,-0.866025403784439,0.6234898018587336,0.7818314824680298
0.02281,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,1,2,2.2,82,3355,10360,3.08243556412618,0.9369226172656764,0.3789010479995368,31,0.8709677419354839,0.6889669190756865,-0.72479278722912,1.0,0.0,0.6234898018587336,0.7818314824680298
0.01516,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,3,2,3.6,138,6452,10433,1.328275538442574,1.883546476588439,1.0183189796059402,31,0.3870967741935484,-0.758758122692791,0.6513724827222223,0.5000000000000001,0.8660254037844386,0.6234898018587336,0.7818314824680298
0.00489,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,3,2,3.6,96,1416,10456,1.6978612308318122,0.0203253640456764,0.0,31,0.5161290322580645,-0.9948693233918952,-0.10116832198743204,0.5000000000000001,0.8660254037844386,0.6234898018587336,0.7818314824680298
0.0247,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,11,2,4.2,250,375,10457,2.3630049927880075,1.7407629037958796,0.8715990444545303,30,0.13333333333333333,0.6691306063588582,0.7431448254773941,0.49999999999999933,-0.866025403784439,0.6234898018587336,0.7818314824680298
0.02466,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,6,2,3.6,93,11403,10462,1.8080886194256283,1.4117762456940832,0.462458979344454,30,0.5666666666666667,-0.9135454576426011,-0.4067366430757998,-0.8660254037844385,0.5000000000000003,0.6234898018587336,0.7818314824680298
0.02538,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,31,5,2,3.1,90,90482,10474,3.9348689668909134,1.5195721615712654,0.297029702970297,31,1.0,1.0,-2.4492935982947064e-16,-0.4999999999999998,0.8660254037844387,0.6234898018587336,0.7818314824680298
0.01423,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,13,4,2,3.3,94,861,10500,3.3483652682738234,1.1725137758468365,0.2133055410804238,30,0.43333333333333335,-0.913545457642601,0.40673664307580004,6.123233995736766e-17,1.0,0.6234898018587336,0.7818314824680298
0.02093,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,7,2,3.4,98,286,10575,2.0799031923374693,1.366028298633364,0.4075692798481886,31,0.5806451612903226,-0.874346616144582,-0.4853019625310812,-1.0,1.2246467991473532e-16,0.6234898018587336,0.7818314824680298
